代码,名称,最新价,涨跌额,涨跌幅,买入,卖出,昨收,今开,最高,最低,成交量,成交额,时点,市盈率,市净率,流通市值,总市值,换手率
sh688127,蓝特光学,64.48,-0.6,-0.922,64.46,64.48,65.08,64.48,64.48,64.48,21453,1383289,09:25:43,67.167,11.956,2617228.3696,2617228.3696,0.00529
sh688128,中国电研,25.65,0.12,0.47,25.65,25.79,25.53,25.65,25.65,25.65,989,25368,09:25:43,22.304,3.043,1037542.5,1037542.5,0.00024
sh688129,东来技术,23.06,-0.14,-0.603,23.06,23.2,23.2,23.06,23.06,23.06,4609,106284,09:26:06,30.747,2.942,277824.1128,277824.1128,0.00383
sh688130,晶华微,20.98,0.03,0.143,20.98,21.0,20.95,20.98,20.98,20.98,7400,155252,09:25:51,-190.727,2.035,253629.515212,126478.127212,0.01228
sh688131,皓元医药,76.07,-0.28,-0.367,76.07,76.15,76.35,76.07,76.07,76.07,6536,497194,09:25:51,79.24,5.345,1613474.732436,1613474.732436,0.00308
sh688132,邦彦技术,17.05,0.15,0.888,17.05,17.07,16.9,17.05,17.05,17.05,6412,109325,09:25:43,-71.042,1.887,259543.97282,259543.97282,0.00421
sh688133,泰坦科技,21.55,-0.01,-0.046,21.45,21.55,21.56,21.55,21.55,21.55,7872,169642,09:26:06,269.375,1.269,354361.685435,354361.685435,0.00479
sh688135,利扬芯片,34.06,0.0,0.0,34.06,34.12,34.06,34.06,34.06,34.06,158017,5382059,09:26:06,-109.871,7.275,793952.023046,793952.023046,0.06779
sh688136,科兴制药,32.18,-0.29,-0.893,32.18,32.2,32.47,32.18,32.18,32.18,28506,917323,09:25:57,201.125,3.779,647645.8305,647645.8305,0.01416
sh688137,近岸蛋白,49.27,-0.49,-0.985,48.8,49.27,49.76,49.27,49.27,49.27,4220,207919,09:25:57,-63.167,1.662,345754.387953,345754.387953,0.00601
sh688138,清溢光电,27.66,-0.01,-0.036,27.66,27.7,27.67,27.66,27.66,27.66,8850,244791,09:25:48,42.554,3.187,870736.8,870736.8,0.00281
sh688139,海尔生物,32.36,-0.05,-0.154,32.3,32.36,32.41,32.36,32.36,32.36,6482,209758,09:25:39,40.45,2.341,1024171.095592,1024171.095592,0.00205
sh688141,杰华特,67.64,0.09,0.133,67.54,67.64,67.55,67.64,67.64,67.64,34374,2325057,09:25:40,-42.275,19.972,3045975.363276,3045975.363276,0.00763
sh688143,长盈通,61.75,0.0,0.0,61.74,61.75,61.75,61.75,61.75,61.75,33383,2061400,09:25:59,411.667,6.552,795221.45235,755662.08055,0.02728
sh688146,中船特气,60.0,-0.14,-0.233,60.0,60.14,60.14,60.0,60.0,60.0,58638,3518280,09:25:41,105.263,5.603,3176470.59,869825.052,0.04045
sh688147,微导纳米,69.4,-0.05,-0.072,69.05,69.4,69.45,69.4,69.4,69.4,13256,919966,09:26:06,138.8,11.076,3200440.77422,3200440.77422,0.00287
sh688148,芳源股份,9.25,0.07,0.763,9.18,9.25,9.18,9.25,9.25,9.25,72363,669358,09:25:51,-10.882,16.291,471910.074025,471910.074025,0.01418
sh688150,莱特光电,46.95,0.03,0.064,46.95,47.0,46.92,46.95,46.95,46.95,52640,2471448,09:26:04,111.786,10.475,1889444.461575,1889444.461575,0.01308
sh688151,华强科技,20.44,-0.18,-0.873,20.44,20.56,20.62,20.44,20.44,20.44,4800,98112,09:26:09,292.0,1.681,704158.0,704158.0,0.00139
sh688152,麒麟信安,34.4,0.17,0.497,34.35,34.4,34.23,34.4,34.4,34.4,200,6880,09:26:07,344.0,2.825,353736.43496,353736.43496,0.00019
sh688153,唯捷创芯,34.44,0.07,0.204,34.44,34.5,34.37,34.44,34.44,34.44,17501,602734,09:25:41,-574.0,3.709,1481997.999552,1409421.161736,0.00428
sh688155,先惠技术,81.41,1.17,1.458,81.41,81.45,80.24,81.41,81.41,81.41,19513,1588553,09:25:43,43.535,4.861,1029315.541128,1029315.541128,0.01543
sh688156,路德科技,24.76,0.13,0.528,24.76,24.88,24.63,24.76,24.76,24.76,269370,6669601,09:25:44,-44.214,3.048,249368.252732,249368.252732,0.26746
sh688157,松井股份,41.11,0.61,1.506,41.11,41.29,40.5,41.11,41.11,41.11,700,28777,09:26:04,52.705,4.755,643088.16988,643088.16988,0.00045
sh688158,优刻得,46.5,0.72,1.573,46.5,46.51,45.78,46.5,46.5,46.5,173707,8077376,09:25:54,-290.625,8.781,2121818.62665,1885453.6722,0.04284
sh688159,有方科技,43.0,0.23,0.538,42.86,43.0,42.77,43.0,43.0,43.0,10114,434902,09:25:55,39.45,4.208,399507.926,398733.926,0.01091
sh688160,步科股份,111.28,3.69,3.43,111.01,111.28,107.59,111.28,111.28,111.28,43003,4785374,09:25:56,134.072,7.8,1010780.788368,1010780.788368,0.04734
sh688161,威高骨科,31.19,-0.01,-0.032,31.19,31.2,31.2,31.19,31.19,31.19,3900,121641,09:25:51,45.868,3.01,1247600.0,1247600.0,0.00098
sh688162,巨一科技,33.42,-0.05,-0.149,33.42,33.6,33.47,33.42,33.42,33.42,10157,339447,09:25:49,208.875,1.91,458190.79005,458190.79005,0.00741
sh688163,赛伦生物,33.3,0.3,0.909,33.3,33.38,33.0,33.3,33.3,33.3,24807,826073,09:25:49,81.22,3.203,360372.6,360372.6,0.02292
sh688165,埃夫特,17.27,0.07,0.407,17.27,17.33,17.2,17.27,17.27,17.27,9651,166673,09:25:43,-18.179,7.4,901114.06,901114.06,0.00185
sh688166,博瑞医药,58.72,1.06,1.838,58.7,58.72,57.66,58.72,58.72,58.72,626299,36776277,09:26:04,451.692,10.1,2484469.353888,2484469.353888,0.14802
sh688167,炬光科技,379.0,-0.98,-0.258,379.0,379.03,379.98,379.0,379.0,379.0,22227,8424033,09:26:03,-194.359,15.496,3405675.9596,3405675.9596,0.02474
sh688168,安博通,78.83,-0.04,-0.051,78.58,78.83,78.87,78.83,78.83,78.83,4048,319104,09:25:51,-39.415,6.15,608449.386532,608449.386532,0.00524
sh688169,石头科技,113.62,0.0,0.0,113.62,113.65,113.62,113.62,113.62,113.62,7650,869193,09:25:43,10.55,2.14,2943966.553216,2943966.553216,0.00295
sh688170,德龙激光,56.51,-0.68,-1.189,56.51,57.06,57.19,56.51,56.51,56.51,88900,5023739,09:25:47,-171.242,4.808,584087.36,584087.36,0.08601
sh688171,纬德信息,48.82,0.15,0.308,48.82,48.97,48.67,48.82,48.82,48.82,16718,816173,09:26:04,348.714,4.958,408981.7388,408981.7388,0.01996
sh688172,燕东微,40.1,-0.39,-0.963,40.05,40.1,40.49,40.1,40.1,40.1,31447,1261025,09:25:57,-267.333,3.065,5724748.56897,3120505.74985,0.00404
sh688173,希荻微,14.25,0.0,0.0,14.25,14.27,14.25,14.25,14.25,14.25,13293,189425,09:25:57,-19.257,4.071,588584.580675,584605.319475,0.00324
sh688175,高凌信息,35.33,-0.07,-0.198,35.33,36.3,35.4,35.33,35.33,35.33,3100,109523,09:26:01,-88.325,2.625,456876.961,456876.961,0.0024
sh688176,亚虹医药,14.11,-0.09,-0.634,14.11,14.16,14.2,14.11,14.11,14.11,110011,1552255,09:25:44,-20.75,4.62,805921.555746,614752.874039,0.02525
sh688177,百奥泰,23.16,-0.21,-0.899,23.09,23.16,23.37,23.16,23.16,23.16,33471,775188,09:26:04,-18.829,19.807,959009.28,959009.28,0.00808
sh688178,万德斯,32.04,0.6,1.908,31.98,32.04,31.44,32.04,32.04,32.04,13347,427638,09:25:57,-36.697,2.734,272333.092176,272333.092176,0.0157
sh688179,阿拉丁,18.43,-0.03,-0.163,18.43,18.46,18.46,18.43,18.43,18.43,22219,409496,09:25:41,51.194,6.319,641379.119972,641379.119972,0.00638
sh688180,君实生物,43.04,-0.46,-1.057,43.04,43.08,43.5,43.04,43.04,43.04,155187,6679248,09:25:53,-49.471,7.328,4418873.204784,3298560.511984,0.02025
sh688181,八亿时空,32.72,0.0,0.0,32.71,32.72,32.72,32.72,32.72,32.72,3400,111248,09:25:39,57.404,2.123,440023.618512,440023.618512,0.00253
sh688182,灿勤科技,29.23,-0.08,-0.273,29.18,29.23,29.31,29.23,29.23,29.23,6617,193415,09:26:06,208.786,5.226,1169200.0,1169200.0,0.00165
sh688183,生益电子,104.43,-0.01,-0.01,104.02,104.43,104.44,104.43,104.43,104.43,136875,14293856,09:25:48,261.075,16.84,8686708.530525,8686708.530525,0.01645
sh688184,ST帕瓦,0.0,0.0,0.0,10.45,10.5,10.45,0.0,0.0,0.0,0,0,09:25:55,-2.282,1.045,166204.65213,105009.45213,0.0
