代码,名称,最新价,涨跌幅,涨跌额,买入,卖出,成交量,成交额,今开,昨收,最高,最低
02628,中国人寿,27.62,0.73,0.2,27.62,27.62,6845960.0,189407674.5,27.42,27.42,27.8,27.4
01877,君实生物,27.54,0.15,0.04,27.54,27.54,1125800.0,30890434.0,27.6,27.5,27.8,27.02
06030,中信证券,27.22,1.26,0.34,27.22,27.22,2138515.0,58303080.9,27.2,26.88,27.54,27.1
00883,中国海洋石油,26.56,1.3,0.34,26.56,26.56,18013807.0,475391335.22,26.34,26.22,26.6,26.14
09611,龙旗科技,24.9,1.55,0.38,24.9,24.9,153100.0,3823128.0,24.66,24.52,25.26,24.64
03268,美格智能,23.9,5.57,1.26,23.9,23.9,1570900.0,37120056.0,23.18,22.64,24.24,23.02
00763,中兴通讯,23.4,-2.34,-0.56,23.4,23.4,10508200.0,245261832.0,23.96,23.96,23.96,23.16
06127,昭衍新药,22.66,-0.7,-0.16,22.66,22.66,1024600.0,23222923.0,22.8,22.82,23.1,22.32
06031,三一重工,22.06,-0.63,-0.14,22.06,22.06,425800.0,9452976.0,22.02,22.2,22.5,22.02
06826,昊海生物科技,21.88,-0.27,-0.06,21.88,21.88,31100.0,681458.0,22.02,21.94,22.04,21.84
03759,康龙化成,21.76,0.83,0.18,21.76,21.76,1552700.0,33799154.1,21.88,21.58,22.08,21.44
00921,海信家电,21.08,-0.28,-0.06,21.08,21.08,95100.0,2015072.0,21.36,21.14,21.38,21.06
06690,海尔智家,21.02,0.48,0.1,21.02,21.02,4507077.0,94604216.34,20.8,20.92,21.18,20.8
06680,金力永磁,20.78,0.97,0.2,20.78,20.78,1080600.0,22550809.8,20.9,20.58,21.06,20.56
00914,海螺水泥,20.5,-1.91,-0.4,20.5,20.5,2722000.0,56119550.0,20.9,20.9,21.0,20.42
02196,复星医药,20.26,-2.13,-0.44,20.26,20.26,1100000.0,22439367.5,20.7,20.7,20.76,20.22
03908,中金公司,19.81,2.86,0.55,19.81,19.81,8283940.0,164613714.8,20.02,19.26,20.12,19.66
09981,沃尔核材,19.55,1.51,0.29,19.55,19.55,535200.0,10449266.0,19.6,19.26,19.66,19.31
03993,洛阳钼业,19.3,-0.1,-0.02,19.3,19.3,11564876.0,223335077.8,19.32,19.32,19.6,19.13
00564,中创智领,18.47,-1.28,-0.24,18.47,18.47,261600.0,4863019.8,18.65,18.71,18.97,18.43
01138,中远海能,18.29,-1.83,-0.34,18.29,18.29,4030000.0,74405200.0,18.63,18.63,18.94,18.22
06655,华新建材,17.42,-0.34,-0.06,17.42,17.42,517300.0,9039900.0,17.5,17.48,17.8,17.28
00874,白云山,16.98,0.0,0.0,16.98,16.98,298000.0,5049560.0,17.08,16.98,17.08,16.9
01776,广发证券,16.85,2.43,0.4,16.85,16.85,2553600.0,42644160.6,16.54,16.45,16.85,16.5
06613,蓝思科技,16.62,-15.46,-3.04,16.62,16.62,37604796.0,617522898.78,18.15,19.66,18.15,15.68
00699,均胜电子,16.4,2.12,0.34,16.4,16.4,1055500.0,17225740.5,16.4,16.06,16.49,16.07
06886,华泰证券,16.2,1.31,0.21,16.2,16.2,2287400.0,36840230.0,15.99,15.99,16.26,15.99
02218,安德利果汁,16.06,2.1,0.33,16.06,16.06,222500.0,3554600.0,15.73,15.73,16.12,15.73
02465,龙蟠科技,16.01,20.65,2.74,16.01,16.01,32354600.0,508201175.0,15.24,13.27,16.81,14.07
09969,诺诚健华,15.48,-0.51,-0.08,15.48,15.48,2002000.0,31115610.0,15.62,15.56,15.74,15.24
00995,安徽皖通高速公路,15.33,-0.33,-0.05,15.33,15.33,552000.0,8501720.0,15.38,15.38,15.71,15.15
01919,中远海控,15.07,-0.46,-0.07,15.07,15.07,2805400.0,42350449.5,15.15,15.14,15.25,15.02
02208,金风科技,15.06,0.6,0.09,15.06,15.06,7156690.0,108606485.2,15.2,14.97,15.4,15.0
01171,兖矿能源,14.68,-0.14,-0.02,14.68,14.68,4092430.0,60094184.8,14.92,14.7,14.92,14.56
02611,国泰海通,14.53,2.18,0.31,14.53,14.53,2448080.0,35381803.2,14.22,14.22,14.55,14.22
00317,中船防务,14.33,0.07,0.01,14.33,14.33,502000.0,7255980.0,14.59,14.32,14.59,14.31
06099,招商证券,13.99,0.79,0.11,13.99,13.99,457600.0,6389218.0,14.0,13.88,14.02,13.88
00638,广和通,13.75,1.4,0.19,13.75,13.75,161200.0,2187586.0,13.38,13.56,13.75,13.38
01898,中煤能源,13.52,-0.07,-0.01,13.52,13.52,2763000.0,37397899.0,13.54,13.53,13.66,13.39
01858,春立医疗,13.32,-1.7,-0.23,13.32,13.32,234750.0,3126055.0,13.58,13.55,13.65,13.19
02333,长城汽车,13.26,-0.38,-0.05,13.26,13.26,4661000.0,62654086.5,13.3,13.31,13.64,13.22
02715,埃斯顿,13.21,2.09,0.27,13.21,13.21,407400.0,5396366.0,12.94,12.94,13.33,12.94
02603,吉宏股份,13.12,1.86,0.24,13.12,13.12,451500.0,5866930.0,12.88,12.88,13.12,12.85
02600,中国铝业,13.05,3.74,0.47,13.05,13.05,15554090.0,202488223.5,12.78,12.58,13.15,12.78
02701,国民技术,12.84,0.94,0.12,12.84,12.84,1052200.0,13454202.0,12.77,12.72,12.97,12.6
02607,上海医药,11.69,-0.76,-0.09,11.69,11.69,1049500.0,12282467.3,11.79,11.78,11.82,11.64
06066,中信建投证券,11.14,1.74,0.19,11.14,11.14,811000.0,9021725.0,11.01,10.95,11.17,11.01
02691,南华期货股份,10.98,0.83,0.09,10.98,10.98,95500.0,1047735.0,10.94,10.89,11.05,10.92
02039,中集集团,10.81,-0.46,-0.05,10.81,10.81,296400.0,3228578.0,10.84,10.86,11.05,10.77
00857,中国石油股份,10.59,0.09,0.01,10.59,10.59,21368194.0,224631718.89,10.48,10.58,10.6,10.44
00177,江苏宁沪高速公路,10.46,-0.19,-0.02,10.46,10.46,1400000.0,14661690.0,10.35,10.48,10.55,10.35
00811,新华文轩,10.4,-0.48,-0.05,10.4,10.4,172000.0,1793930.0,10.44,10.45,10.54,10.35
06865,福莱特玻璃,9.34,1.19,0.11,9.34,9.34,438000.0,4097979.0,9.35,9.23,9.43,9.26
02883,中海油田服务,8.9,-1.98,-0.18,8.9,8.9,2980000.0,26514782.0,9.08,9.08,9.08,8.83
06881,中国银河,8.71,0.58,0.05,8.71,8.71,2747500.0,23930952.5,8.76,8.66,8.76,8.68
01157,中联重科,8.55,-4.47,-0.4,8.55,8.55,6515100.0,56405711.0,8.92,8.95,8.96,8.52
00939,建设银行,8.53,0.59,0.05,8.53,8.53,25542248.0,217272410.23,8.48,8.48,8.54,8.48
00568,山东墨龙,8.31,-0.6,-0.05,8.31,8.31,10796400.0,89211584.0,8.2,8.36,8.37,8.2
00038,第一拖拉机股份,8.19,0.0,0.0,8.19,8.19,948000.0,7765920.0,8.27,8.19,8.35,8.12
01963,重庆银行,8.15,-0.73,-0.06,8.15,8.15,194000.0,1586805.0,8.23,8.21,8.23,8.13
06178,光大证券,8.14,0.74,0.06,8.14,8.14,1206000.0,9810224.0,8.08,8.08,8.2,8.08
00998,中信银行,8.12,-0.73,-0.06,8.12,8.12,3296920.0,26716124.67,8.2,8.18,8.2,8.06
06198,青岛港,7.54,2.03,0.15,7.54,7.54,960000.0,7229545.0,7.4,7.39,7.58,7.4
00548,深圳高速公路股份,7.34,-0.54,-0.04,7.34,7.34,402000.0,3001530.0,7.42,7.38,7.57,7.33
03328,交通银行,7.15,0.14,0.01,7.15,7.15,2956300.0,21151021.0,7.13,7.14,7.18,7.12
01398,工商银行,7.0,0.14,0.01,7.0,7.0,46862253.0,327498697.32,6.97,6.99,7.01,6.95
03618,重庆农村商业银行,6.98,-2.38,-0.17,6.98,6.98,3293000.0,23142185.0,7.08,7.15,7.09,6.96
00719,山东新华制药股份,6.42,0.31,0.02,6.42,6.42,68000.0,435480.0,6.4,6.4,6.42,6.4
00916,龙源电力,6.3,0.0,0.0,6.3,6.3,15041938.0,95211743.3,6.35,6.3,6.38,6.29
00902,华能国际电力股份,6.24,0.16,0.01,6.24,6.24,7390000.0,46092920.0,6.2,6.23,6.28,6.19
03958,东方证券,6.09,2.01,0.12,6.09,6.09,2133200.0,12909012.0,6.07,5.97,6.09,5.98
01288,农业银行,6.01,0.17,0.01,6.01,6.01,24415032.0,146226536.72,5.99,6.0,6.02,5.96
01330,绿色动力环保,5.86,0.34,0.02,5.86,5.86,170000.0,992230.0,5.95,5.84,5.95,5.77
00107,四川成渝高速公路,5.81,0.35,0.02,5.81,5.81,1548000.0,8958960.0,5.71,5.79,5.84,5.68
01057,浙江世宝,5.8,5.07,0.28,5.8,5.8,20992000.0,122389040.0,5.62,5.52,6.02,5.62
01186,中国铁建,5.5,0.0,0.0,5.5,5.5,1133000.0,6230595.0,5.5,5.5,5.51,5.49
01339,中国人民保险集团,5.37,0.0,0.0,5.37,5.37,11756000.0,63194809.0,5.38,5.37,5.4,5.35
03988,中国银行,5.13,0.0,0.0,5.13,5.13,19666561.0,100766190.87,5.14,5.13,5.15,5.11
00598,中国外运,5.09,0.79,0.04,5.09,5.09,1737300.0,8851895.0,5.05,5.05,5.12,5.05
01766,中国中车,5.09,-0.39,-0.02,5.09,5.09,3432000.0,17509830.0,5.11,5.11,5.13,5.08
00753,中国国航,5.07,1.81,0.09,5.07,5.07,7208000.0,36444650.0,5.02,4.98,5.11,4.99
01658,邮储银行,5.04,0.4,0.02,5.04,5.04,12445000.0,62485430.0,5.01,5.02,5.04,5.0
00553,南京熊猫电子股份,5.0,0.2,0.01,5.0,5.0,926000.0,4621680.0,4.96,4.99,5.01,4.96
09989,海普瑞,4.95,-1.2,-0.06,4.95,4.95,41500.0,205685.0,5.01,5.01,5.01,4.94
00728,中国电信,4.88,-0.41,-0.02,4.88,4.88,6866000.0,33604520.0,4.91,4.9,4.91,4.88
01456,国联民生,4.72,1.94,0.09,4.72,4.72,1466000.0,6921505.0,4.65,4.63,4.75,4.65
00187,京城机电股份,4.63,0.43,0.02,4.63,4.63,1126000.0,5203260.0,4.69,4.61,4.69,4.58
00386,中国石油化工股份,4.58,0.88,0.04,4.58,4.58,21469400.0,97948337.0,4.55,4.54,4.6,4.53
01800,中国交通建设,4.55,0.22,0.01,4.55,4.55,1780000.0,8133650.0,4.55,4.54,4.6,4.53
03866,青岛银行,4.38,0.23,0.01,4.38,4.38,84000.0,367785.0,4.39,4.37,4.39,4.37
01055,中国南方航空股份,4.3,2.14,0.09,4.3,4.3,4278000.0,18326270.0,4.26,4.21,4.32,4.24
01065,天津创业环保股份,4.25,-0.23,-0.01,4.25,4.25,36000.0,153000.0,4.25,4.26,4.25,4.25
00390,中国中铁,4.06,-0.49,-0.02,4.06,4.06,3706000.0,15068130.0,4.09,4.08,4.1,4.05
01071,华电国际电力股份,4.01,-0.25,-0.01,4.01,4.01,820000.0,3298040.0,4.04,4.02,4.04,4.0
02727,上海电气,3.97,1.53,0.06,3.97,3.97,11634000.0,46207620.0,3.91,3.91,4.04,3.9
00670,中国东方航空股份,3.97,0.76,0.03,3.97,3.97,6828000.0,27087880.0,3.98,3.94,4.04,3.91
00956,新天绿色能源,3.81,-0.52,-0.02,3.81,3.81,902000.0,3436834.0,3.79,3.83,3.83,3.79
01108,凯盛新能,3.75,0.54,0.02,3.75,3.75,376000.0,1414420.0,3.75,3.73,3.78,3.73
01988,民生银行,3.64,-0.55,-0.02,3.64,3.64,4399092.0,15987351.2,3.66,3.66,3.66,3.62
03969,中国通号,3.62,-1.09,-0.04,3.62,3.62,812000.0,2933440.0,3.63,3.66,3.65,3.6
01816,中广核电力,3.33,0.0,0.0,3.33,3.33,6087000.0,20291040.0,3.35,3.33,3.36,3.31
02238,广汽集团,3.15,1.29,0.04,3.15,3.15,2723200.0,8549588.0,3.12,3.11,3.16,3.12
01635,大众公用,3.14,0.64,0.02,3.14,3.14,2586300.0,8097764.0,3.13,3.12,3.14,3.12
06818,中国光大银行,3.14,0.32,0.01,3.14,3.14,1715000.0,5379874.0,3.14,3.13,3.15,3.12
02202,万科企业,3.02,0.67,0.02,3.02,3.02,2812400.0,8496848.5,3.01,3.0,3.05,3.0
06806,申万宏源,2.89,1.05,0.03,2.89,2.89,1405600.0,4065856.0,2.88,2.86,2.91,2.88
03678,弘业期货,2.86,0.7,0.02,2.86,2.86,1117000.0,3205640.0,2.86,2.84,2.89,2.84
01349,复旦张江,2.83,-0.7,-0.02,2.83,2.83,255000.0,724610.0,2.85,2.85,2.87,2.83
00323,马鞍山钢铁股份,2.73,2.25,0.06,2.73,2.73,1718000.0,4665940.0,2.69,2.67,2.73,2.69
02068,中铝国际,2.67,0.75,0.02,2.67,2.67,2429000.0,6461200.0,2.67,2.65,2.67,2.65
00991,大唐发电,2.5,-0.4,-0.01,2.5,2.5,2790000.0,7001670.0,2.51,2.51,2.53,2.49
03369,秦港股份,2.45,-0.41,-0.01,2.45,2.45,17500.0,43020.0,2.46,2.46,2.46,2.45
02016,浙商银行,2.44,0.41,0.01,2.44,2.44,1327000.0,3227734.0,2.43,2.43,2.44,2.42
00525,广深铁路股份,2.3,2.22,0.05,2.3,2.3,1324000.0,3022340.0,2.27,2.25,2.3,2.25
00895,东江环保,2.1,0.96,0.02,2.1,2.1,68400.0,143458.0,2.11,2.08,2.11,2.07
01375,中州证券,1.94,1.57,0.03,1.94,1.94,1680000.0,3263140.0,1.94,1.91,1.95,1.93
01618,中国中冶,1.61,0.63,0.01,1.61,1.61,4397000.0,7078170.0,1.61,1.6,1.62,1.6
00347,鞍钢股份,1.56,-0.64,-0.01,1.56,1.56,1320000.0,2063840.0,1.57,1.57,1.59,1.55
01528,红星美凯龙,1.3,0.78,0.01,1.3,1.3,440000.0,570188.0,1.3,1.29,1.3,1.28
00338,上海石油化工股份,1.28,0.79,0.01,1.28,1.28,4616000.0,5941700.0,1.28,1.27,1.3,1.27
03996,中国能源建设,1.26,0.8,0.01,1.26,1.26,11568000.0,14562330.0,1.25,1.25,1.27,1.25
02866,中远海发,1.18,-0.84,-0.01,1.18,1.18,1307000.0,1532670.0,1.19,1.19,1.19,1.17
01812,晨鸣纸业,1.15,1.77,0.02,1.15,1.15,133000.0,152955.0,1.13,1.13,1.16,1.13
01053,重庆钢铁股份,1.15,0.88,0.01,1.15,1.15,1634000.0,1876720.0,1.15,1.14,1.16,1.15
06196,郑州银行,1.02,0.99,0.01,1.02,1.02,213000.0,215600.0,1.02,1.01,1.02,1.01
