代码,名称,最新价,涨跌幅,涨跌额,买入,卖出,成交量,成交额,今开,昨收,最高,最低
02068,中铝国际,2.65,0.0,0.0,2.65,2.65,5874000.0,15583080.0,2.67,2.65,2.67,2.63
00991,大唐发电,2.5,-0.4,-0.01,2.5,2.5,8002000.0,20023640.0,2.51,2.51,2.53,2.49
03369,秦港股份,2.46,0.0,0.0,2.46,2.46,251500.0,619615.0,2.46,2.46,2.47,2.45
02016,浙商银行,2.43,0.0,0.0,2.43,2.43,2218700.0,5399103.0,2.43,2.43,2.44,2.42
00525,广深铁路股份,2.34,4.0,0.09,2.34,2.34,10482000.0,24441584.0,2.27,2.25,2.37,2.25
00895,东江环保,2.12,1.92,0.04,2.12,2.12,480600.0,1013541.0,2.11,2.08,2.14,2.07
01375,中州证券,1.95,2.09,0.04,1.95,1.95,8361000.0,16266000.0,1.94,1.91,1.97,1.93
01618,中国中冶,1.61,0.63,0.01,1.61,1.61,12301000.0,19811370.0,1.61,1.6,1.62,1.6
00347,鞍钢股份,1.56,-0.64,-0.01,1.56,1.56,3610000.0,5630640.0,1.57,1.57,1.59,1.55
01528,红星美凯龙,1.29,0.0,0.0,1.29,1.29,2983200.0,3857564.0,1.3,1.29,1.31,1.28
00338,上海石油化工股份,1.28,0.79,0.01,1.28,1.28,8774000.0,11292760.0,1.28,1.27,1.3,1.27
03996,中国能源建设,1.25,0.0,0.0,1.25,1.25,37462000.0,47118154.0,1.25,1.25,1.27,1.25
02866,中远海发,1.18,-0.84,-0.01,1.18,1.18,5681000.0,6671690.0,1.19,1.19,1.19,1.17
01812,晨鸣纸业,1.15,1.77,0.02,1.15,1.15,276500.0,318015.0,1.13,1.13,1.16,1.13
01053,重庆钢铁股份,1.15,0.88,0.01,1.15,1.15,3984000.0,4590560.0,1.15,1.14,1.16,1.15
06196,郑州银行,1.02,0.99,0.01,1.02,1.02,1712000.0,1739710.0,1.02,1.01,1.02,1.01
02880,辽港股份,0.86,0.0,0.0,0.86,0.86,1037100.0,889060.0,0.87,0.86,0.87,0.85
01033,中石化油服,0.83,-1.19,-0.01,0.83,0.83,24113000.0,20055380.0,0.84,0.84,0.84,0.83
00588,北京北辰实业股份,0.81,0.0,0.0,0.81,0.81,20372000.0,16610760.0,0.82,0.81,0.83,0.8
