代码,名称,最新价,涨跌幅,涨跌额,买入,卖出,成交量,成交额,今开,昨收,最高,最低
02068,中铝国际,2.65,0.0,0.0,2.65,2.65,8722000.0,23106680.0,2.67,2.65,2.67,2.63
00991,大唐发电,2.5,-0.4,-0.01,2.5,2.5,10287000.0,25743030.0,2.51,2.51,2.53,2.49
03369,秦港股份,2.46,0.0,0.0,2.46,2.46,291500.0,718115.0,2.46,2.46,2.47,2.45
02016,浙商银行,2.43,0.0,0.0,2.43,2.43,2347700.0,5713385.0,2.43,2.43,2.44,2.42
00525,广深铁路股份,2.31,2.67,0.06,2.31,2.31,11952000.0,27862244.0,2.27,2.25,2.37,2.25
00895,东江环保,2.12,1.92,0.04,2.12,2.12,757600.0,1601635.0,2.11,2.08,2.15,2.07
01375,中州证券,1.95,2.09,0.04,1.95,1.95,8684000.0,16894230.0,1.94,1.91,1.97,1.93
01618,中国中冶,1.61,0.63,0.01,1.61,1.61,12754000.0,20541700.0,1.61,1.6,1.62,1.6
00347,鞍钢股份,1.56,-0.64,-0.01,1.56,1.56,5632000.0,8779460.0,1.57,1.57,1.59,1.55
01528,红星美凯龙,1.31,1.55,0.02,1.31,1.31,3031200.0,3920364.0,1.3,1.29,1.31,1.28
00338,上海石油化工股份,1.28,0.79,0.01,1.28,1.28,9802000.0,12614710.0,1.28,1.27,1.3,1.27
03996,中国能源建设,1.26,0.8,0.01,1.26,1.26,50760000.0,63869594.0,1.25,1.25,1.27,1.25
02866,中远海发,1.18,-0.84,-0.01,1.18,1.18,6345000.0,7453360.0,1.19,1.19,1.19,1.17
01812,晨鸣纸业,1.17,3.54,0.04,1.17,1.17,621500.0,718460.0,1.13,1.13,1.18,1.13
01053,重庆钢铁股份,1.15,0.88,0.01,1.15,1.15,4928000.0,5675360.0,1.15,1.14,1.16,1.14
06196,郑州银行,1.02,0.99,0.01,1.02,1.02,2263000.0,2301730.0,1.02,1.01,1.02,1.01
02880,辽港股份,0.86,0.0,0.0,0.86,0.86,1377100.0,1178640.0,0.87,0.86,0.87,0.85
01033,中石化油服,0.85,1.19,0.01,0.85,0.85,41187000.0,34388180.0,0.84,0.84,0.85,0.83
00588,北京北辰实业股份,0.8,-1.23,-0.01,0.8,0.8,22462000.0,18307020.0,0.82,0.81,0.83,0.8
02009,金隅集团,0.79,0.0,0.0,0.79,0.79,7377000.0,5761700.0,0.79,0.79,0.79,0.78
03750,宁德时代,711.0,8.47,55.5,711.0,711.0,5179694.0,3687233785.88,684.5,655.5,729.0,682.5
03986,兆易创新,445.8,9.37,38.2,445.8,445.8,1914291.0,828110686.0,409.0,407.6,452.0,398.8
06869,长飞光纤光缆,218.2,6.13,12.6,218.2,218.2,16680076.0,3535010745.4,203.0,205.6,221.2,199.0
06809,澜起科技,216.0,6.72,13.6,216.0,216.0,2058113.0,446028938.0,202.4,202.4,224.0,199.4
09980,东鹏饮料,207.0,0.49,1.0,207.0,207.0,83300.0,17291050.0,206.0,206.0,213.0,204.0
06160,百济神州,196.9,3.36,6.4,196.9,196.9,3886489.0,757402472.4,193.0,190.5,197.0,192.0
03200,大族数控,143.4,10.31,13.4,143.4,143.4,1329377.0,186142663.6,131.2,130.0,146.7,130.8
01989,广合科技,140.0,9.12,11.7,140.0,140.0,2015882.0,273437400.0,128.2,128.3,141.2,128.0
02676,纳芯微,135.7,9.26,11.5,135.7,135.7,470800.0,62635720.0,127.6,124.2,137.9,124.3
02359,药明康德,130.6,0.15,0.2,130.6,130.6,3268082.0,426568827.0,131.5,130.4,132.0,129.3
01304,峰岹科技,122.4,5.61,6.5,122.4,122.4,557600.0,68270335.0,117.8,115.9,127.8,117.8
09995,荣昌生物,118.1,-0.17,-0.2,118.1,118.1,4231241.0,502245451.5,121.0,118.3,121.2,115.2
01211,比亚迪股份,113.0,5.31,5.7,113.0,113.0,28349307.0,3170788802.8,108.5,107.3,113.3,108.2
06821,凯莱英,99.6,0.96,0.95,99.6,99.6,258900.0,25968395.0,100.4,98.65,101.8,98.65
01347,华虹半导体,91.65,1.38,1.25,91.65,91.65,12899401.0,1174831399.45,91.05,90.4,92.55,89.45
06166,剑桥科技,91.55,6.02,5.2,91.55,91.55,5088645.0,450979084.5,85.95,86.35,91.85,84.55
00300,美的集团,88.0,1.91,1.65,88.0,88.0,1893430.0,165245663.8,86.45,86.35,88.05,86.35
01772,赣锋锂业,83.7,6.69,5.25,83.7,83.7,14962123.0,1241650954.25,79.7,78.45,84.85,78.8
00941,中国移动,81.45,0.12,0.1,81.45,81.45,15433806.0,1261332858.2,81.35,81.35,82.0,81.3
09927,赛力斯,81.15,2.59,2.05,81.15,81.15,728946.0,58950258.5,79.7,79.1,81.6,79.65
00501,豪威集团,80.1,1.84,1.45,80.1,80.1,832321.0,66524242.4,79.0,78.65,80.95,78.1
02648,安井食品,79.35,-1.18,-0.95,79.35,79.35,548200.0,43561114.0,80.35,80.3,81.55,78.1
01276,恒瑞医药,68.75,0.66,0.45,68.75,68.75,3024519.0,206064103.1,69.1,68.3,69.3,67.15
02692,兆威机电,68.5,5.3,3.45,68.5,68.5,822200.0,55821401.0,65.95,65.05,70.45,65.5
01880,中国中免,66.4,1.07,0.7,66.4,66.4,687600.0,45677527.5,66.4,65.7,67.0,65.8
03606,福耀玻璃,62.75,1.37,0.85,62.75,62.75,739420.0,46241446.0,61.75,61.9,63.5,61.75
02318,中国平安,62.55,0.0,0.0,62.55,62.55,19519440.0,1221648372.3,62.55,62.55,63.05,62.3
00981,中芯国际,59.9,1.01,0.6,59.9,59.9,41611512.0,2476702577.75,59.3,59.3,60.15,58.75
02315,百奥赛图-B,59.2,-3.11,-1.9,59.2,59.2,1544000.0,91767225.0,62.35,61.1,62.35,57.55
02631,天岳先进,58.05,4.69,2.6,58.05,58.05,1415300.0,80833400.0,55.5,55.45,58.4,55.1
09696,天齐锂业,56.4,4.74,2.55,56.4,56.4,11663200.0,655360773.2,54.75,53.85,57.65,54.3
03968,招商银行,51.2,0.79,0.4,51.2,51.2,10930620.0,559955347.95,51.0,50.8,51.45,51.0
00470,先导智能,50.85,4.12,2.01,50.85,50.85,1888300.0,96969858.6,49.0,48.84,52.5,49.0
00168,青岛啤酒股份,50.6,-0.98,-0.5,50.6,50.6,2302058.0,116721640.6,51.5,51.1,51.5,50.5
01336,新华保险,49.92,5.14,2.44,49.92,49.92,8580824.0,418681208.76,47.46,47.48,49.94,47.46
02768,国恩科技,47.86,0.55,0.26,47.86,47.86,223200.0,10708420.0,47.6,47.6,48.74,47.2
01088,中国神华,46.08,1.05,0.48,46.08,46.08,10815698.0,496588847.7,45.6,45.6,46.16,45.2
03347,泰格医药,43.82,-1.97,-0.88,43.82,43.82,1528799.0,67409383.18,44.7,44.7,45.14,43.58
01072,东方电气,42.8,9.35,3.66,42.8,42.8,20522335.0,857511447.24,39.86,39.14,42.86,39.2
02714,牧原股份,42.7,-0.7,-0.3,42.7,42.7,1421300.0,60775656.0,43.28,43.0,43.48,42.0
