代码,名称,最新价,涨跌幅,涨跌额,买入,卖出,成交量,成交额,今开,昨收,最高,最低
09696,天齐锂业,55.7,3.44,1.85,55.7,55.7,6654000.0,372428275.0,54.75,53.85,57.65,54.3
03968,招商银行,51.4,1.18,0.6,51.4,51.4,6349767.0,325152686.1,51.0,50.8,51.45,51.0
00470,先导智能,51.1,4.63,2.26,51.1,51.1,1360900.0,69939403.6,49.0,48.84,52.5,49.0
00168,青岛啤酒股份,50.7,-0.78,-0.4,50.7,50.7,926000.0,47012100.0,51.5,51.1,51.5,50.55
01336,新华保险,48.52,2.19,1.04,48.52,48.52,2802724.0,134571237.16,47.46,47.48,48.56,47.46
02768,国恩科技,48.3,1.47,0.7,48.3,48.3,98600.0,4735076.0,47.6,47.6,48.74,47.2
01088,中国神华,46.02,0.92,0.42,46.02,46.02,5510498.0,252248045.0,45.6,45.6,46.1,45.2
03347,泰格医药,44.32,-0.85,-0.38,44.32,44.32,609500.0,27047215.0,44.7,44.7,45.14,43.74
02714,牧原股份,42.92,-0.19,-0.08,42.92,42.92,637100.0,27164886.0,43.28,43.0,43.48,42.0
06693,赤峰黄金,41.78,-0.05,-0.02,41.78,41.78,1676600.0,70060356.0,42.5,41.8,42.5,41.52
01072,东方电气,41.62,6.34,2.48,41.62,41.62,11796323.0,487874957.16,39.86,39.14,42.64,39.2
01385,上海复旦,40.3,1.15,0.46,40.3,40.3,1225000.0,49640100.0,40.96,39.84,40.96,39.68
00358,江西铜业股份,39.38,0.51,0.2,39.38,39.38,5923572.0,231917365.4,39.0,39.18,39.58,38.92
02579,中伟新材,38.64,0.89,0.34,38.64,38.64,666000.0,25943496.0,39.36,38.3,39.5,38.02
02899,紫金矿业,37.76,-0.58,-0.22,37.76,37.76,13560517.0,513647279.04,38.0,37.98,38.2,37.62
03898,时代电气,37.76,-1.15,-0.44,37.76,37.76,955300.0,36161813.0,38.62,38.2,38.62,37.48
03288,海天味业,36.66,0.44,0.16,36.66,36.66,168639.0,6174953.74,36.66,36.5,36.88,36.44
06936,顺丰控股,35.8,-0.94,-0.34,35.8,35.8,479400.0,17189952.0,36.4,36.14,36.4,35.66
06185,康希诺生物,34.88,1.87,0.64,34.88,34.88,341600.0,11782830.0,34.34,34.24,34.96,33.98
02601,中国太保,34.16,0.89,0.3,34.16,34.16,1493500.0,50632936.0,33.84,33.86,34.18,33.64
01787,山东黄金,33.06,-0.12,-0.04,33.06,33.06,5544889.0,181912848.0,33.3,33.1,33.36,32.52
02865,钧达股份,32.82,3.27,1.04,32.82,32.82,4956800.0,162095370.0,31.8,31.78,33.44,31.52
02338,潍柴动力,31.98,-0.99,-0.32,31.98,31.98,5763230.0,184816845.2,33.14,32.3,33.14,31.66
02050,三花智控,31.48,1.42,0.44,31.48,31.48,7501144.0,239006406.6,31.72,31.04,32.74,31.4
01513,丽珠医药,29.38,0.14,0.04,29.38,29.38,322700.0,9471030.0,29.34,29.34,29.52,29.04
02628,中国人寿,28.0,2.12,0.58,28.0,28.0,14459032.0,401050451.14,27.42,27.42,28.08,27.4
01877,君实生物,27.74,0.87,0.24,27.74,27.74,2297600.0,63432540.0,27.6,27.5,27.98,27.02
06030,中信证券,27.5,2.31,0.62,27.5,27.5,6244649.0,171032679.3,27.2,26.88,27.7,27.1
00883,中国海洋石油,26.86,2.44,0.64,26.86,26.86,36759435.0,976060211.78,26.34,26.22,26.98,26.14
09611,龙旗科技,25.16,2.61,0.64,25.16,25.16,313000.0,7820662.0,24.66,24.52,25.26,24.64
03268,美格智能,24.5,8.22,1.86,24.5,24.5,2652200.0,63454394.0,23.18,22.64,24.8,23.02
00763,中兴通讯,23.36,-2.5,-0.6,23.36,23.36,15363440.0,358490095.2,23.96,23.96,23.96,23.16
06127,昭衍新药,22.82,0.0,0.0,22.82,22.82,1746852.0,39729769.72,22.8,22.82,23.12,22.32
03759,康龙化成,21.92,1.58,0.34,21.92,21.92,2558700.0,55851928.8,21.88,21.58,22.08,21.44
06826,昊海生物科技,21.84,-0.46,-0.1,21.84,21.84,55800.0,1221364.0,22.02,21.94,22.04,21.82
06031,三一重工,21.8,-1.8,-0.4,21.8,21.8,1251800.0,27510116.0,22.02,22.2,22.5,21.72
00921,海信家电,21.24,0.47,0.1,21.24,21.24,226100.0,4792712.0,21.36,21.14,21.38,21.06
06690,海尔智家,21.1,0.86,0.18,21.1,21.1,5864940.0,123181445.64,20.8,20.92,21.18,20.8
06680,金力永磁,20.96,1.85,0.38,20.96,20.96,1985400.0,41516086.4,20.9,20.58,21.16,20.56
00914,海螺水泥,20.5,-1.91,-0.4,20.5,20.5,4534500.0,93288300.0,20.9,20.9,21.0,20.42
02196,复星医药,20.34,-1.74,-0.36,20.34,20.34,1492500.0,30428765.0,20.7,20.7,20.76,20.22
03908,中金公司,19.99,3.79,0.73,19.99,19.99,15202580.0,302645946.0,20.02,19.26,20.12,19.66
09981,沃尔核材,19.5,1.25,0.24,19.5,19.5,943800.0,18415078.0,19.6,19.26,19.66,19.31
03993,洛阳钼业,19.34,0.1,0.02,19.34,19.34,14784276.0,285620976.8,19.32,19.32,19.6,19.13
00564,中创智领,18.49,-1.18,-0.22,18.49,18.49,519800.0,9632427.8,18.65,18.71,18.97,18.4
01138,中远海能,18.1,-2.84,-0.53,18.1,18.1,13616138.0,248407760.94,18.63,18.63,18.94,18.02
06655,华新建材,17.58,0.57,0.1,17.58,17.58,834808.0,14605278.02,17.5,17.48,17.8,17.28
00874,白云山,16.99,0.06,0.01,16.99,16.99,382000.0,6477100.0,17.08,16.98,17.08,16.9
01776,广发证券,16.99,3.28,0.54,16.99,16.99,6461400.0,108841061.8,16.54,16.45,17.14,16.5
06613,蓝思科技,16.75,-14.8,-2.91,16.75,16.75,45781796.0,753779472.78,18.15,19.66,18.15,15.68
06886,华泰证券,16.39,2.5,0.4,16.39,16.39,6162600.0,100179739.0,15.99,15.99,16.46,15.99
02218,安德利果汁,16.31,3.69,0.58,16.31,16.31,640000.0,10314355.0,15.73,15.73,16.36,15.73
00699,均胜电子,16.25,1.18,0.19,16.25,16.25,1585500.0,25839516.5,16.4,16.06,16.49,16.07
02465,龙蟠科技,15.88,19.67,2.61,15.88,15.88,39895600.0,629689595.0,15.24,13.27,16.81,14.07
09969,诺诚健华,15.55,-0.06,-0.01,15.55,15.55,2576000.0,40041910.0,15.62,15.56,15.74,15.24
00995,安徽皖通高速公路,15.23,-0.98,-0.15,15.23,15.23,840000.0,12897180.0,15.38,15.38,15.71,15.15
01919,中远海控,15.09,-0.33,-0.05,15.09,15.09,3732700.0,56334098.0,15.15,15.14,15.25,15.02
02208,金风科技,15.05,0.53,0.08,15.05,15.05,11835410.0,179278022.0,15.2,14.97,15.4,15.0
02611,国泰海通,14.95,5.13,0.73,14.95,14.95,8235160.0,120896484.76,14.22,14.22,14.98,14.22
01171,兖矿能源,14.76,0.41,0.06,14.76,14.76,7525130.0,110578764.8,14.92,14.7,14.92,14.56
00317,中船防务,14.27,-0.35,-0.05,14.27,14.27,1638000.0,23471020.0,14.59,14.32,14.59,14.2
06099,招商证券,14.1,1.59,0.22,14.1,14.1,1219200.0,17090426.0,14.0,13.88,14.15,13.88
00638,广和通,13.85,2.14,0.29,13.85,13.85,437800.0,6003406.0,13.38,13.56,13.86,13.38
01898,中煤能源,13.56,0.22,0.03,13.56,13.56,5830200.0,78903444.0,13.54,13.53,13.66,13.39
01858,春立医疗,13.4,-1.11,-0.15,13.4,13.4,314500.0,4194493.75,13.58,13.55,13.65,13.19
02603,吉宏股份,13.22,2.64,0.34,13.22,13.22,726500.0,9480125.0,12.88,12.88,13.23,12.85
02333,长城汽车,13.21,-0.75,-0.1,13.21,13.21,7075500.0,94644917.5,13.3,13.31,13.64,13.2
02715,埃斯顿,13.14,1.55,0.2,13.14,13.14,626200.0,8264056.0,12.94,12.94,13.33,12.94
02600,中国铝业,13.13,4.37,0.55,13.13,13.13,31259070.0,407834320.3,12.78,12.58,13.15,12.78
02701,国民技术,12.84,0.94,0.12,12.84,12.84,1486200.0,19021954.0,12.77,12.72,12.97,12.6
02607,上海医药,11.7,-0.68,-0.08,11.7,11.7,1516600.0,17748613.3,11.79,11.78,11.82,11.64
06066,中信建投证券,11.26,2.83,0.31,11.26,11.26,1891000.0,21129875.0,11.01,10.95,11.3,11.01
02691,南华期货股份,11.0,1.01,0.11,11.0,11.0,128000.0,1404165.0,10.94,10.89,11.05,10.92
02039,中集集团,10.86,0.0,0.0,10.86,10.86,615400.0,6671808.0,10.84,10.86,11.05,10.74
00857,中国石油股份,10.64,0.57,0.06,10.64,10.64,32237194.0,339892714.89,10.48,10.58,10.65,10.44
00177,江苏宁沪高速公路,10.47,-0.1,-0.01,10.47,10.47,1934500.0,20253645.0,10.35,10.48,10.55,10.35
00811,新华文轩,10.38,-0.67,-0.07,10.38,10.38,265000.0,2759830.0,10.44,10.45,10.54,10.35
06865,福莱特玻璃,9.41,1.95,0.18,9.41,9.41,819000.0,7664169.0,9.35,9.23,9.43,9.26
02883,中海油田服务,8.92,-1.76,-0.16,8.92,8.92,3846000.0,34222156.0,9.08,9.08,9.08,8.83
06881,中国银河,8.78,1.39,0.12,8.78,8.78,9529500.0,83372497.5,8.76,8.66,8.85,8.68
01157,中联重科,8.55,-4.47,-0.4,8.55,8.55,11392700.0,97972651.0,8.92,8.95,8.96,8.45
00939,建设银行,8.51,0.35,0.03,8.51,8.51,48070051.0,409134467.55,8.48,8.48,8.54,8.48
00568,山东墨龙,8.24,-1.44,-0.12,8.24,8.24,17459600.0,144139484.0,8.2,8.36,8.37,8.2
06178,光大证券,8.18,1.24,0.1,8.18,8.18,1603000.0,13047936.0,8.08,8.08,8.2,8.08
01963,重庆银行,8.14,-0.85,-0.07,8.14,8.14,360500.0,2942925.0,8.23,8.21,8.23,8.13
00038,第一拖拉机股份,8.13,-0.73,-0.06,8.13,8.13,1928735.0,15753267.0,8.27,8.19,8.35,8.1
00998,中信银行,8.06,-1.47,-0.12,8.06,8.06,5115120.0,41440963.67,8.2,8.18,8.2,8.05
06198,青岛港,7.59,2.71,0.2,7.59,7.59,1644000.0,12407845.0,7.4,7.39,7.6,7.4
00548,深圳高速公路股份,7.39,0.14,0.01,7.39,7.39,526000.0,3915730.0,7.42,7.38,7.57,7.33
03328,交通银行,7.13,-0.14,-0.01,7.13,7.13,4751559.0,33973956.54,7.13,7.14,7.18,7.12
03618,重庆农村商业银行,7.03,-1.68,-0.12,7.03,7.03,5184000.0,36384350.0,7.08,7.15,7.09,6.96
01398,工商银行,6.99,0.0,0.0,6.99,6.99,67882918.0,474201663.13,6.97,6.99,7.01,6.95
00719,山东新华制药股份,6.4,0.0,0.0,6.4,6.4,100000.0,640620.0,6.4,6.4,6.42,6.4
00916,龙源电力,6.33,0.48,0.03,6.33,6.33,20851195.0,131913745.97,6.35,6.3,6.38,6.29
00902,华能国际电力股份,6.24,0.16,0.01,6.24,6.24,11912000.0,74266820.0,6.2,6.23,6.28,6.19
03958,东方证券,6.1,2.18,0.13,6.1,6.1,4066800.0,24701512.0,6.07,5.97,6.14,5.98
01288,农业银行,6.0,0.0,0.0,6.0,6.0,29375182.0,176040165.22,5.99,6.0,6.02,5.96
01330,绿色动力环保,5.85,0.17,0.01,5.85,5.85,252000.0,1470930.0,5.95,5.84,5.95,5.77
00107,四川成渝高速公路,5.8,0.17,0.01,5.8,5.8,1794000.0,10385768.0,5.71,5.79,5.84,5.68
01057,浙江世宝,5.78,4.71,0.26,5.78,5.78,26128000.0,152336500.0,5.62,5.52,6.02,5.62
01186,中国铁建,5.47,-0.55,-0.03,5.47,5.47,4011155.0,22028940.95,5.5,5.5,5.51,5.47
01339,中国人民保险集团,5.44,1.3,0.07,5.44,5.44,18908000.0,101753089.0,5.38,5.37,5.44,5.35
00753,中国国航,5.12,2.81,0.14,5.12,5.12,10718000.0,54316140.0,5.02,4.98,5.13,4.99
01766,中国中车,5.12,0.2,0.01,5.12,5.12,4957000.0,25276970.0,5.11,5.11,5.13,5.08
03988,中国银行,5.11,-0.39,-0.02,5.11,5.11,38313672.0,196241006.56,5.14,5.13,5.15,5.11
00598,中国外运,5.11,1.19,0.06,5.11,5.11,3223300.0,16425405.0,5.05,5.05,5.12,5.05
01658,邮储银行,5.04,0.4,0.02,5.04,5.04,19301000.0,97093770.0,5.01,5.02,5.07,5.0
00553,南京熊猫电子股份,5.02,0.6,0.03,5.02,5.02,1542000.0,7706880.0,4.96,4.99,5.03,4.96
09989,海普瑞,4.95,-1.2,-0.06,4.95,4.95,65500.0,324710.0,5.01,5.01,5.01,4.94
00728,中国电信,4.88,-0.41,-0.02,4.88,4.88,31672000.0,154413100.0,4.91,4.9,4.91,4.86
01456,国联民生,4.72,1.94,0.09,4.72,4.72,2005500.0,9476092.5,4.65,4.63,4.77,4.65
00187,京城机电股份,4.62,0.22,0.01,4.62,4.62,1600000.0,7399120.0,4.69,4.61,4.69,4.58
00386,中国石油化工股份,4.59,1.1,0.05,4.59,4.59,36559400.0,167115925.0,4.55,4.54,4.6,4.53
01800,中国交通建设,4.57,0.66,0.03,4.57,4.57,2592151.0,11834259.5,4.55,4.54,4.6,4.53
03866,青岛银行,4.35,-0.46,-0.02,4.35,4.35,393000.0,1714680.0,4.39,4.37,4.39,4.35
01055,中国南方航空股份,4.32,2.61,0.11,4.32,4.32,8038000.0,34469950.0,4.26,4.21,4.32,4.24
01065,天津创业环保股份,4.28,0.47,0.02,4.28,4.28,66000.0,281080.0,4.25,4.26,4.29,4.25
00390,中国中铁,4.08,0.0,0.0,4.08,4.08,8715000.0,35458681.0,4.09,4.08,4.1,4.05
00670,中国东方航空股份,4.02,2.03,0.08,4.02,4.02,8932000.0,35446760.0,3.98,3.94,4.04,3.91
01071,华电国际电力股份,4.02,0.0,0.0,4.02,4.02,3154000.0,12650060.0,4.04,4.02,4.04,3.99
02727,上海电气,3.99,2.05,0.08,3.99,3.99,14786000.0,58747640.0,3.91,3.91,4.04,3.9
00956,新天绿色能源,3.82,-0.26,-0.01,3.82,3.82,1205000.0,4593019.0,3.79,3.83,3.83,3.79
01108,凯盛新能,3.77,1.07,0.04,3.77,3.77,624000.0,2345720.0,3.75,3.73,3.78,3.73
01988,民生银行,3.65,-0.27,-0.01,3.65,3.65,7817004.0,28408309.16,3.66,3.66,3.66,3.62
03969,中国通号,3.63,-0.82,-0.03,3.63,3.63,1297000.0,4695790.0,3.63,3.66,3.65,3.6
01816,中广核电力,3.3,-0.9,-0.03,3.3,3.3,19591000.0,64935980.0,3.35,3.33,3.36,3.28
06818,中国光大银行,3.17,1.28,0.04,3.17,3.17,9759000.0,30820251.0,3.14,3.13,3.19,3.12
02238,广汽集团,3.15,1.29,0.04,3.15,3.15,4451200.0,13990828.0,3.12,3.11,3.16,3.12
01635,大众公用,3.14,0.64,0.02,3.14,3.14,4484300.0,14069024.0,3.13,3.12,3.16,3.12
02202,万科企业,3.02,0.67,0.02,3.02,3.02,3577200.0,10807159.5,3.01,3.0,3.05,3.0
06806,申万宏源,2.91,1.75,0.05,2.91,2.91,5556800.0,16103208.0,2.88,2.86,2.92,2.88
01349,复旦张江,2.86,0.35,0.01,2.86,2.86,605000.0,1721520.0,2.85,2.85,2.89,2.83
03678,弘业期货,2.86,0.7,0.02,2.86,2.86,2127000.0,6088180.0,2.86,2.84,2.89,2.83
00323,马鞍山钢铁股份,2.71,1.5,0.04,2.71,2.71,2068000.0,5617820.0,2.69,2.67,2.73,2.69
02068,中铝国际,2.65,0.0,0.0,2.65,2.65,4197000.0,11149240.0,2.67,2.65,2.67,2.64
00991,大唐发电,2.5,-0.4,-0.01,2.5,2.5,5126000.0,12834890.0,2.51,2.51,2.53,2.49
03369,秦港股份,2.46,0.0,0.0,2.46,2.46,116500.0,286510.0,2.46,2.46,2.47,2.45
02016,浙商银行,2.44,0.41,0.01,2.44,2.44,1799000.0,4376144.0,2.43,2.43,2.44,2.42
00525,广深铁路股份,2.33,3.56,0.08,2.33,2.33,5296000.0,12244894.0,2.27,2.25,2.34,2.25
00895,东江环保,2.1,0.96,0.02,2.1,2.1,106600.0,223340.0,2.11,2.08,2.11,2.07
01375,中州证券,1.95,2.09,0.04,1.95,1.95,4637000.0,9035780.0,1.94,1.91,1.97,1.93
01618,中国中冶,1.61,0.63,0.01,1.61,1.61,7945000.0,12799980.0,1.61,1.6,1.62,1.6
00347,鞍钢股份,1.56,-0.64,-0.01,1.56,1.56,2132000.0,3326520.0,1.57,1.57,1.59,1.55
01528,红星美凯龙,1.31,1.55,0.02,1.31,1.31,632400.0,820332.0,1.3,1.29,1.31,1.28
00338,上海石油化工股份,1.29,1.57,0.02,1.29,1.29,5714000.0,7354180.0,1.28,1.27,1.3,1.27
03996,中国能源建设,1.26,0.8,0.01,1.26,1.26,24778000.0,31147530.0,1.25,1.25,1.27,1.25
02866,中远海发,1.18,-0.84,-0.01,1.18,1.18,3509000.0,4123190.0,1.19,1.19,1.19,1.17
01812,晨鸣纸业,1.15,1.77,0.02,1.15,1.15,186000.0,213905.0,1.13,1.13,1.16,1.13
01053,重庆钢铁股份,1.15,0.88,0.01,1.15,1.15,1962000.0,2254040.0,1.15,1.14,1.16,1.15
06196,郑州银行,1.02,0.99,0.01,1.02,1.02,770000.0,782530.0,1.02,1.01,1.02,1.01
