代码,名称,最新价,涨跌额,涨跌幅,买入,卖出,昨收,今开,最高,最低,成交量,成交额,时点,市盈率,市净率,流通市值,总市值,换手率
sh688001,华兴源创,40.76,-0.86,-2.066,40.76,40.79,41.62,41.3,41.88,40.29,6126682,251227923,13:52:41,-36.071,5.228,1811740.600068,1811740.600068,1.37836
sh688002,睿创微纳,126.08,5.09,4.207,126.05,126.08,120.99,122.0,126.66,120.71,7576610,943697068,13:52:41,50.432,9.118,5872000.597504,5872000.597504,1.6268
sh688003,天准科技,71.87,2.67,3.858,71.83,71.9,69.2,72.48,76.0,70.59,4765441,348888091,13:52:41,110.586,7.484,1396581.4335,1396581.4335,2.45236
sh688004,博汇科技,22.78,0.58,2.613,22.78,22.79,22.2,22.36,22.8,22.19,1036414,23248806,13:52:40,-47.458,3.091,182440.464,182440.464,1.29409
sh688005,容百科技,31.09,0.29,0.942,31.09,31.1,30.8,31.4,31.9,30.82,20294541,636108835,13:52:43,-115.148,2.779,2222081.48623,2221749.699968,2.83991
sh688006,杭可科技,30.32,0.97,3.305,30.32,30.34,29.35,29.7,31.68,29.5,21376966,656105915,13:52:40,49.705,3.395,1830333.964864,1830333.964864,3.54115
sh688007,光峰科技,14.41,0.06,0.418,14.41,14.42,14.35,14.36,14.49,14.33,2210198,31839111,13:52:42,240.167,2.571,662306.130035,662306.130035,0.48088
sh688008,澜起科技,150.77,3.59,2.439,150.75,150.77,147.18,147.48,152.85,144.34,32922711,4916065498,13:52:41,76.533,14.258,18427109.716617,17284672.657117,2.87177
sh688009,中国通号,5.34,-0.04,-0.743,5.34,5.35,5.38,5.38,5.4,5.31,36160241,193036098,13:52:42,15.706,1.194,5654963.346,4603623.612,0.41944
sh688010,福光股份,34.32,0.5,1.478,34.31,34.32,33.82,33.82,35.08,33.82,3597877,124040708,13:52:39,568.212,3.283,551047.335696,551047.335696,2.24081
sh688011,新光光电,67.7,0.17,0.252,67.67,67.69,67.53,67.55,68.5,65.98,1071510,72261815,13:52:36,-99.559,6.327,677000.0,674715.28071,1.07514
sh688012,中微公司,316.92,-3.44,-1.074,316.91,316.98,320.36,323.1,324.5,316.0,7836518,2502980716,13:52:40,93.212,8.755,19868279.23452,19868279.23452,1.25001
sh688013,天臣医疗,38.22,0.14,0.368,38.21,38.27,38.08,38.07,38.41,37.53,734083,27897881,13:52:40,58.8,5.173,310176.7032,310176.7032,0.90454
sh688015,交控科技,23.04,0.24,1.053,23.01,23.03,22.8,22.8,23.09,22.61,1014064,23240775,13:52:41,52.364,1.675,434720.429568,434720.429568,0.53745
sh688016,心脉医疗,100.28,-0.82,-0.811,100.22,100.28,101.1,101.09,101.2,99.97,1137734,114206524,13:52:40,21.566,3.033,1236072.509276,1236072.509276,0.92302
sh688017,绿的谐波,204.93,-1.57,-0.76,204.88,204.93,206.5,212.0,213.77,204.0,3923850,815980122,13:52:42,617.073,10.715,3756984.251625,3756984.251625,2.14032
sh688018,乐鑫科技,151.3,0.2,0.132,151.29,151.3,151.1,151.58,152.8,150.08,1702482,257812233,13:52:42,48.001,5.672,2528873.7413,2370912.18386,1.08644
sh688019,安集科技,252.43,0.58,0.23,252.43,252.46,251.85,252.11,254.66,248.48,2892597,724859370,13:52:42,54.17,12.561,4417383.538228,4417383.538228,1.65297
sh688020,方邦股份,90.89,-0.01,-0.011,90.81,90.89,90.9,90.89,92.5,89.84,1565253,142450997,13:52:38,-79.728,5.415,748833.621,748833.621,1.89983
sh688021,奥福科技,24.53,0.42,1.742,24.53,24.56,24.11,24.08,24.55,23.82,1314840,31758769,13:52:41,-41.576,2.185,187442.847801,187442.847801,1.72069
sh688022,瀚川智能,16.97,0.04,0.236,16.97,16.98,16.93,16.91,17.09,16.83,2316574,39170169,13:52:40,-2.707,4.309,298465.515828,298465.515828,1.31715
sh688023,安恒信息,51.36,0.76,1.502,51.3,51.36,50.6,51.04,51.75,50.8,1729062,88773889,13:52:42,-90.105,2.203,522765.084144,522765.084144,1.69875
sh688025,杰普特,282.0,10.42,3.837,282.0,282.67,271.58,266.15,292.32,262.62,4488256,1246980317,13:52:42,96.246,11.661,2680393.7286,2680393.7286,4.72202
sh688026,洁特生物,16.43,0.21,1.295,16.43,16.44,16.22,16.24,16.45,16.07,1275275,20739631,13:52:36,31.596,2.083,230618.753561,230545.111015,0.90884
sh688027,国盾量子,609.5,31.5,5.45,609.6,609.98,578.0,594.77,628.88,591.0,3983465,2426101518,13:52:41,12190.0,19.319,6269378.01095,4898817.8515,4.95614
sh688028,沃尔德,98.32,0.48,0.491,98.32,98.33,97.84,97.6,99.91,94.6,5527744,537257458,13:52:43,157.161,7.475,1484130.568,1484130.568,3.66199
sh688029,南微医学,75.09,-0.11,-0.146,75.09,75.13,75.2,75.41,75.73,74.52,515130,38675901,13:52:40,25.454,3.464,1410546.291798,1410546.291798,0.27423
sh688030,山石网科,15.76,0.51,3.344,15.75,15.76,15.25,15.25,15.79,15.25,1831561,28512634,13:52:35,-14.677,3.979,284051.727968,284051.727968,1.0162
sh688031,星环科技,138.98,2.4,1.757,138.98,138.99,136.58,137.0,142.88,136.59,5095930,711277319,13:52:42,-68.463,19.519,1683546.960568,1683546.960568,4.20679
sh688032,禾迈股份,113.8,0.7,0.619,113.8,113.88,113.1,113.43,114.88,111.8,975981,110871154,13:52:43,40.789,2.421,1411956.9421,1411956.9421,0.78661
sh688033,天宜新材,8.29,0.04,0.485,8.29,8.3,8.25,8.25,8.34,8.17,5442124,44986816,13:52:33,-3.128,1.413,466062.636084,466062.636084,0.96801
sh688035,德邦科技,62.67,0.05,0.08,62.63,62.68,62.62,62.64,64.15,62.48,3069799,193951016,13:52:42,82.461,3.835,891418.08,891418.08,2.15818
sh688036,传音控股,52.87,0.71,1.361,52.86,52.87,52.16,52.21,53.13,52.16,6143492,323282940,13:52:42,23.394,2.965,6086312.689415,6086312.689415,0.53367
sh688037,芯源微,185.01,3.02,1.659,185.02,185.27,181.99,182.9,189.98,180.3,4506934,840292050,13:52:43,183.178,13.784,3730306.603296,3730306.603296,2.23528
sh688038,中科通达,23.48,0.85,3.756,23.47,23.48,22.63,22.98,23.49,22.56,2420605,55837561,13:52:42,-146.75,4.619,273244.7432,273244.7432,2.08003
sh688039,当虹科技,43.71,1.06,2.485,43.7,43.73,42.65,42.75,43.79,42.75,1352774,58869901,13:52:36,-48.033,4.352,483438.824304,483438.824304,1.22311
sh688041,海光信息,250.7,-1.3,-0.516,250.7,250.75,252.0,252.5,255.0,248.0,18361353,4619692287,13:52:41,227.909,24.799,58271155.94137,58271155.94137,0.78996
sh688045,必易微,49.02,0.37,0.761,48.98,49.02,48.65,48.37,49.39,48.37,849678,41537047,13:52:38,288.353,2.459,345968.400078,345968.400078,1.2039
sh688046,药康生物,18.54,-0.34,-1.801,18.54,18.55,18.88,18.84,18.84,18.37,5427311,100297530,13:52:36,68.667,3.454,760140.0,760140.0,1.32373
sh688047,龙芯中科,140.75,-0.95,-0.67,140.69,140.75,141.7,141.96,143.2,139.98,4278601,605690100,13:52:42,-90.224,22.084,5644075.0,5644075.0,1.06698
sh688048,长光华芯,295.12,2.62,0.896,294.8,295.13,292.5,298.16,309.21,288.0,11424605,3392701484,13:52:42,-519.944,17.311,5202373.677816,5202373.677816,6.48094
sh688049,炬芯科技,46.76,0.11,0.236,46.75,46.76,46.65,46.71,47.03,46.35,2868087,134043223,13:52:41,39.627,4.004,819083.9314,819083.9314,1.63734
