代码,名称,最新价,涨跌幅,涨跌额,买入,卖出,成交量,成交额,今开,昨收,最高,最低
02068,中铝国际,2.64,-0.38,-0.01,2.64,2.64,5235000.0,13896920.0,2.67,2.65,2.67,2.64
00991,大唐发电,2.5,-0.4,-0.01,2.5,2.5,6642000.0,16626160.0,2.51,2.51,2.53,2.49
03369,秦港股份,2.46,0.0,0.0,2.46,2.46,137500.0,338165.0,2.46,2.46,2.47,2.45
02016,浙商银行,2.43,0.0,0.0,2.43,2.43,2084000.0,5070952.0,2.43,2.43,2.44,2.42
00525,广深铁路股份,2.36,4.89,0.11,2.36,2.36,9670000.0,22534864.0,2.27,2.25,2.37,2.25
00895,东江环保,2.11,1.44,0.03,2.11,2.11,276400.0,580561.0,2.11,2.08,2.12,2.07
01375,中州证券,1.95,2.09,0.04,1.95,1.95,7584000.0,14758350.0,1.94,1.91,1.97,1.93
01618,中国中冶,1.6,0.0,0.0,1.6,1.6,8985000.0,14474470.0,1.61,1.6,1.62,1.6
00347,鞍钢股份,1.56,-0.64,-0.01,1.56,1.56,3110000.0,4851360.0,1.57,1.57,1.59,1.55
01528,红星美凯龙,1.3,0.78,0.01,1.3,1.3,841200.0,1092126.0,1.3,1.29,1.31,1.28
00338,上海石油化工股份,1.29,1.57,0.02,1.29,1.29,6334000.0,8152400.0,1.28,1.27,1.3,1.27
03996,中国能源建设,1.26,0.8,0.01,1.26,1.26,31658000.0,39829474.0,1.25,1.25,1.27,1.25
02866,中远海发,1.18,-0.84,-0.01,1.18,1.18,4278000.0,5026830.0,1.19,1.19,1.19,1.17
01812,晨鸣纸业,1.15,1.77,0.02,1.15,1.15,207000.0,238065.0,1.13,1.13,1.16,1.13
01053,重庆钢铁股份,1.15,0.88,0.01,1.15,1.15,3124000.0,3600080.0,1.15,1.14,1.16,1.15
06196,郑州银行,1.01,0.0,0.0,1.01,1.01,918000.0,932700.0,1.02,1.01,1.02,1.01
02880,辽港股份,0.85,-1.16,-0.01,0.85,0.85,970600.0,832420.0,0.87,0.86,0.87,0.85
01033,中石化油服,0.84,0.0,0.0,0.84,0.84,20531000.0,17069680.0,0.84,0.84,0.84,0.83
00588,北京北辰实业股份,0.82,1.23,0.01,0.82,0.82,14296000.0,11673660.0,0.82,0.81,0.83,0.81
02009,金隅集团,0.79,0.0,0.0,0.79,0.79,4439000.0,3465520.0,0.79,0.79,0.79,0.78
03750,宁德时代,728.5,11.14,73.0,728.5,728.5,4077453.0,2896379543.0,684.5,655.5,729.0,682.5
03986,兆易创新,448.6,10.06,41.0,448.6,448.6,1437334.0,614532062.8,409.0,407.6,449.8,398.8
