代码,名称,最新价,涨跌额,涨跌幅,买入,卖出,昨收,今开,最高,最低,成交量,成交额,时点,市盈率,市净率,流通市值,总市值,换手率
sh688092,爱科科技,28.95,0.25,0.871,28.91,28.94,28.7,28.88,28.99,28.65,357893,10330875,10:49:13,35.305,3.687,239311.5273,239311.5273,0.43295
sh688093,世华科技,33.98,0.31,0.921,33.97,33.99,33.67,33.67,34.19,33.55,814300,27568602,10:49:18,31.757,3.373,952740.723818,952740.723818,0.29042
sh688095,福昕软件,74.65,1.48,2.023,74.63,74.65,73.17,74.01,75.15,73.5,1200252,89490365,10:49:22,246.532,2.695,681998.84666,681998.84666,1.31377
sh688096,京源环保,8.29,-0.18,-2.125,8.29,8.3,8.47,8.46,8.47,8.23,3131359,25986024,10:49:22,-51.813,2.178,195681.050497,195681.050497,1.3266
sh688097,博众精工,62.59,-1.3,-2.035,62.6,62.65,63.89,63.88,64.7,62.46,5864895,372149998,10:49:22,47.131,5.849,2795568.361135,2785309.860135,1.31793
sh688098,申联生物,8.99,-0.07,-0.773,8.98,8.99,9.06,9.12,9.15,8.91,2525315,22623617,10:49:15,-81.727,2.618,369168.956,369168.956,0.61496
sh688099,晶晨股份,81.3,0.13,0.16,81.29,81.34,81.17,81.53,82.28,81.0,3454225,282182827,10:49:21,39.087,4.661,3424076.43369,3424076.43369,0.82016
sh688100,威胜信息,37.93,-0.27,-0.707,37.93,37.95,38.2,38.2,38.4,37.75,1269907,48216787,10:49:17,27.89,5.269,1864961.868775,1864961.868775,0.25828
sh688101,三达膜,16.7,0.13,0.785,16.7,16.71,16.57,16.77,16.77,16.55,505740,8430578,10:49:20,17.579,1.275,554460.15022,554460.15022,0.15233
sh688102,斯瑞新材,36.54,0.28,0.772,36.54,36.55,36.26,35.98,37.1,35.81,9097512,331016125,10:49:22,232.0,15.68,2841327.770778,2841327.770778,1.16996
sh688103,国力电子,57.9,1.62,2.878,57.85,57.9,56.28,56.27,58.13,56.09,766226,43918003,10:49:21,180.938,4.914,551877.12714,551877.12714,0.80388
sh688105,诺唯赞,19.34,-0.23,-1.175,19.34,19.35,19.57,19.56,19.56,19.24,529073,10227278,10:49:22,-386.8,2.001,769218.608096,769218.608096,0.13302
sh688106,金宏气体,26.91,-0.79,-2.852,26.91,26.92,27.7,27.9,28.1,26.02,26419231,714170509,10:49:20,96.107,4.544,1350496.051398,1350496.051398,5.2643
sh688107,安路科技,30.19,0.08,0.266,30.19,30.2,30.11,30.21,30.95,30.01,3087353,93360276,10:49:21,-44.417,12.826,1210164.238973,1210164.238973,0.7702
sh688108,赛诺医疗,21.85,-0.19,-0.862,21.84,21.85,22.04,21.89,21.91,21.56,4768029,103615619,10:49:22,198.636,9.845,913225.12,913225.12,1.14081
sh688109,品茗科技,123.5,1.54,1.263,123.51,123.77,121.96,123.99,126.0,120.51,678064,84185059,10:49:13,308.75,12.233,973702.405,973702.405,0.86003
sh688110,东芯股份,119.47,1.27,1.074,119.47,119.48,118.2,117.32,119.97,116.99,6267521,743857276,10:49:20,-314.395,16.985,5283557.858826,5283557.858826,1.41719
sh688111,金山办公,251.32,7.0,2.865,251.38,251.39,244.32,246.6,254.94,246.6,7572797,1901628141,10:49:20,63.305,9.06,11645468.144972,11645468.144972,1.63428
sh688112,鼎阳科技,50.47,0.97,1.96,50.44,50.46,49.5,49.66,51.68,48.8,2713183,136428405,10:49:22,56.078,5.02,805485.468501,805485.468501,1.70002
sh688113,联测科技,38.63,0.68,1.792,38.63,38.68,37.95,38.0,38.78,37.66,278175,10650051,10:49:14,29.946,2.521,248767.770417,248767.770417,0.43197
sh688114,华大智造,51.13,0.05,0.098,51.07,51.12,51.08,51.07,51.48,50.68,952090,48570151,10:49:21,-35.021,2.756,2129647.100515,2118493.47449,0.22979
sh688115,思林杰,41.45,0.66,1.618,41.45,41.48,40.79,40.99,41.5,40.51,283940,11658061,10:49:16,180.217,2.207,276347.15,276347.15,0.42589
sh688116,天奈科技,40.59,0.26,0.645,40.58,40.59,40.33,40.8,41.33,40.41,3627485,147916378,10:49:20,55.603,4.024,1487753.513829,1487753.513829,0.98968
sh688117,圣诺生物,37.2,-0.13,-0.348,37.18,37.2,37.33,37.3,37.72,36.66,1278416,47552990,10:49:17,82.667,5.674,585475.83816,585475.83816,0.81228
sh688118,普元信息,29.24,0.69,2.417,29.24,29.25,28.55,28.88,29.35,28.57,1383851,40176789,10:49:08,411.831,3.309,272858.068812,272858.068812,1.48296
sh688119,中钢洛耐,5.07,-0.02,-0.393,5.06,5.07,5.09,5.09,5.12,5.06,5041752,25677160,10:49:22,-96.571,1.914,570375.0,570375.0,0.44816
sh688120,华海清科,183.91,0.42,0.229,183.9,184.08,183.49,185.4,185.87,182.5,1942082,357680263,10:49:22,42.473,9.031,6504013.766481,6504013.766481,0.54915
sh688121,卓然股份,10.86,0.0,0.0,10.85,10.86,10.86,10.9,10.9,10.77,1004190,10889818,10:49:19,22.625,0.975,253704.807258,220096.000362,0.49549
sh688122,西部超导,73.0,-0.3,-0.409,72.99,73.0,73.3,73.23,73.75,72.19,6110365,445030372,10:49:21,59.224,6.858,4742550.8281,4742550.8281,0.94054
sh688123,聚辰股份,123.4,0.24,0.195,123.4,123.47,123.16,122.22,125.0,119.6,5717875,699636052,10:49:21,53.652,7.447,1953064.68296,1953064.68296,3.61271
sh688125,安达智能,252.01,4.39,1.773,252.0,252.38,247.62,251.0,257.98,246.9,367822,93300718,10:49:20,-663.184,11.103,2069666.297556,2058663.036936,0.45027
sh688126,沪硅产业,17.84,0.08,0.45,17.84,17.85,17.76,17.87,17.95,17.74,9960410,177768991,10:49:21,-50.538,5.226,5896161.733112,4873279.044088,0.36463
sh688127,蓝特光学,67.7,2.62,4.026,67.7,67.71,65.08,64.48,68.33,64.46,4757083,317598666,10:49:22,70.521,12.553,2747927.429,2747927.429,1.17199
sh688128,中国电研,25.62,0.09,0.353,25.62,25.63,25.53,25.65,25.79,25.49,691646,17695129,10:49:20,22.278,3.039,1036329.0,1036329.0,0.17099
sh688129,东来技术,23.7,0.5,2.155,23.69,23.7,23.2,23.06,23.8,23.06,405331,9505729,10:49:21,31.6,3.023,285534.756,285534.756,0.33643
sh688130,晶华微,21.13,0.18,0.859,21.12,21.13,20.95,20.98,21.19,20.84,404568,8504476,10:49:21,-192.091,2.049,255442.881622,127382.403622,0.67109
sh688131,皓元医药,76.78,0.43,0.563,76.66,76.78,76.35,76.07,77.2,75.05,1451627,110320087,10:49:21,79.979,5.395,1628534.112744,1628534.112744,0.68439
sh688132,邦彦技术,16.99,0.09,0.533,16.99,17.01,16.9,17.05,17.07,16.8,497545,8419794,10:49:22,-70.792,1.88,258630.621596,258630.621596,0.32685
sh688133,泰坦科技,21.28,-0.28,-1.299,21.27,21.28,21.56,21.55,21.55,21.08,1179579,25053285,10:49:18,266.0,1.253,349921.887056,349921.887056,0.71734
sh688135,利扬芯片,35.81,1.75,5.138,35.8,35.81,34.06,34.06,36.75,33.97,18457072,654768742,10:49:21,-115.516,7.648,834745.212721,834745.212721,7.91796
sh688136,科兴制药,32.29,-0.18,-0.554,32.28,32.3,32.47,32.18,32.64,31.61,3114553,100043480,10:49:21,201.813,3.792,649859.66025,649859.66025,1.54755
sh688137,近岸蛋白,48.92,-0.84,-1.688,48.92,48.95,49.76,49.27,49.86,48.33,633728,31021330,10:49:06,-62.718,1.65,343298.247588,343298.247588,0.90306
sh688138,清溢光电,27.87,0.2,0.723,27.87,27.9,27.67,27.66,28.02,27.61,891290,24800153,10:49:21,42.877,3.211,877347.6,877347.6,0.28313
sh688139,海尔生物,32.95,0.54,1.666,32.91,32.95,32.41,32.36,33.45,32.16,2421319,79338171,10:49:21,41.188,2.383,1042844.17799,1042844.17799,0.76505
sh688141,杰华特,67.23,-0.32,-0.474,67.22,67.23,67.55,67.64,68.49,65.64,5813768,390345755,10:49:22,-42.019,19.851,3027512.177307,3027512.177307,1.29103
sh688143,长盈通,61.7,-0.05,-0.081,61.68,61.79,61.75,61.75,61.99,60.3,3435961,210587216,10:49:20,411.333,6.546,794577.54834,755050.20842,2.80774
sh688146,中船特气,63.79,3.65,6.069,63.76,63.79,60.14,60.0,66.0,58.12,12418882,780087087,10:49:20,111.912,5.957,3377117.648935,924769.001118,8.56647
sh688147,微导纳米,69.97,0.52,0.749,69.97,70.05,69.45,69.4,70.99,68.51,2998054,209638969,10:49:21,139.94,11.167,3226726.815161,3226726.815161,0.65011
sh688148,芳源股份,9.28,0.1,1.089,9.27,9.28,9.18,9.25,9.37,9.09,11148068,103332140,10:49:18,-10.918,16.344,473440.593184,473440.593184,2.18515
sh688150,莱特光电,48.51,1.59,3.389,48.44,48.51,46.92,46.95,48.69,46.68,5227529,250784211,10:49:19,115.5,10.823,1952224.724835,1952224.724835,1.29897
sh688151,华强科技,20.61,-0.01,-0.048,20.61,20.65,20.62,20.44,20.8,20.35,596769,12312884,10:49:21,294.429,1.695,710014.5,710014.5,0.17323
sh688152,麒麟信安,34.71,0.48,1.402,34.71,34.73,34.23,34.4,34.87,34.38,512120,17763610,10:49:11,347.1,2.85,356924.176089,356924.176089,0.49802
sh688153,唯捷创芯,34.5,0.13,0.378,34.5,34.54,34.37,34.44,34.72,34.21,1567024,54049418,10:49:14,-575.0,3.715,1484579.8776,1411876.5993,0.38291
sh688155,先惠技术,82.68,2.44,3.041,82.67,82.68,80.24,81.41,83.92,80.66,2399233,198275549,10:49:22,44.214,4.937,1045372.914144,1045372.914144,1.89759
sh688156,路德科技,25.57,0.94,3.816,25.53,25.57,24.63,24.76,25.98,24.6,4271932,108230503,10:49:21,-45.661,3.147,257526.099449,257526.099449,4.24164
sh688157,松井股份,40.59,0.09,0.222,40.59,40.6,40.5,41.11,42.28,40.2,1566762,64659013,10:49:16,52.038,4.695,634953.75372,634953.75372,1.00157
sh688158,优刻得,48.51,2.73,5.963,48.51,48.52,45.78,46.5,48.88,46.26,34724815,1660571221,10:49:21,-303.188,9.16,2213535.947931,1966953.927708,8.56401
sh688159,有方科技,44.22,1.45,3.39,44.24,44.25,42.77,43.0,44.48,42.73,1856374,81347385,10:49:22,40.569,4.327,410842.80204,410046.84204,2.00194
sh688160,步科股份,108.21,0.62,0.576,108.2,108.32,107.59,111.28,112.29,108.1,1380774,151540457,10:49:20,130.373,7.585,982895.301126,982895.301126,1.52014
sh688161,威高骨科,30.56,-0.64,-2.051,30.55,30.56,31.2,31.19,31.19,30.54,853885,26239696,10:49:21,44.941,2.949,1222400.0,1222400.0,0.21347
sh688162,巨一科技,34.26,0.79,2.36,34.23,34.26,33.47,33.42,34.47,33.13,1409239,47674170,10:49:22,214.125,1.958,469707.25515,469707.25515,1.02789
sh688163,赛伦生物,32.5,-0.5,-1.515,32.5,32.56,33.0,33.3,33.54,31.65,1864942,60104850,10:49:22,79.268,3.126,351715.0,351715.0,1.72329
sh688165,埃夫特,17.26,0.06,0.349,17.26,17.28,17.2,17.27,17.5,17.22,2191407,37939280,10:49:19,-18.168,7.395,900592.28,900592.28,0.41999
sh688166,博瑞医药,57.72,0.06,0.104,57.68,57.72,57.66,58.72,59.5,56.96,17385065,1008439326,10:49:22,444.0,9.928,2442158.908488,2442158.908488,4.10893
sh688167,炬光科技,388.15,8.17,2.15,387.55,388.15,379.98,379.0,393.3,375.01,2059098,791210821,10:49:20,-199.051,15.871,3487897.42406,3487897.42406,2.29146
sh688168,安博通,81.74,2.87,3.639,81.73,81.74,78.87,78.83,81.99,78.83,796324,64456154,10:49:18,-40.87,6.377,630910.222696,630910.222696,1.03171
sh688169,石头科技,112.43,-1.19,-1.047,112.41,112.43,113.62,113.62,114.77,112.26,2022084,229512578,10:49:22,10.439,2.117,2913132.895424,2913132.895424,0.78041
sh688170,德龙激光,57.04,-0.15,-0.262,57.0,57.04,57.19,56.51,57.62,55.9,2894848,164417678,10:49:20,-172.848,4.854,589565.44,589565.44,2.80074
sh688171,纬德信息,48.99,0.32,0.657,49.0,49.12,48.67,48.82,49.05,46.99,1336588,64057637,10:49:22,349.929,4.975,410405.8866,410405.8866,1.59548
sh688172,燕东微,40.27,-0.22,-0.543,40.27,40.3,40.49,40.1,40.96,39.64,5019627,202397041,10:49:21,-268.467,3.078,5749018.076619,3133734.826595,0.64505
sh688173,希荻微,14.52,0.27,1.895,14.52,14.53,14.25,14.25,14.61,14.22,2462881,35465618,10:49:21,-19.622,4.148,599736.709572,595682.051844,0.60034
sh688175,高凌信息,35.29,-0.11,-0.311,35.29,35.3,35.4,35.33,35.49,34.83,684880,24134461,10:49:16,-88.225,2.622,456359.693,456359.693,0.52961
sh688176,亚虹医药,14.38,0.18,1.268,14.37,14.38,14.2,14.11,14.49,13.93,9110922,129487663,10:49:21,-21.147,4.708,821343.158868,626516.394662,2.09117
sh688177,百奥泰,23.27,-0.1,-0.428,23.25,23.27,23.37,23.16,23.47,22.74,2408228,55491007,10:49:20,-18.919,19.901,963564.16,963564.16,0.58159
sh688178,万德斯,33.2,1.76,5.598,33.2,33.28,31.44,32.04,33.5,30.8,2015056,65723965,10:49:21,-38.025,2.833,282192.84208,282192.84208,2.37071
sh688179,阿拉丁,18.23,-0.23,-1.246,18.22,18.23,18.46,18.43,18.46,18.01,5257099,95358133,10:49:21,50.639,6.251,634418.955892,634418.955892,1.51063
sh688180,君实生物,44.6,1.1,2.529,44.53,44.6,43.5,43.04,45.37,42.81,17331925,760900415,10:49:20,-51.264,7.593,4579036.82466,3418118.00266,2.26149
sh688181,八亿时空,33.39,0.67,2.048,33.39,33.4,32.72,32.72,33.46,32.52,1444596,47787822,10:49:13,58.579,2.166,449033.882094,449033.882094,1.0742
sh688182,灿勤科技,30.81,1.5,5.118,30.81,30.82,29.31,29.23,31.2,29.18,4747205,145013786,10:49:21,220.071,5.508,1232400.0,1232400.0,1.1868
