代码,名称,最新价,涨跌幅,涨跌额,买入,卖出,成交量,成交额,今开,昨收,最高,最低
02068,中铝国际,2.66,0.38,0.01,2.66,2.66,8377000.0,22192440.0,2.67,2.65,2.67,2.63
00991,大唐发电,2.51,0.0,0.0,2.51,2.51,9097000.0,22761800.0,2.51,2.51,2.53,2.49
03369,秦港股份,2.46,0.0,0.0,2.46,2.46,257500.0,634375.0,2.46,2.46,2.47,2.45
02016,浙商银行,2.44,0.41,0.01,2.44,2.44,2283700.0,5557425.0,2.43,2.43,2.44,2.42
00525,广深铁路股份,2.34,4.0,0.09,2.34,2.34,10994000.0,25640124.0,2.27,2.25,2.37,2.25
00895,东江环保,2.13,2.4,0.05,2.13,2.13,663400.0,1401879.0,2.11,2.08,2.15,2.07
01375,中州证券,1.95,2.09,0.04,1.95,1.95,8450000.0,16438870.0,1.94,1.91,1.97,1.93
01618,中国中冶,1.61,0.63,0.01,1.61,1.61,12415000.0,19995000.0,1.61,1.6,1.62,1.6
00347,鞍钢股份,1.57,0.0,0.0,1.57,1.57,3912000.0,6102320.0,1.57,1.57,1.59,1.55
01528,红星美凯龙,1.3,0.78,0.01,1.3,1.3,3001800.0,3881890.0,1.3,1.29,1.31,1.28
00338,上海石油化工股份,1.28,0.79,0.01,1.28,1.28,9334000.0,12012730.0,1.28,1.27,1.3,1.27
03996,中国能源建设,1.26,0.8,0.01,1.26,1.26,45718000.0,57516674.0,1.25,1.25,1.27,1.25
02866,中远海发,1.18,-0.84,-0.01,1.18,1.18,5989000.0,7034580.0,1.19,1.19,1.19,1.17
01812,晨鸣纸业,1.16,2.65,0.03,1.16,1.16,494000.0,570360.0,1.13,1.13,1.18,1.13
01053,重庆钢铁股份,1.14,0.0,0.0,1.14,1.14,4634000.0,5337820.0,1.15,1.14,1.16,1.14
06196,郑州银行,1.02,0.99,0.01,1.02,1.02,1915000.0,1946770.0,1.02,1.01,1.02,1.01
02880,辽港股份,0.86,0.0,0.0,0.86,0.86,1239100.0,1060980.0,0.87,0.86,0.87,0.85
01033,中石化油服,0.84,0.0,0.0,0.84,0.84,25575000.0,21276400.0,0.84,0.84,0.84,0.83
00588,北京北辰实业股份,0.82,1.23,0.01,0.82,0.82,21302000.0,17366980.0,0.82,0.81,0.83,0.8
02009,金隅集团,0.79,0.0,0.0,0.79,0.79,6613000.0,5163470.0,0.79,0.79,0.79,0.78
03750,宁德时代,717.5,9.46,62.0,717.5,717.5,4883701.0,3476732167.5,684.5,655.5,729.0,682.5
03986,兆易创新,449.0,10.16,41.4,449.0,449.0,1841690.0,795782716.4,409.0,407.6,452.0,398.8
06809,澜起科技,218.4,7.91,16.0,218.4,218.4,1933913.0,419183558.0,202.4,202.4,224.0,199.4
06869,长飞光纤光缆,218.4,6.23,12.8,218.4,218.4,16042076.0,3396204245.4,203.0,205.6,221.2,199.0
09980,东鹏饮料,208.0,0.97,2.0,208.0,208.0,77700.0,16132430.0,206.0,206.0,213.0,204.0
06160,百济神州,196.7,3.25,6.2,196.7,196.7,3337890.0,649664779.3,193.0,190.5,196.7,192.0
03200,大族数控,143.7,10.54,13.7,143.7,143.7,1274877.0,178324013.6,131.2,130.0,146.7,130.8
01989,广合科技,140.0,9.12,11.7,140.0,140.0,1918182.0,259775280.0,128.2,128.3,141.2,128.0
02676,纳芯微,136.5,9.9,12.3,136.5,136.5,437000.0,58041600.0,127.6,124.2,137.9,124.3
02359,药明康德,130.5,0.08,0.1,130.5,130.5,3002426.0,391939074.6,131.5,130.4,132.0,129.3
01304,峰岹科技,121.2,4.57,5.3,121.2,121.2,527400.0,64585615.0,117.8,115.9,127.8,117.8
09995,荣昌生物,117.8,-0.42,-0.5,117.8,117.8,3964294.0,470786547.2,121.0,118.3,121.2,115.2
