代码,名称,最新价,涨跌额,涨跌幅,买入,卖出,昨收,今开,最高,最低,成交量,成交额,时点,市盈率,市净率,流通市值,总市值,换手率
sh688019,安集科技,253.45,1.6,0.635,253.3,253.45,251.85,252.11,254.66,248.48,3570420,896457789,15:00:03,54.388,12.612,4435232.96662,4435232.96662,2.04031
sh688020,方邦股份,90.63,-0.27,-0.297,90.62,90.63,90.9,90.89,92.5,89.84,1884980,171476411,15:00:01,-79.5,5.399,746691.507,746691.507,2.2879
sh688021,奥福科技,24.41,0.3,1.244,24.38,24.41,24.11,24.08,24.64,23.82,1685964,40853975,15:00:01,-41.373,2.175,186525.883197,186525.883197,2.20636
sh688022,瀚川智能,16.87,-0.06,-0.354,16.85,16.87,16.93,16.91,17.09,16.83,3253062,54992772,15:00:01,-2.691,4.283,296706.732588,296706.732588,1.84961
sh688023,安恒信息,51.39,0.79,1.561,51.37,51.39,50.6,51.04,51.75,50.8,2126093,109207312,15:00:03,-90.158,2.204,523070.437581,523070.437581,2.08882
sh688025,杰普特,282.68,11.1,4.087,282.66,282.68,271.58,266.15,292.32,262.62,5135857,1430322794,15:00:03,96.478,11.689,2686857.089364,2686857.089364,5.40335
sh688026,洁特生物,16.38,0.16,0.986,16.38,16.39,16.22,16.24,16.47,16.07,1614848,26309271,15:00:00,31.5,2.077,229916.931426,229843.51299,1.15084
sh688027,国盾量子,619.14,41.14,7.118,619.14,619.15,578.0,594.77,628.88,591.0,4528266,2761292228,15:24:09,12382.8,19.625,6368536.015914,4976298.74418,5.63397
sh688028,沃尔德,98.21,0.37,0.378,98.21,98.22,97.84,97.6,99.91,94.6,6521148,634758211,15:00:03,156.985,7.467,1482470.129,1482470.129,4.3201
sh688029,南微医学,75.56,0.36,0.479,75.55,75.56,75.2,75.41,75.77,74.52,785205,59056574,15:00:03,25.614,3.486,1419375.120632,1419375.120632,0.418
sh688030,山石网科,15.77,0.52,3.41,15.77,15.78,15.25,15.25,15.84,15.25,2556297,39965954,15:00:03,-14.686,3.981,284231.963836,284231.963836,1.41831
sh688031,星环科技,139.5,2.92,2.138,139.5,139.55,136.58,137.0,142.88,136.59,6323974,882505465,15:00:03,-68.719,19.592,1689846.0282,1689846.0282,5.22056
sh688032,禾迈股份,114.05,0.95,0.84,114.05,114.06,113.1,113.43,114.88,111.8,1342921,152707720,15:24:09,40.878,2.426,1415058.780725,1415058.780725,1.08236
sh688033,天宜新材,8.28,0.03,0.364,8.28,8.29,8.25,8.25,8.34,8.17,8253054,68311498,15:00:03,-3.125,1.412,465500.437488,465500.437488,1.468
sh688035,德邦科技,62.87,0.25,0.399,62.87,62.88,62.62,62.64,64.15,62.48,3913281,246998345,15:00:03,82.724,3.848,894262.88,894262.88,2.75118
sh688036,传音控股,53.69,1.53,2.933,53.69,53.7,52.16,52.21,54.07,52.16,10723200,568889794,15:24:09,23.757,3.011,6180709.822105,6180709.822105,0.93149
sh688037,芯源微,184.23,2.24,1.231,184.23,184.28,181.99,182.9,189.98,180.3,6186090,1151361078,15:00:00,182.406,13.725,3714579.674208,3714579.674208,3.06808
sh688038,中科通达,23.88,1.25,5.524,23.88,23.89,22.63,22.98,24.25,22.56,4698379,110206508,15:00:03,-149.25,4.698,277899.6792,277899.6792,4.03733
sh688039,当虹科技,43.88,1.23,2.884,43.87,43.88,42.65,42.75,44.1,42.75,2021781,88267188,15:00:03,-48.22,4.369,485319.048512,485319.048512,1.82799
sh688041,海光信息,253.0,1.0,0.397,252.98,253.0,252.0,252.5,255.0,248.0,23421844,5895926736,15:24:09,230.0,25.026,58805753.7023,58805753.7023,1.00768
sh688045,必易微,49.5,0.85,1.747,49.5,49.51,48.65,48.37,49.65,48.37,1295408,63550320,15:00:03,291.176,2.483,349356.09555,349356.09555,1.83545
sh688046,药康生物,18.65,-0.23,-1.218,18.64,18.65,18.88,18.84,18.84,18.37,7050494,130575881,15:00:03,69.074,3.474,764650.0,764650.0,1.71963
sh688047,龙芯中科,141.58,-0.12,-0.085,141.58,141.6,141.7,141.96,143.2,139.98,5698732,806500117,15:24:09,-90.756,22.214,5677358.0,5677358.0,1.42113
sh688048,长光华芯,298.0,5.5,1.88,298.0,298.01,292.5,298.16,309.21,288.0,14033619,4167294090,15:00:03,-525.018,17.479,5253142.3014,5253142.3014,7.96098
sh688049,炬芯科技,46.88,0.23,0.493,46.87,46.88,46.65,46.71,47.03,46.35,4053125,189598078,15:24:09,39.729,4.014,821185.9432,821185.9432,2.31385
sh688050,爱博医疗,51.25,0.17,0.333,51.25,51.26,51.08,50.91,51.68,50.91,1217937,62418769,15:00:01,25.0,3.527,991191.271875,991191.271875,0.62974
sh688051,佳华科技,32.22,0.77,2.448,32.21,32.22,31.45,31.44,32.4,31.14,959681,30666607,15:00:01,-20.654,4.159,249170.148,249170.148,1.24096
sh688052,纳芯微,162.27,6.06,3.879,162.22,162.27,156.21,156.21,163.98,155.03,3162713,509495067,15:00:01,-101.419,3.474,2638890.447291,2312808.882291,2.219
sh688053,ST思科瑞,38.99,0.41,1.063,38.98,38.99,38.58,38.8,39.37,38.42,829936,32362680,15:00:03,-185.667,2.424,389900.0,389900.0,0.82994
sh688055,龙腾光电,4.25,-0.05,-1.163,4.25,4.26,4.3,4.3,4.3,4.2,15071301,63982482,15:00:03,-74.561,3.449,1416666.695,1416666.695,0.45214
sh688056,莱伯泰科,35.64,0.65,1.858,35.64,35.65,34.99,35.05,35.77,34.62,690326,24401934,15:00:03,60.407,2.989,240400.56744,240400.56744,1.02343
sh688057,金达莱,12.48,0.09,0.726,12.47,12.48,12.39,12.38,12.53,12.26,981472,12218499,15:00:03,25.171,1.092,344448.0,344448.0,0.35561
sh688058,宝兰德,29.18,0.79,2.783,29.16,29.18,28.39,28.55,29.43,28.27,1030064,29837306,15:00:03,-36.937,3.476,221291.035392,221291.035392,1.35827
sh688059,华锐精密,125.9,4.81,3.972,125.89,125.9,121.09,121.11,127.5,121.11,3073410,382467960,15:00:03,72.775,9.497,1258833.40912,1178154.14594,3.28431
sh688060,云涌科技,46.54,1.2,2.647,46.54,46.6,45.34,45.35,46.87,44.95,313988,14463193,15:00:03,-79.556,3.11,280127.648112,280127.648112,0.52166
sh688061,灿瑞科技,32.66,0.5,1.555,32.66,32.68,32.16,32.4,32.8,32.06,829201,26922892,15:00:03,-71.0,1.576,375228.751006,147038.938728,1.8418
sh688062,迈威生物,40.15,1.06,2.712,40.14,40.15,39.09,39.19,41.0,38.45,13054219,520857231,15:00:01,-16.523,45.907,1604394.0,819742.55,6.3938
sh688063,派能科技,75.3,2.26,3.094,75.3,75.31,73.04,74.0,76.06,72.71,11916482,890767185,15:24:09,215.143,2.007,1847555.14497,1847555.14497,4.85675
sh688065,凯赛生物,48.76,0.25,0.515,48.75,48.76,48.51,48.53,48.96,48.22,3452058,167892758,15:00:03,58.048,1.999,3517009.035544,2844551.318164,0.59174
sh688066,航天宏图,19.95,-0.03,-0.15,19.95,19.96,19.98,19.85,20.15,19.36,11055362,218459046,15:00:03,-3.743,12.435,521250.32022,521250.32022,4.23126
sh688067,爱威科技,27.01,0.61,2.311,27.01,27.1,26.4,26.25,27.14,26.06,936623,24919959,15:00:01,79.441,3.543,183668.0,183668.0,1.37739
sh688068,热景生物,125.4,-0.85,-0.673,125.38,125.4,126.25,124.1,126.2,121.0,2400705,297598491,15:00:01,-59.151,3.964,1162557.5676,1162557.5676,2.58954
sh688069,德林海,35.05,0.34,0.98,35.01,35.05,34.71,34.8,35.37,34.59,1586318,55493734,15:00:03,-44.936,3.184,396065.0,396065.0,1.40382
sh688070,纵横股份,48.85,0.39,0.805,48.83,48.85,48.46,48.4,48.99,47.9,1068381,51844689,15:00:03,407.083,7.197,427828.3,427828.3,1.21989
sh688071,华依科技,32.05,0.43,1.36,32.05,32.06,31.62,31.36,32.36,31.29,1388625,44150629,15:00:03,-58.273,2.567,271751.06542,271751.06542,1.63773
sh688072,拓荆科技,402.89,0.89,0.221,402.88,402.89,402.0,403.0,408.66,395.24,3854057,1550462393,15:00:01,162.456,18.68,11389418.760468,11389418.760468,1.36334
sh688073,毕得医药,62.42,-0.28,-0.447,62.38,62.42,62.7,62.77,63.27,61.58,981722,61082991,15:00:03,47.288,2.833,567291.361416,567291.361416,1.0802
sh688075,安旭生物,38.88,-0.13,-0.333,38.88,38.89,39.01,39.2,39.2,38.69,272806,10597308,15:00:01,25.748,0.957,494097.94584,494097.94584,0.21467
sh688076,ST诺泰,30.7,-0.23,-0.744,30.7,30.74,30.93,30.88,31.1,30.62,1993027,61295393,15:00:03,16.33,3.12,970279.32379,970279.32379,0.6306
sh688077,大地熊,29.83,0.46,1.566,29.82,29.83,29.37,29.45,29.98,29.22,1694992,50274774,15:00:03,59.66,3.106,341489.377432,341489.377432,1.48062
sh688078,龙软科技,25.08,1.08,4.5,25.08,25.09,24.0,24.1,25.08,23.96,1079940,26540635,15:00:03,54.522,2.546,182815.644,182815.644,1.48154
sh688079,美迪凯,15.56,0.27,1.766,15.55,15.56,15.29,15.14,15.8,15.04,10862507,167923849,15:00:01,-39.897,5.016,640249.152968,629098.981448,2.68671
sh688080,映翰通,56.93,1.75,3.171,56.88,56.93,55.18,55.63,56.99,55.0,1513820,85310266,15:00:00,32.347,3.735,419324.359476,419324.359476,2.05525
sh688081,兴图新科,50.83,1.47,2.978,50.8,50.83,49.36,50.0,51.12,48.69,2849437,142949520,15:00:03,-64.342,13.388,523752.32,523752.32,2.76537
sh688082,盛美上海,155.86,-0.14,-0.09,155.84,155.86,156.0,155.06,156.5,154.02,3495284,542438038,15:00:03,50.277,5.556,7483848.401354,7403055.985696,0.73588
sh688083,中望软件,55.8,-0.84,-1.483,55.79,55.8,56.64,57.26,57.64,55.65,3824941,215394693,15:24:09,105.283,3.649,946626.05268,946626.05268,2.25466
sh688084,晶品特装,66.92,-1.37,-2.006,66.92,66.94,68.29,68.01,68.24,66.81,2083008,139954080,15:00:03,-88.053,3.229,506310.469672,506310.469672,2.75315
sh688085,三友医疗,17.81,-0.29,-1.602,17.8,17.81,18.1,18.1,18.16,17.71,4714732,84194791,15:00:01,356.2,2.862,593896.708938,567678.48683,1.47917
sh688087,英科再生,38.1,0.28,0.74,38.1,38.12,37.82,37.82,38.23,37.36,1504717,56755231,15:00:03,23.091,2.695,739348.69275,709595.3169,0.80792
sh688088,虹软科技,42.06,0.99,2.411,42.06,42.07,41.07,41.43,42.08,41.27,4980025,208185207,15:00:03,95.591,6.337,1687322.7024,1687322.7024,1.24137
sh688089,嘉必优,18.85,0.43,2.334,18.84,18.85,18.42,18.2,18.91,18.2,2309382,43150288,15:24:09,25.473,1.949,317262.6912,317262.6912,1.37211
sh688090,瑞松科技,67.97,-0.33,-0.483,67.95,67.97,68.3,69.11,69.16,67.02,3513567,238520090,15:00:03,566.417,9.372,831749.325008,831749.325008,2.87126
sh688091,上海谊众,57.0,-0.22,-0.384,56.98,57.0,57.22,57.88,58.67,56.01,4719306,271783565,15:00:03,1900.0,8.065,1178210.748,1178210.748,2.28313
sh688092,爱科科技,29.42,0.72,2.509,29.42,29.43,28.7,28.88,29.5,28.65,1127875,32841626,15:00:03,35.878,3.747,243196.72308,243196.72308,1.36441
sh688093,世华科技,34.1,0.43,1.277,34.07,34.1,33.67,33.67,34.19,33.55,1765570,59844423,15:00:03,31.869,3.385,956105.31731,956105.31731,0.6297
sh688095,福昕软件,76.69,3.52,4.811,76.69,76.7,73.17,74.01,77.24,73.5,3461119,261720587,15:24:09,253.269,2.768,700636.189556,700636.189556,3.78846
sh688096,京源环保,8.47,0.0,0.0,8.46,8.47,8.47,8.46,8.56,8.23,6688809,56099180,15:00:01,-52.938,2.225,199929.854971,199929.854971,2.8337
sh688097,博众精工,63.83,-0.06,-0.094,63.83,63.84,63.89,63.88,64.7,62.28,11136012,705189553,15:24:09,48.065,5.965,2850952.683995,2840490.946995,2.50243
sh688098,申联生物,9.12,0.06,0.662,9.12,9.13,9.06,9.12,9.15,8.91,6565159,59152483,15:24:09,-82.909,2.656,374507.328,374507.328,1.59875
sh688099,晶晨股份,81.17,0.0,0.0,81.16,81.17,81.17,81.53,82.28,80.5,10162660,825384158,15:24:09,39.024,4.654,3418601.280721,3418601.280721,2.41298
sh688100,威胜信息,38.4,0.2,0.524,38.4,38.41,38.2,38.2,38.42,37.75,3000051,114257205,15:00:01,28.235,5.334,1888071.072,1888071.072,0.61016
sh688101,三达膜,16.81,0.24,1.448,16.81,16.84,16.57,16.77,16.89,16.55,1367299,22905775,15:00:03,17.695,1.284,558112.282946,558112.282946,0.41182
sh688102,斯瑞新材,37.01,0.75,2.068,37.0,37.01,36.26,35.98,37.2,35.81,18972983,694843940,15:24:09,234.984,15.881,2877874.679707,2877874.679707,2.43996
sh688103,国力电子,57.26,0.98,1.741,57.26,57.33,56.28,56.27,58.13,56.09,1226361,70329507,15:00:03,178.938,4.86,545776.930916,545776.930916,1.28663
sh688105,诺唯赞,19.35,-0.22,-1.124,19.35,19.37,19.57,19.56,19.56,19.23,1295829,25037368,15:00:03,-387.0,2.002,769616.34264,769616.34264,0.3258
sh688106,金宏气体,27.49,-0.21,-0.758,27.48,27.49,27.7,27.9,28.25,26.02,43870673,1196848026,15:24:09,98.179,4.642,1379603.732922,1379603.732922,8.74168
sh688107,安路科技,30.28,0.17,0.565,30.28,30.29,30.11,30.21,30.95,29.9,6194768,187060334,15:00:00,-44.549,12.864,1213771.883276,1213771.883276,1.54541
sh688108,赛诺医疗,21.74,-0.3,-1.361,21.73,21.74,22.04,21.89,21.91,21.56,8720231,189599184,15:00:01,197.636,9.795,908627.648,908627.648,2.08642
sh688109,品茗科技,126.01,4.05,3.321,125.91,126.01,121.96,123.99,128.0,120.51,1452521,181147893,15:00:03,315.025,12.482,993491.8223,993491.8223,1.84231
sh688110,东芯股份,120.75,2.55,2.157,120.73,120.75,118.2,117.32,121.26,116.99,12605677,1504613005,15:24:09,-317.763,17.167,5340165.82785,5340165.82785,2.85035
sh688111,金山办公,252.46,8.14,3.332,252.46,252.47,244.32,246.6,254.94,246.6,11321811,2843830870,15:24:09,63.592,9.101,11698292.566766,11698292.566766,2.44335
sh688112,鼎阳科技,50.43,0.93,1.879,50.43,50.48,49.5,49.66,51.68,48.8,4022163,202635006,15:00:03,56.033,5.016,804847.080969,804847.080969,2.5202
sh688113,联测科技,39.05,1.1,2.899,39.05,39.06,37.95,38.0,39.28,37.66,837133,32445361,15:00:03,30.271,2.549,251472.467895,251472.467895,1.29995
sh688114,华大智造,51.3,0.22,0.431,51.3,51.39,51.08,51.07,51.5,50.68,1936286,98886091,15:00:03,-35.137,2.765,2136727.87515,2125537.1649,0.46732
sh688115,思林杰,42.3,1.51,3.702,42.3,42.36,40.79,40.99,42.3,40.51,890662,37135044,15:00:03,183.913,2.252,282014.1,282014.1,1.33593
sh688116,天奈科技,40.31,-0.02,-0.05,40.31,40.32,40.33,40.8,41.33,40.1,7669116,310820461,15:00:01,55.219,3.996,1477490.616961,1477490.616961,2.09235
sh688117,圣诺生物,37.4,0.07,0.188,37.37,37.4,37.33,37.3,37.72,36.66,3047380,113309219,15:00:01,83.111,5.704,588623.55772,588623.55772,1.93625
sh688118,普元信息,29.61,1.06,3.713,29.6,29.61,28.55,28.88,29.68,28.57,2936513,85884133,15:00:01,417.042,3.351,276310.787193,276310.787193,3.14682
sh688119,中钢洛耐,5.1,0.01,0.196,5.1,5.11,5.09,5.09,5.12,5.05,12646202,64348331,15:00:03,-97.143,1.925,573750.0,573750.0,1.12411
sh688120,华海清科,189.5,6.01,3.275,189.49,189.5,183.49,185.4,191.38,182.5,5719386,1069115748,15:24:09,43.764,9.305,6701705.22945,6701705.22945,1.61724
sh688121,卓然股份,10.93,0.07,0.645,10.92,10.93,10.86,10.9,10.99,10.77,2329178,25352320,15:00:01,22.771,0.981,255340.105279,221514.667031,1.14927
sh688122,西部超导,73.76,0.46,0.628,73.76,73.77,73.3,73.23,73.86,72.19,11691466,854947415,15:00:03,59.841,6.93,4791925.329872,4791925.329872,1.79962
sh688123,聚辰股份,123.2,0.04,0.032,123.2,123.25,123.16,122.22,125.0,119.6,10025984,1230337634,15:24:09,53.565,7.434,1949899.26208,1949899.26208,6.33469
sh688125,安达智能,260.58,12.96,5.234,260.58,261.0,247.62,251.0,265.01,246.9,1171381,299083214,15:00:01,-685.737,11.481,2140048.584648,2128671.140688,1.43394
sh688126,沪硅产业,17.85,0.09,0.507,17.84,17.85,17.76,17.87,17.95,17.72,23633116,421395384,15:24:09,-50.567,5.229,5899466.756505,4876010.702745,0.86516
sh688127,蓝特光学,69.36,4.28,6.577,69.35,69.36,65.08,64.48,69.69,64.46,10860841,735552551,15:24:09,72.25,12.861,2815306.4472,2815306.4472,2.67576
sh688128,中国电研,25.86,0.33,1.293,25.86,25.87,25.53,25.65,25.94,25.49,1865639,47977023,15:00:03,22.487,3.068,1046037.0,1046037.0,0.46122
sh688129,东来技术,23.89,0.69,2.974,23.88,23.89,23.2,23.06,23.96,23.06,915943,21651734,15:00:00,31.853,3.048,287823.8532,287823.8532,0.76025
sh688130,晶华微,21.33,0.38,1.814,21.31,21.33,20.95,20.98,21.49,20.84,1270395,26955183,15:00:03,-193.909,2.068,257860.703502,128588.105502,2.10731
sh688131,皓元医药,76.2,-0.15,-0.196,76.2,76.22,76.35,76.07,77.2,75.05,2772877,210793745,15:00:00,79.375,5.355,1616232.08376,1616232.08376,1.30732
sh688132,邦彦技术,17.29,0.39,2.308,17.24,17.29,16.9,17.05,17.38,16.8,1263999,21620547,15:00:03,-72.042,1.913,263197.377716,263197.377716,0.83035
sh688133,泰坦科技,21.45,-0.11,-0.51,21.43,21.45,21.56,21.55,21.62,21.08,2572584,54859776,15:00:00,268.125,1.263,352717.315665,352717.315665,1.56448
sh688135,利扬芯片,35.37,1.31,3.846,35.37,35.38,34.06,34.06,36.75,33.97,27465313,974745064,15:24:09,-114.097,7.554,824488.639317,824488.639317,11.78243
sh688136,科兴制药,32.43,-0.04,-0.123,32.43,32.45,32.47,32.18,32.64,31.61,5471187,175927445,15:00:03,202.688,3.808,652677.26175,652677.26175,2.7185
sh688137,近岸蛋白,50.47,0.71,1.427,50.38,50.47,49.76,49.27,50.8,48.33,1462266,72475767,15:00:03,-64.705,1.702,354175.440633,354175.440633,2.08373
sh688138,清溢光电,28.08,0.41,1.482,28.07,28.08,27.67,27.66,28.22,27.61,1982901,55409576,15:00:03,43.2,3.235,883958.4,883958.4,0.62989
sh688139,海尔生物,34.03,1.62,4.998,34.03,34.04,32.41,32.36,34.22,32.16,6800169,226455976,15:00:03,42.538,2.461,1077025.413566,1077025.413566,2.1486
sh688141,杰华特,67.73,0.18,0.266,67.71,67.73,67.55,67.64,68.49,65.64,10494948,705658116,15:00:01,-42.331,19.999,3050028.257757,3050028.257757,2.33055
sh688143,长盈通,64.26,2.51,4.065,64.24,64.26,61.75,61.75,65.8,60.3,11935346,751064185,15:24:09,428.4,6.818,827545.433652,786378.061476,9.75314
sh688146,中船特气,63.51,3.37,5.604,63.51,63.55,60.14,60.0,66.0,58.12,20347984,1286379193,15:00:01,111.421,5.93,3362294.119515,920709.817542,14.03591
sh688147,微导纳米,70.0,0.55,0.792,69.99,70.0,69.45,69.4,70.99,68.51,6837747,477189599,15:00:03,140.0,11.172,3228110.291,3228110.291,1.48273
sh688148,芳源股份,9.43,0.25,2.723,9.42,9.43,9.18,9.25,9.45,9.09,26377291,245783617,15:00:03,-11.094,16.608,481093.188979,481093.188979,5.17026
sh688150,莱特光电,49.56,2.64,5.627,49.55,49.56,46.92,46.95,49.94,46.68,12073752,587773516,15:00:03,118.0,11.058,1994480.67126,1994480.67126,3.00016
sh688151,华强科技,20.74,0.12,0.582,20.72,20.74,20.62,20.44,20.83,20.35,1604399,33222655,15:00:03,296.286,1.706,714493.0,714493.0,0.46572
sh688152,麒麟信安,35.16,0.93,2.717,35.14,35.16,34.23,34.4,35.22,34.38,1137185,39631860,15:00:03,351.6,2.887,361551.542244,361551.542244,1.10588
sh688153,唯捷创芯,34.61,0.24,0.698,34.6,34.61,34.37,34.44,34.72,34.21,3570171,123108375,15:24:09,-576.833,3.727,1489313.320688,1416378.234834,0.87239
sh688155,先惠技术,82.51,2.27,2.829,82.5,82.51,80.24,81.41,83.92,80.66,4819633,398858919,15:00:03,44.123,4.926,1043223.502008,1043223.502008,3.81191
sh688156,路德科技,25.66,1.03,4.182,25.65,25.66,24.63,24.76,25.98,24.6,6852309,174570411,15:00:03,-45.821,3.158,258432.526862,258432.526862,6.80372
sh688157,松井股份,39.8,-0.7,-1.728,39.77,39.8,40.5,41.11,42.28,39.27,4409552,178309811,15:00:03,51.026,4.604,622595.6984,622595.6984,2.81885
sh688158,优刻得,47.33,1.55,3.386,47.33,47.34,45.78,46.5,48.88,46.26,55097979,2632719393,15:24:09,-295.813,8.938,2159691.948373,1919108.006564,13.58854
sh688159,有方科技,47.84,5.07,11.854,47.83,47.84,42.77,43.0,50.0,42.73,10350818,486338575,15:00:01,43.89,4.681,444475.79488,443614.67488,11.16246
sh688160,步科股份,109.0,1.41,1.311,109.0,109.01,107.59,111.28,112.29,107.36,2350014,256594549,15:24:09,131.325,7.64,990071.0454,990071.0454,2.5872
sh688161,威高骨科,30.63,-0.57,-1.827,30.62,30.63,31.2,31.19,31.19,30.36,2248640,68841007,15:00:03,45.044,2.956,1225200.0,1225200.0,0.56216
sh688162,巨一科技,35.34,1.87,5.587,35.33,35.34,33.47,33.42,35.96,33.13,5205385,181761749,15:00:01,220.875,2.02,484514.13885,484514.13885,3.79676
sh688163,赛伦生物,33.99,0.99,3.0,33.98,33.99,33.0,33.3,34.0,31.65,3220937,105198786,15:00:03,82.902,3.269,367839.78,367839.78,2.97629
sh688165,埃夫特,17.26,0.06,0.349,17.26,17.27,17.2,17.27,17.5,17.16,4957594,85718723,15:00:00,-18.168,7.395,900592.28,900592.28,0.95013
sh688166,博瑞医药,58.22,0.56,0.971,58.21,58.22,57.66,58.72,59.5,56.96,25826547,1496188443,15:24:09,447.846,10.014,2463314.131188,2463314.131188,6.10406
sh688167,炬光科技,396.0,16.02,4.216,396.0,396.24,379.98,379.0,400.98,375.01,4858393,1887989402,15:00:03,-203.077,16.191,3558437.1504,3558437.1504,5.40665
sh688168,安博通,81.78,2.91,3.69,81.58,81.78,78.87,78.83,82.5,78.83,1485287,120863420,15:00:03,-40.89,6.38,631218.962712,631218.962712,1.92432
sh688169,石头科技,111.95,-1.67,-1.47,111.94,111.95,113.62,113.62,114.77,110.0,8097998,905037845,15:00:03,10.395,2.108,2900695.78976,2900695.78976,3.12536
sh688170,德龙激光,57.31,0.12,0.21,57.3,57.31,57.19,56.51,57.93,55.9,5814455,331865792,15:00:01,-173.667,4.876,592356.16,592356.16,5.62544
sh688171,纬德信息,49.6,0.93,1.911,49.6,49.61,48.67,48.82,49.9,46.99,2372691,114694468,15:00:03,354.286,5.037,415516.064,415516.064,2.83227
sh688172,燕东微,39.39,-1.1,-2.717,39.38,39.39,40.49,40.1,40.96,38.96,16452978,654091907,15:24:09,-262.6,3.011,5623387.684083,3065254.899915,2.11429
sh688173,希荻微,14.57,0.32,2.246,14.57,14.58,14.25,14.25,14.62,14.22,5022255,72674005,15:00:03,-19.689,4.162,601801.918627,597733.298579,1.2242
sh688175,高凌信息,35.74,0.34,0.96,35.74,35.83,35.4,35.33,36.28,34.83,1564623,55519134,15:00:01,-89.35,2.656,462178.958,462178.958,1.20991
sh688176,亚虹医药,14.21,0.01,0.07,14.21,14.22,14.2,14.11,14.49,13.93,15480285,220520977,15:00:03,-20.897,4.652,811633.260606,619109.733529,3.55308
sh688177,百奥泰,23.45,0.08,0.342,23.45,23.46,23.37,23.16,23.6,22.74,4619308,107074402,15:00:03,-19.065,20.055,971017.6,971017.6,1.11556
sh688178,万德斯,33.5,2.06,6.552,33.47,33.5,31.44,32.04,33.88,30.8,3811845,125749514,15:00:03,-38.369,2.859,284742.7774,284742.7774,4.48464
sh688179,阿拉丁,18.39,-0.07,-0.379,18.38,18.39,18.46,18.43,18.54,18.01,9795816,178346391,15:00:03,51.083,6.306,639987.087156,639987.087156,2.81482
sh688180,君实生物,44.38,0.88,2.023,44.38,44.39,43.5,43.04,45.37,42.81,29481061,1303894755,15:00:01,-51.011,7.556,4556449.647498,3401257.330898,3.84672
sh688181,八亿时空,33.62,0.9,2.751,33.57,33.62,32.72,32.72,33.68,32.52,2690812,89530828,15:00:03,58.982,2.181,452126.957652,452126.957652,2.00088
