代码,名称,最新价,涨跌幅,涨跌额,买入,卖出,成交量,成交额,今开,昨收,最高,最低
00588,北京北辰实业股份,0.81,0.0,0.0,0.81,0.81,17754000.0,14460540.0,0.82,0.81,0.83,0.8
02009,金隅集团,0.78,-1.27,-0.01,0.78,0.78,4718000.0,3685190.0,0.79,0.79,0.79,0.78
03750,宁德时代,721.0,9.99,65.5,721.0,721.0,4389910.0,3122770081.7,684.5,655.5,729.0,682.5
03986,兆易创新,448.0,9.91,40.4,448.0,448.0,1657190.0,713108836.4,409.0,407.6,452.0,398.8
06809,澜起科技,219.4,8.4,17.0,219.4,219.4,1701363.0,368261768.0,202.4,202.4,224.0,199.4
06869,长飞光纤光缆,219.2,6.61,13.6,219.2,219.2,14513032.0,3061234277.4,203.0,205.6,221.2,199.0
09980,东鹏饮料,207.4,0.68,1.4,207.4,207.4,68500.0,14221310.0,206.0,206.0,213.0,204.0
06160,百济神州,195.2,2.47,4.7,195.2,195.2,2737101.0,532022192.4,193.0,190.5,196.0,192.0
03200,大族数控,143.5,10.38,13.5,143.5,143.5,1013554.0,140428200.0,131.2,130.0,144.4,130.8
01989,广合科技,139.4,8.65,11.1,139.4,139.4,1584382.0,213061601.5,128.2,128.3,141.1,128.0
02676,纳芯微,135.6,9.18,11.4,135.6,135.6,380700.0,50348490.0,127.6,124.2,137.9,124.3
02359,药明康德,130.0,-0.31,-0.4,130.0,130.0,2369388.0,309455477.4,131.5,130.4,132.0,129.3
01304,峰岹科技,120.5,3.97,4.6,120.5,120.5,470100.0,57655265.0,117.8,115.9,127.8,117.8
09995,荣昌生物,119.0,0.59,0.7,119.0,119.0,3529294.0,419301072.2,121.0,118.3,121.2,115.2
01211,比亚迪股份,113.2,5.5,5.9,113.2,113.2,21580581.0,2406246755.4,108.5,107.3,113.2,108.2
06821,凯莱英,100.0,1.37,1.35,100.0,100.0,201100.0,20196745.0,100.4,98.65,101.8,98.65
01347,华虹半导体,90.6,0.22,0.2,90.6,90.6,9381133.0,853588294.8,91.05,90.4,92.55,89.45
06166,剑桥科技,89.7,3.88,3.35,89.7,89.7,3639375.0,319772462.5,85.95,86.35,90.35,84.55
00300,美的集团,87.25,1.04,0.9,87.25,87.25,1044520.0,90805304.3,86.45,86.35,87.6,86.35
01772,赣锋锂业,84.2,7.33,5.75,84.2,84.2,13473773.0,1117250284.25,79.7,78.45,84.85,78.8
00941,中国移动,82.0,0.8,0.65,82.0,82.0,10232310.0,835907462.2,81.35,81.35,82.0,81.3
09927,赛力斯,81.3,2.78,2.2,81.3,81.3,547900.0,44222830.0,79.7,79.1,81.45,79.65
00501,豪威集团,80.35,2.16,1.7,80.35,80.35,717700.0,57320525.0,79.0,78.65,80.95,78.1
02648,安井食品,79.35,-1.18,-0.95,79.35,79.35,174200.0,14015179.0,80.35,80.3,81.55,79.05
02692,兆威机电,68.0,4.53,2.95,68.0,68.0,640460.0,43346954.0,65.95,65.05,70.45,65.5
01276,恒瑞医药,67.8,-0.73,-0.5,67.8,67.8,1953100.0,132926935.0,69.1,68.3,69.3,67.15
01880,中国中免,66.55,1.29,0.85,66.55,66.55,496900.0,33002582.5,66.4,65.7,67.0,65.8
03606,福耀玻璃,62.7,1.29,0.8,62.7,62.7,422000.0,26320040.0,61.75,61.9,63.5,61.75
02318,中国平安,62.4,-0.24,-0.15,62.4,62.4,13673300.0,856492122.95,62.55,62.55,63.05,62.3
00981,中芯国际,59.65,0.59,0.35,59.65,59.65,30948797.0,1839196724.0,59.3,59.3,60.15,58.75
02315,百奥赛图-B,58.1,-4.91,-3.0,58.1,58.1,834500.0,50072187.5,62.35,61.1,62.35,58.05
02631,天岳先进,57.45,3.61,2.0,57.45,57.45,1052200.0,59789760.0,55.5,55.45,58.2,55.1
09696,天齐锂业,56.7,5.29,2.85,56.7,56.7,8468800.0,474417800.0,54.75,53.85,57.65,54.3
00470,先导智能,51.5,5.45,2.66,51.5,51.5,1637500.0,84125543.6,49.0,48.84,52.5,49.0
03968,招商银行,51.25,0.89,0.45,51.25,51.25,7859734.0,402635726.3,51.0,50.8,51.45,51.0
00168,青岛啤酒股份,50.5,-1.17,-0.6,50.5,50.5,1814000.0,92014500.0,51.5,51.1,51.5,50.5
01336,新华保险,48.48,2.11,1.0,48.48,48.48,4006524.0,192990941.76,47.46,47.48,48.8,47.46
02768,国恩科技,47.94,0.71,0.34,47.94,47.94,157000.0,7539484.0,47.6,47.6,48.74,47.2
01088,中国神华,46.02,0.92,0.42,46.02,46.02,7836916.0,359363970.6,45.6,45.6,46.12,45.2
03347,泰格医药,43.84,-1.92,-0.86,43.84,43.84,1044800.0,46188631.0,44.7,44.7,45.14,43.58
02714,牧原股份,42.64,-0.84,-0.36,42.64,42.64,838300.0,35748132.0,43.28,43.0,43.48,42.0
01072,东方电气,42.32,8.12,3.18,42.32,42.32,16765323.0,698090933.16,39.86,39.14,42.86,39.2
06693,赤峰黄金,41.88,0.19,0.08,41.88,41.88,2973600.0,124457620.0,42.5,41.8,42.5,41.52
01385,上海复旦,40.6,1.91,0.76,40.6,40.6,1700000.0,68905920.0,40.96,39.84,40.96,39.68
00358,江西铜业股份,40.02,2.14,0.84,40.02,40.02,9960060.0,393182877.42,39.0,39.18,40.3,38.92
02579,中伟新材,38.74,1.15,0.44,38.74,38.74,884000.0,34377652.0,39.36,38.3,39.5,38.02
02899,紫金矿业,37.86,-0.32,-0.12,37.86,37.86,25327548.0,959116591.04,38.0,37.98,38.2,37.62
03898,时代电气,37.84,-0.94,-0.36,37.84,37.84,1260600.0,47713379.0,38.62,38.2,38.62,37.48
03288,海天味业,36.76,0.71,0.26,36.76,36.76,366939.0,13465087.74,36.66,36.5,36.9,36.44
06936,顺丰控股,35.92,-0.61,-0.22,35.92,35.92,899400.0,32293172.0,36.4,36.14,36.4,35.66
06185,康希诺生物,34.84,1.75,0.6,34.84,34.84,458800.0,15846122.0,34.34,34.24,34.96,33.98
02601,中国太保,33.9,0.12,0.04,33.9,33.9,2947300.0,100209038.4,33.84,33.86,34.36,33.64
01787,山东黄金,33.14,0.12,0.04,33.14,33.14,8393886.0,276431749.12,33.3,33.1,33.48,32.52
02338,潍柴动力,32.78,1.49,0.48,32.78,32.78,9090230.0,292499729.2,33.14,32.3,33.14,31.66
02865,钧达股份,32.62,2.64,0.84,32.62,32.62,6022600.0,197004776.0,31.8,31.78,33.44,31.52
02050,三花智控,31.42,1.22,0.38,31.42,31.42,9016963.0,286675916.64,31.72,31.04,32.74,31.3
01513,丽珠医药,29.22,-0.41,-0.12,29.22,29.22,380816.0,11172947.34,29.34,29.34,29.52,29.04
02628,中国人寿,28.14,2.63,0.72,28.14,28.14,23990060.0,668790387.22,27.42,27.42,28.18,27.4
01877,君实生物,27.62,0.44,0.12,27.62,27.62,2928600.0,80763650.6,27.6,27.5,27.98,27.02
06030,中信证券,27.22,1.26,0.34,27.22,27.22,9632397.0,264085019.58,27.2,26.88,27.7,27.1
00883,中国海洋石油,26.82,2.29,0.6,26.82,26.82,51725371.0,1377739567.34,26.34,26.22,26.98,26.14
03268,美格智能,25.16,11.13,2.52,25.16,25.16,4798500.0,117910624.0,23.18,22.64,26.06,23.02
09611,龙旗科技,24.92,1.63,0.4,24.92,24.92,423700.0,10586838.0,24.66,24.52,25.26,24.64
00763,中兴通讯,23.3,-2.75,-0.66,23.3,23.3,21894391.0,510459874.56,23.96,23.96,23.96,23.16
06127,昭衍新药,22.8,-0.09,-0.02,22.8,22.8,2080412.0,47313605.52,22.8,22.82,23.12,22.32
03759,康龙化成,21.84,1.2,0.26,21.84,21.84,3190225.0,69634752.5,21.88,21.58,22.08,21.44
06826,昊海生物科技,21.84,-0.46,-0.1,21.84,21.84,82300.0,1799860.0,22.02,21.94,22.04,21.78
06031,三一重工,21.78,-1.89,-0.42,21.78,21.78,2265400.0,49545238.8,22.02,22.2,22.5,21.62
00921,海信家电,21.26,0.57,0.12,21.26,21.26,328100.0,6960642.0,21.36,21.14,21.38,21.06
06690,海尔智家,21.24,1.53,0.32,21.24,21.24,8879763.0,187026900.44,20.8,20.92,21.26,20.8
06680,金力永磁,21.06,2.33,0.48,21.06,21.06,3283600.0,68935918.4,20.9,20.58,21.3,20.56
00914,海螺水泥,20.4,-2.39,-0.5,20.4,20.4,8864500.0,181549757.0,20.9,20.9,21.0,20.22
02196,复星医药,20.26,-2.13,-0.44,20.26,20.26,2195538.0,44687677.4,20.7,20.7,20.76,20.22
03908,中金公司,19.96,3.63,0.7,19.96,19.96,20672980.0,412038880.0,20.02,19.26,20.12,19.66
03993,洛阳钼业,19.6,1.45,0.28,19.6,19.6,24240082.0,470190086.7,19.32,19.32,19.62,19.13
09981,沃尔核材,19.41,0.78,0.15,19.41,19.41,1617200.0,31511604.0,19.6,19.26,19.66,19.31
00564,中创智领,18.5,-1.12,-0.21,18.5,18.5,766000.0,14183888.8,18.65,18.71,18.97,18.4
01138,中远海能,17.84,-4.24,-0.79,17.84,17.84,22520138.0,408624920.94,18.63,18.63,18.94,17.84
06655,华新建材,17.46,-0.11,-0.02,17.46,17.46,1696808.0,29732725.42,17.5,17.48,17.8,17.28
00874,白云山,16.98,0.0,0.0,16.98,16.98,760000.0,12900780.0,17.08,16.98,17.08,16.9
06613,蓝思科技,16.8,-14.55,-2.86,16.8,16.8,52678201.0,869482401.98,18.15,19.66,18.15,15.68
01776,广发证券,16.8,2.13,0.35,16.8,16.8,8266400.0,139277129.8,16.54,16.45,17.14,16.5
02465,龙蟠科技,16.56,24.79,3.29,16.56,16.56,47485600.0,753967545.0,15.24,13.27,16.81,14.07
06886,华泰证券,16.28,1.81,0.29,16.28,16.28,8277000.0,134735424.0,15.99,15.99,16.46,15.99
00699,均胜电子,16.27,1.31,0.21,16.27,16.27,1883000.0,30677050.0,16.4,16.06,16.49,16.07
02218,安德利果汁,16.19,2.92,0.46,16.19,16.19,999000.0,16173570.0,15.73,15.73,16.38,15.73
09969,诺诚健华,15.55,-0.06,-0.01,15.55,15.55,3222000.0,50066260.0,15.62,15.56,15.74,15.24
00995,安徽皖通高速公路,15.45,0.46,0.07,15.45,15.45,1374000.0,21100320.0,15.38,15.38,15.71,15.15
02208,金风科技,15.17,1.34,0.2,15.17,15.17,19374210.0,292752175.8,15.2,14.97,15.4,14.93
01919,中远海控,14.95,-1.25,-0.19,14.95,14.95,7110350.0,106965405.5,15.15,15.14,15.25,14.93
01171,兖矿能源,14.71,0.07,0.01,14.71,14.71,13110324.0,192896376.38,14.92,14.7,14.92,14.56
02611,国泰海通,14.63,2.88,0.41,14.63,14.63,10558444.0,155295654.0,14.22,14.22,14.98,14.22
00317,中船防务,14.25,-0.49,-0.07,14.25,14.25,2464000.0,35303340.0,14.59,14.32,14.59,14.2
06099,招商证券,13.98,0.72,0.1,13.98,13.98,1806200.0,25327066.0,14.0,13.88,14.15,13.88
00638,广和通,13.77,1.55,0.21,13.77,13.77,601600.0,8257450.0,13.38,13.56,13.86,13.38
01898,中煤能源,13.5,-0.22,-0.03,13.5,13.5,8431200.0,114123354.0,13.54,13.53,13.66,13.39
02333,长城汽车,13.42,0.83,0.11,13.42,13.42,10141326.0,135348243.4,13.3,13.31,13.64,13.2
01858,春立医疗,13.39,-1.18,-0.16,13.39,13.39,422000.0,5628448.75,13.58,13.55,13.65,13.19
02603,吉宏股份,13.25,2.87,0.37,13.25,13.25,1354500.0,17930075.0,12.88,12.88,13.69,12.85
02600,中国铝业,13.22,5.09,0.64,13.22,13.22,41567600.0,544028252.5,12.78,12.58,13.28,12.78
02715,埃斯顿,13.2,2.01,0.26,13.2,13.2,785800.0,10373988.0,12.94,12.94,13.33,12.94
02701,国民技术,12.81,0.71,0.09,12.81,12.81,2361400.0,30238454.0,12.77,12.72,12.97,12.6
02607,上海医药,11.72,-0.51,-0.06,11.72,11.72,2118800.0,24803446.3,11.79,11.78,11.82,11.64
06066,中信建投证券,11.14,1.74,0.19,11.14,11.14,2300500.0,25713332.5,11.01,10.95,11.3,11.01
02691,南华期货股份,11.02,1.19,0.13,11.02,11.02,718000.0,7921285.0,10.94,10.89,11.15,10.92
02039,中集集团,10.88,0.18,0.02,10.88,10.88,870700.0,9442808.0,10.84,10.86,11.05,10.74
00857,中国石油股份,10.6,0.19,0.02,10.6,10.6,46402118.0,490234035.33,10.48,10.58,10.65,10.44
00177,江苏宁沪高速公路,10.41,-0.67,-0.07,10.41,10.41,3434500.0,35879115.0,10.35,10.48,10.55,10.35
00811,新华文轩,10.4,-0.48,-0.05,10.4,10.4,342000.0,3559230.0,10.44,10.45,10.54,10.35
06865,福莱特玻璃,9.39,1.73,0.16,9.39,9.39,1223000.0,11460706.0,9.35,9.23,9.46,9.26
02883,中海油田服务,8.95,-1.43,-0.13,8.95,8.95,5738000.0,51121054.0,9.08,9.08,9.08,8.83
06881,中国银河,8.72,0.69,0.06,8.72,8.72,11843000.0,103616403.5,8.76,8.66,8.85,8.68
00939,建设银行,8.54,0.71,0.06,8.54,8.54,79609366.0,678133344.57,8.48,8.48,8.54,8.48
01157,中联重科,8.39,-6.26,-0.56,8.39,8.39,17602900.0,150689793.0,8.92,8.95,8.96,8.37
00568,山东墨龙,8.24,-1.44,-0.12,8.24,8.24,22560400.0,186189492.0,8.2,8.36,8.37,8.2
00038,第一拖拉机股份,8.18,-0.12,-0.01,8.18,8.18,2736735.0,22344647.0,8.27,8.19,8.35,8.1
01963,重庆银行,8.16,-0.61,-0.05,8.16,8.16,491500.0,4012090.0,8.23,8.21,8.23,8.13
06178,光大证券,8.12,0.5,0.04,8.12,8.12,2336600.0,19019625.0,8.08,8.08,8.2,8.08
00998,中信银行,8.05,-1.59,-0.13,8.05,8.05,7178291.0,58071927.09,8.2,8.18,8.2,8.04
06198,青岛港,7.63,3.25,0.24,7.63,7.63,2796000.0,21172170.0,7.4,7.39,7.63,7.4
00548,深圳高速公路股份,7.4,0.27,0.02,7.4,7.4,770000.0,5722270.0,7.42,7.38,7.57,7.33
03328,交通银行,7.13,-0.14,-0.01,7.13,7.13,6319899.0,45159590.54,7.13,7.14,7.18,7.12
03618,重庆农村商业银行,6.97,-2.52,-0.18,6.97,6.97,6623000.0,46425450.0,7.08,7.15,7.09,6.95
01398,工商银行,6.97,-0.29,-0.02,6.97,6.97,95062660.0,664001945.5,6.97,6.99,7.01,6.95
00719,山东新华制药股份,6.42,0.31,0.02,6.42,6.42,274000.0,1757440.0,6.4,6.4,6.43,6.4
00916,龙源电力,6.41,1.75,0.11,6.41,6.41,28229295.0,178844975.97,6.35,6.3,6.41,6.29
00902,华能国际电力股份,6.22,-0.16,-0.01,6.22,6.22,18358040.0,114441480.0,6.2,6.23,6.28,6.19
03958,东方证券,6.09,2.01,0.12,6.09,6.09,7701600.0,46833384.0,6.07,5.97,6.14,5.98
01288,农业银行,6.0,0.0,0.0,6.0,6.0,40592591.0,243422684.32,5.99,6.0,6.02,5.96
01330,绿色动力环保,5.84,0.0,0.0,5.84,5.84,371000.0,2164960.0,5.95,5.84,5.95,5.77
00107,四川成渝高速公路,5.81,0.35,0.02,5.81,5.81,2568000.0,14880264.0,5.71,5.79,5.84,5.68
01057,浙江世宝,5.77,4.53,0.25,5.77,5.77,29134000.0,169640700.0,5.62,5.52,6.02,5.62
01186,中国铁建,5.46,-0.73,-0.04,5.46,5.46,5028655.0,27594470.95,5.5,5.5,5.51,5.46
01339,中国人民保险集团,5.42,0.93,0.05,5.42,5.42,24352000.0,131347204.0,5.38,5.37,5.46,5.35
03988,中国银行,5.12,-0.19,-0.01,5.12,5.12,78739127.0,403096851.6,5.14,5.13,5.15,5.1
01766,中国中车,5.11,0.0,0.0,5.11,5.11,6177160.0,31534119.8,5.11,5.11,5.15,5.08
00753,中国国航,5.1,2.41,0.12,5.1,5.1,15435400.0,78395966.0,5.02,4.98,5.14,4.99
00598,中国外运,5.06,0.2,0.01,5.06,5.06,4177300.0,21277415.0,5.05,5.05,5.12,5.04
01658,邮储银行,5.04,0.4,0.02,5.04,5.04,22397000.0,112699615.0,5.01,5.02,5.07,5.0
00553,南京熊猫电子股份,5.0,0.2,0.01,5.0,5.0,2163000.0,10816010.0,4.96,4.99,5.03,4.96
09989,海普瑞,4.96,-1.0,-0.05,4.96,4.96,119500.0,592255.0,5.01,5.01,5.01,4.94
00728,中国电信,4.93,0.61,0.03,4.93,4.93,52193997.0,255115705.24,4.91,4.9,4.93,4.86
01456,国联民生,4.72,1.94,0.09,4.72,4.72,2390500.0,11298302.5,4.65,4.63,4.77,4.65
00386,中国石油化工股份,4.6,1.32,0.06,4.6,4.6,52348927.0,239578360.08,4.55,4.54,4.6,4.53
00187,京城机电股份,4.6,-0.22,-0.01,4.6,4.6,2638000.0,12161820.0,4.69,4.61,4.69,4.56
01800,中国交通建设,4.58,0.88,0.04,4.58,4.58,5344151.0,24432529.5,4.55,4.54,4.6,4.53
03866,青岛银行,4.34,-0.69,-0.03,4.34,4.34,1733000.0,7519265.0,4.39,4.37,4.39,4.31
01065,天津创业环保股份,4.29,0.7,0.03,4.29,4.29,168000.0,716740.0,4.25,4.26,4.29,4.25
01055,中国南方航空股份,4.28,1.66,0.07,4.28,4.28,11091200.0,47579226.0,4.26,4.21,4.33,4.24
00390,中国中铁,4.07,-0.25,-0.01,4.07,4.07,11974741.0,48730023.0,4.09,4.08,4.1,4.05
01071,华电国际电力股份,4.02,0.0,0.0,4.02,4.02,4448000.0,17839750.0,4.04,4.02,4.04,3.99
02727,上海电气,4.0,2.3,0.09,4.0,4.0,19286000.0,76714830.0,3.91,3.91,4.04,3.9
00670,中国东方航空股份,3.98,1.02,0.04,3.98,3.98,13250000.0,52626940.0,3.98,3.94,4.04,3.91
00956,新天绿色能源,3.83,0.0,0.0,3.83,3.83,1892000.0,7220604.0,3.79,3.83,3.83,3.79
01108,凯盛新能,3.78,1.34,0.05,3.78,3.78,990000.0,3728840.0,3.75,3.73,3.78,3.73
01988,民生银行,3.64,-0.55,-0.02,3.64,3.64,11236004.0,40897564.66,3.66,3.66,3.66,3.62
03969,中国通号,3.63,-0.82,-0.03,3.63,3.63,2118000.0,7662060.0,3.63,3.66,3.65,3.6
01816,中广核电力,3.32,-0.3,-0.01,3.32,3.32,35723080.0,118106846.0,3.35,3.33,3.36,3.28
06818,中国光大银行,3.17,1.28,0.04,3.17,3.17,11017000.0,34811326.0,3.14,3.13,3.19,3.12
01635,大众公用,3.15,0.96,0.03,3.15,3.15,5472300.0,17169064.0,3.13,3.12,3.16,3.12
02238,广汽集团,3.13,0.64,0.02,3.13,3.13,5643327.0,17731943.16,3.12,3.11,3.16,3.12
02202,万科企业,3.04,1.33,0.04,3.04,3.04,6136900.0,18554219.5,3.01,3.0,3.05,3.0
06806,申万宏源,2.88,0.7,0.02,2.88,2.88,7608000.0,22043600.0,2.88,2.86,2.92,2.88
01349,复旦张江,2.88,1.05,0.03,2.88,2.88,747000.0,2130450.0,2.85,2.85,2.9,2.83
03678,弘业期货,2.84,0.0,0.0,2.84,2.84,2926000.0,8365380.0,2.86,2.84,2.89,2.83
00323,马鞍山钢铁股份,2.72,1.87,0.05,2.72,2.72,3404300.0,9258680.0,2.69,2.67,2.73,2.69
02068,中铝国际,2.64,-0.38,-0.01,2.64,2.64,5546000.0,14715960.0,2.67,2.65,2.67,2.63
00991,大唐发电,2.5,-0.4,-0.01,2.5,2.5,7158000.0,17917880.0,2.51,2.51,2.53,2.49
03369,秦港股份,2.46,0.0,0.0,2.46,2.46,245500.0,604855.0,2.46,2.46,2.47,2.45
02016,浙商银行,2.44,0.41,0.01,2.44,2.44,2137700.0,5201810.0,2.43,2.43,2.44,2.42
00525,广深铁路股份,2.35,4.44,0.1,2.35,2.35,9906000.0,23088584.0,2.27,2.25,2.37,2.25
00895,东江环保,2.14,2.88,0.06,2.14,2.14,386400.0,813535.0,2.11,2.08,2.14,2.07
01375,中州证券,1.94,1.57,0.03,1.94,1.94,8086000.0,15731950.0,1.94,1.91,1.97,1.93
01618,中国中冶,1.61,0.63,0.01,1.61,1.61,11309000.0,18215640.0,1.61,1.6,1.62,1.6
00347,鞍钢股份,1.56,-0.64,-0.01,1.56,1.56,3384000.0,5278180.0,1.57,1.57,1.59,1.55
01528,红星美凯龙,1.3,0.78,0.01,1.3,1.3,2966800.0,3836126.0,1.3,1.29,1.31,1.28
00338,上海石油化工股份,1.29,1.57,0.02,1.29,1.29,6838000.0,8799310.0,1.28,1.27,1.3,1.27
03996,中国能源建设,1.25,0.0,0.0,1.25,1.25,34406000.0,43287674.0,1.25,1.25,1.27,1.25
02866,中远海发,1.17,-1.68,-0.02,1.17,1.17,5192000.0,6098090.0,1.19,1.19,1.19,1.17
01812,晨鸣纸业,1.16,2.65,0.03,1.16,1.16,229000.0,263385.0,1.13,1.13,1.16,1.13
01053,重庆钢铁股份,1.16,1.75,0.02,1.16,1.16,3290000.0,3792220.0,1.15,1.14,1.16,1.15
06196,郑州银行,1.02,0.99,0.01,1.02,1.02,1466000.0,1488790.0,1.02,1.01,1.02,1.01
