代码,名称,最新价,涨跌幅,涨跌额,买入,卖出,成交量,成交额,今开,昨收,最高,最低
02068,中铝国际,2.65,0.0,0.0,2.65,2.65,4733000.0,12569620.0,2.67,2.65,2.67,2.64
00991,大唐发电,2.51,0.0,0.0,2.51,2.51,5502000.0,13775880.0,2.51,2.51,2.53,2.49
03369,秦港股份,2.46,0.0,0.0,2.46,2.46,119500.0,293880.0,2.46,2.46,2.47,2.45
02016,浙商银行,2.43,0.0,0.0,2.43,2.43,2054000.0,4997894.0,2.43,2.43,2.44,2.42
00525,广深铁路股份,2.36,4.89,0.11,2.36,2.36,7990000.0,18578594.0,2.27,2.25,2.37,2.25
00895,东江环保,2.11,1.44,0.03,2.11,2.11,264200.0,554794.0,2.11,2.08,2.11,2.07
01375,中州证券,1.96,2.62,0.05,1.96,1.96,5456000.0,10633020.0,1.94,1.91,1.97,1.93
01618,中国中冶,1.61,0.63,0.01,1.61,1.61,8534000.0,13748730.0,1.61,1.6,1.62,1.6
00347,鞍钢股份,1.56,-0.64,-0.01,1.56,1.56,2828000.0,4411440.0,1.57,1.57,1.59,1.55
01528,红星美凯龙,1.31,1.55,0.02,1.31,1.31,669800.0,868976.0,1.3,1.29,1.31,1.28
00338,上海石油化工股份,1.28,0.79,0.01,1.28,1.28,6076000.0,7820240.0,1.28,1.27,1.3,1.27
03996,中国能源建设,1.26,0.8,0.01,1.26,1.26,27620000.0,34728550.0,1.25,1.25,1.27,1.25
02866,中远海发,1.18,-0.84,-0.01,1.18,1.18,3979000.0,4675590.0,1.19,1.19,1.19,1.17
01812,晨鸣纸业,1.16,2.65,0.03,1.16,1.16,187000.0,215065.0,1.13,1.13,1.16,1.13
01053,重庆钢铁股份,1.16,1.75,0.02,1.16,1.16,2208000.0,2537940.0,1.15,1.14,1.16,1.15
06196,郑州银行,1.02,0.99,0.01,1.02,1.02,835000.0,848830.0,1.02,1.01,1.02,1.01
02880,辽港股份,0.86,0.0,0.0,0.86,0.86,874000.0,749440.0,0.87,0.86,0.87,0.85
01033,中石化油服,0.84,0.0,0.0,0.84,0.84,18977000.0,15779020.0,0.84,0.84,0.84,0.83
00588,北京北辰实业股份,0.82,1.23,0.01,0.82,0.82,13712000.0,11200020.0,0.82,0.81,0.83,0.81
02009,金隅集团,0.78,-1.27,-0.01,0.78,0.78,4224000.0,3295880.0,0.79,0.79,0.79,0.78
03750,宁德时代,722.0,10.14,66.5,722.0,722.0,3660757.0,2594120591.5,684.5,655.5,724.5,682.5
03986,兆易创新,442.4,8.54,34.8,442.4,442.4,1148129.0,486514509.8,409.0,407.6,445.0,398.8
06809,澜起科技,223.0,10.18,20.6,223.0,223.0,1345663.0,289595268.0,202.4,202.4,224.0,199.4
06869,长飞光纤光缆,217.0,5.54,11.4,217.0,217.0,10836904.0,2256597809.0,203.0,205.6,218.0,199.0
09980,东鹏饮料,210.0,1.94,4.0,210.0,210.0,46700.0,9638780.0,206.0,206.0,210.8,204.0
06160,百济神州,194.4,2.05,3.9,194.4,194.4,2381564.0,462866829.2,193.0,190.5,196.0,192.0
03200,大族数控,139.9,7.62,9.9,139.9,139.9,795494.0,109522298.0,131.2,130.0,140.0,130.8
01989,广合科技,135.8,5.85,7.5,135.8,135.8,976462.0,128903323.5,128.2,128.3,135.8,128.0
02676,纳芯微,133.6,7.57,9.4,133.6,133.6,255700.0,33438290.0,127.6,124.2,134.9,124.3
02359,药明康德,130.8,0.31,0.4,130.8,130.8,1615283.0,211422035.6,131.5,130.4,132.0,129.9
01304,峰岹科技,119.7,3.28,3.8,119.7,119.7,422100.0,51923265.0,117.8,115.9,127.8,117.8
09995,荣昌生物,119.3,0.85,1.0,119.3,119.3,3115294.0,370193172.2,121.0,118.3,121.2,115.2
01211,比亚迪股份,112.1,4.47,4.8,112.1,112.1,15827768.0,1758799471.0,108.5,107.3,112.6,108.2
06821,凯莱英,99.5,0.86,0.85,99.5,99.5,168800.0,16982390.0,100.4,98.65,101.8,98.65
01347,华虹半导体,90.95,0.61,0.55,90.95,90.95,6634133.0,605439114.55,91.05,90.4,92.55,89.95
06166,剑桥科技,90.0,4.23,3.65,90.0,90.0,3055225.0,267482815.0,85.95,86.35,90.2,84.55
00300,美的集团,87.1,0.87,0.75,87.1,87.1,632620.0,54884324.3,86.45,86.35,87.6,86.35
01772,赣锋锂业,83.8,6.82,5.35,83.8,83.8,10704153.0,884314059.05,79.7,78.45,84.85,78.8
00941,中国移动,81.65,0.37,0.3,81.65,81.65,5505775.0,449202256.15,81.35,81.35,81.75,81.3
02648,安井食品,80.65,0.44,0.35,80.65,80.65,82300.0,6664427.5,80.35,80.3,81.55,80.35
00501,豪威集团,80.65,2.54,2.0,80.65,80.65,608800.0,48577040.0,79.0,78.65,80.95,78.1
09927,赛力斯,80.5,1.77,1.4,80.5,80.5,387700.0,31273345.0,79.7,79.1,81.45,79.65
02692,兆威机电,68.2,4.84,3.15,68.2,68.2,434560.0,29214304.0,65.95,65.05,68.5,65.5
01276,恒瑞医药,67.95,-0.51,-0.35,67.95,67.95,1473900.0,100549645.0,69.1,68.3,69.3,67.45
01880,中国中免,66.7,1.52,1.0,66.7,66.7,392100.0,26036380.0,66.4,65.7,67.0,65.8
02318,中国平安,62.75,0.32,0.2,62.75,62.75,11120030.0,696885884.45,62.55,62.55,63.05,62.3
03606,福耀玻璃,62.55,1.05,0.65,62.55,62.55,327600.0,20412070.0,61.75,61.9,63.5,61.75
02315,百奥赛图-B,59.9,-1.96,-1.2,59.9,59.9,454500.0,27374125.0,62.35,61.1,62.35,59.15
00981,中芯国际,59.4,0.17,0.1,59.4,59.4,22651169.0,1347451759.9,59.3,59.3,60.15,58.75
02631,天岳先进,56.9,2.61,1.45,56.9,56.9,824900.0,46758445.0,55.5,55.45,58.2,55.1
09696,天齐锂业,55.95,3.9,2.1,55.95,55.95,7072400.0,395802595.0,54.75,53.85,57.65,54.3
03968,招商银行,51.4,1.18,0.6,51.4,51.4,6519767.0,333886136.1,51.0,50.8,51.45,51.0
00470,先导智能,51.1,4.63,2.26,51.1,51.1,1409800.0,72436278.6,49.0,48.84,52.5,49.0
00168,青岛啤酒股份,50.8,-0.59,-0.3,50.8,50.8,1026000.0,52091100.0,51.5,51.1,51.5,50.55
01336,新华保险,48.78,2.74,1.3,48.78,48.78,3389824.0,163111361.16,47.46,47.48,48.78,47.46
02768,国恩科技,47.94,0.71,0.34,47.94,47.94,113000.0,5428252.0,47.6,47.6,48.74,47.2
01088,中国神华,46.02,0.92,0.42,46.02,46.02,5970498.0,273428640.0,45.6,45.6,46.1,45.2
03347,泰格医药,44.16,-1.21,-0.54,44.16,44.16,705200.0,31279960.0,44.7,44.7,45.14,43.74
02714,牧原股份,42.64,-0.84,-0.36,42.64,42.64,678600.0,28941830.0,43.28,43.0,43.48,42.0
01072,东方电气,41.88,7.0,2.74,41.88,41.88,12515723.0,518016723.16,39.86,39.14,42.64,39.2
06693,赤峰黄金,41.78,-0.05,-0.02,41.78,41.78,1978800.0,82717996.0,42.5,41.8,42.5,41.52
01385,上海复旦,40.56,1.81,0.72,40.56,40.56,1315000.0,53276920.0,40.96,39.84,40.96,39.68
00358,江西铜业股份,39.86,1.74,0.68,39.86,39.86,6961372.0,273045428.4,39.0,39.18,39.9,38.92
02579,中伟新材,38.7,1.04,0.4,38.7,38.7,694800.0,27056036.0,39.36,38.3,39.5,38.02
03898,时代电气,37.94,-0.68,-0.26,37.94,37.94,1010900.0,38263929.0,38.62,38.2,38.62,37.48
02899,紫金矿业,37.84,-0.37,-0.14,37.84,37.84,16379217.0,620313087.04,38.0,37.98,38.2,37.62
03288,海天味业,36.76,0.71,0.26,36.76,36.76,209239.0,7666425.74,36.66,36.5,36.88,36.44
06936,顺丰控股,35.94,-0.55,-0.2,35.94,35.94,732000.0,26282936.0,36.4,36.14,36.4,35.66
06185,康希诺生物,34.66,1.23,0.42,34.66,34.66,403200.0,13916338.0,34.34,34.24,34.96,33.98
02601,中国太保,34.36,1.48,0.5,34.36,34.36,1805700.0,61312824.0,33.84,33.86,34.36,33.64
01787,山东黄金,33.12,0.06,0.02,33.12,33.12,6668139.0,219101360.5,33.3,33.1,33.36,32.52
02865,钧达股份,32.98,3.78,1.2,32.98,32.98,5260400.0,172085272.0,31.8,31.78,33.44,31.52
02338,潍柴动力,32.22,-0.25,-0.08,32.22,32.22,6887230.0,220859316.2,33.14,32.3,33.14,31.66
02050,三花智控,31.5,1.48,0.46,31.5,31.5,7803844.0,248541438.6,31.72,31.04,32.74,31.4
01513,丽珠医药,29.34,0.0,0.0,29.34,29.34,330200.0,9691136.0,29.34,29.34,29.52,29.04
02628,中国人寿,28.18,2.77,0.76,28.18,28.18,17332032.0,481706360.14,27.42,27.42,28.18,27.4
06030,中信证券,27.62,2.75,0.74,27.62,27.62,7712897.0,211560754.58,27.2,26.88,27.7,27.1
01877,君实生物,27.5,0.0,0.0,27.5,27.5,2500000.0,69016264.0,27.6,27.5,27.98,27.02
00883,中国海洋石油,26.74,1.98,0.52,26.74,26.74,40126141.0,1066274204.94,26.34,26.22,26.98,26.14
09611,龙旗科技,25.0,1.96,0.48,25.0,25.0,331800.0,8291338.0,24.66,24.52,25.26,24.64
03268,美格智能,24.66,8.92,2.02,24.66,24.66,2821200.0,67612752.0,23.18,22.64,24.82,23.02
00763,中兴通讯,23.36,-2.5,-0.6,23.36,23.36,16523391.0,385568162.16,23.96,23.96,23.96,23.16
06127,昭衍新药,22.82,0.0,0.0,22.82,22.82,1827152.0,41562229.72,22.8,22.82,23.12,22.32
03759,康龙化成,21.88,1.39,0.3,21.88,21.88,2733700.0,59687340.8,21.88,21.58,22.08,21.44
06826,昊海生物科技,21.88,-0.27,-0.06,21.88,21.88,59500.0,1302386.0,22.02,21.94,22.04,21.82
06031,三一重工,21.74,-2.07,-0.46,21.74,21.74,1487600.0,32639870.0,22.02,22.2,22.5,21.72
00921,海信家电,21.26,0.57,0.12,21.26,21.26,260100.0,5515212.0,21.36,21.14,21.38,21.06
06690,海尔智家,21.2,1.34,0.28,21.2,21.2,7025540.0,147705382.04,20.8,20.92,21.22,20.8
06680,金力永磁,21.02,2.14,0.44,21.02,21.02,2326600.0,48689838.4,20.9,20.58,21.16,20.56
00914,海螺水泥,20.42,-2.3,-0.48,20.42,20.42,5866500.0,120530777.0,20.9,20.9,21.0,20.4
