# 数据单位说明: 价格(元), 成交量(股), 成交额(元), 换手率(%)
日期,开盘,最高,最低,收盘,成交量,成交额,流动股本,换手率
2022-02-24,7.24,7.26,6.95,7.08,267114.0,1983782.0,34609225.0,0.007718000041896344
2022-02-25,7.09,7.12,7.02,7.1,90007.0,672537.0,34609225.0,0.0026006649961101413
2022-02-28,6.95,7.03,6.65,6.78,329642.0,2362054.0,34609225.0,0.009524685976065629
2022-03-01,6.8,6.81,6.65,6.77,180869.0,1279724.0,34609225.0,0.005226034388230306
2022-03-02,6.73,6.73,6.69,6.73,55491.0,393177.0,34609225.0,0.0016033586420961463
2022-03-03,6.71,6.8,6.71,6.75,85300.0,607234.0,34609225.0,0.002464660794918118
2022-03-04,6.75,6.76,6.65,6.69,80938.0,572545.0,34589806.0,0.0023399379574433
2022-03-07,6.64,6.77,6.53,6.55,175046.0,1221051.0,34589806.0,0.005060623930645925
2022-03-08,6.68,6.68,6.36,6.47,160788.0,1096674.0,34589806.0,0.0046484215609651006
2022-03-09,6.62,6.62,5.84,6.26,206085.0,1360665.0,34589806.0,0.005957969235213404
2022-03-10,6.33,6.33,6.12,6.17,405961.0,2663965.0,34589806.0,0.011736434717211192
2022-03-11,6.14,6.14,5.91,6.0,400757.0,2528766.0,34589806.0,0.011585985767020492
2022-03-14,6.02,6.02,5.89,5.96,117084.0,734788.0,34589806.0,0.003384927917780169
2022-03-15,5.97,5.97,5.59,5.69,265850.0,1614418.0,34589806.0,0.007685790432013409
2022-03-16,5.75,5.87,5.51,5.75,276914.0,1648869.0,34589806.0,0.008005653457553361
2022-03-17,5.73,6.54,5.73,6.12,494394.0,3186180.0,34589806.0,0.014293055011641291
2022-03-18,6.09,6.16,6.0,6.11,404232.0,2597958.0,34589806.0,0.011686448891907633
2022-03-21,6.2,6.2,6.03,6.09,122419.0,783832.0,34589806.0,0.0035391641109522266
2022-03-22,6.14,6.14,6.01,6.05,72348.0,460892.0,34589806.0,0.0020915988947726393
2022-03-23,6.11,6.11,6.03,6.05,76101.0,487318.0,34589806.0,0.002200099069650752
2022-03-24,5.93,6.13,5.93,6.05,144013.0,915608.0,34589806.0,0.004163452087589043
2022-03-25,5.97,6.08,5.94,6.03,107553.0,680254.0,34589806.0,0.0031093843081976234
2022-03-28,5.92,6.06,5.91,5.95,61475.0,386467.0,34589806.0,0.0017772577273200087
2022-03-29,6.01,6.05,5.91,5.99,86811.0,549484.0,34589806.0,0.0025097278660655108
2022-03-30,6.0,6.03,5.89,6.01,123491.0,774654.0,34589806.0,0.0035701559008454687
2022-03-31,5.91,6.01,5.91,5.98,61250.0,384970.0,34589806.0,0.0017707529206726397
2022-04-01,5.96,6.24,5.94,6.2,509710.0,3284742.0,34589806.0,0.014735844427690633
2022-04-06,6.08,6.26,6.07,6.1,235369.0,1528477.0,34589806.0,0.006804577047931405
2022-04-07,6.01,6.1,6.0,6.03,187427.0,1198218.0,34589806.0,0.00541856175776181
2022-04-08,6.15,6.17,5.94,5.94,188200.0,1198532.0,34589806.0,0.005440909382376993
2022-04-11,5.94,5.94,5.7,5.73,195321.0,1187709.0,34589806.0,0.005646779285203276
2022-04-12,5.88,5.88,5.7,5.79,111775.0,680451.0,34589806.0,0.00323144339115403
2022-04-13,5.7,5.79,5.62,5.69,126562.0,760472.0,34589806.0,0.0036589392840191124
2022-04-14,5.64,5.76,5.5,5.65,211695.0,1247048.0,34589806.0,0.006120155747621135
2022-04-15,5.55,5.68,5.55,5.59,75169.0,443783.0,34589806.0,0.0021731547150047616
2022-04-18,5.51,5.64,5.49,5.61,65708.0,385796.0,34589806.0,0.0018996348230458419
2022-04-19,5.73,5.74,5.52,5.66,57097.0,340364.0,34589806.0,0.0016506886450880934
2022-04-20,5.55,5.73,5.51,5.65,124429.0,734694.0,34589806.0,0.0035972737170020556
2022-04-21,5.53,5.65,5.45,5.53,110134.0,640947.0,34589806.0,0.003184001668005886
2022-04-22,5.41,5.55,5.4,5.45,81145.0,466858.0,34589806.0,0.0023459223795588794
2022-04-25,5.57,5.57,4.99,5.06,154963.0,841015.0,34589806.0,0.004480019344427662
2022-04-26,5.07,5.19,4.85,4.87,127149.0,668322.0,34589806.0,0.0036759096018058037
2022-04-27,4.92,4.92,4.74,4.88,114734.0,583010.0,34589806.0,0.003316988826129872
2022-04-28,4.82,4.85,4.63,4.83,106562.0,536433.0,34589806.0,0.003080734248697434
2022-04-29,4.83,5.11,4.75,5.04,195493.0,1026247.0,34589806.0,0.005651751848507042
2022-05-05,5.05,5.05,4.94,5.0,112856.0,593490.0,34589806.0,0.0032626953733131663
2022-05-06,4.79,4.93,4.78,4.88,95416.0,492123.0,34589806.0,0.0027585005825126628
2022-05-09,4.88,4.98,4.88,4.95,154856.0,802674.0,34589806.0,0.0044769259474886905
2022-05-10,4.88,4.98,4.82,4.92,52939.0,274608.0,34589806.0,0.0015304798182447163
2022-05-11,4.93,5.06,4.9,5.0,196230.0,1028480.0,34589806.0,0.005673058704058646
2022-05-12,4.9,4.98,4.88,4.93,49332.0,256345.0,34589806.0,0.0014262005401244518
2022-05-13,4.9,5.19,4.9,5.12,331370.0,1771541.0,34589806.0,0.009579990127727226
2022-05-16,5.12,5.21,5.1,5.14,119312.0,646079.0,34589806.0,0.003449339958715004
2022-05-17,5.14,5.19,5.06,5.14,83526.0,451500.0,34589806.0,0.002414757689013925
2022-05-18,5.12,5.19,5.06,5.14,97241.0,525382.0,34589806.0,0.002811261791985766
2022-05-19,5.04,5.16,5.04,5.11,138141.0,740106.0,34589806.0,0.003993691089218598
2022-05-20,5.05,5.15,5.05,5.14,94520.0,510676.0,34589806.0,0.002732596996930252
2022-05-23,5.08,5.19,5.08,5.16,84799.0,461159.0,34589806.0,0.00245156043951215
2022-05-24,5.12,5.32,4.94,5.11,245161.0,1336344.0,34589806.0,0.007087666233224899
2022-05-25,5.11,5.11,4.93,5.08,59768.0,318667.0,34589806.0,0.0017279079275553035
2022-05-26,5.08,5.11,4.99,5.07,48074.0,257554.0,34589806.0,0.0013898314434027182
2022-05-27,5.05,5.2,5.01,5.09,123031.0,656774.0,34589806.0,0.00355685718503307
2022-05-30,5.12,5.12,4.99,5.04,118881.0,633073.0,34589806.0,0.0034368796402038217
2022-05-31,4.96,5.04,4.96,5.04,25222.0,133837.0,34589806.0,0.0007291743700441685
2022-06-01,5.12,5.53,4.98,5.34,554785.0,3111568.0,34589806.0,0.016038974026046864
2022-06-02,5.36,5.36,5.17,5.29,434838.0,2410992.0,34589806.0,0.012571276057460397
2022-06-06,5.34,5.36,5.25,5.35,217692.0,1220074.0,34589806.0,0.00629353052746234
2022-06-07,5.42,5.42,5.26,5.28,141963.0,794517.0,34589806.0,0.004104186071468571
2022-06-08,5.28,5.33,5.18,5.25,55320.0,305185.0,34589806.0,0.0015993151276997622
2022-06-09,5.17,5.25,5.15,5.2,58034.0,317534.0,34589806.0,0.001677777550992914
2022-06-10,5.26,5.27,5.17,5.23,133643.0,737149.0,34589806.0,0.0038636527767747526
2022-06-13,5.21,5.28,5.17,5.22,72599.0,398080.0,34589806.0,0.002098855367965926
2022-06-14,5.12,5.23,5.06,5.22,147092.0,797593.0,34589806.0,0.004252466752776816
2022-06-15,5.31,5.31,5.19,5.26,125796.0,695104.0,34589806.0,0.0036367940311662923
2022-06-16,5.34,5.34,5.24,5.29,110668.0,608238.0,34589806.0,0.003199439742448975
2022-06-17,5.31,5.31,5.2,5.28,38897.0,212564.0,34589806.0,0.0011245220629453661
2022-06-20,5.42,5.42,5.23,5.31,170737.0,946155.0,34589806.0,0.00493604965578587
2022-06-21,5.36,5.36,5.22,5.26,92458.0,505547.0,34589806.0,0.0026729840577885866
2022-06-22,5.19,5.31,5.17,5.27,112755.0,618232.0,34589806.0,0.0032597754378847917
2022-06-23,5.26,5.28,5.13,5.28,178278.0,971093.0,34589806.0,0.0051540618643539085
2022-06-24,5.28,5.28,5.18,5.2,97990.0,533668.0,34589806.0,0.0028329155705585627
2022-06-27,5.16,5.32,5.16,5.23,144996.0,792051.0,34589806.0,0.004191870865075103
2022-06-28,5.17,5.61,5.17,5.58,735538.0,4214291.0,34589806.0,0.02126458876352183
2022-06-29,5.56,5.57,5.37,5.42,337908.0,1922512.0,34589806.0,0.009769005353773884
2022-06-30,5.5,5.51,5.39,5.46,207384.0,1176948.0,34589806.0,0.005995523652257547
2022-07-01,5.46,5.48,5.37,5.41,79038.0,444870.0,34589806.0,0.0022850084790877407
2022-07-04,5.37,5.43,5.28,5.32,84522.0,470083.0,34589806.0,0.0024435522997729446
2022-07-05,5.43,5.44,5.21,5.27,123485.0,675264.0,34589806.0,0.003569982439334872
2022-07-06,5.34,5.34,5.13,5.25,54188.0,293754.0,34589806.0,0.0015665887227005553
2022-07-07,5.17,5.25,5.17,5.25,71559.0,388357.0,34589806.0,0.0020687887061291987
2022-07-08,5.28,5.28,5.21,5.23,22098.0,120577.0,34589806.0,0.0006388587435269224
2022-07-11,5.4,5.4,5.08,5.17,223993.0,1194946.0,34589806.0,0.0064756940238404346
2022-07-12,5.16,5.16,5.06,5.12,129581.0,688795.0,34589806.0,0.00374621933410092
2022-07-13,5.02,5.13,5.02,5.11,44730.0,237654.0,34589806.0,0.0012931555614969336
2022-07-14,5.05,5.1,5.05,5.1,25482.0,135031.0,34589806.0,0.0007366910355033503
2022-07-15,5.05,5.1,5.0,5.08,80160.0,420602.0,34589806.0,0.0023174457815692867
2022-07-18,5.08,5.14,5.06,5.08,53189.0,282047.0,34589806.0,0.0015377073811862374
2022-07-19,5.08,5.18,5.06,5.1,102240.0,543133.0,34589806.0,0.0029557841405644194
2022-07-20,5.05,5.14,5.05,5.11,51570.0,274287.0,34589806.0,0.0014909016835769474
2022-07-21,5.11,5.11,5.04,5.05,38056.0,201371.0,34589806.0,0.0011002085412100894
2022-07-22,5.08,5.08,4.97,5.0,59687.0,312300.0,34589806.0,0.0017255661971622507
2022-07-25,5.02,5.08,4.91,5.0,42091.0,219086.0,34589806.0,0.001216861407086238
2022-07-26,5.01,5.08,4.95,5.05,39942.0,209339.0,34589806.0,0.0011547332760409236
2022-07-27,5.14,5.17,5.04,5.13,108188.0,576802.0,34589806.0,0.0031277423180690865
2022-07-28,5.09,5.15,5.04,5.13,107901.0,572556.0,34589806.0,0.0031194450758122204
2022-07-29,5.14,5.14,5.05,5.12,180720.0,963753.0,34589806.0,0.005224660699166685
2022-08-01,5.08,5.11,5.02,5.11,19147.0,101158.0,34748446.0,0.0005510174469384904
2022-08-02,4.97,5.01,4.86,4.99,109831.0,567305.0,34748446.0,0.00316074566327369
2022-08-03,4.99,5.08,4.84,4.96,155549.0,795225.0,34748446.0,0.004476430399218428
2022-08-04,4.94,4.97,4.84,4.93,97205.0,495127.0,34748446.0,0.002797391284778606
2022-08-05,4.95,4.97,4.87,4.95,40484.0,208454.0,34748446.0,0.0011650592950257401
2022-08-08,4.91,5.04,4.91,5.04,104188.0,542865.0,34748446.0,0.002998349911820517
2022-08-09,5.01,5.05,4.97,5.03,30983.0,162008.0,34748446.0,0.0008916369957954379
2022-08-10,5.05,5.05,4.98,5.04,39313.0,205195.0,34748446.0,0.001131359946283641
2022-08-11,5.11,5.26,5.08,5.23,399345.0,2162297.0,34748446.0,0.01149245638207821
2022-08-12,5.24,5.33,5.18,5.18,110183.0,599580.0,34748446.0,0.003170875612682075
2022-08-15,5.2,5.26,5.15,5.18,59073.0,319744.0,34748446.0,0.0017000184698907112
2022-08-16,5.1,5.21,5.05,5.17,236506.0,1258329.0,34748446.0,0.006806232428350897
2022-08-17,5.16,5.2,5.08,5.17,162791.0,865906.0,34748446.0,0.004684842596989805
2022-08-18,5.1,5.18,5.05,5.15,83715.0,444629.0,34748446.0,0.0024091724850083943
2022-08-19,5.08,5.15,4.99,5.1,91383.0,480607.0,34748446.0,0.002629844223825146
2022-08-22,5.11,5.11,4.95,5.05,56736.0,297244.0,34748446.0,0.0016327636637333365
2022-08-23,5.05,5.05,4.98,5.05,27593.0,143803.0,34748446.0,0.0007940786762090022
2022-08-24,4.99,4.99,4.85,4.91,219348.0,1129205.0,34748446.0,0.006312454951222854
2022-08-25,4.89,4.94,4.78,4.85,243306.0,1219784.0,34748446.0,0.007001924632831062
2022-08-26,5.01,5.01,4.86,4.89,37143.0,189012.0,34748446.0,0.0010689111104421763
2022-08-29,4.7,4.87,4.68,4.84,159598.0,793241.0,34748446.0,0.004592953595680222
2022-08-30,4.75,4.84,4.73,4.78,134751.0,669710.0,34748446.0,0.003877900036162768
2022-08-31,4.79,4.92,4.69,4.88,218687.0,1083051.0,34748446.0,0.006293432517816768
2022-09-01,4.8,4.86,4.8,4.86,85502.0,430005.0,34748446.0,0.002460599245215167
2022-09-02,4.87,4.88,4.81,4.86,49920.0,253291.0,34748446.0,0.001436611007007335
2022-09-05,4.9,4.94,4.84,4.9,73300.0,373582.0,34748446.0,0.0021094468512347286
2022-09-06,4.86,4.94,4.85,4.92,25400.0,129769.0,34748446.0,0.0007309679402641488
2022-09-07,4.91,4.91,4.89,4.91,2520.0,12896.0,34748446.0,7.252122871912027e-05
2022-09-08,4.96,4.96,4.8,4.91,53976.0,272002.0,34748446.0,0.0015533356513266808
2022-09-09,4.87,4.89,4.83,4.88,21072.0,106463.0,34748446.0,0.0006064156077655962
2022-09-13,4.93,4.93,4.78,4.88,47617.0,238765.0,34748446.0,0.0013703346618723611
2022-09-14,4.81,4.88,4.73,4.78,62515.0,311886.0,34748446.0,0.0017990732592761127
2022-09-15,4.84,4.84,4.72,4.79,66295.0,329748.0,34748446.0,0.001907855102354793
2022-09-16,4.79,5.01,4.79,4.85,499386.0,2562907.0,34748446.0,0.01437146282743119
2022-09-19,4.89,4.93,4.83,4.92,136159.0,693120.0,34748446.0,0.003918419833796308
2022-09-20,4.99,5.22,4.97,5.21,1115078.0,5913283.0,34748446.0,0.032090010586372696
2022-09-21,5.34,6.22,5.33,5.75,3601725.0,21553177.0,34748446.0,0.10365139782078313
2022-09-22,5.68,5.86,5.46,5.56,2155448.0,12643556.0,34748446.0,0.06203005452387712
2022-09-23,5.66,5.66,5.18,5.28,891355.0,4949523.0,34748446.0,0.02565165072417915
2022-09-26,5.18,5.4,4.99,5.05,524111.0,2789722.0,34748446.0,0.015083005438574146
2022-09-27,4.97,5.16,4.96,5.05,302480.0,1577107.0,34748446.0,0.008704849707523611
2022-09-28,5.08,5.08,4.93,4.93,189823.0,985349.0,34748446.0,0.005462776666329193
2022-09-29,5.05,5.05,4.8,4.85,320164.0,1631075.0,34748446.0,0.009213764552233501
2022-09-30,4.86,4.86,4.72,4.77,229083.0,1137811.0,34748446.0,0.006592611364548504
2022-10-10,4.83,4.83,4.66,4.7,180593.0,887526.0,34748446.0,0.005197153277012733
2022-10-11,4.65,4.85,4.61,4.8,222633.0,1108527.0,34748446.0,0.006406991552945994
2022-10-12,4.68,4.81,4.68,4.8,212539.0,1044645.0,34748446.0,0.006116503742354406
2022-10-13,4.79,4.84,4.74,4.76,180721.0,897631.0,34748446.0,0.005200836894979419
2022-10-14,4.82,4.83,4.76,4.82,154137.0,774968.0,34748446.0,0.004435795488523429
2022-10-17,4.8,4.88,4.8,4.81,206650.0,1036924.0,34748446.0,0.00594702853762151
2022-10-18,4.82,4.86,4.81,4.84,74806.0,376532.0,34748446.0,0.0021527869188740123
2022-10-19,4.85,4.85,4.77,4.78,145758.0,729127.0,34748446.0,0.004194662403032354
2022-10-20,4.78,4.81,4.7,4.81,154395.0,767784.0,34748446.0,0.00444322028098753
2022-10-21,4.86,5.02,4.8,4.91,421283.0,2156615.0,34748446.0,0.01212379396764966
2022-10-24,4.97,5.05,4.86,4.95,595519.0,3093968.0,34748446.0,0.017138003811738804
2022-10-25,4.86,4.98,4.86,4.97,112778.0,580206.0,34748446.0,0.00324555521130355
2022-10-26,4.89,5.28,4.89,5.12,400798.0,2131990.0,34748446.0,0.011534271201653162
2022-10-27,5.05,5.21,5.03,5.09,207486.0,1107260.0,34748446.0,0.005971087167466424
2022-10-28,5.0,5.08,4.98,5.03,175787.0,918821.0,34748446.0,0.005058844933669839
2022-10-31,4.98,5.05,4.95,5.05,107117.0,558230.0,34748446.0,0.003082641451073812
2022-11-01,4.94,5.05,4.94,5.04,65239.0,342322.0,34748446.0,0.001877465254129638
2022-11-02,5.04,5.16,5.02,5.12,247505.0,1313107.0,34748446.0,0.007122764569097564
2022-11-03,5.17,5.17,5.05,5.05,177602.0,937315.0,34748446.0,0.005111077485306825
2022-11-04,5.05,5.28,5.05,5.2,351022.0,1902995.0,34748446.0,0.010101804264858348
2022-11-07,5.21,5.35,5.17,5.28,171162.0,937961.0,34748446.0,0.004925745456357962
2022-11-08,5.21,5.28,5.19,5.27,77400.0,420683.0,34748446.0,0.0022274377392301225
2022-11-09,5.35,5.36,5.22,5.28,94201.0,519752.0,34748446.0,0.002710941375622956
2022-11-10,5.32,5.32,5.2,5.23,47004.0,256747.0,34748446.0,0.0013526935852037816
2022-11-11,5.32,5.32,5.18,5.24,137268.0,745947.0,34748446.0,0.003950334930085795
2022-11-14,5.22,5.3,5.18,5.22,135303.0,735124.0,34748446.0,0.0038937856386440993
2022-11-15,5.23,5.28,5.14,5.24,67479.0,366531.0,34748446.0,0.0019419285685466337
2022-11-16,5.18,5.27,5.13,5.16,62116.0,336418.0,34748446.0,0.0017875907313955853
2022-11-17,5.21,5.21,5.09,5.2,104293.0,557688.0,34748446.0,0.003001371629683814
2022-11-18,5.22,5.22,5.08,5.16,129323.0,690612.0,34748446.0,0.0037216916117630123
2022-11-21,5.28,5.28,5.16,5.26,120224.0,654684.0,34748446.0,0.0034598381752093317
2022-11-22,5.22,5.22,5.12,5.17,118281.0,634807.0,34748446.0,0.0034039220056056607
2022-11-23,5.1,5.18,5.08,5.14,123103.0,655371.0,34748446.0,0.00354269080119439
2022-11-24,5.11,5.17,5.08,5.1,88188.0,469580.0,34748446.0,0.0025378976659848327
2022-11-25,5.08,5.15,5.08,5.13,60567.0,324343.0,34748446.0,0.001743013198345618
2022-11-28,5.08,5.14,5.04,5.11,84776.0,449287.0,34748446.0,0.002439706224560373
2022-11-29,5.12,5.17,5.05,5.13,129368.0,689985.0,34748446.0,0.003722986633704425
2022-11-30,5.13,5.13,5.08,5.13,41088.0,218662.0,34748446.0,0.0011824413673060372
2022-12-01,5.09,5.13,5.08,5.13,67789.0,360300.0,34748446.0,0.0019508498308097
2022-12-02,5.1,5.14,5.09,5.13,19867.0,105963.0,34748446.0,0.0005717377980010962
2022-12-05,5.18,5.18,5.09,5.1,22900.0,121843.0,34748446.0,0.0006590222768523231
2022-12-06,5.06,5.13,5.06,5.12,54582.0,289123.0,34748446.0,0.0015707752801377075
2022-12-07,5.06,5.27,5.05,5.16,231011.0,1244840.0,34748446.0,0.0066480958601717035
2022-12-08,5.16,5.32,5.16,5.27,613639.0,3368239.0,34748446.0,0.017659465980147716
2022-12-09,5.26,5.28,5.21,5.28,39632.0,216737.0,34748446.0,0.00114054021293499
2022-12-12,5.26,5.26,5.1,5.17,63474.0,340609.0,34748446.0,0.001826671615760889
2022-12-13,5.09,5.16,5.05,5.08,48800.0,259126.0,34748446.0,0.0014043793497988371
2022-12-14,5.01,5.12,5.01,5.06,10203.0,53871.0,34748446.0,0.0002936246415163429
2022-12-15,5.11,5.11,5.05,5.05,4331.0,22856.0,34748446.0,0.00012463866729464678
2022-12-16,5.02,5.05,4.97,5.04,34812.0,181068.0,34748446.0,0.00100182897387699
2022-12-19,5.04,5.11,4.89,4.95,25802.0,132661.0,34748446.0,0.0007425368029407703
2022-12-20,4.9,4.93,4.82,4.89,70815.0,357189.0,34748446.0,0.002037932861803374
2022-12-21,4.82,4.89,4.82,4.85,10319.0,52050.0,34748446.0,0.00029696292029865164
2022-12-22,4.95,4.95,4.81,4.84,26200.0,132595.0,32739381.0,0.0008002594795546074
2022-12-23,4.98,4.98,4.74,4.79,124904.0,622409.0,32739381.0,0.003815099619629339
2022-12-26,4.71,4.76,4.68,4.74,269123.0,1317462.0,32739381.0,0.008220161523518114
2022-12-27,4.75,4.75,4.71,4.75,72783.0,359199.0,32739381.0,0.0022231025076497324
2022-12-28,4.7,4.75,4.7,4.74,37550.0,184367.0,32739381.0,0.0011469367731784545
2022-12-29,4.71,4.73,4.61,4.69,34711.0,169437.0,32739381.0,0.0010602216333900755
2022-12-30,4.68,4.71,4.6,4.69,127981.0,621678.0,32739381.0,0.003909084292094588
2023-01-03,4.69,4.77,4.63,4.75,100723.0,493694.0,32739381.0,0.003076508990808348
2023-01-04,4.84,4.84,4.68,4.73,125526.0,615956.0,32739381.0,0.0038340981462050244
2023-01-05,4.68,4.77,4.68,4.73,35220.0,174190.0,32739381.0,0.001075768659156995
2023-01-06,4.69,4.74,4.69,4.74,9218.0,45368.0,32739381.0,0.0002815569420814645
2023-01-09,4.76,4.77,4.73,4.74,15900.0,78817.0,32739381.0,0.00048565365362283425
2023-01-10,4.72,4.8,4.72,4.77,27213.0,134383.0,32739381.0,0.0008312008098137225
2023-01-11,4.72,4.78,4.72,4.78,3520.0,17354.0,32739381.0,0.00010751577740580984
2023-01-12,4.75,4.78,4.72,4.77,48556.0,240409.0,32739381.0,0.0014831068431012792
2023-01-13,4.77,4.77,4.73,4.77,62624.0,310893.0,32739381.0,0.0019128034216651804
2023-01-16,4.51,4.77,4.51,4.76,53125.0,256107.0,32739381.0,0.0016226635439442181
2023-01-17,4.74,4.76,4.7,4.75,28058.0,138112.0,32739381.0,0.0008570107052421059
2023-01-18,4.76,4.76,4.71,4.74,7592.0,37452.0,32739381.0,0.00023189198354116712
2023-01-19,4.69,4.77,4.69,4.77,6301.0,31191.0,32739381.0,0.0001924593504073886
2023-01-20,4.8,4.8,4.72,4.78,31720.0,157789.0,32739381.0,0.0009688637668500818
2023-01-30,4.76,4.82,4.76,4.81,44392.0,222328.0,32739381.0,0.0013559205655109972
2023-01-31,4.82,5.18,4.8,5.16,531591.0,2777984.0,32739381.0,0.01623705103037837
2023-02-01,5.26,5.26,5.01,5.19,486025.0,2617713.0,32739381.0,0.01484527150956214
2023-02-02,5.19,5.2,4.94,5.01,153503.0,815460.0,32739381.0,0.004688634766796599
2023-02-03,5.12,5.15,5.05,5.14,271773.0,1450267.0,32739381.0,0.00830110379912192
2023-02-06,5.17,5.17,5.05,5.13,120955.0,645896.0,32739381.0,0.0036944803568521958
2023-02-07,5.13,5.13,5.05,5.13,164415.0,872961.0,32739381.0,0.005021933676754609
2023-02-08,5.18,5.18,5.06,5.1,11300.0,59830.0,32739381.0,0.00034515008087660545
2023-02-09,5.1,5.12,5.07,5.11,33385.0,177569.0,32739381.0,0.0010197199513332278
2023-02-10,5.21,5.21,5.03,5.08,27294.0,144865.0,32739381.0,0.0008336748944642539
2023-02-13,5.17,5.23,5.1,5.13,48093.0,257823.0,32739381.0,0.0014689648530618218
2023-02-14,5.07,5.15,5.06,5.1,74689.0,395344.0,32739381.0,0.002281319857574583
2023-02-15,5.12,5.12,5.07,5.08,14300.0,75832.0,32739381.0,0.0004367828457111025
2023-02-16,5.1,5.13,5.05,5.08,33347.0,177287.0,32739381.0,0.0010185592696453241
2023-02-17,5.06,5.1,5.06,5.08,17967.0,95112.0,32739381.0,0.0005487886285938027
2023-02-20,5.08,5.11,5.05,5.09,61232.0,323596.0,32739381.0,0.0018702858187819738
2023-02-21,5.11,5.11,4.98,5.06,73329.0,385813.0,32739381.0,0.0022397796708496106
2023-02-22,5.0,5.11,5.0,5.07,34407.0,180245.0,32739381.0,0.0010509361798868464
2023-02-23,5.08,5.08,5.01,5.05,26666.0,139757.0,32739381.0,0.0008144931023588993
2023-02-24,5.02,5.05,5.01,5.04,83426.0,435952.0,32811381.0,0.002542593376365353
2023-02-27,5.05,5.05,4.92,4.93,38652.0,200144.0,32811381.0,0.0011780058876522143
2023-02-28,4.95,4.96,4.94,4.95,16660.0,85984.0,32811381.0,0.0005077506490811832
2023-03-01,4.94,5.04,4.91,4.99,30401.0,156895.0,32811381.0,0.0009265382642687305
2023-03-02,4.95,4.99,4.95,4.99,49213.0,255174.0,32811381.0,0.0014998759119587194
2023-03-03,4.97,4.99,4.89,4.95,144890.0,744980.0,32811381.0,0.0044158458310547795
2023-03-06,4.94,5.05,4.93,4.95,62655.0,323715.0,32811381.0,0.001909550835425062
2023-03-07,4.93,4.93,4.91,4.91,29744.0,152749.0,32811381.0,0.0009065147242659491
2023-03-08,4.96,4.96,4.9,4.96,34107.0,175655.0,32811381.0,0.0010394868780439323
2023-03-09,4.92,4.96,4.9,4.96,29966.0,153428.0,32811381.0,0.0009132806692897199
2023-03-10,4.91,4.96,4.8,4.81,57808.0,291932.0,32811381.0,0.0017618277024060646
2023-03-13,4.89,4.89,4.73,4.81,30700.0,153553.0,32811381.0,0.0009356509559899353
2023-03-14,4.79,4.81,4.74,4.78,54148.0,268947.0,32811381.0,0.0016502810412033556
2023-03-15,4.78,4.86,4.78,4.79,39817.0,198830.0,32811381.0,0.001213511860412093
2023-03-16,4.74,4.82,4.74,4.75,21519.0,107122.0,32811381.0,0.0006558395088582221
2023-03-17,4.75,4.76,4.73,4.76,38810.0,192275.0,32811381.0,0.0011828212899664297
2023-03-20,4.79,4.79,4.67,4.7,16315.0,79859.0,32811381.0,0.0004972360047874852
2023-03-21,4.71,4.76,4.7,4.76,24558.0,121387.0,32811381.0,0.0007484598103322746
2023-03-22,4.78,4.78,4.74,4.78,18239.0,90684.0,32811381.0,0.0005558741949934994
2023-03-23,4.78,4.78,4.71,4.78,18700.0,92522.0,32811381.0,0.0005699241979482668
2023-03-24,4.82,4.82,4.78,4.81,34218.0,171321.0,32811381.0,0.0010428698505558177
2023-03-27,4.6,4.83,4.6,4.81,65891.0,320001.0,32811381.0,0.002008175151176965
2023-03-28,4.72,4.78,4.68,4.76,17995.0,88667.0,32811381.0,0.0005484377509133188
2023-03-29,4.71,4.76,4.71,4.76,11166.0,55151.0,32811381.0,0.00034030874835777256
2023-03-30,4.73,4.75,4.68,4.75,49623.0,243287.0,32811381.0,0.0015123715761918097
2023-03-31,4.69,4.74,4.68,4.7,32573.0,160084.0,32811381.0,0.0009927348074742724
2023-04-03,4.73,4.73,4.7,4.72,12240.0,60068.0,32811381.0,0.0003730412932025019
2023-04-04,4.74,4.8,4.72,4.73,4613.0,22886.0,32811381.0,0.00014059146123718475
2023-04-06,4.66,4.73,4.63,4.69,33099.0,161930.0,32811381.0,0.0010087658303684322
2023-04-07,4.69,4.71,4.65,4.71,25181.0,122531.0,32811381.0,0.0007674471245206046
2023-04-10,4.71,4.75,4.69,4.7,13945.0,68566.0,32811381.0,0.00042500497007425566
2023-04-11,4.68,4.73,4.66,4.72,11229.0,54868.0,32811381.0,0.00034222881383749135
2023-04-12,4.74,4.74,4.7,4.71,16502.0,81232.0,32811381.0,0.0005029352467669678
2023-04-13,4.7,4.73,4.65,4.67,55414.0,269135.0,32811381.0,0.0016888652141767518
2023-04-14,4.67,4.78,4.67,4.71,67560.0,333710.0,32811381.0,0.0020590416477745937
2023-04-17,4.76,4.77,4.69,4.7,39869.0,195954.0,32811381.0,0.001215096676363607
2023-04-18,4.75,4.75,4.7,4.71,12900.0,63481.0,32811381.0,0.0003931562648947937
2023-04-19,4.67,4.71,4.67,4.7,31441.0,153478.0,32811381.0,0.0009582345832990084
2023-04-20,4.7,4.74,4.67,4.74,43523.0,214186.0,32811381.0,0.001326460474187295
2023-04-21,4.69,4.73,4.64,4.65,37906.0,184420.0,32811381.0,0.0011552698741939572
2023-04-24,4.64,4.68,4.64,4.65,79163.0,384660.0,32811381.0,0.0024126689455710505
2023-04-25,4.61,4.72,4.6,4.61,28370.0,136851.0,32811381.0,0.0008646390104701781
