序号,股票代码,股票简称,最新价,涨跌幅,换手率,流入资金,流出资金,净额,成交额
199,2826,易明医药,21.37,6.69%,5.28%,1.23亿,7780.66万,4555.88万,2.01亿
200,688308,欧科亿,104.0,6.64%,7.47%,7.09亿,4.91亿,2.18亿,11.99亿
201,300935,盈建科,32.64,6.63%,5.18%,5462.10万,4521.34万,940.76万,9983.44万
202,688590,新致软件,14.98,6.62%,7.27%,1.76亿,1.28亿,4795.22万,3.04亿
203,600676,交运股份,8.06,6.61%,3.17%,1.43亿,1.18亿,2424.29万,2.61亿
204,2798,帝欧水华,7.11,6.60%,11.59%,2.08亿,1.81亿,2677.30万,3.88亿
205,605189,富春染织,17.64,6.59%,9.32%,1.75亿,1.37亿,3826.37万,3.13亿
206,688127,蓝特光学,69.36,6.58%,2.68%,3.84亿,3.51亿,3257.74万,7.36亿
207,688379,华光新材,52.79,6.58%,4.69%,1.43亿,7452.32万,6866.80万,2.18亿
208,688223,晶科能源,7.14,6.57%,2.50%,11.14亿,6.61亿,4.53亿,17.75亿
209,605100,华丰股份,47.76,6.56%,3.12%,1.42亿,1.06亿,3669.94万,2.48亿
210,688178,万德斯,33.5,6.55%,4.49%,7538.51万,5036.45万,2502.06万,1.26亿
211,688226,威腾电气,53.88,6.52%,6.72%,3.85亿,2.81亿,1.04亿,6.65亿
212,300656,民德电子,24.23,6.51%,6.37%,1.15亿,8560.46万,2960.76万,2.01亿
213,2132,恒星科技,4.42,6.51%,16.32%,5.31亿,4.84亿,4706.57万,10.15亿
214,2633,申科股份,18.91,6.48%,3.88%,5911.19万,4865.96万,1045.23万,1.08亿
215,2663,普邦股份,2.3,6.48%,10.70%,1.60亿,1.55亿,552.72万,3.15亿
216,605069,正和生态,13.22,6.44%,3.46%,5123.91万,4270.34万,853.58万,9394.26万
217,300840,酷特智能,19.71,6.43%,10.62%,2.09亿,1.64亿,4500.10万,3.72亿
218,2368,太极股份,21.01,6.43%,2.90%,2.57亿,1.13亿,1.44亿,3.70亿
219,600673,东阳光,35.54,6.41%,3.03%,18.44亿,13.63亿,4.81亿,32.07亿
220,688382,益方生物,22.63,6.39%,5.55%,4.10亿,3.05亿,1.05亿,7.15亿
221,600714,金瑞矿业,18.23,6.36%,8.28%,2.45亿,1.81亿,6338.10万,4.26亿
222,600490,鹏欣资源,8.53,6.36%,3.88%,3.82亿,2.63亿,1.20亿,6.45亿
223,688611,杭州柯林,58.41,6.32%,1.29%,6878.87万,4400.89万,2477.98万,1.13亿
224,2192,融捷股份,80.02,6.30%,14.35%,17.20亿,12.20亿,5.00亿,29.40亿
225,688257,新锐股份,79.32,6.28%,4.86%,5.45亿,4.13亿,1.32亿,9.59亿
226,603335,迪生力,6.26,6.28%,9.12%,1.20亿,1.23亿,-273.90万,2.44亿
227,2511,中顺洁柔,8.82,6.27%,3.16%,2.11亿,1.35亿,7509.52万,3.46亿
228,300069,金利华电,23.6,6.26%,14.69%,2.39亿,1.62亿,7743.42万,4.01亿
229,603206,嘉环科技,17.54,6.24%,6.22%,1.71亿,1.64亿,724.83万,3.34亿
230,2353,杰瑞股份,116.3,6.23%,3.42%,14.27亿,12.82亿,1.45亿,27.09亿
231,300221,银禧科技,10.96,6.20%,6.61%,1.93亿,1.31亿,6139.87万,3.24亿
232,688220,翱捷科技,80.81,6.19%,5.58%,9.22亿,7.53亿,1.69亿,16.75亿
233,688507,索辰科技,92.84,6.19%,6.04%,1.58亿,1.14亿,4390.90万,2.73亿
234,301248,杰创智能,61.31,6.16%,18.08%,6.58亿,5.80亿,7785.50万,12.39亿
235,603067,振华股份,37.9,6.16%,5.67%,7.99亿,7.02亿,9700.56万,15.00亿
236,603308,应流股份,69.0,6.14%,3.89%,10.35亿,7.56亿,2.79亿,17.90亿
237,600654,中安科,4.68,6.12%,20.24%,12.56亿,8.76亿,3.80亿,21.33亿
238,300442,润泽科技,95.78,6.12%,4.69%,42.64亿,29.81亿,12.83亿,72.45亿
239,605088,冠盛股份,36.42,6.12%,3.85%,1.71亿,1.04亿,6739.42万,2.74亿
240,301321,翰博高新,23.45,6.11%,5.45%,1.07亿,8033.99万,2654.13万,1.87亿
241,600176,中国巨石,33.0,6.11%,4.25%,29.10亿,27.04亿,2.05亿,56.14亿
242,2738,中矿资源,85.49,6.11%,4.90%,17.84亿,11.73亿,6.11亿,29.56亿
243,2469,三维化学,8.86,6.11%,5.06%,1.66亿,1.14亿,5179.08万,2.79亿
244,1389,广合科技,135.65,6.09%,6.48%,7.65亿,5.44亿,2.21亿,13.09亿
245,603110,东方材料,17.6,6.09%,9.43%,2.02亿,1.28亿,7411.56万,3.30亿
246,300478,杭州高新,26.72,6.07%,5.04%,1.05亿,6288.14万,4241.17万,1.68亿
247,2125,湘潭电化,14.29,6.01%,5.83%,3.03亿,2.16亿,8740.09万,5.19亿
248,300531,优博讯,20.31,6.00%,9.70%,3.45亿,2.55亿,9006.79万,5.99亿
249,603637,镇海股份,15.03,5.99%,7.09%,1.35亿,1.10亿,2461.10万,2.45亿
250,300605,恒锋信息,14.88,5.98%,6.38%,6751.98万,4980.52万,1771.46万,1.17亿
251,300454,深信服,113.14,5.95%,5.98%,11.53亿,7.67亿,3.85亿,19.20亿
252,688182,灿勤科技,31.05,5.94%,2.13%,1.44亿,1.17亿,2692.84万,2.62亿
253,155,川能动力,16.94,5.94%,6.32%,11.56亿,8.06亿,3.50亿,19.62亿
254,605208,永茂泰,14.83,5.93%,5.35%,1.45亿,1.13亿,3260.33万,2.58亿
255,301395,仁信新材,13.12,5.89%,11.77%,1.19亿,7516.38万,4362.27万,1.94亿
256,603200,上海洗霸,65.5,5.88%,8.09%,4.90亿,4.17亿,7326.87万,9.07亿
257,301428,世纪恒通,35.71,5.87%,14.00%,1.73亿,1.27亿,4634.45万,3.00亿
258,600186,莲花控股,8.14,5.85%,18.47%,14.80亿,11.45亿,3.35亿,26.25亿
259,300556,丝路视觉,18.53,5.83%,7.32%,8325.20万,6249.63万,2075.57万,1.46亿
260,2882,金龙羽,29.63,5.82%,7.03%,2.83亿,2.19亿,6409.04万,5.01亿
261,603101,汇嘉时代,9.82,5.82%,8.34%,1.81亿,1.98亿,-1716.93万,3.78亿
262,300949,奥雅股份,39.37,5.80%,3.89%,2953.30万,2213.42万,739.88万,5166.73万
263,605178,时空科技,85.7,5.79%,5.18%,2.31亿,2.04亿,2733.54万,4.35亿
264,300467,迅游科技,32.35,5.79%,4.54%,1.26亿,9140.82万,3472.52万,2.44亿
265,603685,晨丰科技,30.98,5.77%,2.82%,1.01亿,7129.60万,2926.28万,1.72亿
266,3023,彩虹集团,27.86,5.77%,6.56%,1.10亿,7955.71万,3066.47万,1.90亿
267,2498,汉缆股份,8.99,5.76%,12.92%,19.98亿,17.30亿,2.68亿,37.28亿
268,688370,丛麟科技,25.64,5.73%,1.17%,2663.65万,1360.06万,1303.59万,4023.71万
269,603358,华达科技,34.48,5.73%,3.93%,3.26亿,2.91亿,3450.87万,6.17亿
270,688279,峰岹科技,181.2,5.72%,2.80%,2.43亿,2.29亿,1452.22万,4.72亿
271,1367,海森药业,27.4,5.71%,8.31%,1.44亿,1.29亿,1536.31万,2.73亿
272,605598,上海港湾,54.06,5.71%,4.73%,3.05亿,3.10亿,-488.73万,6.14亿
273,301097,天益医疗,60.3,5.70%,4.98%,4402.75万,4187.15万,215.59万,8589.90万
274,300608,思特奇,13.35,5.70%,9.77%,2.02亿,1.68亿,3434.42万,3.70亿
275,2552,宝鼎科技,21.52,5.70%,9.26%,4.10亿,3.06亿,1.04亿,7.16亿
276,2466,天齐锂业,65.32,5.70%,6.22%,34.06亿,25.22亿,8.84亿,59.29亿
277,600251,冠农股份,11.52,5.69%,2.22%,1.15亿,8120.15万,3396.88万,1.96亿
278,807,云铝股份,36.42,5.69%,1.77%,12.86亿,9.11亿,3.75亿,21.97亿
279,605365,立达信,25.01,5.66%,4.72%,3.02亿,2.75亿,2724.38万,5.77亿
280,600094,大名城,4.87,5.64%,2.42%,1.38亿,1.08亿,3045.19万,2.46亿
281,688150,莱特光电,49.56,5.63%,3.00%,3.18亿,2.69亿,4893.23万,5.88亿
282,301106,骏成科技,30.0,5.63%,3.35%,5550.11万,4560.51万,989.60万,1.01亿
283,300986,志特新材,25.13,5.63%,12.23%,7.20亿,5.34亿,1.86亿,12.55亿
284,600482,中国动力,39.0,5.63%,2.33%,11.24亿,9.11亿,2.13亿,20.36亿
