序号,股票代码,股票简称,最新价,涨跌幅,换手率,流入资金,流出资金,净额,成交额
759,300700,岱勒新材,15.59,1.76%,1.35%,3328.36万,2177.66万,1150.70万,5672.31万
760,2810,山东赫达,23.76,1.76%,1.22%,5298.37万,4020.50万,1277.87万,9428.34万
761,2569,*ST步森,13.4,1.75%,1.44%,1185.04万,1538.13万,-353.09万,2735.37万
762,2438,江苏神通,16.82,1.75%,0.41%,1875.93万,1241.79万,634.14万,3441.27万
763,301093,华兰股份,76.05,1.75%,0.80%,4912.79万,4445.14万,467.65万,9518.70万
764,600481,双良节能,6.39,1.75%,1.18%,9617.72万,5131.81万,4485.91万,1.55亿
765,300766,每日互动,36.63,1.75%,3.05%,2.16亿,1.82亿,3458.73万,4.02亿
766,301325,曼恩斯特,45.53,1.74%,1.37%,1847.35万,1705.56万,141.79万,3616.74万
767,688380,中微半导,46.86,1.74%,0.55%,4976.68万,4583.84万,392.84万,1.03亿
768,301072,中捷精工,22.22,1.74%,0.68%,523.94万,440.13万,83.81万,1001.37万
769,605168,三人行,36.86,1.74%,0.61%,3060.26万,1479.17万,1581.09万,4704.34万
770,600732,爱旭股份,15.78,1.74%,0.59%,1.06亿,7974.38万,2671.30万,1.92亿
771,2167,东方锆业,12.87,1.74%,0.96%,5338.39万,3845.70万,1492.69万,9384.73万
772,688416,恒烁股份,83.5,1.73%,1.69%,5078.19万,5632.63万,-554.44万,1.14亿
773,300037,新宙邦,64.11,1.73%,1.85%,3.41亿,2.62亿,7871.88万,6.38亿
774,688088,虹软科技,41.78,1.73%,0.34%,3073.67万,2504.66万,569.01万,5699.41万
775,603878,武进不锈,7.65,1.73%,0.57%,1413.02万,1009.94万,403.08万,2455.73万
776,300541,先进数通,14.68,1.73%,1.41%,4039.67万,3895.43万,144.24万,7988.07万
777,300073,当升科技,57.17,1.73%,1.39%,2.17亿,1.70亿,4707.05万,4.04亿
778,2050,三花智控,45.89,1.73%,1.22%,10.73亿,9.33亿,1.40亿,20.65亿
779,688081,兴图新科,50.21,1.72%,0.91%,2421.67万,2190.99万,230.67万,4636.97万
780,603217,元利科技,26.06,1.72%,0.75%,2143.36万,1765.01万,378.35万,4066.83万
781,603255,鼎际得,29.11,1.71%,0.69%,477.80万,599.65万,-121.85万,1236.99万
782,2998,优彩资源,8.93,1.71%,1.28%,1569.57万,1451.57万,118.00万,3070.76万
783,603786,科博达,57.15,1.71%,0.24%,3126.27万,2191.90万,934.37万,5558.52万
784,688766,普冉股份,269.99,1.71%,1.31%,2.75亿,2.29亿,4625.95万,5.17亿
785,600114,东睦股份,31.61,1.71%,0.78%,8264.41万,6546.71万,1717.70万,1.53亿
786,2662,峰璟股份,4.16,1.71%,0.54%,2160.26万,1135.13万,1025.12万,3369.51万
787,2340,格林美,8.32,1.71%,1.21%,3.44亿,1.57亿,1.87亿,5.07亿
788,603285,键邦股份,35.24,1.70%,6.58%,7773.51万,6282.63万,1490.88万,1.44亿
789,2779,中坚科技,97.71,1.70%,0.39%,3044.03万,3068.64万,-24.61万,6314.08万
790,688450,光格科技,40.68,1.70%,1.49%,1481.78万,1411.38万,70.40万,2951.92万
791,688651,盛邦安全,39.45,1.70%,1.28%,571.43万,1016.70万,-445.27万,1855.28万
792,688478,晶升股份,37.07,1.70%,1.50%,2470.74万,3051.10万,-580.36万,5723.31万
793,301055,张小泉,33.56,1.70%,3.05%,8091.33万,7482.50万,608.83万,1.57亿
794,300972,万辰集团,209.18,1.70%,0.36%,6545.48万,5987.72万,557.76万,1.33亿
795,300825,阿尔特,8.95,1.70%,0.52%,1259.03万,956.00万,303.03万,2250.61万
796,601965,中国汽研,17.39,1.70%,0.18%,2118.18万,721.16万,1397.02万,3219.59万
797,300602,飞荣达,34.79,1.70%,1.48%,1.02亿,9740.12万,411.83万,2.04亿
798,688095,福昕软件,74.41,1.69%,0.76%,3104.11万,2044.46万,1059.65万,5184.74万
799,603982,泉峰汽车,7.81,1.69%,0.75%,1140.67万,834.78万,305.89万,1979.97万
800,603103,横店影视,22.87,1.69%,0.56%,4352.07万,3642.35万,709.72万,8081.87万
801,600583,海油工程,7.21,1.69%,0.71%,1.17亿,1.02亿,1460.56万,2.27亿
802,300772,运达股份,16.24,1.69%,1.52%,9274.63万,7531.76万,1742.87万,1.72亿
803,300487,蓝晓科技,70.2,1.69%,0.25%,2593.11万,2749.60万,-156.50万,5450.05万
804,300331,苏大维格,43.9,1.69%,1.12%,5332.17万,4244.90万,1087.27万,1.03亿
805,2284,亚太股份,14.42,1.69%,0.74%,3671.16万,3873.83万,-202.68万,7713.19万
806,830,鲁西化工,16.21,1.69%,0.45%,7447.17万,5686.28万,1760.89万,1.38亿
807,1301,尚太科技,75.5,1.68%,0.90%,6932.95万,5242.47万,1690.48万,1.26亿
808,605090,九丰能源,40.47,1.68%,1.16%,1.58亿,1.64亿,-654.68万,3.29亿
809,2369,卓翼科技,7.27,1.68%,0.63%,1067.13万,1279.85万,-212.72万,2550.04万
810,2501,利源股份,1.83,1.67%,0.44%,2059.62万,743.47万,1316.15万,2818.74万
811,2209,达意隆,15.25,1.67%,0.74%,1035.14万,551.94万,483.20万,1775.33万
812,688321,微芯生物,31.64,1.67%,1.00%,6665.12万,5132.05万,1533.07万,1.28亿
813,300435,中泰股份,27.34,1.67%,1.04%,5562.17万,4616.59万,945.59万,1.04亿
814,300395,菲利华,108.68,1.67%,2.14%,6.13亿,5.55亿,5783.10万,11.80亿
815,2906,华阳集团,31.65,1.67%,0.59%,5525.36万,4030.28万,1495.08万,9863.98万
816,301380,挖金客,33.61,1.66%,0.64%,959.90万,691.64万,268.26万,1724.44万
817,301209,联合化学,93.51,1.66%,0.30%,1416.34万,1236.47万,179.86万,2722.04万
818,688387,信科移动,17.17,1.66%,1.64%,2.82亿,2.61亿,2084.55万,5.66亿
819,603922,金鸿顺,19.57,1.66%,0.46%,945.13万,632.03万,313.10万,1592.61万
820,688318,财富趋势,115.07,1.66%,0.43%,6660.03万,4246.51万,2413.52万,1.26亿
821,688002,睿创微纳,123.0,1.66%,0.41%,1.24亿,1.03亿,2125.68万,2.36亿
822,2922,伊戈尔,39.22,1.66%,2.32%,1.86亿,1.49亿,3636.57万,3.39亿
823,811,冰轮环境,18.96,1.66%,0.90%,9218.00万,6921.62万,2296.38万,1.66亿
824,300931,通用电梯,12.92,1.65%,0.77%,1116.19万,632.88万,483.32万,1817.69万
825,688339,亿华通,25.29,1.65%,0.76%,2087.47万,1513.88万,573.59万,3722.36万
826,601665,齐鲁银行,6.16,1.65%,0.48%,1.13亿,5942.34万,5389.22万,1.82亿
827,300661,圣邦股份,77.13,1.65%,1.11%,2.83亿,2.17亿,6520.93万,5.14亿
828,300563,神宇股份,32.63,1.65%,0.61%,1278.10万,960.60万,317.50万,2582.17万
829,2591,恒大高新,6.79,1.65%,0.95%,788.00万,601.11万,186.89万,1427.88万
830,509,华塑控股,3.69,1.65%,0.73%,1610.80万,1190.33万,420.47万,2845.26万
831,301613,新铝时代,47.6,1.64%,0.52%,1194.37万,768.51万,425.86万,2059.39万
832,603062,麦加芯彩,50.33,1.64%,0.72%,797.08万,475.82万,321.26万,1337.25万
833,300871,回盛生物,27.91,1.64%,5.49%,1.70亿,1.35亿,3493.39万,3.07亿
834,301301,川宁生物,10.62,1.63%,1.10%,3269.14万,2844.17万,424.97万,7126.52万
835,1206,依依股份,21.88,1.63%,1.40%,1313.94万,1321.19万,-7.25万,3205.95万
836,300426,华智数媒,7.46,1.63%,0.82%,1433.04万,941.57万,491.47万,2443.65万
837,688693,锴威特,92.99,1.62%,4.50%,8412.93万,7794.02万,618.91万,1.63亿
838,688529,豪森智能,18.18,1.62%,0.19%,231.65万,322.14万,-90.49万,573.87万
839,300091,*ST金灵,3.13,1.62%,0.62%,1889.65万,1098.50万,791.15万,3215.91万
840,301000,肇民科技,30.04,1.62%,0.64%,2138.41万,2211.27万,-72.86万,4450.50万
841,688685,迈信林,41.5,1.62%,1.00%,3751.57万,2165.24万,1586.32万,6016.96万
842,300528,幸福蓝海,16.93,1.62%,2.37%,7394.42万,7595.05万,-200.63万,1.51亿
843,603300,海南华铁,6.88,1.62%,0.82%,7225.75万,3851.82万,3373.93万,1.13亿
844,300631,久吾高科,27.67,1.62%,0.88%,1981.88万,922.96万,1058.93万,2922.82万
845,300485,赛升药业,11.89,1.62%,4.92%,8803.84万,6777.81万,2026.03万,1.59亿
846,2915,中欣氟材,21.36,1.62%,0.54%,1959.13万,1264.28万,694.86万,3287.51万
847,2386,天原股份,6.27,1.62%,1.28%,6098.48万,4237.88万,1860.60万,1.04亿
848,913,钱江摩托,15.1,1.62%,0.44%,2182.58万,1143.08万,1039.51万,3454.82万
849,688118,普元信息,29.01,1.61%,0.77%,934.87万,1110.23万,-175.37万,2061.85万
850,601001,晋控煤业,17.08,1.61%,0.21%,3262.89万,2545.93万,716.96万,5903.35万
851,2091,江苏国泰,9.48,1.61%,0.71%,6501.11万,3968.68万,2532.43万,1.07亿
852,936,华西股份,7.58,1.61%,0.82%,3315.03万,2180.92万,1134.11万,5537.08万
853,688631,莱斯信息,54.72,1.60%,0.80%,1245.51万,1403.59万,-158.08万,2830.63万
854,1258,立新能源,8.89,1.60%,1.42%,6958.86万,4428.09万,2530.77万,1.17亿
855,2976,瑞玛精密,28.56,1.60%,1.49%,1522.64万,1272.80万,249.84万,2844.01万
856,600293,三峡新材,3.18,1.60%,0.97%,2009.33万,1497.73万,511.60万,3554.89万
857,600478,科力远,7.61,1.60%,1.24%,8869.04万,6280.03万,2589.01万,1.61亿
858,300713,英可瑞,16.51,1.60%,0.99%,628.30万,721.32万,-93.02万,1523.23万
859,300233,金城医药,15.85,1.60%,2.07%,6650.57万,5170.83万,1479.74万,1.21亿
860,2929,润建股份,60.3,1.60%,3.94%,2.65亿,2.31亿,3390.49万,5.05亿
861,688080,映翰通,56.06,1.59%,0.51%,1027.83万,959.04万,68.79万,2082.96万
862,605389,长龄液压,72.14,1.59%,0.16%,1032.31万,539.36万,492.95万,1588.27万
863,300940,南极光,23.61,1.59%,0.99%,1882.22万,1696.27万,185.95万,3676.30万
864,2870,香山股份,36.35,1.59%,0.46%,1464.15万,663.30万,800.85万,2154.37万
865,2236,大华股份,19.16,1.59%,1.27%,3.13亿,2.66亿,4708.29万,5.84亿
866,2200,*ST交投,7.7,1.58%,0.62%,583.16万,339.36万,243.79万,931.38万
867,300229,拓尔思,18.68,1.58%,0.65%,5298.32万,4479.18万,819.13万,1.07亿
868,301379,天山电子,25.71,1.58%,0.63%,996.94万,842.69万,154.25万,2037.12万
869,301326,捷邦科技,161.71,1.58%,0.65%,3863.56万,3156.51万,707.05万,7488.53万
870,3004,*ST声迅,31.49,1.58%,0.33%,439.84万,262.03万,177.80万,706.91万
871,688200,华峰测控,290.53,1.58%,0.43%,7498.60万,9027.78万,-1529.18万,1.69亿
872,9,中国宝安,9.0,1.58%,0.31%,4817.64万,2289.08万,2528.56万,7240.98万
873,603638,艾迪精密,20.55,1.58%,0.20%,2226.19万,1092.38万,1133.81万,3327.00万
874,603328,依顿电子,12.88,1.58%,0.84%,5379.87万,4797.11万,582.75万,1.08亿
875,603078,江化微,23.08,1.58%,0.56%,2402.15万,2363.33万,38.82万,4962.82万
876,2812,恩捷股份,71.88,1.58%,1.76%,5.65亿,4.35亿,1.30亿,10.38亿
877,2712,思美传媒,5.15,1.58%,0.53%,793.47万,558.47万,235.00万,1457.94万
878,301598,博科测试,61.39,1.57%,0.95%,607.72万,366.50万,241.22万,1015.99万
879,2965,祥鑫科技,30.98,1.57%,0.81%,3052.18万,1818.94万,1233.24万,4966.71万
880,2678,珠江钢琴,5.84,1.57%,0.56%,2457.43万,1856.91万,600.52万,4461.15万
881,3011,海象新材,23.92,1.57%,1.11%,1191.15万,632.70万,558.45万,2045.56万
882,605366,宏柏新材,13.62,1.57%,3.00%,1.77亿,1.37亿,3974.21万,3.17亿
883,600689,上海三毛,13.61,1.57%,1.23%,1262.24万,1244.40万,17.84万,2570.76万
884,2677,浙江美大,7.78,1.57%,0.27%,684.38万,352.06万,332.33万,1127.67万
885,517,荣安地产,1.94,1.57%,0.42%,1197.15万,829.61万,367.54万,2028.29万
886,802,北京文化,3.91,1.56%,0.54%,852.34万,639.27万,213.07万,1531.72万
887,688160,步科股份,109.27,1.56%,1.14%,5448.87万,5647.49万,-198.62万,1.14亿
888,300217,东方电热,5.21,1.56%,0.96%,3725.86万,1846.24万,1879.62万,6155.38万
889,300211,*ST亿通,8.46,1.56%,0.27%,398.76万,225.63万,173.13万,668.77万
890,301099,雅创电子,53.2,1.55%,2.43%,6082.80万,5127.27万,955.53万,1.16亿
891,301016,雷尔伟,24.31,1.55%,1.06%,2778.94万,2422.68万,356.27万,5325.44万
892,301552,科力装备,42.65,1.55%,3.08%,1836.64万,1159.98万,676.66万,3105.84万
893,300029,*ST天龙,4.6,1.55%,1.21%,484.89万,606.05万,-121.15万,1107.77万
894,688663,新风光,62.73,1.55%,0.91%,4893.46万,2931.54万,1961.92万,7966.90万
895,600960,渤海汽车,5.23,1.55%,0.39%,1115.39万,811.55万,303.85万,1936.57万
896,2175,东方智造,2.62,1.55%,3.12%,5421.80万,4646.70万,775.10万,1.02亿
897,49,德赛电池,27.59,1.55%,0.85%,5532.22万,3199.49万,2332.74万,8978.53万
898,688768,容知日新,46.78,1.54%,0.34%,914.46万,444.83万,469.63万,1378.90万
899,300467,迅游科技,31.05,1.54%,1.09%,3109.83万,2529.81万,580.02万,5705.90万
900,2557,洽洽食品,22.47,1.54%,0.38%,2669.93万,1615.03万,1054.90万,4332.16万
901,688768,容知日新,46.78,1.54%,0.34%,914.46万,444.83万,469.63万,1378.90万
902,300467,迅游科技,31.05,1.54%,1.09%,3109.83万,2529.81万,580.02万,5705.90万
903,2557,洽洽食品,22.47,1.54%,0.38%,2669.93万,1615.03万,1054.90万,4332.16万
904,688148,芳源股份,9.32,1.53%,1.67%,4593.12万,3168.11万,1425.02万,7908.61万
905,301525,儒竞科技,72.5,1.53%,0.53%,1215.41万,581.67万,633.75万,1898.58万
906,603703,盛洋科技,13.29,1.53%,0.91%,2553.78万,2446.64万,107.13万,5034.05万
907,688535,华海诚科,126.0,1.53%,0.93%,5632.41万,3534.77万,2097.65万,9416.75万
908,300781,因赛集团,35.94,1.53%,1.18%,2693.02万,2291.17万,401.85万,5144.82万
909,2145,钛能化学,4.64,1.53%,0.35%,3893.90万,2060.82万,1833.09万,5986.25万
910,688209,英集芯,21.31,1.52%,0.40%,2035.95万,1485.52万,550.43万,3664.88万
911,688401,路维光电,53.4,1.52%,0.44%,2817.43万,1549.52万,1267.90万,4508.75万
912,688403,汇成股份,16.01,1.52%,1.13%,7083.94万,7472.60万,-388.66万,1.67亿
913,603828,ST柯利达,6.01,1.52%,0.07%,103.10万,129.56万,-26.46万,241.25万
914,603283,赛腾股份,50.04,1.52%,1.21%,7873.15万,6758.58万,1114.57万,1.63亿
915,600337,美克家居,3.35,1.52%,2.74%,6978.73万,5779.65万,1199.08万,1.31亿
916,600330,天通股份,20.1,1.52%,3.82%,4.89亿,4.15亿,7421.91万,9.34亿
917,300457,赢合科技,28.03,1.52%,0.93%,8912.99万,7385.36万,1527.63万,1.66亿
918,1369,双欣材料,16.12,1.51%,5.03%,8936.44万,7023.90万,1912.55万,1.62亿
919,301202,朗威股份,40.97,1.51%,1.34%,1000.42万,977.86万,22.56万,2036.84万
920,605222,起帆电缆,26.19,1.51%,3.02%,1.43亿,1.76亿,-3362.66万,3.24亿
921,688620,安凯微,11.41,1.51%,0.54%,776.81万,589.50万,187.31万,1421.93万
922,301236,软通动力,39.55,1.51%,0.56%,8096.25万,6786.59万,1309.66万,1.76亿
923,601127,赛力斯,89.65,1.51%,0.37%,2.96亿,2.18亿,7770.18万,5.17亿
924,600576,祥源文旅,6.04,1.51%,0.65%,1425.50万,1012.77万,412.73万,2591.09万
925,679,大连友谊,6.78,1.50%,0.38%,579.73万,294.71万,285.02万,905.40万
926,688213,思特威,93.38,1.50%,0.64%,9376.60万,8522.07万,854.53万,1.91亿
927,2996,顺博合金,7.46,1.50%,0.79%,1568.33万,861.09万,707.24万,2455.61万
928,300212,易华录,8.13,1.50%,1.31%,4259.64万,3047.02万,1212.62万,7511.65万
929,300811,铂科新材,84.5,1.50%,0.73%,8453.50万,5286.90万,3166.60万,1.46亿
930,2345,潮宏基,10.81,1.50%,0.71%,3694.86万,2799.54万,895.31万,6617.01万
931,603008,喜临门,12.19,1.50%,1.93%,5215.55万,3255.34万,1960.20万,8651.02万
932,600551,时代出版,8.13,1.50%,0.43%,1375.84万,946.52万,429.32万,2360.34万
933,300619,金银河,42.75,1.50%,1.43%,4462.90万,4251.59万,211.31万,8864.12万
934,2312,川发龙蟒,11.52,1.50%,0.54%,7446.86万,3939.78万,3507.08万,1.15亿
935,1368,通达创智,27.85,1.49%,0.67%,1091.91万,853.87万,238.04万,1988.62万
936,688795,摩尔线程,635.0,1.49%,5.57%,5.48亿,4.79亿,6919.99万,10.36亿
937,688536,思瑞浦,192.83,1.49%,1.00%,1.35亿,1.13亿,2250.58万,2.58亿
938,603496,恒为科技,29.29,1.49%,1.14%,6524.11万,3875.38万,2648.73万,1.07亿
939,2047,*ST宝鹰,5.46,1.49%,0.54%,2558.51万,1596.05万,962.47万,4457.48万
940,2042,华孚时尚,4.78,1.49%,1.90%,8786.81万,6466.85万,2319.96万,1.54亿
941,629,钒钛股份,3.41,1.49%,0.36%,7342.61万,4048.53万,3294.07万,1.16亿
942,628,高新发展,58.69,1.49%,1.30%,7212.50万,6941.19万,271.31万,1.50亿
943,688589,力合微,22.58,1.48%,0.50%,965.59万,494.66万,470.93万,1613.61万
944,300930,屹通新材,30.17,1.48%,0.59%,471.74万,304.93万,166.81万,834.36万
945,300369,绿盟科技,8.22,1.48%,0.79%,2604.50万,2489.55万,114.95万,5248.98万
946,2271,东方雨虹,16.51,1.48%,0.49%,8426.58万,5809.64万,2616.94万,1.55亿
947,688557,兰剑智能,31.65,1.47%,0.39%,744.44万,436.65万,307.79万,1265.16万
948,605178,时空科技,82.2,1.47%,1.73%,6574.99万,7217.64万,-642.65万,1.42亿
949,603040,新坐标,81.59,1.47%,0.35%,2603.20万,1167.08万,1436.12万,3893.77万
950,600609,金杯汽车,4.14,1.47%,0.54%,1960.56万,922.62万,1037.94万,2929.71万
951,823,超声电子,15.85,1.47%,1.37%,5791.63万,5118.48万,673.15万,1.16亿
952,559,万向钱潮,16.52,1.47%,1.24%,3.28亿,3.34亿,-633.22万,6.80亿
953,2538,ST司特,6.93,1.46%,0.64%,2138.90万,1543.88万,595.02万,3849.64万
954,2455,百川股份,11.84,1.46%,3.43%,1.08亿,1.35亿,-2666.80万,2.62亿
955,688023,安恒信息,51.34,1.46%,0.78%,2354.82万,1636.67万,718.15万,4043.87万
956,600037,歌华有线,7.65,1.46%,0.29%,1797.93万,1259.47万,538.46万,3099.01万
957,2759,天际股份,36.74,1.46%,4.40%,4.24亿,3.60亿,6345.81万,8.10亿
958,2518,科士达,47.99,1.46%,0.39%,6089.11万,4171.49万,1917.62万,1.05亿
959,2373,千方科技,9.7,1.46%,0.47%,3930.03万,2234.81万,1695.22万,6271.57万
960,688591,泰凌微,34.98,1.45%,1.30%,4192.12万,3058.07万,1134.06万,7579.37万
961,600032,浙江新能,9.8,1.45%,1.27%,1.64亿,1.26亿,3777.24万,3.00亿
962,300240,飞力达,7.01,1.45%,0.64%,633.09万,828.09万,-195.00万,1611.21万
963,300656,民德电子,23.08,1.45%,1.41%,2210.67万,1931.18万,279.49万,4260.58万
964,3033,征和工业,60.37,1.45%,0.90%,2839.51万,1448.37万,1391.14万,4347.08万
965,300925,法本信息,18.33,1.44%,0.55%,2028.29万,1361.53万,666.76万,3505.09万
966,603816,顾家家居,31.08,1.44%,0.37%,6666.22万,2481.97万,4184.26万,9221.36万
967,603598,引力传媒,21.12,1.44%,1.98%,5626.77万,5241.60万,385.18万,1.13亿
968,600438,通威股份,17.59,1.44%,0.56%,2.21亿,1.99亿,2252.42万,4.44亿
969,300505,川金诺,27.45,1.44%,2.58%,7436.74万,6935.47万,501.28万,1.52亿
970,301421,波长光电,94.97,1.43%,2.19%,5209.50万,4098.82万,1110.68万,9554.96万
971,605258,协和电子,36.97,1.43%,1.12%,1862.78万,1628.93万,233.85万,3626.17万
972,603682,锦和商管,7.1,1.43%,1.72%,2911.78万,2780.35万,131.43万,5754.83万
973,688186,广大特材,24.17,1.43%,0.93%,3352.36万,2649.69万,702.67万,6268.82万
974,600183,生益科技,67.86,1.43%,0.82%,6.56亿,5.92亿,6410.88万,13.20亿
975,603132,金徽股份,18.52,1.42%,0.27%,2753.09万,2034.64万,718.46万,4862.32万
976,301076,新瀚新材,38.5,1.42%,0.81%,1708.92万,1600.61万,108.31万,3425.95万
977,300437,清水源,15.75,1.42%,1.93%,3036.98万,2079.60万,957.38万,5224.78万
978,603515,欧普照明,20.05,1.42%,0.12%,1092.54万,642.17万,450.37万,1765.38万
979,600797,浙大网新,9.28,1.42%,0.94%,5472.02万,3241.10万,2230.92万,9114.08万
980,600732,爱旭股份,15.73,1.42%,0.69%,1.26亿,9128.56万,3429.97万,2.26亿
981,300655,晶瑞电材,14.97,1.42%,0.68%,6189.19万,4325.42万,1863.77万,1.07亿
982,2601,龙佰集团,17.88,1.42%,0.43%,8340.99万,6870.87万,1470.12万,1.54亿
983,2049,紫光国微,71.18,1.42%,0.56%,1.76亿,1.51亿,2474.80万,3.38亿
984,582,北部湾港,10.69,1.42%,0.29%,3475.39万,2225.92万,1249.47万,6942.92万
985,601868,中国能建,2.87,1.41%,0.81%,4.76亿,2.73亿,2.02亿,7.53亿
986,600531,豫光金铅,13.68,1.41%,1.30%,1.13亿,9774.36万,1529.97万,2.15亿
987,2388,新亚制程,5.02,1.41%,0.79%,929.09万,965.00万,-35.91万,1987.96万
988,301159,三维天地,41.99,1.40%,0.91%,1057.11万,902.88万,154.23万,2025.53万
989,600927,永安期货,14.49,1.40%,0.21%,2706.18万,1558.35万,1147.82万,4339.48万
990,688776,国光电气,85.33,1.40%,0.52%,2918.02万,1821.56万,1096.46万,4760.85万
991,2600,领益智造,13.77,1.40%,0.48%,2.10亿,2.38亿,-2739.45万,4.77亿
992,600302,标准股份,11.56,1.40%,1.06%,2267.26万,1919.30万,347.96万,4251.30万
993,300861,美畅股份,16.69,1.40%,0.61%,2004.43万,1800.01万,204.42万,4259.27万
994,688180,君实生物,44.11,1.40%,1.43%,2.52亿,2.08亿,4429.91万,4.78亿
995,603458,勘设股份,11.56,1.40%,1.67%,3088.69万,2383.73万,704.96万,5815.38万
996,301446,福事特,37.61,1.40%,0.86%,575.02万,445.86万,129.16万,1028.78万
997,2881,美格智能,39.2,1.40%,0.68%,2738.99万,1872.65万,866.34万,4801.84万
998,2400,省广集团,8.72,1.40%,1.60%,1.29亿,1.09亿,2067.91万,2.40亿
999,887,中鼎股份,18.86,1.40%,0.37%,4813.08万,3848.97万,964.12万,9125.60万
1000,688525,佰维存储,289.39,1.39%,4.54%,28.96亿,29.27亿,-3172.24万,60.24亿
1001,688091,上海谊众,58.01,1.38%,0.99%,6171.31万,5491.58万,679.73万,1.18亿
1002,688699,明微电子,46.38,1.38%,0.55%,1372.27万,1320.94万,51.32万,2785.32万
1003,605378,野马电池,20.51,1.38%,0.33%,1010.28万,713.77万,296.51万,1793.28万
1004,600429,三元股份,5.88,1.38%,0.52%,2131.67万,2288.58万,-156.91万,4531.47万
1005,300662,科锐国际,24.28,1.38%,0.77%,2516.15万,956.27万,1559.88万,3630.54万
1006,300235,方直科技,13.21,1.38%,0.83%,1120.87万,1000.85万,120.02万,2210.62万
1007,2912,中新赛克,26.39,1.38%,1.01%,2627.59万,1629.90万,997.69万,4314.49万
1008,2813,路畅科技,24.3,1.38%,0.46%,783.63万,506.73万,276.89万,1341.69万
1009,2705,新宝股份,17.58,1.38%,6.35%,4.81亿,4.44亿,3760.89万,9.43亿
1010,2010,传化智联,5.89,1.38%,0.39%,3911.71万,2396.02万,1515.69万,6384.84万
1011,688601,力芯微,53.22,1.37%,1.10%,2973.89万,2659.16万,314.73万,7739.64万
1012,301205,联特科技,265.5,1.37%,3.66%,3.78亿,3.72亿,547.45万,7.98亿
1013,600502,安徽建工,5.94,1.37%,1.18%,6233.36万,5298.30万,935.06万,1.23亿
1014,600343,航天动力,35.41,1.37%,3.46%,3.71亿,3.71亿,-29.47万,7.73亿
1015,300169,天晟新材,5.9,1.37%,0.64%,593.74万,527.04万,66.70万,1135.24万
1016,2664,信质集团,21.48,1.37%,0.62%,2472.21万,2733.03万,-260.83万,5341.43万
1017,2590,万安科技,12.61,1.37%,0.54%,2005.29万,1268.69万,736.60万,3392.67万
1018,2506,协鑫集成,4.43,1.37%,3.14%,3.86亿,3.59亿,2700.22万,8.00亿
1019,1283,豪鹏科技,70.2,1.36%,2.24%,6332.96万,5883.72万,449.24万,1.26亿
1020,688472,阿特斯,13.38,1.36%,1.07%,9117.02万,8492.46万,624.56万,1.91亿
1021,301081,严牌股份,14.94,1.36%,0.84%,1561.18万,1096.41万,464.77万,2719.05万
1022,300248,新开普,10.44,1.36%,0.59%,1204.97万,1032.62万,172.35万,2520.13万
1023,688456,有研粉材,57.28,1.36%,0.70%,1940.03万,1769.32万,170.71万,4103.65万
1024,601958,金钼股份,19.33,1.36%,0.21%,5693.08万,6763.31万,-1070.22万,1.30亿
1025,300628,亿联网络,35.77,1.36%,0.32%,4647.85万,3209.14万,1438.72万,8159.31万
1026,300518,新迅达,20.85,1.36%,1.15%,2629.41万,1997.01万,632.40万,4776.55万
1027,300403,汉宇集团,11.96,1.36%,0.67%,1556.72万,1806.36万,-249.63万,3393.23万
1028,300103,达刚控股,7.46,1.36%,0.94%,1176.55万,984.86万,191.69万,2228.58万
1029,301566,达利凯普,21.07,1.35%,1.07%,1934.02万,2467.13万,-533.11万,4647.89万
1030,301110,青木科技,61.03,1.35%,1.23%,2300.30万,2199.77万,100.53万,4886.25万
1031,301005,超捷股份,169.44,1.35%,3.07%,3.30亿,3.20亿,1050.35万,6.83亿
1032,301035,润丰股份,78.93,1.35%,0.12%,1293.07万,1316.05万,-22.98万,2654.86万
1033,601163,三角轮胎,14.26,1.35%,0.23%,1540.32万,1133.32万,407.00万,2697.58万
1034,600664,哈药股份,4.5,1.35%,15.74%,6.56亿,11.96亿,-5.40亿,18.73亿
1035,600589,大位科技,11.29,1.35%,3.84%,3.53亿,2.77亿,7570.94万,6.42亿
1036,600100,同方股份,8.24,1.35%,0.43%,7311.66万,4050.20万,3261.46万,1.18亿
1037,2559,亚威股份,10.52,1.35%,1.01%,2924.19万,2371.92万,552.27万,5349.69万
1038,558,天府文旅,4.51,1.35%,1.09%,4342.89万,1818.96万,2523.93万,6312.95万
1039,301469,恒达新材,34.03,1.34%,0.73%,590.98万,534.72万,56.26万,1146.47万
1040,2973,侨银股份,12.87,1.34%,0.31%,643.46万,510.97万,132.48万,1241.46万
1041,2196,方正电机,14.37,1.34%,3.35%,1.12亿,1.24亿,-1187.27万,2.38亿
1042,600397,江钨装备,14.32,1.34%,1.14%,7077.85万,7745.40万,-667.55万,1.60亿
1043,603887,城地香江,16.62,1.34%,1.05%,6311.67万,3982.24万,2329.42万,1.05亿
1044,300118,东方日升,16.67,1.34%,1.65%,1.27亿,1.07亿,1959.03万,2.52亿
1045,758,中色股份,6.79,1.34%,0.61%,4893.28万,3044.99万,1848.29万,8211.12万
1046,688629,华丰科技,133.74,1.33%,6.94%,7.76亿,8.96亿,-1.20亿,17.02亿
1047,688020,方邦股份,92.11,1.33%,0.67%,2120.65万,2633.72万,-513.07万,4992.94万
