序号,股票代码,股票简称,最新价,涨跌幅,换手率,流入资金,流出资金,净额,成交额
94,600382,广东明珠,10.05,7.72%,3.82%,1.66亿,8514.09万,8083.54万,2.56亿
95,534,万泽股份,44.88,7.55%,4.04%,5.07亿,3.76亿,1.31亿,8.86亿
96,603129,春风动力,273.91,7.47%,2.54%,6.37亿,3.92亿,2.45亿,10.31亿
97,300502,新易盛,533.84,7.42%,2.99%,77.57亿,57.78亿,19.79亿,136.49亿
98,600673,东阳光,35.87,7.40%,1.98%,12.74亿,7.93亿,4.80亿,20.78亿
99,301345,涛涛车业,238.1,7.38%,6.00%,2.94亿,1.99亿,9413.30万,4.97亿
100,603032,德新科技,21.62,7.35%,9.89%,2.43亿,2.44亿,-79.03万,4.87亿
101,2042,华孚时尚,5.05,7.22%,5.16%,2.64亿,1.57亿,1.07亿,4.28亿
102,600184,光电股份,21.75,7.20%,5.54%,3.85亿,2.71亿,1.14亿,6.87亿
103,2595,豪迈科技,86.76,7.20%,0.55%,2.24亿,1.52亿,7235.32万,3.78亿
104,300069,金利华电,23.8,7.16%,10.58%,1.77亿,1.09亿,6818.73万,2.87亿
105,688025,杰普特,291.0,7.15%,3.51%,5.05亿,3.59亿,1.46亿,9.19亿
106,300385,ST雪浪,14.7,7.14%,7.01%,1.69亿,1.22亿,4712.65万,2.92亿
107,300052,中青宝,13.99,7.12%,15.89%,3.17亿,2.47亿,6999.34万,5.68亿
108,301128,强瑞技术,190.51,7.11%,6.54%,6.13亿,5.25亿,8746.62万,11.40亿
109,688159,有方科技,45.8,7.08%,3.76%,9458.28万,5970.40万,3487.88万,1.56亿
110,600549,厦门钨业,60.23,7.08%,3.78%,19.93亿,13.94亿,5.99亿,34.21亿
111,2240,盛新锂能,49.51,7.00%,7.49%,17.41亿,16.45亿,9595.40万,33.96亿
112,603601,再升科技,15.32,6.98%,18.20%,17.15亿,13.71亿,3.44亿,30.97亿
113,300276,三丰智能,7.37,6.97%,4.90%,2.18亿,1.60亿,5794.36万,3.79亿
114,2842,翔鹭钨业,33.88,6.94%,12.69%,6.56亿,4.37亿,2.19亿,11.09亿
115,301360,荣旗科技,80.17,6.89%,9.63%,1.24亿,6886.54万,5485.98万,1.94亿
116,2943,宇晶股份,57.21,6.85%,14.08%,6.18亿,5.23亿,9478.40万,11.49亿
117,301321,翰博高新,23.6,6.79%,3.77%,7685.18万,5111.19万,2573.99万,1.29亿
118,300953,震裕科技,201.6,6.76%,6.96%,9.85亿,7.52亿,2.33亿,17.40亿
119,300277,汽轮科技,19.89,6.76%,5.05%,4.87亿,2.70亿,2.17亿,7.58亿
120,600986,浙文互联,10.91,6.75%,14.84%,13.55亿,10.31亿,3.24亿,23.98亿
121,301086,鸿富瀚,156.43,6.73%,4.15%,1.69亿,1.24亿,4528.47万,2.96亿
122,603358,华达科技,34.79,6.69%,2.78%,2.47亿,1.86亿,6048.40万,4.35亿
123,603698,航天工程,42.17,6.68%,9.88%,10.38亿,11.37亿,-9922.70万,21.79亿
124,605178,时空科技,86.39,6.64%,3.19%,1.40亿,1.20亿,2033.92万,2.65亿
125,2328,新朋股份,13.33,6.64%,23.64%,9.41亿,8.26亿,1.14亿,17.71亿
126,300394,天孚通信,352.4,6.57%,3.80%,60.02亿,39.73亿,20.29亿,100.27亿
127,2733,雄韬股份,32.14,6.56%,8.02%,5.55亿,3.67亿,1.88亿,9.29亿
128,2132,恒星科技,4.42,6.51%,12.96%,4.24亿,3.80亿,4381.16万,8.08亿
129,300928,华安鑫创,30.55,6.45%,5.12%,4433.06万,3846.83万,586.23万,8347.89万
130,688382,益方生物,22.63,6.39%,3.87%,2.80亿,2.06亿,7356.42万,4.97亿
131,603115,海星股份,47.32,6.34%,2.62%,1.63亿,1.21亿,4215.99万,2.90亿
132,636,风华高科,22.37,6.32%,5.38%,8.72亿,4.59亿,4.13亿,13.59亿
133,300738,奥飞数据,24.87,6.28%,8.09%,11.96亿,7.36亿,4.59亿,19.46亿
134,600186,莲花控股,8.17,6.24%,13.56%,11.02亿,7.96亿,3.07亿,19.17亿
135,605198,安德利,46.93,6.22%,1.07%,8032.64万,5092.24万,2940.40万,1.33亿
136,300657,弘信电子,34.82,6.16%,6.64%,6.54亿,3.90亿,2.64亿,10.61亿
137,300478,杭州高新,26.74,6.15%,3.43%,7246.74万,4115.28万,3131.46万,1.14亿
138,603206,嘉环科技,17.52,6.12%,4.88%,1.34亿,1.28亿,669.13万,2.63亿
139,688719,爱科赛博,53.05,6.10%,4.03%,1.05亿,8074.18万,2384.59万,1.88亿
140,300751,迈为股份,236.74,6.08%,4.96%,12.34亿,9.01亿,3.34亿,21.92亿
141,300442,润泽科技,95.73,6.06%,3.09%,29.61亿,17.47亿,12.14亿,47.34亿
142,688486,龙迅股份,68.33,6.04%,2.15%,1.05亿,8883.05万,1576.64万,1.94亿
143,2859,洁美科技,44.66,6.03%,1.45%,1.56亿,9863.79万,5731.23万,2.56亿
144,300895,铜牛信息,63.76,6.02%,8.95%,4.69亿,2.99亿,1.70亿,7.77亿
145,593,德龙汇能,17.66,6.00%,4.79%,1.70亿,1.26亿,4492.03万,2.99亿
146,603308,应流股份,68.88,5.95%,2.66%,7.12亿,4.93亿,2.20亿,12.11亿
147,688,国城矿业,46.06,5.93%,1.77%,5.44亿,4.20亿,1.24亿,9.67亿
148,301222,浙江恒威,38.69,5.91%,5.03%,8615.89万,6087.68万,2528.20万,1.53亿
149,300163,先锋新材,4.85,5.90%,5.12%,7375.58万,3421.99万,3953.59万,1.10亿
150,603399,永杉锂业,12.76,5.89%,13.88%,4.26亿,4.83亿,-5734.65万,9.12亿
151,300163,先锋新材,4.85,5.90%,5.12%,7375.58万,3421.99万,3953.59万,1.10亿
152,603399,永杉锂业,12.76,5.89%,13.88%,4.26亿,4.83亿,-5734.65万,9.12亿
153,603458,勘设股份,12.07,5.88%,4.52%,9741.55万,6463.99万,3277.56万,1.62亿
154,600251,冠农股份,11.54,5.87%,1.50%,8316.85万,4757.95万,3558.90万,1.32亿
155,2378,章源钨业,31.9,5.84%,4.54%,9.66亿,7.02亿,2.64亿,16.90亿
156,688486,龙迅股份,68.2,5.83%,2.23%,1.06亿,9453.28万,1181.82万,2.02亿
157,688027,国盾量子,611.66,5.82%,4.49%,12.48亿,9.42亿,3.05亿,21.97亿
158,688146,中船特气,63.63,5.80%,9.36%,4.71亿,3.80亿,9100.16万,8.53亿
159,2703,浙江世宝,20.45,5.79%,8.90%,5.98亿,4.57亿,1.41亿,10.58亿
160,301068,大地海洋,33.7,5.78%,1.11%,1845.24万,1774.55万,70.69万,3677.48万
161,600176,中国巨石,32.89,5.76%,3.20%,21.89亿,20.10亿,1.79亿,42.21亿
162,2469,三维化学,8.83,5.75%,3.44%,1.16亿,7237.57万,4381.46万,1.89亿
163,2899,英派斯,32.92,5.72%,2.68%,8020.66万,4730.19万,3290.48万,1.29亿
164,2738,中矿资源,85.18,5.72%,3.78%,14.10亿,8.41亿,5.68亿,22.81亿
165,600126,杭钢股份,10.07,5.67%,5.29%,10.17亿,7.28亿,2.89亿,17.62亿
166,301285,鸿日达,97.65,5.66%,1.91%,2.23亿,1.64亿,5939.54万,3.90亿
167,600105,永鼎股份,39.66,5.65%,10.51%,34.35亿,24.64亿,9.72亿,59.40亿
168,301178,天亿马,55.19,5.63%,6.38%,9609.57万,7805.37万,1804.20万,1.75亿
169,688006,杭可科技,31.0,5.62%,3.10%,3.38亿,2.35亿,1.04亿,5.75亿
170,688677,海泰新光,73.5,5.60%,4.68%,2.18亿,1.83亿,3469.23万,4.06亿
171,300316,晶盛机电,45.86,5.60%,2.86%,8.84亿,6.51亿,2.32亿,15.50亿
172,1367,海森药业,27.37,5.59%,5.39%,9844.01万,7584.22万,2259.79万,1.76亿
173,1223,欧克科技,54.88,5.58%,1.27%,3784.12万,2535.59万,1248.54万,6371.22万
174,300687,赛意信息,20.04,5.58%,3.14%,1.14亿,8545.54万,2816.51万,2.03亿
175,300383,光环新网,18.84,5.55%,7.82%,15.44亿,10.51亿,4.93亿,26.15亿
176,688356,键凯科技,109.6,5.54%,1.80%,6689.62万,4365.47万,2324.16万,1.17亿
177,600476,湘邮科技,11.63,5.54%,2.23%,1701.35万,1335.27万,366.08万,4157.26万
178,2805,丰元股份,18.58,5.51%,14.52%,3.39亿,4.20亿,-8089.48万,7.60亿
179,688158,优刻得,48.3,5.50%,9.24%,9.92亿,7.95亿,1.97亿,17.94亿
180,300870,欧陆通,356.56,5.49%,3.04%,6.46亿,5.31亿,1.15亿,11.84亿
181,688003,天准科技,73.0,5.49%,2.14%,1.50亿,1.54亿,-462.87万,3.06亿
182,688802,沐曦股份,717.0,5.46%,17.73%,12.35亿,10.11亿,2.24亿,22.66亿
183,300986,志特新材,25.09,5.46%,9.13%,5.59亿,3.69亿,1.91亿,9.35亿
184,600094,大名城,4.86,5.42%,1.57%,8593.10万,6674.64万,1918.46万,1.57亿
185,688279,峰岹科技,180.67,5.41%,1.93%,1.67亿,1.56亿,1101.66万,3.24亿
186,2798,帝欧水华,7.03,5.40%,8.72%,1.53亿,1.36亿,1788.85万,2.91亿
187,2575,群兴玩具,6.86,5.38%,12.22%,2.90亿,1.91亿,9852.56万,4.83亿
188,300058,蓝色光标,17.31,5.36%,12.45%,39.77亿,34.85亿,4.92亿,74.98亿
189,688692,达梦数据,247.13,5.34%,1.93%,2.04亿,1.41亿,6333.22万,3.47亿
190,603685,晨丰科技,30.85,5.33%,1.45%,4583.84万,3600.58万,983.26万,8805.96万
191,600338,西藏珠峰,20.0,5.32%,8.38%,9.45亿,5.76亿,3.69亿,15.29亿
192,300767,震安科技,23.37,5.27%,4.83%,1.68亿,9984.69万,6844.85万,2.69亿
193,301091,深城交,22.65,5.25%,0.92%,4100.74万,3557.67万,543.07万,1.12亿
194,301489,思泉新材,208.89,5.23%,6.46%,3.81亿,2.49亿,1.32亿,6.34亿
195,603488,展鹏科技,11.47,5.23%,4.21%,7509.06万,6366.00万,1143.05万,1.39亿
196,762,西藏矿业,35.5,5.22%,9.19%,9.12亿,7.75亿,1.37亿,17.03亿
197,301139,元道通信,18.97,5.21%,10.80%,8831.66万,6428.53万,2403.13万,1.54亿
198,2838,道恩股份,28.26,5.21%,1.36%,9370.00万,6517.66万,2852.34万,1.59亿
199,688135,利扬芯片,35.82,5.17%,8.55%,3.89亿,3.17亿,7261.64万,7.08亿
200,600482,中国动力,38.83,5.17%,1.35%,6.76亿,4.68亿,2.09亿,11.68亿
201,688678,福立旺,27.7,5.16%,5.20%,2.39亿,1.70亿,6881.41万,4.11亿
202,300679,电连技术,43.08,5.15%,4.58%,3.89亿,2.83亿,1.06亿,6.87亿
203,600356,恒丰纸业,9.63,5.13%,5.21%,8333.61万,6563.43万,1770.18万,1.50亿
204,600433,冠豪高新,3.71,5.10%,3.60%,1.30亿,1.04亿,2558.79万,2.35亿
205,688182,灿勤科技,30.8,5.08%,1.27%,8399.78万,6979.57万,1420.21万,1.55亿
206,301061,匠心家居,74.21,5.08%,0.81%,4983.95万,3600.89万,1383.06万,8608.16万
207,1358,兴欣新材,27.15,5.07%,3.10%,2545.54万,1586.69万,958.85万,4143.36万
208,2209,达意隆,15.76,5.07%,3.11%,4909.83万,2542.89万,2366.94万,7492.78万
209,2762,*ST金比,7.88,5.07%,4.18%,2491.49万,4418.47万,-1926.98万,6916.43万
210,609,ST中迪,9.77,5.05%,1.03%,1228.23万,1673.59万,-445.36万,2903.39万
211,300491,通合科技,26.75,5.03%,4.54%,1.06亿,7580.60万,3040.54万,1.87亿
212,1234,泰慕士,28.23,5.02%,2.71%,4103.93万,2834.59万,1269.33万,6969.28万
213,603300,海南华铁,7.11,5.02%,3.88%,3.83亿,1.56亿,2.27亿,5.42亿
214,1300,三柏硕,17.82,5.01%,4.28%,9306.57万,9336.92万,-30.35万,1.87亿
215,603138,海量数据,21.37,5.01%,3.68%,1.30亿,9030.87万,4002.90万,2.23亿
216,603268,*ST松发,121.22,5.00%,1.73%,2.45亿,2.39亿,534.07万,4.84亿
217,300418,昆仑万维,52.27,4.98%,4.40%,18.15亿,10.38亿,7.77亿,28.67亿
218,600397,江钨装备,14.83,4.95%,3.59%,2.91亿,2.17亿,7349.79万,5.18亿
219,605081,*ST太和,7.23,4.93%,0.87%,0.00,711.58万,-711.58万,714.61万
220,688507,索辰科技,91.73,4.92%,3.81%,9856.99万,7150.34万,2706.65万,1.71亿
221,4,*ST国华,3.64,4.90%,0.51%,0.00,232.67万,-232.67万,233.62万
222,688200,华峰测控,300.0,4.90%,1.12%,2.50亿,1.90亿,6041.47万,4.46亿
223,600300,维维股份,3.64,4.90%,3.83%,1.43亿,8006.87万,6257.76万,2.23亿
224,3023,彩虹集团,27.62,4.86%,3.38%,5825.15万,3675.50万,2149.65万,9725.60万
225,301106,骏成科技,29.77,4.82%,2.10%,3287.46万,2954.70万,332.76万,6278.72万
226,300684,中石科技,56.77,4.82%,4.57%,2.94亿,1.77亿,1.17亿,5.18亿
227,2511,中顺洁柔,8.7,4.82%,1.91%,1.30亿,7501.86万,5517.47万,2.07亿
228,688301,奕瑞科技,111.68,4.77%,0.82%,1.14亿,7670.69万,3752.90万,1.91亿
229,300017,网宿科技,19.13,4.76%,9.05%,23.32亿,16.12亿,7.19亿,39.72亿
230,2353,杰瑞股份,114.67,4.74%,2.10%,8.99亿,7.47亿,1.52亿,16.53亿
231,2192,融捷股份,78.84,4.73%,10.59%,12.71亿,8.79亿,3.92亿,21.65亿
232,300559,佳发教育,15.37,4.70%,5.73%,1.54亿,1.13亿,4083.31万,2.68亿
233,155,川能动力,16.74,4.69%,4.38%,8.01亿,5.51亿,2.51亿,13.58亿
234,301419,阿莱德,46.58,4.67%,7.25%,1.48亿,1.10亿,3855.55万,2.62亿
235,601339,百隆东方,8.1,4.65%,1.18%,7768.76万,6314.28万,1454.49万,1.42亿
236,603139,康惠股份,30.95,4.63%,5.88%,9202.36万,8694.41万,507.95万,1.79亿
237,2663,普邦股份,2.26,4.63%,7.61%,9606.46万,1.23亿,-2716.78万,2.24亿
238,301085,亚康股份,67.42,4.62%,13.97%,2.59亿,2.98亿,-3906.76万,5.58亿
239,300938,信测标准,47.65,4.61%,3.99%,2.02亿,1.84亿,1854.60万,3.95亿
240,603496,恒为科技,30.19,4.61%,3.46%,2.08亿,1.18亿,9010.16万,3.28亿
241,300245,天玑科技,14.06,4.61%,7.26%,1.82亿,1.26亿,5557.37万,3.10亿
242,300912,凯龙高科,26.58,4.60%,8.13%,1.03亿,7933.17万,2325.72万,1.84亿
243,600331,宏达股份,16.37,4.60%,1.92%,3.55亿,2.34亿,1.21亿,6.34亿
244,300214,日科化学,7.73,4.60%,3.17%,5681.43万,4063.06万,1618.38万,9758.80万
245,601113,华鼎股份,4.56,4.59%,2.76%,7846.91万,6058.19万,1788.72万,1.40亿
246,301053,远信工业,59.39,4.58%,5.15%,1.34亿,1.28亿,658.37万,2.62亿
247,2929,润建股份,62.06,4.57%,6.77%,4.65亿,3.84亿,8090.88万,8.71亿
248,300656,民德电子,23.78,4.53%,3.58%,5891.05万,4957.11万,933.94万,1.12亿
249,688257,新锐股份,78.0,4.52%,2.55%,2.89亿,2.06亿,8344.84万,4.98亿
250,1339,智微智能,70.45,4.49%,6.18%,2.71亿,2.45亿,2662.88万,5.19亿
251,688257,新锐股份,78.0,4.52%,2.55%,2.89亿,2.06亿,8344.84万,4.98亿
252,1339,智微智能,70.45,4.49%,6.18%,2.71亿,2.45亿,2662.88万,5.19亿
253,301499,维科精密,35.21,4.48%,15.52%,1.11亿,7914.62万,3180.62万,1.90亿
254,688150,莱特光电,49.02,4.48%,1.72%,1.70亿,1.49亿,2151.55万,3.33亿
255,603067,振华股份,37.3,4.48%,3.43%,4.77亿,4.24亿,5310.81万,9.03亿
256,688237,超卓航科,58.06,4.46%,1.61%,5429.95万,2834.80万,2595.15万,8293.82万
257,700,模塑科技,11.97,4.45%,4.47%,2.79亿,2.10亿,6882.01万,4.91亿
258,688520,神州细胞,45.2,4.44%,1.07%,1.15亿,9426.12万,2059.29万,2.11亿
259,2015,协鑫能科,18.59,4.44%,8.25%,12.56亿,11.95亿,6090.40万,24.64亿
260,301248,杰创智能,60.3,4.42%,13.17%,4.61亿,4.33亿,2817.55万,8.99亿
261,2222,福晶科技,87.25,4.42%,3.79%,9.18亿,6.00亿,3.18亿,15.21亿
262,688503,聚和材料,96.56,4.40%,3.67%,4.51亿,2.20亿,2.31亿,7.02亿
263,2305,*ST南置,2.38,4.39%,1.83%,3891.74万,3375.67万,516.07万,7497.82万
264,300609,汇纳科技,37.83,4.39%,3.58%,9920.21万,6017.25万,3902.96万,1.61亿
265,300846,首都在线,31.22,4.38%,9.34%,6.65亿,4.59亿,2.06亿,11.32亿
266,300531,优博讯,20.0,4.38%,5.21%,1.85亿,1.33亿,5227.33万,3.19亿
267,600676,交运股份,7.89,4.37%,0.78%,3720.62万,2329.43万,1391.20万,6208.78万
268,300571,平治信息,36.36,4.36%,12.80%,2.70亿,2.62亿,851.26万,5.34亿
269,688449,联芸科技,48.51,4.35%,2.31%,1.65亿,1.45亿,1982.08万,3.23亿
270,300608,思特奇,13.18,4.35%,5.84%,1.16亿,1.04亿,1192.61万,2.20亿
271,300776,帝尔激光,83.91,4.34%,4.16%,3.61亿,2.17亿,1.44亿,5.79亿
272,2708,光洋股份,13.69,4.34%,4.70%,1.96亿,1.41亿,5440.09万,3.37亿
273,605376,博迁新材,111.41,4.33%,1.92%,3.15亿,2.30亿,8519.97万,5.49亿
274,605289,罗曼股份,132.04,4.29%,5.68%,4.05亿,3.97亿,774.92万,8.04亿
275,2197,证通电子,8.26,4.29%,4.14%,1.07亿,7158.14万,3589.56万,1.79亿
276,605090,九丰能源,41.5,4.27%,2.88%,4.55亿,3.62亿,9299.75万,8.29亿
277,605117,德业股份,142.09,4.25%,1.49%,10.55亿,8.15亿,2.40亿,18.86亿
278,2947,恒铭达,72.34,4.25%,5.22%,3.90亿,3.25亿,6479.34万,7.19亿
279,573,粤宏远A,4.91,4.25%,3.54%,6120.86万,4561.68万,1559.18万,1.08亿
280,688156,路德科技,25.67,4.22%,4.69%,8100.45万,3811.08万,4289.37万,1.20亿
281,600590,泰豪科技,14.82,4.22%,5.04%,3.82亿,2.35亿,1.46亿,6.21亿
282,301040,中环海陆,33.67,4.21%,5.87%,9435.13万,8749.74万,685.39万,1.84亿
283,603171,税友股份,55.93,4.21%,2.30%,2.71亿,2.49亿,2239.42万,5.22亿
284,300750,宁德时代,449.15,4.21%,1.04%,107.51亿,89.85亿,17.66亿,197.88亿
