序号,股票代码,股票简称,最新价,涨跌幅,换手率,流入资金,流出资金,净额,成交额
1096,301100,风光股份,18.58,1.81%,0.84%,705.41万,642.26万,63.15万,1347.85万
1097,301099,雅创电子,53.34,1.81%,3.68%,8977.78万,8578.31万,399.47万,1.76亿
1098,688360,德马科技,19.12,1.81%,0.47%,1453.20万,781.51万,671.69万,2235.10万
1099,300414,中光防雷,14.1,1.81%,1.17%,3027.14万,2098.90万,928.24万,5128.29万
1100,300353,东土科技,19.74,1.81%,0.89%,5563.18万,3822.79万,1740.40万,9386.96万
1101,300197,节能铁汉,1.69,1.81%,0.66%,1942.27万,1341.70万,600.56万,3286.29万
1102,2594,比亚迪,104.89,1.81%,1.04%,22.95亿,14.92亿,8.03亿,37.87亿
1103,301280,珠城科技,62.88,1.80%,3.49%,5404.43万,3382.08万,2022.35万,8789.04万
1104,688560,明冠新材,14.74,1.80%,0.95%,1817.20万,984.93万,832.28万,2803.65万
1105,600556,天下秀,6.23,1.80%,1.47%,9632.17万,6814.82万,2817.35万,1.64亿
1106,300528,幸福蓝海,16.96,1.80%,2.92%,9110.65万,9401.09万,-290.45万,1.85亿
1107,601519,大智慧,10.76,1.80%,0.71%,9472.65万,5548.24万,3924.41万,1.50亿
1108,600664,哈药股份,4.52,1.80%,19.03%,8.39亿,14.12亿,-5.73亿,22.51亿
1109,300496,中科创达,61.61,1.80%,1.65%,2.03亿,1.71亿,3156.29万,3.74亿
1110,2236,大华股份,19.2,1.80%,2.12%,5.16亿,4.67亿,4904.75万,9.82亿
1111,2055,ST得润,6.21,1.80%,2.01%,4795.81万,2595.69万,2200.12万,7393.49万
1112,582,北部湾港,10.73,1.80%,0.75%,1.07亿,6561.78万,4180.32万,1.73亿
1113,301186,超达装备,66.7,1.79%,3.90%,9221.03万,1.03亿,-1030.57万,1.95亿
1114,605177,东亚药业,20.45,1.79%,0.76%,1050.82万,682.61万,368.22万,1735.68万
1115,2623,亚玛顿,22.16,1.79%,1.37%,3720.93万,2266.88万,1454.06万,5988.26万
1116,603059,倍加洁,34.09,1.79%,1.23%,2038.02万,2150.30万,-112.29万,4188.66万
1117,603006,联明股份,13.08,1.79%,0.51%,897.31万,772.20万,125.11万,1669.64万
1118,300187,永清环保,5.11,1.79%,0.67%,1264.87万,895.92万,368.95万,2161.30万
1119,2156,通富微电,47.83,1.79%,3.22%,13.11亿,10.03亿,3.08亿,23.14亿
1120,758,中色股份,6.82,1.79%,1.08%,8865.31万,5563.16万,3302.15万,1.44亿
1121,688515,裕太微,128.85,1.78%,1.80%,6260.82万,5197.85万,1062.97万,1.15亿
1122,605589,圣泉集团,37.2,1.78%,2.14%,3.23亿,3.39亿,-1562.84万,6.62亿
1123,603025,大豪科技,14.83,1.78%,0.56%,5105.92万,4034.24万,1071.68万,9164.32万
1124,300512,中亚股份,9.14,1.78%,0.54%,877.78万,713.68万,164.10万,1591.55万
1125,300183,东软载波,14.87,1.78%,1.14%,3018.43万,3235.18万,-216.75万,6253.76万
1126,426,兴业银锡,44.65,1.78%,1.66%,7.22亿,5.82亿,1.40亿,13.04亿
1127,688306,均普智能,9.18,1.77%,0.50%,3346.89万,2262.91万,1083.98万,5609.98万
1128,605588,冠石科技,56.22,1.77%,1.02%,2289.84万,1843.45万,446.38万,4133.86万
1129,605567,春雪食品,10.91,1.77%,0.90%,1085.46万,850.14万,235.33万,1935.82万
1130,300782,卓胜微,103.23,1.77%,2.69%,6.39亿,5.94亿,4528.40万,12.33亿
1131,300487,蓝晓科技,70.25,1.77%,0.37%,3938.48万,4083.21万,-144.73万,8023.09万
1132,2384,东山精密,148.38,1.77%,3.10%,34.33亿,28.67亿,5.66亿,63.00亿
1133,159,国际实业,6.31,1.77%,1.52%,2778.74万,1787.89万,990.85万,4566.81万
1134,2843,泰嘉股份,24.89,1.76%,6.47%,2.09亿,1.92亿,1609.44万,4.01亿
1135,301121,紫建电子,37.59,1.76%,1.25%,1385.42万,983.79万,401.63万,2370.34万
1136,603839,安正时尚,7.51,1.76%,0.33%,615.70万,321.61万,294.09万,937.38万
1137,688244,永信至诚,19.18,1.75%,0.52%,938.52万,555.78万,382.74万,1494.68万
1138,603132,金徽股份,18.58,1.75%,0.46%,4627.70万,3752.63万,875.07万,8383.48万
1139,301057,汇隆新材,32.56,1.75%,1.21%,1977.57万,1246.45万,731.12万,3224.67万
1140,603721,*ST天择,22.12,1.75%,1.56%,2024.44万,2490.61万,-466.18万,4515.27万
1141,603709,中源家居,16.85,1.75%,0.57%,683.01万,508.08万,174.93万,1191.26万
1142,600603,广汇物流,6.96,1.75%,1.19%,5974.62万,3868.77万,2105.85万,9843.46万
1143,600551,时代出版,8.15,1.75%,0.50%,1628.15万,1131.58万,496.57万,2759.81万
1144,300663,科蓝软件,13.36,1.75%,0.93%,3553.95万,2111.42万,1442.53万,5666.84万
1145,2848,*ST高斯,14.53,1.75%,1.11%,1739.11万,895.66万,843.44万,2636.08万
1146,2758,浙农股份,9.89,1.75%,0.95%,2851.79万,2009.60万,842.20万,4861.58万
1147,913,钱江摩托,15.12,1.75%,0.66%,3088.87万,2106.37万,982.51万,5195.99万
1148,301001,凯淳股份,28.67,1.74%,0.96%,722.08万,657.67万,64.40万,1380.03万
1149,2678,珠江钢琴,5.85,1.74%,0.86%,3667.50万,3168.89万,498.61万,6839.33万
1150,300811,铂科新材,84.7,1.74%,1.33%,1.63亿,1.04亿,5986.99万,2.67亿
1151,601168,西部矿业,28.73,1.74%,1.18%,4.28亿,3.77亿,5165.74万,8.05亿
1152,600478,科力远,7.62,1.74%,1.92%,1.29亿,1.14亿,1461.71万,2.43亿
1153,300025,华星创业,5.26,1.74%,1.07%,1650.29万,1167.84万,482.45万,2819.39万
1154,2922,伊戈尔,39.25,1.74%,3.19%,2.55亿,2.10亿,4539.01万,4.65亿
1155,688201,信安世纪,14.14,1.73%,1.13%,2422.05万,2354.20万,67.85万,4776.76万
1156,301275,汉朔科技,41.81,1.73%,1.08%,7787.87万,5437.28万,2350.58万,1.32亿
1157,300939,秋田微,40.62,1.73%,2.26%,5882.29万,4985.20万,897.09万,1.09亿
1158,301571,国科天成,72.86,1.73%,3.06%,1.34亿,1.34亿,-36.61万,2.68亿
1159,688567,孚能科技,13.54,1.73%,0.80%,7346.78万,5803.77万,1543.00万,1.32亿
1160,603815,交建股份,6.47,1.73%,10.03%,1.87亿,2.21亿,-3381.49万,4.07亿
1161,300226,上海钢联,25.26,1.73%,1.44%,7244.37万,3839.41万,3404.96万,1.11亿
1162,2279,久其软件,8.22,1.73%,1.59%,6369.76万,3885.03万,2484.73万,1.03亿
1163,2243,力合科创,8.84,1.73%,0.34%,2149.50万,1483.13万,666.37万,3632.90万
1164,2237,恒邦股份,15.27,1.73%,1.17%,1.22亿,9049.91万,3111.82万,2.12亿
1165,688051,佳华科技,31.99,1.72%,0.50%,745.13万,485.78万,259.35万,1232.39万
1166,605162,新中港,13.04,1.72%,7.29%,2.02亿,1.67亿,3531.07万,3.70亿
1167,301118,恒光股份,24.22,1.72%,0.96%,1395.16万,1022.00万,373.16万,2417.41万
1168,1376,百通能源,16.0,1.72%,2.97%,5517.87万,4472.52万,1045.35万,9993.27万
1169,300195,长荣股份,7.7,1.72%,1.61%,2662.48万,1188.87万,1473.62万,3852.12万
1170,2742,*ST三圣,4.72,1.72%,1.04%,1885.15万,684.26万,1200.89万,2574.13万
1171,2271,东方雨虹,16.55,1.72%,0.89%,1.62亿,1.18亿,4384.81万,2.79亿
1172,300833,浩洋股份,33.82,1.71%,0.56%,794.10万,726.71万,67.39万,1522.15万
1173,688004,博汇科技,22.58,1.71%,0.93%,945.23万,708.11万,237.13万,1653.84万
1174,688589,力合微,22.63,1.71%,1.18%,2402.31万,1467.02万,935.29万,3869.79万
1175,300564,筑博设计,14.89,1.71%,0.72%,689.36万,507.85万,181.50万,1197.50万
1176,300827,上能电气,38.06,1.71%,3.73%,3.08亿,2.39亿,6924.74万,5.47亿
1177,603507,振江股份,45.9,1.71%,3.85%,1.63亿,1.54亿,987.32万,3.17亿
1178,600581,*ST八钢,2.98,1.71%,3.21%,8467.88万,6112.60万,2355.27万,1.46亿
1179,300645,正元智慧,17.22,1.71%,1.03%,1239.68万,1216.45万,23.23万,2456.47万
1180,300615,欣天科技,13.65,1.71%,2.76%,2726.52万,2866.15万,-139.62万,5592.94万
1181,300299,富春股份,5.94,1.71%,1.27%,3119.70万,2051.93万,1067.77万,5171.68万
1182,2813,路畅科技,24.38,1.71%,0.81%,1353.51万,1009.27万,344.24万,2363.02万
1183,300985,致远新能,22.1,1.70%,0.65%,1539.53万,1114.21万,425.32万,2655.06万
1184,688326,经纬恒润,120.64,1.70%,0.69%,4784.71万,4485.99万,298.72万,9273.03万
1185,301327,华宝新能,64.81,1.69%,1.60%,1.09亿,7156.58万,3711.80万,1.80亿
1186,603166,福达股份,13.84,1.69%,0.55%,2665.86万,2170.55万,495.31万,4837.24万
1187,603982,泉峰汽车,7.81,1.69%,1.14%,1804.24万,1199.69万,604.55万,3004.08万
1188,603828,ST柯利达,6.02,1.69%,0.19%,368.86万,310.83万,58.03万,682.40万
1189,603776,永安行,19.21,1.69%,0.32%,911.96万,789.60万,122.36万,1701.94万
1190,600071,凤凰光学,20.4,1.69%,0.92%,2703.26万,2539.25万,164.01万,5242.92万
1191,300235,方直科技,13.25,1.69%,1.88%,3004.70万,2054.98万,949.72万,5059.81万
1192,300079,数码视讯,5.4,1.69%,1.17%,4994.83万,3034.99万,1959.84万,8029.88万
1193,2590,万安科技,12.65,1.69%,0.92%,3056.62万,2683.26万,373.36万,5744.31万
1194,1217,华尔泰,11.53,1.68%,0.77%,1855.63万,1043.32万,812.32万,2899.07万
1195,688779,五矿新能,10.9,1.68%,0.96%,1.12亿,9048.65万,2163.85万,2.03亿
1196,688711,宏微科技,27.91,1.68%,0.98%,3321.86万,2475.15万,846.71万,5798.36万
1197,300758,七彩化学,13.91,1.68%,1.33%,4018.05万,2594.81万,1423.23万,6616.20万
1198,300508,维宏股份,39.27,1.68%,1.04%,1992.11万,1312.68万,679.43万,3305.19万
1199,603289,泰瑞机器,12.09,1.68%,2.01%,3625.91万,3531.67万,94.24万,7157.70万
1200,688772,珠海冠宇,16.41,1.67%,1.88%,1.83亿,1.65亿,1789.96万,3.48亿
1201,688231,隆达股份,34.0,1.67%,0.62%,2815.67万,2309.10万,506.57万,5132.38万
1202,301176,逸豪新材,29.88,1.67%,2.98%,7999.56万,6543.81万,1455.75万,1.45亿
1203,2501,利源股份,1.83,1.67%,0.64%,2678.43万,1456.09万,1222.34万,4134.59万
1204,688152,麒麟信安,34.8,1.67%,0.57%,869.09万,1163.73万,-294.64万,2034.00万
1205,301097,天益医疗,58.0,1.67%,1.10%,1140.50万,695.20万,445.30万,1836.28万
1206,688588,凌志软件,12.17,1.67%,0.45%,1313.31万,835.15万,478.16万,2149.07万
1207,600892,*ST大晟,3.66,1.67%,0.64%,750.09万,559.73万,190.36万,1313.59万
1208,600487,亨通光电,53.0,1.67%,4.05%,26.94亿,24.87亿,2.07亿,51.82亿
1209,600328,中盐化工,8.54,1.67%,1.19%,8633.51万,6153.11万,2480.40万,1.48亿
1210,300612,宣亚国际,15.18,1.67%,1.94%,3132.61万,2146.37万,986.24万,5280.20万
1211,300363,博腾股份,22.55,1.67%,2.09%,1.36亿,9556.07万,4055.10万,2.32亿
1212,300291,百纳千成,6.7,1.67%,1.33%,4084.58万,4191.41万,-106.83万,8276.20万
1213,300233,金城医药,15.86,1.67%,3.05%,1.03亿,7526.20万,2732.82万,1.78亿
1214,2647,仁东控股,10.37,1.67%,3.85%,2.26亿,1.72亿,5374.33万,3.98亿
1215,603062,麦加芯彩,50.34,1.66%,1.37%,1483.84万,1068.72万,415.12万,2553.56万
1216,688691,灿芯股份,107.2,1.66%,3.59%,1.59亿,1.21亿,3744.02万,2.80亿
1217,603722,阿科力,36.16,1.66%,0.77%,1668.31万,993.46万,674.86万,2662.13万
1218,603701,德宏股份,24.46,1.66%,1.20%,4025.87万,3601.94万,423.93万,7629.03万
1219,600446,金证股份,12.83,1.66%,0.74%,5183.20万,3648.76万,1534.45万,8832.21万
1220,300420,五洋自控,3.68,1.66%,1.18%,3185.92万,1634.90万,1551.02万,4821.73万
1221,603175,超颖电子,90.95,1.65%,6.06%,1.24亿,1.18亿,557.38万,2.42亿
1222,600841,动力新科,9.26,1.65%,1.63%,9451.60万,6179.91万,3271.69万,1.56亿
1223,2978,安宁股份,33.93,1.65%,0.54%,4014.01万,2663.63万,1350.38万,6678.32万
1224,301209,联合化学,93.5,1.65%,0.41%,1829.71万,1871.60万,-41.88万,3702.25万
1225,603051,鹿山新材,22.22,1.65%,2.37%,4417.07万,4066.02万,351.05万,8483.52万
1226,603088,宁波精达,13.58,1.65%,4.73%,1.53亿,1.28亿,2488.14万,2.80亿
1227,600319,亚星化学,7.41,1.65%,0.46%,787.76万,531.04万,256.72万,1318.94万
1228,600058,五矿发展,11.1,1.65%,0.64%,4116.11万,3499.59万,616.52万,7615.92万
1229,300715,凯伦股份,13.52,1.65%,0.88%,2064.33万,1640.73万,423.60万,3705.20万
1230,509,华塑控股,3.69,1.65%,1.32%,3121.23万,2059.82万,1061.40万,5181.31万
1231,2058,*ST威尔,22.29,1.64%,1.29%,2029.89万,2077.38万,-47.49万,4108.39万
1232,2337,赛象科技,6.21,1.64%,0.61%,1391.05万,823.75万,567.30万,2214.92万
1233,688223,晶科能源,6.81,1.64%,0.91%,3.46亿,2.82亿,6371.30万,6.28亿
1234,603334,丰倍生物,54.54,1.64%,2.60%,2477.38万,1885.58万,591.80万,4376.59万
1235,300056,中创环保,9.31,1.64%,1.85%,3822.84万,2679.79万,1143.06万,6503.66万
1236,300998,宁波方正,25.34,1.64%,2.04%,3263.87万,2279.74万,984.13万,5543.86万
1237,688129,东来技术,23.58,1.64%,0.38%,636.70万,439.60万,197.10万,1077.96万
1238,603617,君禾股份,7.44,1.64%,0.70%,1246.60万,724.09万,522.50万,1970.84万
1239,688552,航天南湖,46.6,1.64%,5.87%,1.23亿,1.15亿,877.97万,2.38亿
1240,300598,诚迈科技,37.83,1.64%,0.80%,4214.60万,2346.08万,1868.52万,6561.44万
1241,300549,优德精密,17.39,1.64%,1.18%,1249.39万,814.61万,434.78万,2064.35万
1242,300494,盛天网络,11.81,1.64%,1.24%,3431.05万,2355.44万,1075.61万,5787.09万
1243,300244,迪安诊断,19.2,1.64%,2.66%,1.35亿,1.21亿,1394.56万,2.56亿
1244,2863,今飞凯达,5.57,1.64%,1.06%,2224.61万,1334.14万,890.47万,3558.92万
1245,917,电广传媒,9.9,1.64%,1.28%,1.00亿,7908.31万,2120.69万,1.79亿
1246,36,华联控股,4.97,1.64%,1.78%,6392.85万,6048.48万,344.37万,1.24亿
1247,688535,华海诚科,126.12,1.63%,1.70%,1.02亿,7041.43万,3141.71万,1.72亿
1248,603766,隆鑫通用,15.57,1.63%,0.73%,1.31亿,1.03亿,2803.97万,2.33亿
1249,603020,爱普股份,11.23,1.63%,0.78%,1733.51万,1592.48万,141.03万,3326.10万
1250,600756,浪潮软件,16.87,1.63%,1.97%,6384.10万,4272.10万,2112.00万,1.07亿
1251,600734,实达集团,3.75,1.63%,1.21%,5825.56万,3925.52万,1900.04万,9751.12万
1252,600361,创新新材,4.36,1.63%,0.82%,8505.66万,4746.89万,3758.77万,1.33亿
1253,300664,鹏鹞环保,6.23,1.63%,2.03%,4207.63万,5119.01万,-911.37万,9327.25万
1254,300043,星辉娱乐,5.6,1.63%,1.34%,5823.38万,3496.14万,2327.25万,9319.69万
1255,2628,成都路桥,5.0,1.63%,2.23%,4758.67万,3598.77万,1159.90万,8357.55万
1256,301528,多浦乐,66.97,1.62%,1.90%,1946.69万,2071.52万,-124.84万,4018.88万
1257,688651,盛邦安全,39.42,1.62%,3.39%,1652.81万,2699.06万,-1046.25万,4354.03万
1258,603882,金域医学,27.66,1.62%,0.78%,4878.47万,4991.11万,-112.64万,9872.90万
1259,300790,宇瞳光学,30.1,1.62%,4.14%,2.05亿,1.95亿,1026.35万,4.00亿
1260,600490,鹏欣资源,8.15,1.62%,0.96%,7907.09万,7553.67万,353.42万,1.55亿
1261,300675,建科院,15.02,1.62%,0.55%,718.85万,479.36万,239.48万,1198.66万
1262,300359,全通教育,5.03,1.62%,0.54%,1031.40万,676.82万,354.58万,1708.27万
1263,300331,苏大维格,43.87,1.62%,2.02%,1.03亿,8177.60万,2157.45万,1.85亿
1264,2622,皓宸医疗,2.51,1.62%,1.86%,2394.27万,1468.32万,925.95万,3863.10万
1265,2440,闰土股份,11.9,1.62%,1.54%,9440.92万,7762.34万,1678.58万,1.72亿
1266,603071,物产环能,13.92,1.61%,0.31%,1331.91万,1092.96万,238.95万,2425.01万
1267,635,英力特,8.18,1.61%,0.81%,1543.09万,873.33万,669.77万,2416.58万
1268,301318,维海德,27.1,1.61%,0.62%,874.39万,598.25万,276.13万,1472.91万
1269,301262,海看股份,23.42,1.61%,1.97%,3319.24万,2274.95万,1044.29万,5596.30万
1270,603073,彩蝶实业,19.57,1.61%,1.10%,596.38万,493.30万,103.08万,1089.87万
1271,2538,ST司特,6.94,1.61%,1.05%,3735.55万,2449.55万,1286.01万,6185.38万
1272,2685,华东重机,8.21,1.61%,3.33%,1.50亿,1.24亿,2640.68万,2.74亿
1273,300640,德艺文创,6.94,1.61%,1.56%,1438.58万,993.71万,444.87万,2432.77万
1274,688638,誉辰智能,42.27,1.61%,1.68%,1156.20万,716.55万,439.65万,1873.60万
1275,300006,莱美药业,6.31,1.61%,4.93%,1.76亿,1.50亿,2674.40万,3.26亿
1276,688202,美迪西,72.46,1.61%,2.03%,1.21亿,7350.28万,4769.36万,1.95亿
1277,300620,光库科技,231.12,1.61%,3.90%,11.23亿,11.18亿,447.60万,22.41亿
1278,300417,南华仪器,12.6,1.61%,1.54%,897.87万,778.76万,119.11万,1676.75万
1279,2705,新宝股份,17.62,1.61%,8.05%,6.12亿,5.73亿,3820.29万,11.85亿
1280,936,华西股份,7.58,1.61%,1.05%,4057.09万,3019.48万,1037.62万,7076.95万
1281,603400,华之杰,69.7,1.60%,2.94%,2180.33万,1890.19万,290.13万,4071.92万
1282,688559,海目星,56.39,1.60%,1.24%,9624.85万,7673.71万,1951.14万,1.73亿
1283,688583,思看科技,127.0,1.60%,2.55%,4821.79万,5134.30万,-312.51万,9958.63万
1284,603065,宿迁联盛,8.24,1.60%,0.46%,849.43万,710.92万,138.51万,1560.43万
1285,603057,紫燕食品,25.34,1.60%,0.37%,1872.80万,2023.42万,-150.62万,3896.48万
1286,688633,星球石墨,25.97,1.60%,0.79%,1820.37万,1091.57万,728.80万,2912.45万
1287,688077,大地熊,29.84,1.60%,0.89%,1704.49万,1297.87万,406.62万,3005.34万
1288,603699,纽威股份,51.94,1.60%,0.43%,8267.30万,8647.67万,-380.37万,1.69亿
1289,601162,天风证券,3.81,1.60%,1.07%,2.54亿,9585.33万,1.58亿,3.50亿
1290,603093,南华期货,19.71,1.60%,1.12%,6950.34万,6520.14万,430.20万,1.35亿
1291,300477,ST合纵,2.54,1.60%,3.91%,5424.53万,4142.98万,1281.55万,9592.90万
1292,300200,高盟新材,9.52,1.60%,0.95%,2098.97万,1715.93万,383.04万,3815.85万
1293,2603,以岭药业,17.16,1.60%,1.19%,1.53亿,1.30亿,2292.17万,2.82亿
1294,2506,协鑫集成,4.44,1.60%,5.43%,7.93亿,5.95亿,1.98亿,13.89亿
1295,688302,海创药业,47.21,1.59%,1.47%,4155.43万,2627.57万,1527.87万,6783.95万
1296,1209,洪兴股份,20.47,1.59%,1.01%,1174.46万,787.99万,386.47万,1962.85万
1297,301025,读客文化,10.89,1.59%,1.10%,1994.73万,1296.30万,698.43万,3291.69万
1298,688411,海博思创,235.0,1.59%,1.36%,1.90亿,2.34亿,-4333.59万,4.24亿
1299,600149,廊坊发展,5.75,1.59%,2.74%,3343.78万,2552.57万,791.21万,5896.64万
1300,600796,钱江生化,6.39,1.59%,1.40%,1521.43万,1248.20万,273.23万,2769.69万
1301,892,欢瑞世纪,6.37,1.59%,5.25%,1.20亿,1.19亿,91.65万,2.40亿
1302,628,高新发展,58.75,1.59%,2.34%,1.40亿,1.23亿,1636.74万,2.63亿
1303,301379,天山电子,25.71,1.58%,1.18%,2242.18万,1582.66万,659.53万,3826.12万
1304,301278,快可电子,38.59,1.58%,2.41%,2840.99万,1886.86万,954.13万,4731.72万
1305,3026,中晶科技,37.36,1.58%,4.23%,7990.02万,7029.10万,960.92万,1.50亿
1306,603095,越剑智能,17.96,1.58%,0.66%,1947.77万,1123.84万,823.92万,3071.79万
1307,603320,迪贝电气,23.1,1.58%,2.34%,3733.61万,4236.48万,-502.87万,7970.33万
1308,688280,精进电动,10.98,1.57%,2.95%,8030.35万,8554.24万,-523.89万,1.66亿
1309,688511,*ST天微,22.58,1.57%,0.87%,1552.83万,1073.09万,479.74万,2629.97万
1310,301205,联特科技,266.0,1.57%,5.86%,6.41亿,6.41亿,3.90万,12.82亿
1311,2188,中天服务,6.48,1.57%,2.68%,2228.27万,2176.74万,51.53万,4405.46万
1312,301093,华兰股份,75.91,1.57%,1.02%,6327.94万,5802.49万,525.45万,1.21亿
1313,600299,安迪苏,14.2,1.57%,0.54%,1.10亿,9273.00万,1680.56万,2.02亿
1314,300450,先导智能,53.69,1.57%,2.25%,9.75亿,9.11亿,6442.90万,18.86亿
1315,2889,东方嘉盛,13.58,1.57%,0.71%,1200.27万,1217.73万,-17.46万,2418.82万
1316,2677,浙江美大,7.78,1.57%,0.56%,1407.88万,896.50万,511.38万,2305.55万
1317,2609,捷顺科技,8.42,1.57%,0.89%,2039.54万,1371.46万,668.08万,3411.09万
1318,2398,垒知集团,5.16,1.57%,0.91%,1767.03万,1061.37万,705.66万,2833.55万
1319,2316,亚联发展,5.19,1.57%,2.42%,2450.75万,1777.34万,673.41万,4231.52万
1320,2174,游族网络,9.71,1.57%,0.77%,4506.37万,2727.99万,1778.38万,7234.85万
1321,60,中金岭南,6.48,1.57%,1.10%,1.90亿,1.26亿,6396.69万,3.17亿
1322,688601,力芯微,53.32,1.56%,2.45%,1.07亿,6670.86万,4032.92万,1.74亿
1323,603506,南都物业,12.37,1.56%,0.41%,537.30万,407.13万,130.17万,945.66万
1324,603992,松霖科技,33.92,1.56%,0.75%,6383.86万,4813.57万,1570.28万,1.12亿
1325,603768,常青股份,11.04,1.56%,0.41%,619.13万,439.67万,179.47万,1059.57万
1326,603228,景旺电子,61.35,1.56%,1.16%,3.59亿,3.32亿,2745.21万,6.91亿
1327,600588,用友网络,12.35,1.56%,0.60%,1.49亿,1.04亿,4588.79万,2.53亿
1328,600552,凯盛科技,13.68,1.56%,2.61%,1.76亿,1.58亿,1757.65万,3.34亿
1329,300435,中泰股份,27.31,1.56%,1.57%,8573.50万,7089.38万,1484.11万,1.57亿
1330,300400,劲拓股份,28.07,1.56%,3.85%,1.22亿,1.36亿,-1464.63万,2.58亿
1331,300188,国投智能,12.4,1.56%,0.58%,3812.41万,2335.42万,1476.99万,6148.69万
1332,2886,沃特股份,22.18,1.56%,1.40%,3888.28万,2533.75万,1354.53万,6423.14万
1333,2783,凯龙股份,9.75,1.56%,1.44%,4175.15万,2239.98万,1935.17万,6415.22万
1334,688225,亚信安全,17.04,1.55%,0.75%,2694.92万,2353.28万,341.65万,5048.88万
1335,688795,摩尔线程,635.38,1.55%,9.86%,10.17亿,8.25亿,1.92亿,18.43亿
1336,300614,百川畅银,13.13,1.55%,0.95%,967.00万,1017.25万,-50.25万,1984.52万
1337,601995,中金公司,33.97,1.55%,0.45%,2.53亿,1.95亿,5810.73万,4.49亿
1338,601636,旗滨集团,5.88,1.55%,0.71%,7464.75万,4826.10万,2638.66万,1.23亿
1339,600180,瑞茂通,3.27,1.55%,0.66%,1174.59万,1137.13万,37.46万,2311.82万
1340,300659,中孚信息,13.12,1.55%,1.24%,1778.52万,1267.22万,511.30万,3046.13万
1341,300649,杭州园林,15.1,1.55%,0.84%,795.71万,531.95万,263.76万,1328.12万
1342,300461,田中精机,62.1,1.55%,5.33%,2.36亿,2.47亿,-1025.27万,4.83亿
1343,300319,麦捷科技,12.42,1.55%,1.44%,7709.84万,7263.40万,446.44万,1.50亿
1344,300278,华昌达,4.58,1.55%,0.72%,2499.24万,2083.09万,416.15万,4582.93万
1345,925,众合科技,7.26,1.54%,1.10%,3269.06万,2097.36万,1171.70万,5367.51万
1346,301117,佳缘科技,45.64,1.54%,5.07%,9805.38万,8524.19万,1281.19万,1.83亿
1347,300849,锦盛新材,20.46,1.54%,0.93%,1368.61万,949.39万,419.21万,2320.05万
1348,601688,华泰证券,19.16,1.54%,0.82%,6.63亿,4.85亿,1.79亿,11.48亿
1349,300503,昊志机电,55.95,1.54%,4.54%,3.16亿,2.95亿,2060.59万,6.10亿
1350,2369,卓翼科技,7.26,1.54%,1.20%,2590.36万,2316.94万,273.42万,4907.38万
1351,1360,南矿集团,21.27,1.53%,0.73%,1186.48万,735.99万,450.49万,1922.89万
1352,605566,福莱蒽特,31.11,1.53%,0.60%,1566.47万,912.22万,654.24万,2482.74万
1353,1259,利仁科技,31.24,1.53%,0.56%,440.92万,374.74万,66.18万,815.98万
1354,603038,华立股份,15.23,1.53%,0.62%,1394.34万,1145.28万,249.07万,2539.92万
1355,603066,音飞储存,9.97,1.53%,0.37%,568.27万,512.39万,55.88万,1080.76万
1356,300484,蓝海华腾,17.28,1.53%,1.25%,1912.75万,1649.45万,263.30万,3565.66万
1357,300800,力合科技,11.92,1.53%,0.59%,792.40万,826.02万,-33.62万,1620.80万
1358,1210,金房能源,21.4,1.52%,1.69%,2122.31万,1311.76万,810.55万,3434.28万
1359,2578,闽发铝业,4.02,1.52%,3.06%,6095.51万,4511.79万,1583.73万,1.06亿
1360,301033,迈普医学,59.39,1.52%,0.76%,1408.38万,1114.10万,294.29万,2523.07万
1361,688266,泽璟制药,101.83,1.52%,0.77%,1.18亿,8778.60万,3020.78万,2.06亿
1362,688472,阿特斯,13.4,1.52%,1.89%,1.83亿,1.55亿,2726.39万,3.38亿
1363,603416,信捷电气,50.03,1.52%,0.90%,2686.09万,3615.46万,-929.37万,6302.05万
1364,603326,我乐家居,8.68,1.52%,0.52%,910.91万,526.63万,384.28万,1437.88万
1365,603661,恒林股份,31.38,1.52%,0.24%,605.59万,442.10万,163.48万,1048.00万
1366,603657,春光科技,26.05,1.52%,0.75%,1672.43万,959.77万,712.66万,2632.72万
1367,603501,豪威集团,93.71,1.52%,0.88%,6.14亿,3.81亿,2.34亿,9.95亿
1368,300757,罗博特科,498.2,1.52%,2.13%,8.17亿,7.56亿,6116.70万,15.73亿
1369,300339,润和软件,40.87,1.52%,1.25%,2.36亿,1.60亿,7627.14万,3.96亿
1370,2910,庄园牧场,10.68,1.52%,1.05%,1131.01万,764.47万,366.54万,1895.58万
1371,2119,康强电子,22.04,1.52%,5.13%,2.33亿,1.89亿,4353.57万,4.22亿
1372,301377,鼎泰高科,220.59,1.51%,8.02%,6.63亿,5.66亿,9654.50万,12.29亿
1373,2723,小崧股份,10.07,1.51%,1.68%,2767.52万,2568.02万,199.50万,5335.73万
1374,688355,明志科技,22.79,1.51%,1.03%,1685.30万,1189.51万,495.79万,2875.27万
1375,300987,川网传媒,17.48,1.51%,0.89%,1573.86万,1091.84万,482.02万,2665.88万
1376,601702,华峰铝业,20.12,1.51%,0.59%,5739.69万,6310.46万,-570.77万,1.21亿
1377,300851,交大思诺,28.92,1.51%,0.78%,606.84万,599.07万,7.78万,1206.20万
1378,601595,上海电影,24.93,1.51%,0.43%,2671.46万,2118.79万,552.66万,4797.23万
