序号,股票代码,股票简称,最新价,涨跌幅,换手率,流入资金,流出资金,净额,成交额
918,603043,广州酒家,15.44,1.11%,0.44%,2363.23万,1454.71万,908.52万,3817.94万
919,603352,至信股份,38.63,1.10%,5.93%,5648.69万,4513.98万,1134.71万,1.02亿
920,301413,安培龙,121.7,1.10%,8.37%,2.75亿,3.27亿,-5258.35万,6.02亿
921,688739,成大生物,24.82,1.10%,0.43%,2638.05万,1847.35万,790.70万,4485.39万
922,601137,博威合金,20.24,1.10%,1.78%,1.69亿,1.60亿,906.22万,3.30亿
923,600055,万东医疗,14.66,1.10%,0.40%,2361.74万,1749.86万,611.88万,4111.61万
924,300408,三环集团,65.32,1.10%,2.06%,12.63亿,12.53亿,1019.70万,25.16亿
925,2864,盘龙药业,32.28,1.10%,4.62%,5658.27万,5381.85万,276.41万,1.10亿
926,688060,云涌科技,45.34,1.09%,0.62%,872.63万,827.66万,44.97万,1700.29万
927,688129,东来技术,23.2,1.09%,0.89%,1403.29万,1099.16万,304.13万,2502.45万
928,605108,同庆楼,16.73,1.09%,0.88%,1976.05万,1839.51万,136.54万,3815.56万
929,603626,科森科技,24.1,1.09%,6.18%,4.15亿,4.20亿,-507.45万,8.34亿
930,600548,深高速,9.29,1.09%,0.24%,2040.53万,1725.56万,314.96万,3766.09万
931,301555,惠柏新材,35.66,1.08%,5.62%,4579.03万,5146.38万,-567.35万,9725.42万
932,688045,必易微,48.65,1.08%,2.59%,4119.88万,4832.80万,-712.92万,8952.68万
933,600360,*ST华微,9.39,1.08%,1.24%,5535.69万,5595.91万,-60.22万,1.11亿
934,600192,长城电工,8.45,1.08%,1.94%,4029.86万,3219.46万,810.40万,7249.32万
935,300338,ST开元,3.75,1.08%,1.67%,1190.16万,984.86万,205.30万,2175.01万
936,601939,建设银行,9.46,1.07%,1.02%,5.02亿,4.22亿,7970.05万,9.25亿
937,300766,每日互动,36.0,1.07%,7.99%,5.29亿,5.06亿,2340.51万,10.36亿
938,688223,晶科能源,6.7,1.06%,1.47%,5.22亿,4.84亿,3828.63万,10.06亿
939,300715,凯伦股份,13.3,1.06%,1.70%,3661.79万,3438.45万,223.35万,7100.24万
940,300289,利德曼,6.72,1.05%,1.32%,2559.38万,2246.35万,313.03万,4805.73万
941,601988,中国银行,5.79,1.05%,0.11%,7.74亿,5.61亿,2.13亿,13.36亿
942,2557,洽洽食品,22.13,1.05%,0.61%,3624.32万,3185.64万,438.69万,6809.95万
943,2586,ST围海,4.87,1.04%,0.58%,1668.10万,1380.07万,288.03万,3048.17万
944,688426,康为世纪,20.37,1.04%,2.46%,1072.84万,851.42万,221.42万,1924.26万
945,301080,百普赛斯,50.3,1.04%,7.12%,2.17亿,2.38亿,-2109.06万,4.55亿
946,603119,浙江荣泰,78.06,1.04%,9.14%,7.26亿,7.41亿,-1522.67万,14.68亿
947,603323,苏农银行,4.86,1.04%,1.16%,6916.72万,4428.26万,2488.46万,1.13亿
948,600731,湖南海利,6.82,1.04%,1.89%,3478.23万,3476.78万,1.45万,6955.02万
949,301586,佳力奇,43.95,1.03%,2.77%,2893.77万,3608.64万,-714.87万,6502.40万
950,1219,青岛食品,14.67,1.03%,1.35%,1852.38万,1890.98万,-38.61万,3743.37万
951,301029,怡合达,26.59,1.03%,2.01%,1.27亿,1.21亿,582.17万,2.49亿
952,601298,青岛港,8.79,1.03%,0.17%,4643.40万,3208.35万,1435.05万,7851.75万
953,688733,壹石通,29.73,1.02%,4.84%,1.56亿,1.36亿,1980.83万,2.93亿
954,300933,中辰股份,7.95,1.02%,3.97%,8637.70万,8812.25万,-174.55万,1.74亿
955,688597,煜邦电力,8.95,1.02%,1.58%,2227.45万,2519.52万,-292.07万,4746.96万
956,600801,华新建材,22.8,1.02%,0.83%,1.23亿,1.31亿,-883.21万,2.54亿
957,300784,利安科技,49.84,1.01%,6.20%,2626.35万,2635.10万,-8.75万,5261.45万
958,300796,贝斯美,9.03,1.01%,1.91%,3242.83万,2944.73万,298.10万,6187.57万
959,688276,百克生物,18.04,1.01%,0.44%,1848.71万,1400.41万,448.30万,3249.12万
960,603169,兰石重装,9.96,1.01%,2.17%,1.32亿,1.54亿,-2198.47万,2.86亿
961,601111,中国国航,6.98,1.01%,0.97%,3.83亿,4.16亿,-3252.22万,7.99亿
962,600249,两面针,6.02,1.01%,4.77%,8124.14万,7566.62万,557.52万,1.57亿
963,2457,青龙管业,11.01,1.01%,4.95%,8247.11万,9825.56万,-1578.45万,1.81亿
964,601089,福元医药,23.2,1.00%,0.96%,5069.71万,5530.35万,-460.64万,1.06亿
965,605303,园林股份,22.22,1.00%,8.44%,1.39亿,1.70亿,-3062.37万,3.09亿
966,601916,浙商银行,3.02,1.00%,0.48%,2.16亿,9344.50万,1.23亿,3.09亿
967,601717,中创智领,20.3,1.00%,0.94%,1.48亿,1.45亿,316.96万,2.93亿
968,600995,南网储能,14.15,1.00%,0.84%,1.92亿,1.87亿,525.46万,3.79亿
969,600511,国药股份,29.2,1.00%,1.38%,1.34亿,8950.28万,4452.12万,2.24亿
970,300730,科创信息,15.12,1.00%,6.63%,9676.77万,9597.47万,79.30万,1.93亿
971,300401,花园生物,14.21,1.00%,2.34%,9931.00万,7794.25万,2136.75万,1.77亿
972,423,东阿阿胶,55.29,1.00%,1.12%,2.09亿,1.86亿,2273.76万,3.95亿
973,300912,凯龙高科,25.41,0.99%,4.12%,4289.10万,4700.24万,-411.14万,8989.33万
974,300604,长川科技,141.21,0.99%,4.67%,17.84亿,14.83亿,3.00亿,32.67亿
975,300360,炬华科技,16.4,0.99%,1.73%,7418.33万,6843.68万,574.65万,1.43亿
976,301203,国泰环保,41.01,0.98%,1.77%,1379.35万,1819.89万,-440.54万,3199.24万
977,601222,林洋能源,6.19,0.98%,1.29%,9094.31万,7130.94万,1963.37万,1.62亿
978,600292,电投水电,15.4,0.98%,2.44%,1.51亿,1.43亿,781.95万,2.95亿
979,300633,开立医疗,26.83,0.98%,1.36%,4524.46万,5281.16万,-756.70万,9805.62万
980,2434,万里扬,8.28,0.98%,1.33%,7991.90万,6420.82万,1571.08万,1.44亿
981,300737,科顺股份,6.23,0.97%,3.01%,8457.04万,8445.40万,11.64万,1.69亿
982,603158,腾龙股份,13.59,0.97%,13.04%,4.33亿,4.35亿,-285.84万,8.68亿
983,600105,永鼎股份,37.54,0.97%,15.89%,44.35亿,44.48亿,-1260.10万,88.83亿
984,2511,中顺洁柔,8.3,0.97%,1.62%,8424.12万,8645.58万,-221.46万,1.71亿
985,2034,旺能环境,18.73,0.97%,1.76%,6877.99万,7291.48万,-413.49万,1.42亿
986,300955,嘉亨家化,37.82,0.96%,2.09%,3919.60万,4049.08万,-129.48万,7968.68万
987,2730,电光科技,27.36,0.96%,6.19%,2.94亿,2.91亿,336.62万,5.85亿
988,2168,*ST惠程,4.2,0.96%,0.86%,1727.99万,1113.77万,614.22万,2841.76万
989,636,风华高科,21.04,0.96%,6.52%,7.57亿,8.56亿,-9897.70万,16.13亿
990,301622,英思特,64.0,0.95%,3.36%,7943.88万,6002.88万,1941.00万,1.39亿
991,603325,博隆技术,74.53,0.95%,2.34%,3192.30万,2800.69万,391.61万,5992.99万
992,301370,国科恒泰,10.68,0.95%,1.29%,2387.35万,2074.86万,312.49万,4462.21万
993,600976,健民集团,33.93,0.95%,1.51%,4190.34万,3631.80万,558.53万,7822.14万
994,2216,三全食品,12.75,0.95%,0.68%,2883.41万,2576.11万,307.30万,5459.52万
995,3033,征和工业,59.51,0.95%,1.90%,3952.81万,5195.09万,-1242.28万,9147.90万
996,688755,汉邦科技,38.72,0.94%,1.69%,729.87万,418.79万,311.08万,1148.66万
997,603309,维力医疗,14.03,0.94%,2.19%,4330.26万,4658.92万,-328.66万,8989.18万
998,2926,华西证券,8.62,0.94%,0.75%,1.01亿,6911.63万,3180.72万,1.70亿
999,2558,巨人网络,32.05,0.94%,3.29%,10.21亿,10.02亿,1950.57万,20.23亿
1000,301149,隆华新材,13.01,0.93%,5.84%,9532.14万,1.03亿,-750.65万,1.98亿
1001,300453,三鑫医疗,9.79,0.93%,2.54%,4393.81万,4572.80万,-178.99万,8966.62万
1002,600872,中炬高新,19.57,0.93%,1.12%,9018.32万,7815.35万,1202.97万,1.68亿
1003,600271,航天信息,8.72,0.93%,1.79%,1.43亿,1.48亿,-540.99万,2.91亿
1004,300773,拉卡拉,25.07,0.93%,6.22%,5.36亿,6.11亿,-7488.24万,11.47亿
1005,300492,华图山鼎,50.38,0.92%,2.01%,1.11亿,8782.38万,2353.40万,1.99亿
1006,301369,联动科技,156.31,0.92%,3.73%,1.01亿,1.11亿,-978.76万,2.12亿
1007,601229,上海银行,9.88,0.92%,0.24%,2.25亿,1.16亿,1.09亿,3.41亿
1008,600388,龙净环保,18.63,0.92%,1.47%,1.93亿,1.56亿,3656.18万,3.50亿
1009,300406,九强生物,12.1,0.92%,0.73%,2024.59万,1705.32万,319.27万,3729.92万
1010,300300,海峡创新,13.12,0.92%,12.10%,5.23亿,5.30亿,-740.06万,10.53亿
1011,2961,瑞达期货,23.1,0.92%,2.23%,1.26亿,1.21亿,466.35万,2.47亿
1012,2984,森麒麟,17.72,0.91%,1.16%,7919.47万,6851.89万,1067.58万,1.48亿
1013,688576,西山科技,69.78,0.91%,1.71%,1211.75万,1386.37万,-174.63万,2598.12万
1014,688685,迈信林,40.84,0.91%,2.33%,7122.99万,6729.95万,393.03万,1.39亿
1015,300883,龙利得,6.62,0.91%,5.15%,5115.16万,6155.37万,-1040.21万,1.13亿
1016,603115,海星股份,44.5,0.91%,3.50%,2.04亿,1.71亿,3310.23万,3.76亿
1017,600774,汉商集团,8.83,0.91%,1.10%,1534.63万,1334.70万,199.93万,2869.33万
1018,300238,冠昊生物,15.45,0.91%,2.44%,5303.05万,4651.11万,651.94万,9954.16万
1019,688475,萤石网络,29.26,0.90%,0.98%,1.14亿,1.14亿,47.11万,2.28亿
1020,605177,东亚药业,20.09,0.90%,1.58%,1645.18万,1923.79万,-278.61万,3568.96万
1021,300308,中际旭创,779.98,0.90%,2.93%,118.92亿,135.50亿,-16.58亿,254.41亿
1022,300144,宋城演艺,7.85,0.90%,1.28%,1.38亿,9908.28万,3891.71万,2.37亿
1023,688783,西安奕材,22.57,0.89%,4.08%,7735.30万,7467.40万,267.90万,1.52亿
1024,2997,瑞鹄模具,31.66,0.89%,1.12%,3909.17万,3518.18万,391.00万,7427.35万
1025,600908,无锡银行,5.69,0.89%,0.68%,5054.87万,2650.34万,2404.53万,7705.21万
1026,600757,长江传媒,9.08,0.89%,0.51%,3242.36万,2369.31万,873.05万,5611.67万
1027,600395,盘江股份,5.66,0.89%,0.96%,5993.03万,5633.87万,359.16万,1.16亿
1028,2839,张家港行,4.51,0.89%,0.91%,5917.62万,4091.79万,1825.84万,1.00亿
1029,2785,万里石,42.17,0.89%,3.32%,1.28亿,1.42亿,-1450.29万,2.70亿
1030,2612,朗姿股份,17.0,0.89%,2.13%,4862.23万,4333.57万,528.66万,9195.80万
1031,688809,强一股份,370.59,0.88%,10.23%,4.44亿,4.77亿,-3236.06万,9.21亿
1032,301680,固德电材,107.98,0.88%,19.81%,1.66亿,1.97亿,-3020.34万,3.63亿
1033,2399,海普瑞,11.44,0.88%,0.35%,2591.89万,2442.31万,149.58万,5034.21万
1034,3009,中天火箭,59.41,0.88%,4.05%,1.74亿,2.28亿,-5322.38万,4.02亿
1035,601965,中国汽研,17.1,0.88%,0.58%,5540.56万,4369.37万,1171.19万,9909.93万
1036,600566,济川药业,25.3,0.88%,0.59%,8230.49万,5445.99万,2784.50万,1.37亿
1037,300661,圣邦股份,75.88,0.88%,5.17%,12.51亿,11.33亿,1.18亿,23.84亿
1038,2807,江阴银行,4.59,0.88%,1.26%,8165.42万,6005.29万,2160.13万,1.42亿
1039,603291,联合水务,11.63,0.87%,0.85%,1932.95万,2289.95万,-357.00万,4222.91万
1040,301321,翰博高新,22.1,0.87%,4.08%,7016.20万,6115.77万,900.43万,1.31亿
1041,601825,沪农商行,9.3,0.87%,0.17%,8104.21万,6415.73万,1688.48万,1.45亿
1042,688668,鼎通科技,172.69,0.87%,5.26%,5.90亿,6.75亿,-8518.60万,12.65亿
1043,601567,三星电气,25.5,0.87%,2.23%,4.17亿,3.89亿,2824.70万,8.06亿
1044,600283,钱江水利,9.23,0.87%,0.87%,2317.97万,2058.81万,259.16万,4376.77万
1045,2010,传化智联,5.81,0.87%,0.72%,6778.89万,4802.98万,1975.92万,1.16亿
1046,301079,邵阳液压,48.19,0.86%,30.39%,4.93亿,5.32亿,-3907.85万,10.24亿
1047,301042,安联锐视,94.81,0.86%,2.94%,9591.52万,8866.48万,725.04万,1.85亿
1048,605179,一鸣食品,17.5,0.86%,0.62%,2448.40万,1858.17万,590.23万,4306.56万
1049,2454,松芝股份,10.57,0.86%,4.83%,1.57亿,1.68亿,-1088.01万,3.25亿
1050,2042,华孚时尚,4.71,0.86%,5.23%,2.04亿,2.11亿,-691.66万,4.14亿
1051,688343,云天励飞,89.2,0.85%,4.50%,8.01亿,6.58亿,1.43亿,14.59亿
1052,688813,泰金新能,69.71,0.85%,43.05%,4.20亿,4.88亿,-6856.31万,9.08亿
1053,2345,潮宏基,10.65,0.85%,1.53%,7440.69万,6710.36万,730.33万,1.42亿
1054,600007,中国国贸,21.43,0.85%,0.24%,3048.25万,2051.29万,996.96万,5099.53万
1055,603680,今创集团,13.01,0.85%,0.38%,2010.21万,1897.47万,112.74万,3907.69万
1056,603601,再升科技,14.32,0.85%,23.57%,20.27亿,18.86亿,1.41亿,39.13亿
1057,603079,圣达生物,16.54,0.85%,1.17%,1951.98万,1717.62万,234.36万,3669.60万
1058,603027,千禾味业,9.49,0.85%,0.79%,5318.87万,3977.49万,1341.38万,9296.36万
1059,601577,长沙银行,9.47,0.85%,0.37%,9056.38万,5104.76万,3951.62万,1.42亿
1060,600025,华能水电,9.49,0.85%,0.16%,1.27亿,1.50亿,-2327.78万,2.78亿
1061,300407,凯发电气,13.11,0.85%,3.65%,6351.51万,6039.36万,312.15万,1.24亿
1062,2015,协鑫能科,17.8,0.85%,12.51%,17.96亿,18.35亿,-3839.70万,36.31亿
1063,603861,白云电器,16.69,0.85%,3.67%,1.62亿,1.64亿,-216.77万,3.25亿
1064,3007,直真科技,44.35,0.84%,7.29%,1.08亿,1.22亿,-1342.68万,2.30亿
1065,2982,湘佳股份,14.39,0.84%,3.92%,3782.92万,3507.59万,275.32万,7290.51万
1066,1325,元创股份,63.24,0.83%,22.67%,1.14亿,1.64亿,-4910.01万,2.78亿
1067,301237,和顺科技,58.58,0.83%,1.80%,2966.37万,3224.79万,-258.43万,6191.16万
1068,301048,金鹰重工,10.95,0.83%,2.47%,7257.18万,7223.39万,33.79万,1.45亿
1069,893,亚钾国际,54.5,0.83%,2.87%,5.86亿,6.86亿,-9999.44万,12.73亿
1070,3006,百亚股份,16.99,0.83%,1.25%,4463.48万,4623.12万,-159.64万,9086.61万
1071,600851,海欣股份,8.46,0.83%,2.19%,7078.58万,6515.07万,563.51万,1.36亿
1072,600033,福建高速,3.66,0.83%,0.78%,4306.69万,3454.41万,852.29万,7761.10万
1073,1979,招商蛇口,8.54,0.83%,0.98%,3.52亿,3.54亿,-117.52万,7.06亿
1074,1215,千味央厨,38.28,0.82%,3.02%,4528.19万,6680.76万,-2152.57万,1.12亿
1075,688220,翱捷科技,76.1,0.82%,2.36%,3.45亿,3.25亿,1988.59万,6.70亿
1076,603392,万泰生物,39.4,0.82%,0.25%,6907.53万,5576.98万,1330.55万,1.25亿
1077,301687,新广益,56.62,0.82%,10.60%,9423.77万,8210.88万,1212.89万,1.76亿
1078,603898,好莱客,13.49,0.82%,1.39%,2804.85万,3009.75万,-204.90万,5814.59万
1079,603587,地素时尚,12.33,0.82%,0.37%,1068.52万,1071.82万,-3.30万,2140.34万
1080,603377,ST东时,3.71,0.82%,0.72%,1204.05万,681.90万,522.14万,1885.95万
1081,600894,广日股份,9.87,0.82%,0.96%,3969.12万,3995.82万,-26.70万,7964.95万
1082,2426,胜利精密,3.7,0.82%,4.12%,2.54亿,2.67亿,-1274.60万,5.21亿
1083,603071,物产环能,13.7,0.81%,0.56%,2366.67万,1906.58万,460.09万,4273.25万
1084,688290,景业智能,52.22,0.81%,1.20%,2910.43万,3563.27万,-652.85万,6473.70万
1085,301201,诚达药业,44.75,0.81%,13.24%,3.22亿,3.26亿,-331.49万,6.48亿
1086,915,华特达因,31.25,0.81%,1.25%,5153.53万,4018.73万,1134.80万,9172.26万
1087,688217,睿昂基因,27.81,0.80%,1.02%,819.80万,769.24万,50.57万,1589.04万
1088,601985,中国核电,8.77,0.80%,0.61%,6.08亿,3.98亿,2.11亿,10.06亿
1089,2572,索菲亚,12.58,0.80%,1.07%,5574.15万,3204.56万,2369.58万,8778.71万
1090,1396,誉帆科技,45.78,0.79%,6.90%,3496.74万,3548.70万,-51.95万,7045.44万
1091,301205,联特科技,261.9,0.79%,14.55%,16.37亿,15.96亿,4060.30万,32.33亿
1092,600234,科新发展,17.76,0.79%,2.26%,5363.41万,5225.12万,138.29万,1.06亿
1093,605050,福然德,12.75,0.79%,1.31%,4506.91万,3670.01万,836.90万,8176.93万
1094,688011,新光光电,67.53,0.79%,1.56%,4559.57万,5956.94万,-1397.37万,1.05亿
1095,603608,天创时尚,11.51,0.79%,4.69%,1.16亿,1.12亿,407.48万,2.27亿
1096,600660,福耀玻璃,59.03,0.79%,0.54%,3.35亿,3.04亿,3072.12万,6.39亿
1097,2322,理工能科,14.06,0.79%,1.76%,4347.44万,4357.94万,-10.50万,8705.38万
1098,2135,东南网架,7.65,0.79%,2.46%,9841.77万,9940.47万,-98.71万,1.98亿
1099,301041,金百泽,28.09,0.79%,6.31%,7027.20万,7194.22万,-167.03万,1.42亿
1100,600927,永安期货,14.29,0.78%,0.37%,3951.38万,3871.10万,80.27万,7822.47万
1101,2629,仁智股份,6.47,0.78%,4.70%,6505.94万,6343.13万,162.81万,1.28亿
1102,600358,ST联合,6.45,0.78%,1.22%,1982.66万,1987.68万,-5.03万,3970.34万
1103,688321,微芯生物,31.12,0.78%,3.26%,1.96亿,2.19亿,-2237.62万,4.15亿
1104,300314,戴维医疗,12.91,0.78%,2.67%,2480.95万,2485.64万,-4.69万,4966.59万
1105,2880,卫光生物,27.03,0.78%,0.76%,2447.23万,2211.29万,235.94万,4658.52万
1106,2284,亚太股份,14.18,0.78%,1.94%,9677.10万,1.07亿,-1035.54万,2.04亿
1107,713,国投丰乐,6.48,0.78%,1.48%,3381.51万,2452.27万,929.24万,5833.78万
1108,300855,图南股份,43.14,0.77%,1.43%,8979.29万,9070.09万,-90.80万,1.80亿
1109,600645,中源协和,28.65,0.77%,2.50%,1.61亿,1.74亿,-1237.09万,3.35亿
1110,300642,透景生命,17.06,0.77%,2.06%,2630.47万,2219.59万,410.88万,4850.05万
1111,300254,仟源医药,11.84,0.77%,8.18%,1.14亿,1.05亿,861.28万,2.19亿
1112,680,山推股份,11.8,0.77%,1.58%,1.25亿,1.22亿,268.14万,2.47亿
1113,688522,纳睿雷达,34.25,0.76%,3.62%,7709.01万,7667.20万,41.81万,1.54亿
1114,301283,聚胶股份,46.16,0.76%,1.58%,1756.98万,2857.12万,-1100.14万,4614.11万
1115,688170,德龙激光,57.19,0.76%,7.18%,1.99亿,2.23亿,-2427.33万,4.22亿
1116,300311,ST任子行,5.29,0.76%,1.75%,2365.39万,2577.04万,-211.66万,4942.43万
1117,603197,保隆科技,33.02,0.76%,0.93%,3092.09万,3380.04万,-287.95万,6472.13万
1118,301388,欣灵电气,32.2,0.75%,11.38%,4417.54万,5692.51万,-1274.96万,1.01亿
1119,301307,美利信,41.53,0.75%,9.61%,2.50亿,1.92亿,5728.66万,4.42亿
1120,2701,奥瑞金,5.4,0.75%,1.51%,1.05亿,1.05亿,-10.06万,2.10亿
1121,605009,豪悦护理,28.32,0.75%,0.39%,1424.39万,958.52万,465.87万,2382.91万
1122,603949,雪龙集团,18.83,0.75%,4.81%,9017.19万,1.02亿,-1141.41万,1.92亿
1123,2413,雷科防务,13.48,0.75%,11.65%,10.47亿,10.07亿,3996.50万,20.55亿
1124,603075,热威股份,22.76,0.75%,3.70%,1940.86万,1531.87万,408.99万,3472.72万
1125,35,中国天楹,6.74,0.75%,2.05%,1.78亿,1.42亿,3586.55万,3.20亿
1126,2064,华峰化学,10.94,0.74%,0.81%,2.27亿,2.11亿,1579.05万,4.39亿
1127,605066,天正电气,8.2,0.74%,2.09%,4697.37万,3925.65万,771.72万,8623.04万
1128,601169,北京银行,5.47,0.74%,0.38%,2.82亿,1.54亿,1.29亿,4.36亿
1129,601021,春秋航空,47.75,0.74%,0.71%,1.40亿,1.93亿,-5247.11万,3.33亿
1130,600702,舍得酒业,46.24,0.74%,1.71%,1.26亿,1.36亿,-967.13万,2.62亿
1131,600039,四川路桥,9.5,0.74%,0.22%,8984.71万,9277.17万,-292.46万,1.83亿
1132,2461,珠江啤酒,9.59,0.74%,0.53%,6156.44万,5102.74万,1053.69万,1.13亿
1133,601096,宏盛华源,5.55,0.73%,2.25%,1.05亿,1.01亿,373.73万,2.06亿
1134,603658,安图生物,34.42,0.73%,0.28%,3195.74万,2378.44万,817.29万,5574.18万
1135,603567,珍宝岛,6.9,0.73%,3.11%,1.08亿,9404.48万,1445.43万,2.03亿
1136,601619,嘉泽新能,5.53,0.73%,3.80%,2.79亿,2.36亿,4317.85万,5.15亿
1137,2138,顺络电子,35.71,0.73%,3.28%,4.35亿,4.59亿,-2390.52万,8.93亿
1138,596,古井贡酒,106.12,0.73%,0.71%,1.51亿,1.59亿,-778.06万,3.10亿
1139,605080,浙江自然,23.88,0.72%,1.02%,1814.36万,1600.12万,214.23万,3414.48万
1140,301166,优宁维,30.7,0.72%,2.31%,1953.95万,2086.06万,-132.12万,4040.00万
1141,603713,密尔克卫,60.11,0.72%,0.92%,4433.97万,4302.26万,131.71万,8736.23万
1142,601116,三江购物,14.05,0.72%,1.23%,4424.70万,4986.66万,-561.96万,9411.37万
1143,600993,马应龙,25.34,0.72%,0.79%,5219.43万,3428.91万,1790.53万,8648.34万
1144,600011,华能国际,7.0,0.72%,0.71%,3.17亿,2.29亿,8754.34万,5.46亿
1145,2695,煌上煌,11.12,0.72%,1.14%,3413.72万,3079.20万,334.52万,6492.93万
1146,1324,长青科技,19.77,0.71%,3.14%,2742.63万,2303.61万,439.03万,5046.23万
1147,301173,毓恬冠佳,43.72,0.71%,2.16%,1340.16万,1573.74万,-233.58万,2913.89万
1148,301289,国缆检测,55.39,0.71%,0.97%,2293.65万,1910.33万,383.32万,4203.97万
1149,603788,宁波高发,15.61,0.71%,0.76%,1371.43万,1282.61万,88.82万,2654.04万
1150,601128,常熟银行,7.13,0.71%,1.06%,1.65亿,8582.67万,7895.02万,2.51亿
1151,2897,意华股份,66.3,0.71%,8.00%,5.02亿,4.71亿,3087.55万,9.73亿
1152,688389,普门科技,12.7,0.71%,0.51%,1424.45万,1361.25万,63.19万,2785.70万
1153,2079,苏州固锝,9.89,0.71%,4.11%,1.61亿,1.69亿,-886.85万,3.30亿
1154,603173,福斯达,41.56,0.70%,0.80%,2397.35万,2920.34万,-523.00万,5317.68万
1155,601166,兴业银行,18.7,0.70%,0.26%,5.95亿,4.42亿,1.52亿,10.37亿
1156,600771,广誉远,17.32,0.70%,1.04%,4974.64万,3855.34万,1119.30万,8829.98万
1157,600120,浙江东方,5.72,0.70%,2.01%,1.98亿,1.98亿,-1.02万,3.97亿
1158,2441,众业达,10.07,0.70%,1.87%,3464.07万,4045.25万,-581.18万,7509.32万
1159,688535,华海诚科,124.1,0.69%,4.49%,2.26亿,2.25亿,95.46万,4.51亿
1160,688486,龙迅股份,64.44,0.69%,1.84%,8333.16万,7631.32万,701.84万,1.60亿
1161,601728,中国电信,5.83,0.69%,0.13%,3.41亿,2.35亿,1.05亿,5.76亿
1162,603477,巨星农牧,18.87,0.69%,5.44%,2.86亿,2.33亿,5219.27万,5.19亿
1163,603396,金辰股份,35.24,0.69%,2.94%,6756.78万,7582.89万,-826.12万,1.43亿
1164,600502,安徽建工,5.86,0.69%,3.98%,2.01亿,1.96亿,465.77万,3.97亿
1165,605183,确成股份,19.37,0.68%,0.42%,2120.69万,1244.09万,876.60万,3364.79万
1166,603518,锦泓集团,8.91,0.68%,0.83%,1416.55万,1144.00万,272.55万,2560.54万
1167,600315,上海家化,20.76,0.68%,0.64%,4746.71万,4078.33万,668.37万,8825.03万
1168,300363,博腾股份,22.18,0.68%,3.56%,1.79亿,2.14亿,-3499.92万,3.93亿
1169,2298,中电鑫龙,10.35,0.68%,6.23%,2.14亿,2.14亿,26.66万,4.28亿
1170,2066,瑞泰科技,22.39,0.67%,2.03%,4960.44万,5579.90万,-619.46万,1.05亿
1171,688329,艾隆科技,24.0,0.67%,2.38%,1893.02万,2542.47万,-649.44万,4435.49万
1172,600717,天津港,4.5,0.67%,0.58%,4446.47万,3087.11万,1359.36万,7533.57万
1173,300415,伊之密,25.62,0.67%,1.57%,9340.75万,9011.46万,329.29万,1.84亿
1174,2339,积成电子,10.53,0.67%,6.50%,1.64亿,1.66亿,-247.48万,3.30亿
1175,2166,莱茵生物,9.03,0.67%,1.43%,4789.92万,4703.78万,86.14万,9493.70万
1176,1388,信通电子,39.45,0.66%,4.69%,2915.69万,2868.58万,47.11万,5784.27万
1177,3026,中晶科技,36.78,0.66%,7.86%,1.22亿,1.56亿,-3364.80万,2.78亿
1178,688526,科前生物,15.17,0.66%,0.59%,2212.88万,1928.15万,284.73万,4141.03万
1179,603301,振德医疗,85.56,0.66%,0.87%,1.33亿,6370.88万,6928.71万,1.97亿
1180,601598,中国外运,6.1,0.66%,0.28%,4465.92万,4438.51万,27.41万,8904.43万
1181,600987,航民股份,7.59,0.66%,0.82%,3321.64万,2992.78万,328.86万,6314.41万
1182,600820,隧道股份,6.14,0.66%,0.41%,4368.19万,3493.80万,874.39万,7862.00万
1183,600624,ST复华,4.61,0.66%,0.60%,1062.24万,811.85万,250.40万,1874.09万
1184,300519,新光药业,15.23,0.66%,2.32%,2200.83万,1822.38万,378.45万,4023.22万
1185,603198,迎驾贡酒,35.82,0.65%,0.35%,5901.02万,4110.28万,1790.74万,1.00亿
1186,600285,羚锐制药,21.6,0.65%,1.17%,7768.48万,6537.28万,1231.20万,1.43亿
1187,300030,阳普医疗,7.7,0.65%,2.81%,2956.49万,2957.74万,-1.24万,5914.22万
1188,960,锡业股份,34.08,0.65%,4.00%,10.04亿,12.94亿,-2.90亿,22.99亿
1189,301267,华厦眼科,17.18,0.64%,0.53%,2993.97万,2964.54万,29.43万,5958.51万
1190,603519,立霸股份,14.11,0.64%,1.64%,3321.97万,2799.72万,522.25万,6121.69万
1191,601966,玲珑轮胎,14.21,0.64%,0.60%,6900.79万,5627.18万,1273.61万,1.25亿
1192,300670,大烨智能,6.32,0.64%,5.62%,4155.90万,3888.85万,267.05万,8044.76万
1193,688581,安杰思,55.96,0.63%,0.53%,599.13万,638.75万,-39.62万,1237.89万
1194,688347,华虹公司,123.34,0.63%,5.09%,13.81亿,12.31亿,1.51亿,26.12亿
1195,688302,海创药业,46.47,0.63%,2.23%,4733.32万,5552.65万,-819.33万,1.03亿
1196,688218,江苏北人,23.79,0.63%,1.75%,2023.36万,2812.34万,-788.98万,4835.70万
1197,688670,金迪克,17.66,0.63%,1.03%,1005.14万,1227.08万,-221.94万,2232.21万
1198,603365,水星家纺,20.83,0.63%,0.52%,1566.50万,1207.80万,358.71万,2774.30万
1199,600551,时代出版,8.01,0.63%,0.40%,917.38万,1236.06万,-318.68万,2153.44万
1200,300257,开山股份,30.2,0.63%,1.68%,2.41亿,2.57亿,-1568.17万,4.98亿
