序号,股票代码,股票简称,最新价,涨跌幅,换手率,流入资金,流出资金,净额,成交额
91,533,顺钠股份,16.12,8.04%,26.57%,14.72亿,13.52亿,1.20亿,28.25亿
92,300765,新诺威,33.97,7.98%,1.61%,4.25亿,3.29亿,9522.52万,7.54亿
93,688428,诺诚健华,31.17,7.93%,7.74%,3.34亿,2.94亿,3998.32万,6.28亿
94,301683,慧谷新材,130.67,7.92%,36.56%,3.44亿,3.30亿,1379.35万,6.74亿
95,600233,圆通速递,21.5,7.88%,1.63%,6.61亿,5.34亿,1.27亿,11.95亿
96,301087,可孚医疗,57.84,7.81%,2.70%,1.80亿,1.19亿,6050.89万,2.99亿
97,300639,凯普生物,6.99,7.70%,11.17%,3.01亿,1.82亿,1.19亿,4.83亿
98,301557,常友科技,114.11,7.66%,13.50%,1.44亿,1.27亿,1655.52万,2.71亿
99,301682,宏明电子,125.71,7.60%,39.12%,6.40亿,6.46亿,-568.08万,12.86亿
100,301179,泽宇智能,27.17,7.60%,12.54%,4.31亿,3.50亿,8086.23万,7.81亿
101,600295,鄂尔多斯,15.0,7.53%,1.29%,1.80亿,2.02亿,-2222.14万,3.82亿
102,688726,拉普拉斯,65.05,7.41%,14.65%,11.49亿,9.14亿,2.35亿,20.63亿
103,301498,乖宝宠物,53.42,7.38%,6.87%,3.57亿,2.85亿,7160.77万,6.42亿
104,600550,保变电气,16.03,7.37%,9.09%,15.10亿,11.35亿,3.75亿,26.44亿
105,688429,时创能源,15.13,7.30%,8.10%,9164.40万,5385.58万,3778.82万,1.45亿
106,2149,西部材料,53.65,7.30%,26.65%,35.54亿,34.81亿,7271.40万,70.35亿
107,603897,长城科技,46.0,7.28%,10.18%,4.93亿,4.48亿,4481.08万,9.41亿
108,301638,南网数字,29.47,7.20%,28.45%,10.16亿,8.91亿,1.25亿,19.08亿
109,600713,南京医药,6.4,7.20%,10.23%,4.36亿,3.81亿,5545.12万,8.17亿
110,688602,康鹏科技,8.26,7.13%,9.44%,1.10亿,8963.16万,2035.48万,2.00亿
111,603826,坤彩科技,31.05,7.07%,2.85%,3.33亿,2.32亿,1.02亿,5.65亿
112,301306,西测测试,175.01,7.00%,21.04%,11.75亿,9.41亿,2.34亿,21.16亿
113,605116,奥锐特,28.46,6.99%,3.39%,2.03亿,1.74亿,2928.44万,3.77亿
114,301191,菲菱科思,151.02,6.91%,14.59%,6.18亿,5.04亿,1.15亿,11.22亿
115,1326,联域股份,55.79,6.82%,7.92%,5748.82万,4683.87万,1064.96万,1.04亿
116,2552,宝鼎科技,20.36,6.82%,10.26%,3.41亿,4.38亿,-9617.82万,7.79亿
117,301584,建发致新,29.03,6.73%,18.78%,1.67亿,1.19亿,4864.62万,2.86亿
118,301008,宏昌科技,38.05,6.73%,14.38%,3.24亿,2.89亿,3478.02万,6.13亿
119,688381,帝奥微,24.76,6.72%,4.47%,1.68亿,1.01亿,6632.58万,2.69亿
120,301182,凯旺科技,66.84,6.69%,7.13%,2.34亿,2.15亿,1891.24万,4.48亿
121,2342,巨力索具,18.29,6.65%,30.07%,26.50亿,25.13亿,1.37亿,51.62亿
122,600513,联环药业,23.75,6.60%,19.66%,6.52亿,6.42亿,998.47万,12.95亿
123,688163,赛伦生物,33.0,6.59%,3.35%,6415.13万,5326.43万,1088.70万,1.17亿
124,300992,泰福泵业,34.0,6.58%,11.91%,1.80亿,1.29亿,5124.99万,3.09亿
125,301372,科净源,32.58,6.51%,15.44%,1.06亿,9720.92万,882.46万,2.03亿
126,603613,国联股份,27.17,6.51%,3.23%,3.55亿,2.68亿,8652.08万,6.23亿
127,153,丰原药业,6.98,6.40%,12.84%,2.54亿,1.56亿,9838.86万,4.10亿
128,300559,佳发教育,14.68,6.38%,10.18%,2.62亿,1.96亿,6552.26万,4.58亿
129,600839,四川长虹,9.35,6.37%,7.30%,13.77亿,17.92亿,-4.14亿,31.69亿
130,2180,纳思达,17.4,6.36%,2.88%,3.45亿,3.31亿,1413.62万,6.75亿
131,603355,莱克电气,28.88,6.33%,0.92%,7828.79万,7287.15万,541.63万,1.51亿
132,300436,广生堂,125.0,6.25%,13.59%,10.92亿,11.72亿,-8076.70万,22.64亿
133,2940,昂利康,32.36,6.24%,12.29%,3.79亿,3.42亿,3738.97万,7.21亿
134,2772,众兴菌业,17.93,6.22%,4.68%,1.81亿,1.24亿,5652.09万,3.05亿
135,688141,杰华特,67.55,6.16%,4.09%,7.02亿,5.43亿,1.60亿,12.45亿
136,301520,万邦医药,45.9,6.15%,13.73%,7535.06万,6345.06万,1190.00万,1.39亿
137,2606,大连电瓷,12.32,6.12%,15.56%,3.70亿,4.43亿,-7236.70万,8.13亿
138,300681,英搏尔,26.95,6.02%,17.03%,5.98亿,4.71亿,1.26亿,10.69亿
139,300870,欧陆通,338.0,5.99%,6.83%,13.02亿,12.21亿,8127.50万,25.23亿
140,600867,通化东宝,10.49,5.96%,7.73%,8.69亿,6.98亿,1.71亿,15.68亿
141,300854,中兰环保,28.56,5.90%,16.83%,2.10亿,1.86亿,2418.45万,3.96亿
142,688712,北芯生命,42.46,5.89%,20.42%,1.93亿,1.27亿,6544.79万,3.20亿
143,570,苏常柴A,6.13,5.87%,14.49%,1.69亿,3.34亿,-1.64亿,5.03亿
144,688227,品高股份,70.39,5.87%,4.08%,1.73亿,1.52亿,2099.99万,3.25亿
145,950,重药控股,6.35,5.83%,9.01%,5.26亿,4.43亿,8265.66万,9.70亿
146,600316,洪都航空,39.99,5.68%,3.02%,5.40亿,3.14亿,2.26亿,8.54亿
147,2437,誉衡药业,3.91,5.68%,18.57%,8.36亿,6.58亿,1.78亿,14.94亿
148,1238,浙江正特,49.11,5.66%,0.88%,2413.11万,1989.19万,423.92万,4402.30万
149,1220,世盟股份,43.77,5.62%,18.59%,1.14亿,6712.84万,4641.71万,1.81亿
150,600821,金开新能,8.84,5.62%,20.58%,18.16亿,16.54亿,1.62亿,34.70亿
151,300485,赛升药业,11.7,5.60%,11.10%,2.01亿,1.48亿,5233.46万,3.49亿
152,600252,中恒集团,2.65,5.58%,3.82%,2.05亿,1.14亿,9124.93万,3.18亿
153,2328,新朋股份,12.5,5.57%,40.11%,13.65亿,14.60亿,-9471.40万,28.25亿
154,300972,万辰集团,205.69,5.56%,0.91%,1.86亿,1.35亿,5026.71万,3.21亿
155,688488,艾迪药业,20.51,5.56%,5.65%,2.19亿,2.49亿,-3066.70万,4.68亿
156,688501,青达环保,26.3,5.54%,3.50%,6380.65万,5091.39万,1289.26万,1.15亿
157,688448,磁谷科技,60.8,5.52%,2.99%,6919.04万,5886.90万,1032.14万,1.28亿
158,600268,国电南自,15.67,5.52%,6.64%,5.73亿,4.66亿,1.08亿,10.39亿
159,688759,必贝特,40.3,5.50%,10.62%,1.02亿,9169.71万,1031.67万,1.94亿
160,2867,周大生,13.05,5.50%,3.03%,2.46亿,1.75亿,7172.14万,4.21亿
161,605055,迎丰股份,10.95,5.49%,2.53%,6628.68万,5272.43万,1356.25万,1.19亿
162,603985,恒润股份,22.31,5.48%,16.26%,8.36亿,7.55亿,8076.27万,15.91亿
163,605598,上海港湾,51.14,5.47%,4.07%,2.50亿,2.50亿,-16.41万,5.00亿
164,890,法尔胜,12.76,5.45%,23.07%,5.92亿,5.84亿,879.66万,11.76亿
165,688655,迅捷兴,34.85,5.38%,18.44%,4.31亿,4.35亿,-410.15万,8.66亿
166,605299,舒华体育,18.88,5.36%,10.82%,4.32亿,3.83亿,4903.90万,8.15亿
167,688180,君实生物,43.5,5.33%,4.24%,7.98亿,5.82亿,2.16亿,13.80亿
168,603871,嘉友国际,14.04,5.33%,2.09%,2.20亿,1.76亿,4423.33万,3.97亿
169,300110,华仁药业,3.38,5.30%,6.58%,1.45亿,1.14亿,3065.14万,2.60亿
170,600707,彩虹股份,7.19,5.27%,5.57%,8.09亿,6.11亿,1.98亿,14.19亿
171,300480,光力科技,34.35,5.27%,10.81%,5.65亿,4.28亿,1.37亿,9.94亿
172,688248,南网科技,59.26,5.26%,1.97%,2.92亿,3.65亿,-7232.48万,6.57亿
173,300996,普联软件,17.6,5.26%,7.99%,1.98亿,1.33亿,6566.90万,3.31亿
174,603016,新宏泰,46.16,5.24%,6.98%,2.37亿,2.38亿,-120.38万,4.75亿
175,2519,银河电子,8.45,5.23%,14.46%,8.02亿,5.45亿,2.57亿,13.47亿
176,300427,红相股份,12.91,5.22%,15.83%,4.99亿,5.23亿,-2423.42万,10.22亿
177,2112,三变科技,22.38,5.22%,21.53%,6.52亿,5.98亿,5465.73万,12.50亿
178,600829,人民同泰,10.3,5.21%,4.45%,1.56亿,1.06亿,4960.46万,2.61亿
179,301328,维峰电子,54.82,5.20%,2.89%,9202.13万,8044.41万,1157.72万,1.72亿
180,300903,科翔股份,39.76,5.19%,15.96%,10.76亿,10.10亿,6563.10万,20.87亿
181,4,*ST国华,3.47,5.15%,2.07%,0.00,908.17万,-908.17万,908.17万
182,2860,星帅尔,13.1,5.14%,5.35%,1.44亿,9772.16万,4641.64万,2.42亿
183,688796,百奥赛图,107.35,5.14%,6.96%,1.41亿,1.18亿,2303.29万,2.59亿
184,603097,江苏华辰,34.02,5.13%,4.63%,1.03亿,1.52亿,-4952.09万,2.55亿
185,301479,弘景光电,99.85,5.13%,10.28%,3.11亿,2.15亿,9644.00万,5.26亿
186,603211,晋拓股份,26.91,5.12%,7.09%,2.55亿,2.64亿,-919.09万,5.20亿
187,688331,荣昌生物,149.0,5.10%,8.13%,9.85亿,9.40亿,4519.40万,19.25亿
188,600599,*ST熊猫,4.33,5.10%,4.29%,1577.71万,1391.75万,185.96万,2969.45万
189,688235,百济神州,254.4,5.09%,5.29%,8.80亿,6.58亿,2.22亿,15.37亿
190,301016,雷尔伟,23.94,5.09%,4.00%,1.09亿,8950.75万,1994.34万,1.99亿
191,600238,*ST椰岛,4.55,5.08%,1.50%,708.32万,2331.22万,-1622.90万,3039.54万
192,300201,海伦哲,12.22,5.07%,6.36%,4.26亿,3.50亿,7575.11万,7.75亿
193,603858,步长制药,17.01,5.06%,1.38%,1.44亿,1.00亿,4337.51万,2.44亿
194,600186,莲花控股,7.69,5.05%,17.28%,13.27亿,9.90亿,3.37亿,23.17亿
195,605081,*ST太和,6.89,5.03%,1.05%,406.12万,407.87万,-1.75万,813.99万
196,2569,*ST步森,13.17,5.02%,1.30%,1100.67万,1266.72万,-166.05万,2367.39万
197,603021,ST华鹏,8.57,5.02%,2.20%,2512.95万,3442.10万,-929.15万,5955.05万
198,301589,诺瓦星云,175.86,5.02%,4.01%,1.28亿,1.13亿,1450.27万,2.41亿
199,600581,*ST八钢,2.93,5.02%,3.24%,7398.96万,6701.03万,697.93万,1.41亿
200,301150,中一科技,61.82,5.01%,8.76%,6.60亿,5.37亿,1.23亿,11.97亿
201,790,华神科技,4.19,5.01%,6.71%,1.06亿,6757.88万,3863.10万,1.74亿
202,1270,*ST铖昌,142.37,5.00%,1.24%,651.65万,3.53亿,-3.47亿,3.60亿
203,603268,*ST松发,115.45,5.00%,2.83%,3.84亿,3.61亿,2265.23万,7.45亿
204,2630,ST华西,2.11,4.98%,2.12%,1780.47万,2797.80万,-1017.33万,4578.27万
205,301197,工大科雅,28.75,4.93%,9.35%,1.63亿,1.30亿,3240.22万,2.93亿
206,600769,祥龙电业,15.16,4.91%,6.38%,2.03亿,1.56亿,4647.50万,3.59亿
207,601799,星宇股份,129.15,4.91%,1.69%,3.71亿,2.58亿,1.12亿,6.29亿
208,600880,博瑞传播,5.15,4.89%,8.71%,2.85亿,2.11亿,7442.55万,4.96亿
209,300086,康芝药业,7.95,4.88%,11.82%,2.22亿,1.85亿,3714.76万,4.07亿
210,300937,药易购,31.31,4.86%,10.19%,1.10亿,9532.81万,1454.14万,2.05亿
211,2120,韵达股份,6.9,4.86%,2.46%,2.69亿,2.08亿,6077.46万,4.78亿
212,688506,百利天恒,313.85,4.84%,0.63%,3.97亿,3.99亿,-220.72万,7.95亿
213,300905,宝丽迪,38.6,4.83%,9.25%,2.77亿,2.21亿,5591.95万,4.98亿
214,301335,天元宠物,26.52,4.82%,8.64%,5345.59万,6089.45万,-743.85万,1.14亿
215,688068,热景生物,126.25,4.76%,4.64%,2.92亿,2.40亿,5171.18万,5.32亿
216,2989,中天精装,27.13,4.75%,5.65%,1.14亿,1.70亿,-5573.46万,2.84亿
217,603037,凯众股份,14.73,4.69%,5.83%,1.17亿,1.07亿,977.55万,2.24亿
218,688251,井松智能,36.66,4.68%,4.89%,1.11亿,6713.98万,4337.02万,1.78亿
219,2300,太阳电缆,9.93,4.64%,9.41%,3.94亿,2.68亿,1.27亿,6.62亿
220,301295,美硕科技,38.3,4.62%,10.43%,6569.24万,4966.21万,1603.03万,1.15亿
221,301186,超达装备,65.53,4.61%,6.00%,1.54亿,1.36亿,1787.72万,2.91亿
222,300723,一品红,37.1,4.57%,7.02%,5.42亿,5.24亿,1810.42万,10.66亿
223,688280,精进电动,10.81,4.55%,6.35%,2.05亿,1.54亿,5138.89万,3.59亿
224,300020,ST银江,3.68,4.55%,3.43%,5079.37万,4254.61万,824.76万,9333.98万
225,603633,徕木股份,8.06,4.54%,5.73%,1.09亿,8776.23万,2098.89万,1.97亿
226,603530,神马电力,61.41,4.53%,2.65%,3.34亿,3.62亿,-2800.99万,6.95亿
227,600312,平高电气,20.15,4.51%,3.20%,5.05亿,3.63亿,1.42亿,8.69亿
228,688816,易思维,67.51,4.50%,14.02%,9251.57万,8914.16万,337.41万,1.82亿
229,600351,亚宝药业,6.83,4.43%,7.38%,2.26亿,1.18亿,1.08亿,3.44亿
230,300561,*ST汇科,17.28,4.41%,11.75%,2.48亿,2.35亿,1252.40万,4.83亿
231,688682,霍莱沃,48.38,4.40%,3.73%,9480.73万,8965.64万,515.09万,1.84亿
232,2370,亚太药业,7.52,4.30%,14.55%,4.60亿,3.39亿,1.21亿,7.99亿
233,603083,剑桥科技,125.8,4.29%,23.71%,44.79亿,39.87亿,4.91亿,84.66亿
234,610,西安旅游,8.99,4.29%,11.93%,1.27亿,1.25亿,192.87万,2.52亿
235,600468,百利电气,8.07,4.26%,7.60%,3.53亿,3.10亿,4284.73万,6.64亿
236,300736,百邦科技,19.82,4.26%,10.37%,1.48亿,1.11亿,3706.92万,2.60亿
237,688178,万德斯,31.44,4.21%,3.38%,5114.81万,3943.79万,1171.02万,9058.60万
238,603958,哈森股份,24.73,4.21%,8.16%,2.12亿,2.23亿,-1118.01万,4.35亿
239,2253,*ST智胜,11.7,4.19%,3.06%,4102.16万,3308.34万,793.82万,7410.50万
240,555,神州信息,16.0,4.17%,9.97%,5.91亿,9.87亿,-3.96亿,15.78亿
241,301609,山大电力,48.18,4.15%,14.02%,1.18亿,1.27亿,-854.01万,2.45亿
242,603256,宏和科技,102.07,4.15%,5.55%,23.27亿,27.24亿,-3.98亿,50.51亿
243,989,九芝堂,9.88,4.11%,5.96%,2.30亿,1.74亿,5648.72万,4.04亿
244,300868,杰美特,76.02,4.11%,7.92%,2.47亿,2.40亿,713.92万,4.88亿
245,300720,海川智能,57.25,4.11%,5.65%,3.07亿,2.51亿,5651.46万,5.58亿
246,2422,科伦药业,35.7,4.11%,2.60%,6.38亿,5.54亿,8471.38万,11.92亿
247,688795,摩尔线程,625.66,4.10%,17.82%,17.59亿,15.15亿,2.44亿,32.74亿
248,603991,至正股份,109.94,4.09%,4.92%,2.26亿,1.80亿,4614.22万,4.05亿
249,603556,海兴电力,36.6,4.07%,1.21%,1.36亿,7739.61万,5896.83万,2.14亿
250,1378,德冠新材,24.85,4.06%,6.39%,5660.86万,4673.81万,987.05万,1.03亿
251,301122,采纳股份,31.06,4.05%,4.29%,5404.72万,4707.84万,696.89万,1.01亿
252,2832,比音勒芬,17.53,4.04%,3.77%,1.49亿,1.08亿,4145.02万,2.57亿
253,601579,会稽山,19.4,4.02%,3.69%,1.86亿,1.55亿,3048.33万,3.41亿
254,301178,天亿马,52.25,3.98%,5.76%,9358.19万,5516.44万,3841.76万,1.49亿
255,2966,苏州银行,8.62,3.98%,1.37%,3.70亿,1.42亿,2.28亿,5.12亿
256,411,英特集团,11.28,3.96%,1.85%,6820.24万,4828.57万,1991.67万,1.16亿
257,301588,美新科技,22.05,3.96%,12.92%,1.02亿,1.10亿,-790.81万,2.12亿
258,688192,迪哲医药,60.2,3.95%,1.17%,1.68亿,1.52亿,1592.67万,3.21亿
259,603001,奥康国际,9.48,3.95%,2.95%,6806.69万,4326.29万,2480.40万,1.11亿
260,2333,罗普斯金,5.81,3.94%,6.04%,1.30亿,1.04亿,2593.36万,2.33亿
261,600346,恒力石化,23.68,3.91%,0.73%,7.05亿,4.88亿,2.18亿,11.93亿
262,600056,中国医药,11.15,3.91%,4.68%,4.33亿,3.34亿,9835.54万,7.67亿
263,603139,康惠股份,29.58,3.90%,11.65%,1.63亿,1.68亿,-496.30万,3.32亿
264,688781,视涯科技,39.0,3.89%,21.40%,1.82亿,1.62亿,1945.39万,3.44亿
265,603222,济民健康,10.43,3.88%,10.51%,3.04亿,2.62亿,4156.71万,5.66亿
266,300057,万顺新材,7.5,3.88%,19.98%,5.82亿,5.30亿,5181.48万,11.12亿
267,300651,金陵体育,30.48,3.85%,22.73%,3.01亿,2.90亿,1139.57万,5.91亿
268,2349,精华制药,7.82,3.85%,5.49%,2.01亿,1.46亿,5515.73万,3.47亿
269,301391,卡莱特,82.35,3.83%,3.35%,1.41亿,1.21亿,2025.17万,2.62亿
270,300119,瑞普生物,19.03,3.82%,3.06%,1.23亿,6909.46万,5392.97万,1.92亿
271,2128,电投能源,32.78,3.80%,1.34%,5.44亿,4.35亿,1.09亿,9.80亿
272,300256,星星科技,3.56,3.79%,3.09%,1.36亿,1.12亿,2394.51万,2.48亿
273,605133,嵘泰股份,29.4,3.78%,5.09%,2.28亿,1.96亿,3144.82万,4.24亿
274,300411,金盾股份,10.99,3.78%,4.96%,8959.17万,7795.10万,1164.07万,1.68亿
275,688336,三生国健,89.28,3.77%,2.26%,6.14亿,6.09亿,520.30万,12.22亿
276,688818,电科蓝天,67.08,3.76%,27.94%,13.90亿,11.22亿,2.68亿,25.12亿
277,300267,尔康制药,4.14,3.76%,11.06%,3.80亿,2.60亿,1.20亿,6.41亿
278,1257,盛龙股份,23.77,3.75%,31.22%,5.57亿,4.64亿,9300.05万,10.21亿
279,601233,桐昆股份,20.19,3.75%,1.93%,5.03亿,4.18亿,8486.34万,9.21亿
280,2317,众生药业,19.09,3.75%,6.64%,5.24亿,4.33亿,9138.18万,9.58亿
281,688376,美埃科技,73.3,3.74%,2.46%,1.17亿,1.23亿,-598.70万,2.41亿
282,2645,华宏科技,21.63,3.74%,11.27%,6.78亿,6.90亿,-1236.68万,13.68亿
283,1965,招商公路,9.15,3.74%,0.42%,1.66亿,9091.28万,7490.59万,2.57亿
284,300265,通光线缆,19.72,3.73%,15.61%,7.48亿,6.81亿,6698.47万,14.30亿
