序号,股票代码,股票简称,最新价,涨跌幅,换手率,流入资金,流出资金,净额,成交额
103,605388,均瑶健康,8.06,9.96%,9.87%,1.67亿,2.93亿,-1.26亿,4.60亿
104,2033,丽江股份,10.93,9.96%,19.36%,5.69亿,5.27亿,4225.80万,10.97亿
105,600666,奥瑞德,6.85,9.95%,22.69%,21.30亿,16.11亿,5.18亿,37.44亿
106,570,苏常柴A,6.74,9.95%,10.77%,1.98亿,1.90亿,793.93万,3.87亿
107,546,金圆股份,7.08,9.94%,8.81%,2.00亿,2.21亿,-2119.56万,4.21亿
108,2421,达实智能,2.9,9.85%,6.17%,1.69亿,1.82亿,-1336.98万,3.52亿
109,301309,万得凯,35.44,9.82%,12.19%,1.57亿,9316.47万,6393.50万,2.51亿
110,301580,爱迪特,75.96,9.78%,12.07%,3.35亿,2.99亿,3571.39万,6.36亿
111,889,中嘉博创,5.19,9.49%,36.35%,8.21亿,6.71亿,1.50亿,15.05亿
112,603032,德新科技,22.05,9.48%,12.29%,3.00亿,2.92亿,850.74万,6.07亿
113,300684,中石科技,59.28,9.45%,12.03%,8.90亿,5.16亿,3.74亿,14.12亿
114,603129,春风动力,278.7,9.35%,3.17%,8.08亿,4.80亿,3.28亿,13.01亿
115,300438,鹏辉能源,68.68,9.21%,15.95%,23.54亿,19.28亿,4.26亿,43.08亿
116,300491,通合科技,27.81,9.19%,10.68%,2.71亿,1.77亿,9364.84万,4.50亿
117,603061,金海通,250.93,9.17%,5.40%,5.40亿,5.39亿,35.52万,11.14亿
118,300689,澄天伟业,51.76,9.13%,5.96%,1.71亿,1.37亿,3420.87万,3.09亿
119,603629,利通电子,95.93,9.07%,20.63%,24.16亿,25.50亿,-1.34亿,49.80亿
120,300696,爱乐达,34.42,9.06%,6.08%,3.14亿,2.33亿,8175.14万,5.49亿
121,300604,长川科技,153.87,8.97%,5.84%,24.28亿,18.35亿,5.93亿,42.89亿
122,301012,扬电科技,32.87,8.91%,11.91%,4.75亿,2.78亿,1.98亿,7.54亿
123,300858,科拓生物,23.22,8.86%,18.67%,4.14亿,3.72亿,4222.46万,7.90亿
124,300231,银信科技,11.67,8.86%,10.41%,3.23亿,1.97亿,1.26亿,5.24亿
125,301636,泽润新能,77.27,8.85%,36.15%,2.08亿,2.27亿,-1886.17万,4.37亿
126,300687,赛意信息,20.65,8.80%,6.42%,2.53亿,1.66亿,8662.48万,4.24亿
127,300214,日科化学,8.03,8.66%,7.23%,1.31亿,9393.26万,3671.08万,2.28亿
128,688548,广钢气体,25.89,8.51%,5.14%,5.29亿,3.62亿,1.67亿,8.95亿
129,688479,友车科技,35.26,8.43%,6.80%,8314.56万,6513.25万,1801.31万,1.49亿
130,301068,大地海洋,34.54,8.41%,2.10%,3957.84万,3110.36万,847.48万,7080.28万
131,301004,嘉益股份,51.7,8.39%,1.59%,6647.00万,4243.54万,2403.46万,1.09亿
132,301002,崧盛股份,40.6,8.24%,7.83%,1.59亿,1.05亿,5385.85万,2.64亿
133,301283,聚胶股份,49.92,8.15%,5.17%,8774.02万,7221.53万,1552.49万,1.60亿
134,603698,航天工程,42.75,8.15%,12.16%,13.34亿,13.55亿,-2035.80万,27.03亿
135,301040,中环海陆,34.94,8.14%,11.35%,1.88亿,1.74亿,1436.02万,3.63亿
136,300097,智云股份,10.63,8.14%,16.41%,2.25亿,2.10亿,1497.99万,4.37亿
137,603040,新坐标,86.92,8.10%,1.87%,1.14亿,8833.62万,2529.17万,2.13亿
138,301548,崇德科技,76.31,8.09%,9.00%,9119.45万,7998.66万,1120.79万,1.74亿
139,600184,光电股份,21.93,8.08%,8.00%,5.83亿,4.13亿,1.70亿,9.99亿
140,600382,广东明珠,10.08,8.04%,5.72%,2.38亿,1.49亿,8929.50万,3.89亿
141,688802,沐曦股份,734.0,7.96%,24.80%,17.40亿,14.37亿,3.02亿,31.94亿
142,300502,新易盛,536.51,7.95%,4.43%,115.86亿,86.93亿,28.94亿,204.41亿
143,301328,维峰电子,59.15,7.90%,3.21%,1.07亿,9359.40万,1380.47万,2.02亿
144,600338,西藏珠峰,20.49,7.90%,12.41%,14.34亿,8.34亿,6.00亿,22.78亿
145,6,深振业A,9.47,7.86%,2.50%,1.76亿,9991.83万,7602.53万,3.07亿
146,688719,爱科赛博,53.93,7.86%,6.53%,1.67亿,1.38亿,2922.27万,3.08亿
147,688677,海泰新光,75.05,7.83%,7.19%,3.30亿,2.92亿,3738.32万,6.31亿
148,2624,完美世界,20.82,7.82%,6.40%,12.75亿,11.01亿,1.74亿,23.82亿
149,605090,九丰能源,42.91,7.81%,4.76%,7.60亿,6.22亿,1.37亿,13.92亿
150,2240,盛新锂能,49.85,7.74%,9.11%,20.44亿,20.55亿,-1047.50万,41.30亿
151,300866,安克创新,120.49,7.72%,3.75%,7.31亿,6.01亿,1.30亿,13.57亿
152,300322,硕贝德,31.24,7.72%,22.19%,18.69亿,11.12亿,7.58亿,30.03亿
153,1223,欧克科技,55.97,7.68%,2.59%,7992.83万,5194.77万,2798.06万,1.33亿
154,610,西安旅游,9.68,7.68%,16.54%,2.02亿,1.59亿,4271.63万,3.63亿
155,301360,荣旗科技,80.74,7.65%,11.98%,1.55亿,8656.70万,6832.43万,2.42亿
156,688365,光云科技,19.86,7.64%,5.25%,2.62亿,1.68亿,9387.74万,4.32亿
157,688,国城矿业,46.8,7.64%,2.27%,6.77亿,5.53亿,1.24亿,12.41亿
158,605303,园林股份,23.91,7.61%,6.18%,1.31亿,9284.04万,3767.41万,2.28亿
159,2378,章源钨业,32.39,7.47%,8.87%,17.66亿,15.60亿,2.06亿,33.62亿
160,300394,天孚通信,355.3,7.45%,5.96%,94.72亿,64.17亿,30.54亿,159.91亿
161,300657,弘信电子,35.23,7.41%,12.80%,12.56亿,8.11亿,4.45亿,20.82亿
162,300935,盈建科,32.87,7.38%,4.77%,5034.51万,4094.30万,940.21万,9171.55万
163,603730,岱美股份,10.04,7.38%,1.64%,1.88亿,1.54亿,3454.64万,3.45亿
164,688258,卓易信息,114.35,7.37%,4.82%,3.97亿,2.62亿,1.36亿,6.63亿
165,300209,行云科技,13.58,7.35%,23.29%,13.39亿,9.36亿,4.04亿,22.84亿
166,600986,浙文互联,10.97,7.34%,18.16%,16.53亿,12.72亿,3.81亿,29.40亿
167,301128,强瑞技术,190.9,7.33%,8.59%,7.99亿,6.92亿,1.07亿,14.94亿
168,300153,科泰电源,28.82,7.30%,7.55%,4.04亿,2.68亿,1.37亿,6.76亿
169,688403,汇成股份,16.92,7.29%,6.08%,5.42亿,3.72亿,1.70亿,9.23亿
170,688282,理工导航,88.44,7.29%,2.94%,1.27亿,9916.95万,2739.84万,2.27亿
171,2842,翔鹭钨业,33.99,7.29%,25.06%,12.73亿,9.64亿,3.10亿,22.47亿
172,2943,宇晶股份,57.44,7.28%,19.34%,8.42亿,7.43亿,9859.64万,15.90亿
173,300277,汽轮科技,19.98,7.25%,7.35%,6.99亿,4.07亿,2.92亿,11.11亿
174,300410,正业科技,9.63,7.24%,15.85%,3.03亿,2.46亿,5639.36万,5.54亿
175,688556,高测股份,14.24,7.23%,8.37%,6.38亿,3.34亿,3.04亿,9.80亿
176,300137,先河环保,16.17,7.23%,14.71%,6.93亿,5.54亿,1.39亿,12.50亿
177,603399,永杉锂业,12.92,7.22%,16.50%,5.20亿,5.56亿,-3562.05万,10.88亿
178,301397,溯联股份,36.91,7.14%,10.76%,1.69亿,1.05亿,6337.62万,2.75亿
179,301178,天亿马,55.98,7.14%,8.48%,1.29亿,1.03亿,2643.28万,2.33亿
180,600126,杭钢股份,10.21,7.14%,7.24%,14.46亿,9.69亿,4.77亿,24.32亿
181,300285,国瓷材料,35.67,7.12%,6.19%,10.52亿,7.54亿,2.98亿,18.16亿
182,2283,天润工业,11.14,7.12%,4.83%,3.13亿,1.99亿,1.14亿,5.24亿
183,2328,新朋股份,13.38,7.04%,31.12%,12.08亿,11.05亿,1.03亿,23.40亿
184,2132,恒星科技,4.44,6.99%,15.72%,5.10亿,4.63亿,4663.68万,9.78亿
185,605100,华丰股份,47.94,6.96%,2.88%,1.34亿,9294.27万,4130.72万,2.29亿
186,2899,英派斯,33.3,6.94%,4.42%,1.34亿,7914.84万,5516.79万,2.14亿
187,688178,万德斯,33.62,6.93%,4.21%,6971.57万,4656.72万,2314.85万,1.18亿
188,1339,智微智能,72.08,6.91%,10.43%,4.82亿,3.93亿,8867.19万,8.83亿
189,688125,安达智能,264.74,6.91%,1.34%,1.67亿,1.03亿,6346.93万,2.79亿
190,600676,交运股份,8.08,6.88%,2.90%,1.31亿,1.04亿,2710.64万,2.39亿
191,300245,天玑科技,14.36,6.85%,12.77%,3.36亿,2.07亿,1.29亿,5.49亿
192,603206,嘉环科技,17.64,6.84%,5.75%,1.58亿,1.47亿,1142.89万,3.10亿
193,301222,浙江恒威,39.03,6.84%,8.51%,1.53亿,1.08亿,4446.72万,2.61亿
194,301053,远信工业,60.67,6.83%,10.78%,2.80亿,2.77亿,305.91万,5.57亿
195,300928,华安鑫创,30.66,6.83%,5.80%,5178.32万,4243.65万,934.67万,9466.77万
196,2733,雄韬股份,32.22,6.83%,11.22%,7.51亿,5.56亿,1.95亿,13.10亿
197,301248,杰创智能,61.68,6.81%,16.84%,6.09亿,5.43亿,6660.95万,11.53亿
198,300656,民德电子,24.3,6.81%,5.81%,1.01亿,7918.40万,2175.77万,1.84亿
199,2826,易明医药,21.39,6.79%,4.89%,1.17亿,6851.97万,4839.29万,1.86亿
200,301313,凡拓数创,33.45,6.77%,6.12%,7971.49万,7035.54万,935.95万,1.51亿
201,2798,帝欧水华,7.12,6.75%,11.24%,2.01亿,1.75亿,2607.30万,3.76亿
202,301373,凌玮科技,92.86,6.74%,22.49%,4.65亿,3.40亿,1.26亿,8.15亿
203,688220,翱捷科技,81.2,6.70%,5.16%,8.39亿,6.95亿,1.44亿,15.50亿
204,2633,申科股份,18.95,6.70%,3.64%,5663.87万,4419.80万,1244.07万,1.01亿
205,688590,新致软件,14.99,6.69%,6.96%,1.70亿,1.20亿,5009.44万,2.91亿
206,300464,星徽股份,7.81,6.69%,6.28%,9920.41万,6844.15万,3076.26万,1.70亿
207,300276,三丰智能,7.35,6.68%,6.16%,2.69亿,2.04亿,6582.97万,4.76亿
208,605198,安德利,47.12,6.65%,1.68%,1.35亿,7455.45万,6070.66万,2.11亿
209,300840,酷特智能,19.75,6.64%,10.19%,1.98亿,1.56亿,4157.93万,3.57亿
210,688507,索辰科技,93.22,6.62%,5.78%,1.52亿,1.09亿,4286.84万,2.61亿
211,688308,欧科亿,103.96,6.60%,6.94%,6.52亿,4.43亿,2.08亿,11.13亿
212,605069,正和生态,13.24,6.60%,3.14%,4597.22万,3740.72万,856.50万,8507.09万
213,300935,盈建科,32.63,6.60%,5.00%,5265.75万,4281.61万,984.14万,9637.39万
214,605178,时空科技,86.35,6.59%,4.69%,2.03亿,1.85亿,1788.96万,3.94亿
215,2532,天山铝业,19.66,6.56%,1.90%,9.77亿,5.21亿,4.55亿,15.02亿
216,600673,东阳光,35.58,6.53%,2.96%,18.03亿,13.15亿,4.88亿,31.37亿
217,600490,鹏欣资源,8.54,6.48%,3.77%,3.72亿,2.50亿,1.21亿,6.26亿
218,603335,迪生力,6.27,6.45%,8.26%,1.06亿,1.07亿,-91.01万,2.21亿
219,605189,富春染织,17.61,6.40%,8.46%,1.57亿,1.22亿,3448.39万,2.84亿
220,688279,峰岹科技,182.35,6.39%,2.54%,2.18亿,1.99亿,1889.03万,4.29亿
221,688257,新锐股份,79.4,6.39%,4.64%,5.17亿,3.92亿,1.25亿,9.16亿
222,688226,威腾电气,53.81,6.39%,6.21%,3.52亿,2.53亿,9891.64万,6.13亿
223,300069,金利华电,23.63,6.39%,13.82%,2.27亿,1.48亿,7948.37万,3.77亿
224,2511,中顺洁柔,8.83,6.39%,2.97%,2.01亿,1.24亿,7632.93万,3.25亿
225,688127,蓝特光学,69.23,6.38%,2.41%,3.43亿,3.05亿,3771.27万,6.61亿
226,2368,太极股份,21.0,6.38%,2.59%,2.19亿,9472.83万,1.24亿,3.30亿
227,2469,三维化学,8.88,6.35%,4.89%,1.61亿,1.08亿,5325.31万,2.70亿
228,688611,杭州柯林,58.37,6.24%,1.21%,6414.47万,4088.24万,2326.23万,1.06亿
229,600714,金瑞矿业,18.21,6.24%,8.01%,2.33亿,1.73亿,5920.72万,4.12亿
230,2498,汉缆股份,9.03,6.24%,12.30%,19.04亿,16.30亿,2.73亿,35.43亿
231,2125,湘潭电化,14.32,6.23%,5.55%,2.87亿,2.03亿,8482.33万,4.94亿
232,301248,杰创智能,61.34,6.22%,17.48%,6.25亿,5.59亿,6679.17万,11.97亿
233,605208,永茂泰,14.87,6.21%,4.96%,1.32亿,1.03亿,2916.89万,2.39亿
234,603308,应流股份,69.04,6.20%,3.62%,9.69亿,6.79亿,2.90亿,16.64亿
235,301321,翰博高新,23.46,6.15%,5.21%,1.02亿,7506.15万,2692.74万,1.79亿
236,2998,优彩资源,9.32,6.15%,5.47%,7404.62万,5666.74万,1737.88万,1.34亿
237,2645,华宏科技,22.96,6.15%,10.36%,6.69亿,5.99亿,7093.25万,12.77亿
238,1389,广合科技,135.7,6.13%,6.11%,7.10亿,5.04亿,2.06亿,12.32亿
239,300442,润泽科技,95.78,6.12%,4.51%,40.96亿,28.16亿,12.80亿,69.66亿
240,2192,融捷股份,79.88,6.11%,13.60%,16.18亿,11.46亿,4.72亿,27.84亿
241,300221,银禧科技,10.95,6.10%,6.18%,1.78亿,1.20亿,5845.39万,3.03亿
242,605088,冠盛股份,36.41,6.09%,3.55%,1.44亿,8827.50万,5608.91万,2.53亿
243,603110,东方材料,17.6,6.09%,8.78%,1.85亿,1.15亿,6928.06万,3.07亿
244,600176,中国巨石,32.99,6.08%,4.15%,28.21亿,26.33亿,1.88亿,54.75亿
245,2882,金龙羽,29.7,6.07%,6.65%,2.65亿,2.06亿,5936.83万,4.74亿
246,688182,灿勤科技,31.09,6.07%,1.99%,1.35亿,1.08亿,2697.20万,2.44亿
247,3023,彩虹集团,27.94,6.07%,6.06%,1.02亿,7260.83万,2973.70万,1.76亿
248,300478,杭州高新,26.72,6.07%,4.90%,1.03亿,6036.19万,4219.15万,1.64亿
249,688027,国盾量子,613.05,6.06%,5.28%,14.25亿,11.54亿,2.71亿,25.89亿
250,603637,镇海股份,15.04,6.06%,6.20%,1.18亿,9049.23万,2733.25万,2.13亿
251,300556,丝路视觉,18.57,6.05%,6.88%,7748.89万,5870.49万,1878.39万,1.37亿
252,603358,华达科技,34.58,6.04%,3.69%,3.06亿,2.60亿,4599.64万,5.79亿
253,2738,中矿资源,85.42,6.02%,4.70%,17.10亿,11.04亿,6.06亿,28.36亿
254,2663,普邦股份,2.29,6.02%,10.31%,1.52亿,1.52亿,-33.95万,3.04亿
255,605598,上海港湾,54.21,6.00%,4.46%,2.90亿,2.85亿,459.32万,5.79亿
256,300531,优博讯,20.31,6.00%,9.07%,3.23亿,2.31亿,9235.45万,5.60亿
257,600186,莲花控股,8.15,5.98%,17.07%,13.60亿,10.55亿,3.05亿,24.23亿
258,688223,晶科能源,7.1,5.97%,2.24%,9.65亿,5.85亿,3.80亿,15.82亿
259,600251,冠农股份,11.55,5.96%,2.07%,1.07亿,7445.31万,3285.31万,1.83亿
260,155,川能动力,16.94,5.94%,5.84%,10.61亿,7.35亿,3.26亿,18.13亿
261,2466,天齐锂业,65.46,5.92%,5.92%,32.39亿,24.00亿,8.39亿,56.47亿
262,301097,天益医疗,60.42,5.91%,4.84%,4266.32万,4033.35万,232.97万,8354.58万
263,300454,深信服,113.08,5.89%,5.69%,11.00亿,7.12亿,3.89亿,18.34亿
264,2494,华斯股份,5.42,5.86%,7.28%,6297.95万,4727.56万,1570.39万,1.11亿
265,2353,杰瑞股份,115.9,5.86%,3.22%,13.51亿,11.77亿,1.74亿,25.51亿
266,301106,骏成科技,30.06,5.85%,3.22%,5311.31万,4349.09万,962.22万,9719.90万
267,603138,海量数据,21.54,5.85%,6.01%,2.12亿,1.50亿,6279.91万,3.67亿
268,300467,迅游科技,32.37,5.85%,4.34%,1.17亿,8691.33万,3047.22万,2.33亿
269,300986,志特新材,25.18,5.84%,11.82%,6.95亿,5.07亿,1.88亿,12.14亿
270,688162,巨一科技,35.42,5.83%,3.51%,9010.94万,7469.93万,1541.01万,1.68亿
271,300949,奥雅股份,39.38,5.83%,3.73%,2849.75万,2040.97万,808.78万,4955.30万
272,1234,泰慕士,28.44,5.80%,3.88%,6180.34万,3749.19万,2431.14万,9992.96万
273,2803,吉宏股份,17.32,5.80%,5.13%,1.57亿,9407.31万,6317.27万,2.52亿
274,688370,丛麟科技,25.65,5.77%,1.07%,2410.64万,1249.73万,1160.92万,3670.47万
275,2552,宝鼎科技,21.53,5.75%,8.87%,3.94亿,2.90亿,1.05亿,6.86亿
276,688692,达梦数据,248.0,5.71%,2.83%,3.01亿,2.02亿,9890.72万,5.09亿
277,603101,汇嘉时代,9.81,5.71%,7.47%,1.58亿,1.76亿,-1757.32万,3.39亿
278,603008,喜临门,12.69,5.66%,10.44%,2.56亿,2.05亿,5015.77万,4.82亿
279,600590,泰豪科技,15.02,5.63%,8.39%,6.26亿,4.16亿,2.10亿,10.48亿
280,301428,世纪恒通,35.62,5.60%,12.48%,1.57亿,1.10亿,4736.98万,2.68亿
281,300649,杭州园林,15.7,5.58%,3.98%,3975.34万,2467.65万,1507.68万,6540.56万
282,300745,欣锐科技,27.28,5.57%,4.58%,1.05亿,6723.30万,3817.69万,1.74亿
283,301395,仁信新材,13.08,5.57%,10.77%,1.08亿,6795.49万,3982.80万,1.77亿
284,688150,莱特光电,49.53,5.56%,2.79%,2.97亿,2.44亿,5328.10万,5.45亿
