序号,股票代码,股票简称,最新价,涨跌幅,换手率,流入资金,流出资金,净额,成交额
73,2062,宏润建设,8.05,9.97%,2.35%,9366.95万,1.12亿,-1854.14万,2.06亿
74,605388,均瑶健康,8.06,9.96%,9.44%,1.67亿,2.72亿,-1.05亿,4.39亿
75,2033,丽江股份,10.93,9.96%,17.78%,5.69亿,4.26亿,1.43亿,10.02亿
76,600666,奥瑞德,6.85,9.95%,22.34%,21.30亿,15.49亿,5.81亿,36.82亿
77,570,苏常柴A,6.74,9.95%,10.62%,1.98亿,1.84亿,1327.54万,3.82亿
78,546,金圆股份,7.08,9.94%,8.48%,2.00亿,2.05亿,-495.90万,4.05亿
79,601778,晶科科技,6.65,9.92%,16.64%,22.27亿,15.68亿,6.59亿,38.75亿
80,2421,达实智能,2.9,9.85%,5.96%,1.69亿,1.70亿,-104.76万,3.40亿
81,300911,亿田智能,36.02,9.65%,5.90%,1.93亿,1.62亿,3170.94万,3.57亿
82,301086,鸿富瀚,160.54,9.53%,5.77%,2.45亿,1.67亿,7744.01万,4.16亿
83,603629,利通电子,96.28,9.47%,16.31%,19.15亿,19.40亿,-2431.20万,39.15亿
84,300438,鹏辉能源,68.82,9.43%,13.61%,20.29亿,16.02亿,4.27亿,36.56亿
85,2008,大族激光,86.18,9.38%,4.18%,18.60亿,14.88亿,3.71亿,33.70亿
86,300853,申昊科技,23.02,9.36%,7.61%,1.01亿,6667.41万,3430.30万,1.68亿
87,300953,震裕科技,206.47,9.34%,8.56%,12.56亿,8.89亿,3.68亿,21.53亿
88,600507,方大特钢,6.01,9.27%,3.77%,2.65亿,2.27亿,3708.83万,5.16亿
89,603698,航天工程,43.18,9.23%,10.77%,11.24亿,12.03亿,-7891.40万,23.86亿
90,301012,扬电科技,32.95,9.18%,10.37%,4.23亿,2.29亿,1.94亿,6.54亿
91,70,特发信息,20.58,9.00%,18.07%,17.14亿,14.43亿,2.72亿,31.96亿
92,2842,翔鹭钨业,34.47,8.81%,16.62%,8.88亿,5.67亿,3.22亿,14.70亿
93,300163,先锋新材,4.98,8.73%,7.80%,1.09亿,5177.08万,5695.51万,1.70亿
94,762,西藏矿业,36.68,8.71%,10.74%,10.74亿,8.89亿,1.85亿,19.96亿
95,688556,高测股份,14.42,8.58%,7.23%,5.57亿,2.82亿,2.76亿,8.45亿
96,600382,广东明珠,10.11,8.36%,4.64%,1.96亿,1.13亿,8244.01万,3.14亿
97,301636,泽润新能,76.91,8.34%,31.44%,1.83亿,1.95亿,-1139.98万,3.79亿
98,2378,章源钨业,32.63,8.26%,6.30%,13.19亿,9.92亿,3.28亿,23.62亿
99,300604,长川科技,152.84,8.24%,4.63%,18.91亿,13.93亿,4.98亿,33.81亿
100,301345,涛涛车业,239.98,8.23%,6.47%,3.15亿,2.19亿,9591.99万,5.37亿
101,300491,通合科技,27.56,8.21%,7.41%,1.79亿,1.25亿,5447.62万,3.08亿
102,301030,仕净科技,11.0,8.16%,4.76%,6775.13万,2958.74万,3816.39万,1.04亿
103,301283,聚胶股份,49.91,8.12%,4.24%,7353.86万,5693.36万,1660.50万,1.31亿
104,300738,奥飞数据,25.27,7.99%,9.89%,14.32亿,8.80亿,5.52亿,23.94亿
105,2237,恒邦股份,16.2,7.93%,3.39%,3.45亿,2.75亿,6963.87万,6.37亿
106,600338,西藏珠峰,20.49,7.90%,9.71%,10.81亿,6.40亿,4.41亿,17.83亿
107,301040,中环海陆,34.85,7.86%,9.10%,1.52亿,1.34亿,1811.60万,2.88亿
108,300231,银信科技,11.56,7.84%,8.26%,2.58亿,1.49亿,1.09亿,4.13亿
109,300137,先河环保,16.26,7.82%,12.10%,5.84亿,4.36亿,1.48亿,10.27亿
110,688479,友车科技,35.06,7.81%,5.83%,7211.08万,5412.65万,1798.43万,1.27亿
111,300657,弘信电子,35.36,7.80%,10.52%,10.63亿,6.17亿,4.46亿,17.04亿
112,688685,迈信林,44.02,7.79%,3.37%,1.25亿,7975.33万,4554.48万,2.10亿
113,2859,洁美科技,45.38,7.74%,2.94%,2.42亿,2.80亿,-3780.55万,5.34亿
114,605198,安德利,47.58,7.70%,1.30%,1.02亿,5824.33万,4374.77万,1.62亿
115,300687,赛意信息,20.44,7.69%,4.97%,1.95亿,1.25亿,6997.74万,3.26亿
116,2240,盛新锂能,49.82,7.67%,8.11%,18.60亿,18.07亿,5371.60万,36.76亿
117,300209,行云科技,13.6,7.51%,20.72%,12.18亿,7.80亿,4.38亿,20.26亿
118,301309,万得凯,34.69,7.50%,6.74%,7093.97万,4742.04万,2351.92万,1.35亿
119,600397,江钨装备,15.18,7.43%,4.64%,3.82亿,2.79亿,1.04亿,6.76亿
120,300696,爱乐达,33.9,7.41%,5.01%,2.52亿,1.97亿,5525.14万,4.52亿
121,300938,信测标准,48.92,7.40%,6.01%,3.17亿,2.73亿,4352.41万,5.96亿
122,300322,硕贝德,31.14,7.38%,16.63%,13.80亿,8.32亿,5.48亿,22.29亿
123,605178,时空科技,86.97,7.36%,3.63%,1.64亿,1.37亿,2658.25万,3.02亿
124,300277,汽轮科技,20.0,7.35%,5.80%,5.56亿,3.08亿,2.48亿,8.73亿
125,603356,华菱精工,16.75,7.30%,4.58%,5787.66万,3389.94万,2397.72万,9828.19万
126,1223,欧克科技,55.75,7.25%,1.93%,6073.52万,3764.09万,2309.43万,9881.05万
127,603933,睿能科技,24.32,7.23%,6.62%,1.68亿,1.37亿,3073.63万,3.34亿
128,2798,帝欧水华,7.15,7.20%,9.63%,1.70亿,1.49亿,2081.75万,3.21亿
129,2733,雄韬股份,32.33,7.19%,9.30%,6.40亿,4.32亿,2.08亿,10.83亿
130,603032,德新科技,21.58,7.15%,10.70%,2.61亿,2.65亿,-484.81万,5.27亿
131,603129,春风动力,273.07,7.14%,2.66%,6.62亿,4.21亿,2.42亿,10.84亿
132,600176,中国巨石,33.31,7.11%,3.50%,23.95亿,21.87亿,2.08亿,46.19亿
133,688258,卓易信息,114.0,7.04%,4.25%,3.57亿,2.22亿,1.35亿,5.84亿
134,301580,爱迪特,74.04,7.01%,7.52%,1.98亿,1.80亿,1795.67万,3.84亿
135,600676,交运股份,8.09,7.01%,1.68%,7265.24万,5586.23万,1679.01万,1.36亿
136,300069,金利华电,23.76,6.98%,11.57%,1.94亿,1.20亿,7424.54万,3.15亿
137,300928,华安鑫创,30.7,6.97%,5.38%,4742.09万,4004.48万,737.61万,8765.91万
138,603730,岱美股份,10.0,6.95%,1.11%,1.26亿,9519.13万,3067.82万,2.36亿
139,688631,莱斯信息,57.58,6.91%,4.63%,8760.43万,7573.73万,1186.70万,1.70亿
140,610,西安旅游,9.61,6.90%,10.69%,1.26亿,9818.25万,2813.69万,2.30亿
141,603308,应流股份,69.47,6.86%,3.05%,8.32亿,5.58亿,2.75亿,13.98亿
142,688282,理工导航,88.06,6.83%,2.51%,1.07亿,8568.32万,2105.01万,1.93亿
143,603008,喜临门,12.83,6.83%,6.53%,1.71亿,1.18亿,5288.41万,3.01亿
144,300840,酷特智能,19.78,6.80%,8.87%,1.76亿,1.35亿,4048.68万,3.12亿
145,2943,宇晶股份,57.18,6.80%,15.94%,6.92亿,6.02亿,8981.70万,13.03亿
146,301128,强瑞技术,189.95,6.80%,6.94%,6.49亿,5.58亿,9194.00万,12.10亿
147,603358,华达科技,34.81,6.75%,3.10%,2.75亿,2.09亿,6621.06万,4.85亿
148,300502,新易盛,530.46,6.74%,3.47%,89.10亿,68.32亿,20.77亿,159.03亿
149,600482,中国动力,39.39,6.69%,1.78%,8.48亿,5.96亿,2.52亿,15.51亿
150,2491,通鼎互联,15.15,6.69%,15.77%,16.70亿,10.53亿,6.17亿,27.36亿
151,301128,强瑞技术,189.95,6.80%,6.94%,6.49亿,5.58亿,9194.00万,12.10亿
152,603358,华达科技,34.81,6.75%,3.10%,2.75亿,2.09亿,6621.06万,4.85亿
153,300502,新易盛,530.46,6.74%,3.47%,89.10亿,68.32亿,20.77亿,159.03亿
154,600482,中国动力,39.39,6.69%,1.78%,8.48亿,5.96亿,2.52亿,15.51亿
155,2491,通鼎互联,15.15,6.69%,15.77%,16.70亿,10.53亿,6.17亿,27.36亿
156,600986,浙文互联,10.9,6.65%,16.11%,14.57亿,11.42亿,3.15亿,26.04亿
157,603110,东方材料,17.69,6.63%,6.35%,1.38亿,7795.26万,6016.65万,2.21亿
158,2361,神剑股份,19.77,6.63%,38.84%,29.05亿,27.98亿,1.07亿,58.85亿
159,2899,英派斯,33.2,6.62%,3.31%,1.03亿,5367.14万,4964.66万,1.60亿
160,301360,荣旗科技,79.95,6.60%,10.31%,1.32亿,7518.64万,5639.23万,2.08亿
161,600673,东阳光,35.58,6.53%,2.46%,15.52亿,10.21亿,5.31亿,26.05亿
162,688,国城矿业,46.32,6.53%,1.90%,5.85亿,4.53亿,1.32亿,10.40亿
163,688719,爱科赛博,53.25,6.50%,4.78%,1.17亿,1.05亿,1204.21万,2.24亿
164,603206,嘉环科技,17.58,6.48%,5.10%,1.40亿,1.33亿,665.80万,2.74亿
165,300394,天孚通信,351.93,6.43%,4.81%,77.08亿,49.88亿,27.20亿,128.18亿
166,600184,光电股份,21.59,6.41%,6.33%,4.47亿,3.30亿,1.17亿,7.87亿
167,603618,杭电股份,22.99,6.34%,9.71%,8.42亿,6.49亿,1.93亿,15.04亿
168,688590,新致软件,14.94,6.33%,6.23%,1.54亿,1.04亿,5017.71万,2.60亿
169,600714,金瑞矿业,18.22,6.30%,5.37%,1.53亿,1.03亿,4960.98万,2.74亿
170,301222,浙江恒威,38.82,6.27%,6.99%,1.27亿,8524.44万,4167.29万,2.14亿
171,2132,恒星科技,4.41,6.27%,14.20%,4.59亿,4.22亿,3689.93万,8.83亿
172,2633,申科股份,18.87,6.25%,2.06%,2872.40万,1875.60万,996.80万,5640.26万
173,300410,正业科技,9.54,6.24%,12.63%,2.45亿,1.91亿,5457.05万,4.39亿
174,688548,广钢气体,25.33,6.16%,3.23%,3.38亿,2.03亿,1.36亿,5.54亿
175,300464,星徽股份,7.77,6.15%,4.19%,6863.85万,3973.16万,2890.69万,1.12亿
176,603101,汇嘉时代,9.85,6.14%,5.16%,1.23亿,1.07亿,1571.50万,2.32亿
177,300478,杭州高新,26.72,6.07%,4.06%,8738.20万,4637.41万,4100.79万,1.35亿
178,600590,泰豪科技,15.08,6.05%,6.87%,5.10亿,3.30亿,1.80亿,8.54亿
179,300679,电连技术,43.45,6.05%,5.64%,4.78亿,3.57亿,1.21亿,8.53亿
180,2469,三维化学,8.85,5.99%,3.79%,1.26亿,8066.26万,4580.85万,2.08亿
181,301321,翰博高新,23.42,5.97%,4.12%,8401.94万,5660.52万,2741.42万,1.41亿
182,300866,安克创新,118.5,5.95%,2.38%,4.74亿,3.69亿,1.04亿,8.50亿
183,300276,三丰智能,7.3,5.95%,5.24%,2.27亿,1.77亿,5035.11万,4.05亿
184,603115,海星股份,47.14,5.93%,3.16%,1.96亿,1.55亿,4089.04万,3.52亿
185,2125,湘潭电化,14.28,5.93%,3.82%,1.77亿,1.44亿,3314.68万,3.41亿
186,688316,青云科技,78.44,5.89%,9.53%,2.12亿,1.39亿,7373.02万,3.53亿
187,300285,国瓷材料,35.26,5.89%,3.86%,5.91亿,4.73亿,1.17亿,11.19亿
188,600719,大连热电,7.05,5.86%,3.76%,6544.40万,3920.49万,2623.91万,1.05亿
189,300159,*ST新研,3.43,5.86%,2.60%,1.09亿,5034.80万,5838.17万,1.61亿
190,2353,杰瑞股份,115.9,5.86%,2.60%,11.38亿,9.00亿,2.38亿,20.49亿
191,2552,宝鼎科技,21.55,5.84%,7.08%,3.02亿,2.27亿,7454.80万,5.43亿
192,300385,ST雪浪,14.52,5.83%,8.22%,1.89亿,1.50亿,3832.81万,3.44亿
193,600251,冠农股份,11.53,5.78%,1.69%,9014.90万,5746.54万,3268.36万,1.49亿
194,600331,宏达股份,16.55,5.75%,2.43%,4.87亿,2.97亿,1.90亿,8.00亿
195,603399,永杉锂业,12.74,5.73%,14.66%,4.54亿,5.05亿,-5170.89万,9.63亿
196,300467,迅游科技,32.33,5.72%,3.12%,7833.74万,5856.22万,1977.52万,1.65亿
197,300442,润泽科技,95.4,5.69%,3.76%,35.30亿,22.08亿,13.21亿,58.01亿
198,300398,飞凯材料,29.23,5.68%,6.75%,6.02亿,4.36亿,1.66亿,10.90亿
199,2738,中矿资源,85.15,5.68%,4.02%,14.99亿,9.11亿,5.89亿,24.23亿
200,600126,杭钢股份,10.07,5.67%,6.12%,12.03亿,8.35亿,3.68亿,20.46亿
201,300214,日科化学,7.8,5.55%,4.56%,8130.02万,5931.40万,2198.62万,1.42亿
202,2328,新朋股份,13.19,5.52%,25.45%,9.91亿,8.92亿,9864.03万,19.08亿
203,603101,汇嘉时代,9.79,5.50%,4.75%,1.12亿,9841.83万,1308.66万,2.13亿
204,688677,海泰新光,73.41,5.47%,5.09%,2.35亿,2.04亿,3084.53万,4.42亿
205,600186,莲花控股,8.11,5.46%,14.88%,11.84亿,9.13亿,2.71亿,21.06亿
206,2556,辉隆股份,6.37,5.46%,3.00%,9535.63万,8029.95万,1505.68万,1.77亿
207,2805,丰元股份,18.57,5.45%,15.31%,3.56亿,4.43亿,-8765.93万,8.01亿
208,301313,凡拓数创,33.03,5.43%,5.00%,6470.22万,5655.97万,814.25万,1.23亿
209,600094,大名城,4.86,5.42%,1.95%,1.06亿,8933.89万,1703.04万,1.97亿
210,603601,再升科技,15.09,5.38%,19.57%,18.02亿,15.14亿,2.88亿,33.34亿
211,605208,永茂泰,14.75,5.36%,3.22%,8676.79万,6518.60万,2158.19万,1.54亿
212,301248,杰创智能,60.83,5.33%,14.79%,5.22亿,4.85亿,3769.16万,10.11亿
213,301157,华塑科技,77.74,5.30%,28.76%,2.21亿,2.42亿,-2081.82万,4.66亿
214,300608,思特奇,13.3,5.30%,6.88%,1.35亿,1.19亿,1575.99万,2.60亿
215,688293,奥浦迈,56.28,5.29%,1.27%,4094.82万,3742.20万,352.62万,7940.53万
216,603730,岱美股份,9.84,5.24%,0.92%,1.07亿,7928.31万,2730.36万,1.91亿
217,688316,青云科技,77.94,5.21%,9.29%,2.08亿,1.33亿,7530.77万,3.44亿
218,300895,铜牛信息,63.26,5.19%,10.58%,5.49亿,3.66亿,1.83亿,9.19亿
219,600300,维维股份,3.65,5.19%,4.23%,1.55亿,9079.22万,6467.91万,2.47亿
220,300587,天铁科技,5.47,5.19%,2.44%,8663.99万,4763.13万,3900.86万,1.38亿
221,603458,勘设股份,11.99,5.18%,5.50%,1.13亿,8091.34万,3257.62万,1.98亿
222,2192,融捷股份,79.18,5.18%,11.28%,13.44亿,9.53亿,3.92亿,23.07亿
223,603139,康惠股份,31.11,5.17%,6.62%,1.03亿,9839.59万,476.15万,2.02亿
224,688678,福立旺,27.7,5.16%,5.98%,2.72亿,1.96亿,7549.90万,4.73亿
225,301002,崧盛股份,39.44,5.15%,4.10%,7708.48万,5873.26万,1835.21万,1.37亿
226,300843,胜蓝股份,67.85,5.10%,5.11%,2.96亿,2.55亿,4127.79万,5.53亿
227,688027,国盾量子,607.5,5.10%,4.69%,12.78亿,10.00亿,2.78亿,22.97亿
228,301004,嘉益股份,50.13,5.09%,1.36%,5644.75万,3709.23万,1935.52万,9363.01万
229,301397,溯联股份,36.2,5.08%,6.48%,9709.57万,6526.89万,3182.68万,1.64亿
230,301295,美硕科技,40.24,5.07%,9.68%,5778.28万,5451.19万,327.09万,1.13亿
231,2209,达意隆,15.76,5.07%,3.89%,6022.44万,3369.28万,2653.16万,9450.51万
232,2762,*ST金比,7.88,5.07%,4.44%,2491.49万,4784.57万,-2293.08万,7353.53万
233,609,ST中迪,9.77,5.05%,1.11%,1228.23万,1894.88万,-666.65万,3125.07万
234,300383,光环新网,18.75,5.04%,9.05%,17.53亿,12.47亿,5.06亿,30.29亿
235,600259,中稀有色,96.71,5.03%,4.16%,7.31亿,5.78亿,1.53亿,13.29亿
236,2803,吉宏股份,17.19,5.01%,4.04%,1.25亿,7222.61万,5234.24万,1.98亿
237,603268,*ST松发,121.22,5.00%,1.75%,2.45亿,2.44亿,40.71万,4.89亿
238,301068,大地海洋,33.45,4.99%,1.50%,2739.78万,2205.77万,534.01万,4985.35万
239,688692,达梦数据,246.3,4.99%,2.14%,2.23亿,1.58亿,6499.58万,3.84亿
240,605098,行动教育,63.14,4.97%,3.73%,1.42亿,1.34亿,857.07万,2.79亿
241,300656,民德电子,23.88,4.97%,4.24%,7252.25万,5901.15万,1351.10万,1.32亿
242,300264,佳创视讯,8.7,4.95%,3.85%,7251.80万,4740.15万,2511.65万,1.22亿
243,155,川能动力,16.78,4.94%,4.64%,8.36亿,5.94亿,2.42亿,14.38亿
244,301518,长华化学,42.57,4.93%,4.98%,6338.78万,4617.91万,1720.87万,1.11亿
245,688178,万德斯,32.99,4.93%,3.25%,5444.97万,3540.44万,1904.53万,9077.13万
246,605081,*ST太和,7.23,4.93%,0.88%,0.00,715.99万,-715.99万,716.42万
247,301061,匠心家居,74.09,4.91%,0.91%,5558.49万,4066.20万,1492.29万,9664.72万
248,688156,路德科技,25.84,4.91%,5.12%,8801.45万,4209.89万,4591.56万,1.31亿
249,300245,天玑科技,14.1,4.91%,8.77%,2.23亿,1.50亿,7273.27万,3.75亿
250,4,*ST国华,3.64,4.90%,0.54%,0.00,248.32万,-248.32万,248.36万
251,4,*ST国华,3.64,4.90%,0.54%,0.00,248.32万,-248.32万,248.36万
252,600841,动力新科,9.55,4.83%,2.06%,1.04亿,6612.67万,3818.47万,2.02亿
253,2305,*ST南置,2.39,4.82%,2.35%,5441.97万,4099.40万,1342.57万,9596.96万
254,301428,世纪恒通,35.34,4.77%,9.98%,1.27亿,8547.62万,4127.30万,2.13亿
255,688611,杭州柯林,57.56,4.77%,0.66%,2849.42万,1742.30万,1107.12万,5738.58万
256,603301,振德医疗,89.64,4.77%,1.22%,1.85亿,9875.51万,8620.46万,2.85亿
257,2624,完美世界,20.23,4.76%,3.60%,7.59亿,5.33亿,2.26亿,13.06亿
258,636,风华高科,22.04,4.75%,6.29%,10.36亿,5.52亿,4.84亿,15.92亿
259,600847,万里股份,13.93,4.74%,1.48%,1749.11万,1140.67万,608.43万,3127.24万
260,2838,道恩股份,28.13,4.73%,1.44%,9676.84万,7104.20万,2572.64万,1.68亿
261,603682,锦和商管,7.33,4.71%,4.58%,8539.25万,6897.95万,1641.30万,1.56亿
262,688006,杭可科技,30.73,4.70%,3.27%,3.49亿,2.54亿,9484.73万,6.06亿
263,2511,中顺洁柔,8.69,4.70%,2.06%,1.39亿,8352.52万,5526.56万,2.23亿
264,600356,恒丰纸业,9.59,4.69%,5.73%,8837.59万,7490.35万,1347.24万,1.64亿
265,301489,思泉新材,207.79,4.68%,7.44%,4.47亿,2.82亿,1.64亿,7.31亿
266,301395,仁信新材,12.97,4.68%,8.62%,8803.45万,5189.83万,3613.62万,1.42亿
267,688337,普源精电,57.3,4.68%,2.58%,1.41亿,1.22亿,1826.53万,2.70亿
268,2334,英威腾,8.97,4.67%,6.19%,2.40亿,1.61亿,7947.49万,4.03亿
269,300750,宁德时代,451.08,4.66%,1.15%,115.84亿,101.53亿,14.31亿,219.81亿
270,603139,康惠股份,30.95,4.63%,6.71%,1.04亿,1.01亿,369.02万,2.05亿
271,300210,森远股份,9.73,4.62%,3.63%,9660.73万,6921.59万,2739.14万,1.67亿
272,300153,科泰电源,28.1,4.62%,4.41%,2.25亿,1.56亿,6937.04万,3.90亿
273,600531,豫光金铅,14.11,4.60%,3.81%,3.82亿,2.22亿,1.59亿,6.37亿
274,688379,华光新材,51.8,4.58%,2.50%,6895.24万,3801.93万,3093.30万,1.15亿
275,605289,罗曼股份,132.4,4.57%,6.20%,4.39亿,4.37亿,206.61万,8.79亿
276,300556,丝路视觉,18.31,4.57%,3.31%,2758.95万,1638.08万,1120.86万,6478.60万
277,688301,奕瑞科技,111.46,4.56%,1.01%,1.37亿,9434.51万,4247.07万,2.37亿
278,2947,恒铭达,72.54,4.54%,5.96%,4.43亿,3.75亿,6736.98万,8.23亿
279,1358,兴欣新材,27.01,4.53%,3.31%,2651.05万,1760.16万,890.90万,4416.34万
280,300052,中青宝,13.65,4.52%,17.46%,3.46亿,2.76亿,6901.32万,6.24亿
281,605336,帅丰电器,14.87,4.50%,1.62%,2329.76万,1891.46万,438.30万,4337.56万
282,301106,骏成科技,29.67,4.47%,2.45%,3907.78万,3403.39万,504.38万,7356.24万
283,603458,勘设股份,11.91,4.47%,5.87%,1.21亿,8852.00万,3208.59万,2.13亿
284,688135,利扬芯片,35.58,4.46%,9.21%,4.10亿,3.47亿,6225.03万,7.62亿
