序号,股票代码,股票简称,最新价,涨跌幅,换手率,流入资金,流出资金,净额,成交额
33,3041,真爱美家,57.97,10.00%,3.60%,1.64亿,1.13亿,5115.68万,2.77亿
34,2263,大东南,5.17,10.00%,13.00%,2.42亿,10.08亿,-7.66亿,12.51亿
35,605060,联德股份,58.95,10.00%,3.37%,2.39亿,2.20亿,1971.70万,4.60亿
36,603052,可川科技,75.77,10.00%,3.26%,2.28亿,2.22亿,623.75万,4.50亿
37,1230,劲旅环境,27.72,10.00%,6.39%,7189.41万,6290.20万,899.21万,1.35亿
38,605287,德才股份,46.98,10.00%,3.50%,1.20亿,1.04亿,1641.62万,2.24亿
39,2990,盛视科技,46.32,10.00%,13.85%,4.00亿,4.42亿,-4196.91万,8.43亿
40,603985,恒润股份,24.54,10.00%,11.89%,6.74亿,4.74亿,2.00亿,12.38亿
41,603920,世运电路,58.86,10.00%,1.70%,0.00,7.17亿,-7.17亿,7.19亿
42,603897,长城科技,50.6,10.00%,5.30%,2.23亿,3.25亿,-1.03亿,5.48亿
43,2850,科达利,205.59,10.00%,2.29%,5.08亿,4.04亿,1.04亿,9.13亿
44,2771,真视通,18.37,10.00%,11.80%,1.30亿,2.43亿,-1.13亿,3.74亿
45,600683,京投发展,10.9,9.99%,3.15%,9034.36万,1.60亿,-7013.61万,2.51亿
46,2802,洪汇新材,14.87,9.99%,5.66%,7009.25万,4281.61万,2727.64万,1.21亿
47,2757,南兴股份,22.79,9.99%,9.04%,3.36亿,2.22亿,1.14亿,5.62亿
48,2297,博云新材,16.08,9.99%,22.08%,1.61亿,18.73亿,-17.12亿,20.34亿
49,600768,宁波富邦,17.52,9.98%,7.71%,8573.40万,9258.06万,-684.65万,1.78亿
50,603687,大胜达,19.84,9.98%,7.85%,4.83亿,3.58亿,1.25亿,8.41亿
51,603687,大胜达,19.84,9.98%,7.85%,4.83亿,3.58亿,1.25亿,8.41亿
52,600986,浙文互联,11.24,9.98%,10.52%,8.57亿,5.19亿,3.38亿,16.88亿
53,2062,宏润建设,8.05,9.97%,2.16%,9366.95万,9463.83万,-96.88万,1.89亿
54,605388,均瑶健康,8.06,9.96%,9.10%,1.67亿,2.56亿,-8917.47万,4.22亿
55,600666,奥瑞德,6.85,9.95%,21.51%,21.30亿,14.05亿,7.24亿,35.41亿
56,570,苏常柴A,6.74,9.95%,10.48%,1.98亿,1.79亿,1877.33万,3.76亿
57,546,金圆股份,7.08,9.94%,7.91%,2.00亿,1.77亿,2342.55万,3.77亿
58,300351,永贵电器,17.59,9.94%,9.49%,2.71亿,1.50亿,1.21亿,4.26亿
59,2421,达实智能,2.9,9.85%,5.70%,1.69亿,1.54亿,1467.90万,3.24亿
60,300911,亿田智能,36.08,9.83%,3.61%,8585.29万,8471.36万,113.93万,2.14亿
61,301369,联动科技,171.33,9.61%,5.38%,1.74亿,1.54亿,1941.55万,3.32亿
62,688227,品高股份,77.06,9.48%,3.50%,1.67亿,1.28亿,3976.45万,2.96亿
63,301282,金禄电子,43.24,9.47%,14.38%,3.61亿,3.24亿,3705.88万,6.93亿
64,603315,福鞍股份,16.76,9.47%,6.53%,1.89亿,1.43亿,4547.25万,3.39亿
65,301636,泽润新能,77.56,9.25%,27.18%,1.58亿,1.63亿,-452.63万,3.26亿
66,2008,大族激光,86.05,9.21%,2.76%,11.84亿,9.47亿,2.37亿,22.01亿
67,300137,先河环保,16.46,9.15%,9.74%,4.61亿,3.42亿,1.19亿,8.20亿
68,603698,航天工程,43.04,8.88%,8.85%,9.19亿,10.12亿,-9266.20万,19.48亿
69,603032,德新科技,21.91,8.79%,6.67%,1.68亿,1.51亿,1758.80万,3.23亿
70,688479,友车科技,35.36,8.73%,5.12%,6418.37万,4726.79万,1691.58万,1.12亿
71,301004,嘉益股份,51.82,8.64%,1.17%,5023.03万,2809.48万,2213.55万,7985.77万
72,688282,理工导航,89.54,8.63%,2.02%,9089.11万,6384.13万,2704.98万,1.55亿
73,301012,扬电科技,32.76,8.55%,7.92%,3.16亿,1.71亿,1.45亿,4.95亿
74,300696,爱乐达,34.25,8.52%,3.75%,1.87亿,1.48亿,3923.04万,3.38亿
75,688556,高测股份,14.41,8.51%,5.54%,4.22亿,2.08亿,2.13亿,6.41亿
76,601778,晶科科技,6.56,8.43%,10.51%,13.52亿,10.56亿,2.97亿,24.28亿
77,2132,恒星科技,4.5,8.43%,10.31%,3.37亿,2.57亿,7935.44万,6.43亿
78,603629,利通电子,95.19,8.23%,11.80%,14.71亿,12.95亿,1.76亿,28.04亿
79,300853,申昊科技,22.78,8.22%,4.89%,6455.24万,4015.99万,2439.25万,1.07亿
80,300857,协创数据,303.4,8.09%,5.55%,29.22亿,27.29亿,1.93亿,56.90亿
81,301128,强瑞技术,192.2,8.06%,6.29%,5.86亿,5.04亿,8219.50万,10.96亿
82,300438,鹏辉能源,67.85,7.89%,11.08%,16.36亿,12.98亿,3.37亿,29.51亿
83,600875,东方电气,41.2,7.80%,4.13%,21.62亿,16.10亿,5.51亿,38.11亿
84,3038,鑫铂股份,16.91,7.78%,6.63%,1.09亿,6026.61万,4890.28万,1.78亿
85,688258,卓易信息,114.79,7.78%,3.28%,2.75亿,1.71亿,1.04亿,4.47亿
86,2240,盛新锂能,49.87,7.78%,6.90%,16.21亿,14.83亿,1.38亿,31.29亿
87,605598,上海港湾,55.1,7.74%,2.85%,2.00亿,1.68亿,3251.83万,3.71亿
88,301157,华塑科技,79.49,7.67%,23.99%,1.89亿,1.98亿,-906.20万,3.88亿
89,300840,酷特智能,19.94,7.67%,6.72%,1.32亿,1.02亿,2989.16万,2.35亿
90,300953,震裕科技,203.18,7.59%,6.60%,9.51亿,6.94亿,2.57亿,16.49亿
91,301345,涛涛车业,238.26,7.45%,5.66%,2.79亿,1.89亿,9062.46万,4.69亿
92,300928,华安鑫创,30.79,7.28%,4.80%,4113.59万,3645.46万,468.13万,7847.56万
93,2328,新朋股份,13.41,7.28%,22.06%,8.80亿,7.66亿,1.14亿,16.51亿
94,300276,三丰智能,7.38,7.11%,4.67%,2.10亿,1.49亿,6045.90万,3.61亿
95,600105,永鼎股份,40.17,7.01%,9.10%,27.98亿,20.45亿,7.53亿,51.13亿
96,2595,豪迈科技,86.58,6.98%,0.53%,2.14亿,1.46亿,6779.01万,3.62亿
97,603129,春风动力,272.65,6.97%,2.28%,5.69亿,3.49亿,2.20亿,9.23亿
98,688719,爱科赛博,53.48,6.96%,3.09%,7676.77万,5570.63万,2106.14万,1.44亿
99,301360,荣旗科技,80.15,6.87%,9.14%,1.18亿,6500.07万,5264.26万,1.84亿
100,603206,嘉环科技,17.64,6.84%,4.51%,1.26亿,1.16亿,985.02万,2.43亿
101,600749,西藏旅游,19.35,6.79%,8.31%,1.76亿,1.37亿,3908.16万,3.52亿
102,688146,中船特气,64.19,6.73%,8.20%,4.17亿,3.27亿,9028.62万,7.46亿
103,300069,金利华电,23.7,6.71%,9.93%,1.67亿,1.00亿,6639.52万,2.70亿
104,1367,海森药业,27.65,6.67%,4.69%,8706.52万,6239.63万,2466.89万,1.54亿
105,605166,聚合顺,10.79,6.62%,1.88%,3351.50万,2197.02万,1154.48万,6301.99万
106,688027,国盾量子,616.26,6.62%,4.13%,11.93亿,8.27亿,3.66亿,20.21亿
107,300277,汽轮科技,19.86,6.60%,4.80%,4.66亿,2.50亿,2.15亿,7.19亿
108,600507,方大特钢,5.86,6.55%,2.21%,1.77亿,1.19亿,5831.60万,2.99亿
109,688279,峰岹科技,182.37,6.41%,1.76%,1.57亿,1.36亿,2057.71万,2.97亿
110,688692,达梦数据,249.64,6.41%,1.71%,1.87亿,1.18亿,6835.17万,3.06亿
111,603358,华达科技,34.69,6.38%,2.57%,2.30亿,1.68亿,6175.29万,4.01亿
112,534,万泽股份,44.39,6.37%,3.09%,3.66亿,2.93亿,7296.69万,6.72亿
113,300870,欧陆通,359.28,6.30%,2.87%,6.05亿,4.98亿,1.07亿,11.15亿
114,301285,鸿日达,98.19,6.24%,1.81%,2.14亿,1.52亿,6281.66万,3.67亿
115,300385,ST雪浪,14.56,6.12%,6.47%,1.58亿,1.05亿,5348.38万,2.70亿
116,300604,长川科技,149.79,6.08%,2.72%,11.51亿,7.85亿,3.66亿,19.60亿
117,300986,志特新材,25.23,6.05%,8.61%,5.36亿,3.36亿,2.00亿,8.81亿
118,688590,新致软件,14.9,6.05%,4.25%,1.03亿,7176.06万,3137.45万,1.76亿
119,657,中钨高新,50.02,6.02%,5.42%,21.63亿,15.57亿,6.05亿,37.61亿
120,2469,三维化学,8.85,5.99%,3.19%,1.11亿,6371.32万,4725.43万,1.75亿
121,1300,三柏硕,17.98,5.95%,3.96%,8798.32万,8464.47万,333.85万,1.73亿
122,600433,冠豪高新,3.74,5.95%,3.38%,1.25亿,9464.86万,3054.83万,2.21亿
123,2703,浙江世宝,20.48,5.95%,8.46%,5.69亿,4.27亿,1.42亿,10.06亿
124,601339,百隆东方,8.2,5.94%,0.94%,6133.56万,4652.65万,1480.91万,1.13亿
125,688802,沐曦股份,720.21,5.93%,14.68%,10.07亿,8.07亿,2.00亿,18.65亿
126,688270,臻镭科技,180.65,5.92%,6.00%,11.99亿,10.65亿,1.35亿,22.76亿
127,301086,鸿富瀚,155.21,5.89%,3.65%,1.39亿,1.08亿,3052.19万,2.59亿
128,688006,杭可科技,31.08,5.89%,2.27%,2.31亿,1.83亿,4787.54万,4.19亿
129,301283,聚胶股份,48.86,5.85%,2.94%,4958.19万,3994.33万,963.86万,8986.21万
130,688158,优刻得,48.45,5.83%,8.23%,8.82亿,7.06亿,1.76亿,15.98亿
131,300687,赛意信息,20.08,5.80%,2.48%,8874.61万,6698.46万,2176.15万,1.64亿
132,600251,冠农股份,11.53,5.78%,1.09%,6315.37万,3090.78万,3224.59万,9551.99万
133,600300,维维股份,3.67,5.76%,3.46%,1.34亿,6433.95万,6957.96万,2.01亿
134,300322,硕贝德,30.67,5.76%,12.57%,10.11亿,6.49亿,3.62亿,16.68亿
135,688182,灿勤科技,30.99,5.73%,1.15%,7825.86万,6133.09万,1692.77万,1.40亿
136,301061,匠心家居,74.67,5.73%,0.76%,4474.07万,3361.01万,1113.06万,8108.67万
137,301178,天亿马,55.23,5.70%,6.08%,9268.76万,7365.17万,1903.59万,1.66亿
138,1339,智微智能,71.25,5.68%,5.58%,2.44亿,2.21亿,2284.11万,4.69亿
139,300410,正业科技,9.49,5.68%,9.68%,1.81亿,1.51亿,3060.33万,3.35亿
140,603399,永杉锂业,12.73,5.64%,12.68%,3.88亿,4.37亿,-4855.04万,8.34亿
141,593,德龙汇能,17.6,5.64%,4.36%,1.57亿,1.15亿,4220.11万,2.71亿
142,600338,西藏珠峰,20.06,5.63%,7.78%,8.85亿,5.28亿,3.57亿,14.17亿
143,301321,翰博高新,23.34,5.61%,3.32%,6858.87万,4502.62万,2356.25万,1.14亿
144,2733,雄韬股份,31.85,5.60%,5.45%,3.50亿,2.44亿,1.06亿,6.25亿
145,603601,再升科技,15.12,5.59%,12.30%,10.43亿,8.34亿,2.09亿,20.75亿
146,2738,中矿资源,85.07,5.59%,3.44%,13.15亿,7.44亿,5.72亿,20.72亿
147,688135,利扬芯片,35.96,5.58%,7.59%,3.50亿,2.77亿,7231.10万,6.28亿
148,688507,索辰科技,92.3,5.57%,3.33%,9005.62万,5857.91万,3147.71万,1.49亿
149,600356,恒丰纸业,9.67,5.57%,4.73%,7798.47万,5736.08万,2062.39万,1.36亿
150,2805,丰元股份,18.59,5.57%,13.88%,3.22亿,3.99亿,-7654.48万,7.27亿
151,2805,丰元股份,18.59,5.57%,13.88%,3.22亿,3.99亿,-7654.48万,7.27亿
152,688,国城矿业,45.9,5.57%,1.65%,5.00亿,3.96亿,1.04亿,9.02亿
153,300058,蓝色光标,17.34,5.54%,11.81%,37.85亿,32.79亿,5.06亿,71.09亿
154,2943,宇晶股份,56.5,5.53%,11.78%,5.11亿,4.39亿,7260.27万,9.57亿
155,601113,华鼎股份,4.6,5.50%,2.56%,7586.52万,5379.18万,2207.34万,1.30亿
156,1358,兴欣新材,27.25,5.46%,3.01%,2483.38万,1513.62万,969.75万,4012.81万
157,688536,思瑞浦,200.15,5.34%,2.45%,3.40亿,2.45亿,9467.10万,6.45亿
158,300418,昆仑万维,52.45,5.34%,4.05%,16.91亿,9.28亿,7.62亿,26.37亿
159,300912,凯龙高科,26.76,5.31%,6.85%,8974.66万,5557.88万,3416.79万,1.55亿
160,688316,青云科技,78.0,5.29%,6.21%,1.28亿,9753.40万,3012.02万,2.29亿
161,636,风华高科,22.15,5.28%,4.48%,7.21亿,3.96亿,3.25亿,11.27亿
162,300383,光环新网,18.79,5.27%,6.80%,13.28亿,9.22亿,4.06亿,22.70亿
163,1234,泰慕士,28.29,5.25%,2.59%,3895.01万,2707.21万,1187.79万,6655.41万
164,301003,江苏博云,54.58,5.22%,4.00%,1.08亿,5040.70万,5730.77万,1.61亿
165,600300,维维股份,3.65,5.19%,3.65%,1.40亿,6927.00万,7035.11万,2.12亿
166,603458,勘设股份,11.99,5.18%,3.36%,6935.43万,4623.74万,2311.69万,1.19亿
167,300767,震安科技,23.35,5.18%,4.38%,1.46亿,8906.23万,5659.90万,2.43亿
168,301395,仁信新材,13.03,5.17%,6.81%,7142.66万,3784.17万,3358.49万,1.13亿
169,600549,厦门钨业,59.15,5.16%,2.39%,11.10亿,7.15亿,3.95亿,21.33亿
170,600382,广东明珠,9.81,5.14%,2.61%,1.12亿,5524.49万,5649.45万,1.73亿
171,600251,冠农股份,11.46,5.14%,1.22%,6701.60万,3770.97万,2930.63万,1.07亿
172,688677,海泰新光,73.17,5.13%,4.22%,2.04亿,1.61亿,4236.93万,3.66亿
173,301085,亚康股份,67.73,5.11%,13.34%,2.47亿,2.83亿,-3571.20万,5.34亿
174,300017,网宿科技,19.19,5.09%,8.16%,21.26亿,14.04亿,7.22亿,35.70亿
175,2762,*ST金比,7.88,5.07%,3.68%,2446.90万,3636.25万,-1189.35万,6094.25万
176,688486,龙迅股份,67.7,5.06%,1.71%,8191.12万,7185.81万,1005.31万,1.55亿
177,688678,福立旺,27.67,5.05%,4.65%,2.19亿,1.48亿,7100.12万,3.67亿
178,609,ST中迪,9.77,5.05%,1.02%,1228.23万,1651.51万,-423.28万,2880.62万
179,300502,新易盛,521.99,5.03%,2.37%,58.76亿,47.85亿,10.91亿,107.35亿
180,3023,彩虹集团,27.66,5.01%,1.80%,2968.62万,1504.64万,1463.98万,5084.42万
181,603268,*ST松发,121.22,5.00%,1.66%,2.45亿,2.19亿,2553.60万,4.64亿
182,300738,奥飞数据,24.57,5.00%,6.39%,9.09亿,6.06亿,3.03亿,15.30亿
183,688003,天准科技,72.64,4.97%,1.89%,1.29亿,1.40亿,-1090.84万,2.70亿
184,600186,莲花控股,8.07,4.94%,11.20%,8.85亿,6.69亿,2.16亿,15.68亿
185,2859,洁美科技,44.2,4.94%,1.25%,1.33亿,8573.16万,4770.75万,2.20亿
186,155,川能动力,16.78,4.94%,4.08%,7.58亿,5.00亿,2.57亿,12.64亿
187,605081,*ST太和,7.23,4.93%,0.87%,0.00,704.92万,-704.92万,710.93万
188,300478,杭州高新,26.43,4.92%,2.92%,6044.38万,3587.51万,2456.87万,9671.29万
189,2838,道恩股份,28.18,4.91%,1.20%,8089.05万,5815.91万,2273.14万,1.40亿
190,4,*ST国华,3.64,4.90%,0.51%,0.00,231.18万,-231.18万,232.16万
191,300895,铜牛信息,63.06,4.86%,7.76%,3.95亿,2.65亿,1.30亿,6.70亿
192,688356,键凯科技,108.9,4.86%,1.08%,3997.30万,2502.23万,1495.06万,7003.02万
193,300900,广联航空,43.41,4.86%,10.95%,5.93亿,5.40亿,5287.07万,11.74亿
194,600238,*ST椰岛,4.77,4.84%,4.28%,4387.59万,4351.98万,35.60万,8820.03万
195,300656,民德电子,23.85,4.84%,2.25%,3625.58万,2966.84万,658.75万,6912.69万
196,600439,瑞贝卡,2.61,4.82%,2.31%,4751.22万,1820.94万,2930.28万,6780.57万
197,600433,冠豪高新,3.7,4.82%,3.52%,1.27亿,9904.21万,2823.35万,2.29亿
198,703,恒逸石化,16.09,4.82%,1.20%,3.73亿,3.44亿,2945.09万,7.20亿
199,2192,融捷股份,78.9,4.81%,9.50%,11.38亿,7.89亿,3.49亿,19.44亿
200,762,西藏矿业,35.36,4.80%,8.48%,8.55亿,7.15亿,1.40亿,15.75亿
201,603171,税友股份,56.24,4.79%,2.02%,2.40亿,2.16亿,2450.29万,4.57亿
202,688375,国博电子,128.32,4.75%,0.68%,2.85亿,2.18亿,6717.10万,5.09亿
203,688595,芯海科技,34.41,4.75%,2.09%,5214.87万,4774.64万,440.23万,1.02亿
204,688387,信科移动,17.69,4.74%,2.85%,5.60亿,4.25亿,1.35亿,9.94亿
205,600184,光电股份,21.25,4.73%,4.13%,2.72亿,2.36亿,3604.17万,5.10亿
206,301322,绿通科技,35.81,4.71%,3.05%,6783.28万,3419.97万,3363.32万,1.03亿
207,688052,纳芯微,163.5,4.67%,1.04%,1.50亿,8441.46万,6575.24万,2.38亿
208,603618,杭电股份,22.63,4.67%,7.00%,6.11亿,4.54亿,1.56亿,10.79亿
209,2899,英派斯,32.59,4.66%,2.32%,6928.72万,4172.33万,2756.40万,1.11亿
210,300159,*ST新研,3.39,4.63%,2.13%,8875.93万,4085.18万,4790.75万,1.31亿
211,70,特发信息,19.75,4.61%,8.80%,8.53亿,6.46亿,2.08亿,15.12亿
212,300166,东方国信,17.32,4.59%,13.86%,12.52亿,8.78亿,3.74亿,21.52亿
213,2708,光洋股份,13.72,4.57%,4.51%,1.90亿,1.34亿,5624.55万,3.24亿
214,2947,恒铭达,72.55,4.55%,4.87%,3.63亿,3.00亿,6335.67万,6.70亿
215,301106,骏成科技,29.69,4.54%,1.70%,2606.45万,2029.40万,577.05万,5094.48万
216,603308,应流股份,67.96,4.54%,2.23%,5.76亿,4.30亿,1.46亿,10.14亿
217,301489,思泉新材,207.5,4.53%,5.97%,3.48亿,2.33亿,1.15亿,5.85亿
218,603488,展鹏科技,11.39,4.50%,3.57%,6459.37万,5269.89万,1189.47万,1.18亿
219,688127,蓝特光学,67.99,4.47%,1.09%,1.66亿,1.28亿,3801.54万,2.97亿
220,2556,辉隆股份,6.31,4.47%,2.09%,6518.40万,5553.85万,964.55万,1.22亿
221,688229,博睿数据,93.18,4.46%,3.29%,7909.76万,5497.98万,2411.78万,1.34亿
222,2511,中顺洁柔,8.67,4.46%,1.75%,1.21亿,6799.38万,5340.75万,1.90亿
223,2443,金洲管道,9.49,4.40%,3.30%,1.04亿,5275.18万,5083.54万,1.60亿
224,688178,万德斯,32.82,4.39%,2.01%,3074.76万,2486.70万,588.06万,5563.78万
225,688615,合合信息,186.55,4.39%,3.47%,3.46亿,2.64亿,8227.70万,6.19亿
226,301053,远信工业,59.28,4.38%,4.77%,1.23亿,1.17亿,623.26万,2.42亿
227,300442,润泽科技,94.2,4.37%,2.48%,22.78亿,14.76亿,8.02亿,37.81亿
228,688382,益方生物,22.19,4.33%,2.91%,2.17亿,1.52亿,6504.00万,3.70亿
229,300866,安克创新,116.68,4.32%,1.64%,3.06亿,2.73亿,3262.97万,5.87亿
230,603138,海量数据,21.23,4.32%,2.88%,9847.70万,7166.54万,2681.16万,1.74亿
231,688301,奕瑞科技,111.17,4.29%,0.68%,9378.08万,6440.83万,2937.25万,1.59亿
232,1223,欧克科技,54.19,4.25%,0.85%,2459.95万,1750.56万,709.39万,4250.64万
233,688449,联芸科技,48.46,4.24%,1.90%,1.38亿,1.18亿,2026.94万,2.67亿
234,688156,路德科技,25.67,4.22%,4.00%,6993.29万,3177.17万,3816.13万,1.02亿
235,700,模塑科技,11.94,4.19%,3.85%,2.35亿,1.87亿,4726.85万,4.23亿
236,300394,天孚通信,344.49,4.18%,2.77%,41.24亿,30.20亿,11.04亿,72.46亿
237,688433,华曙高科,82.19,4.17%,1.92%,1.77亿,1.40亿,3774.49万,3.18亿
238,300969,恒帅股份,131.0,4.17%,3.42%,1.18亿,1.06亿,1242.83万,2.28亿
239,2222,福晶科技,87.03,4.15%,3.37%,8.13亿,5.27亿,2.87亿,13.53亿
240,605376,博迁新材,111.21,4.14%,1.56%,2.53亿,1.90亿,6258.92万,4.43亿
241,2842,翔鹭钨业,32.99,4.14%,7.01%,3.11亿,2.45亿,6579.00万,6.07亿
242,603139,康惠股份,30.8,4.12%,5.15%,8169.22万,7477.54万,691.68万,1.57亿
243,605289,罗曼股份,131.81,4.11%,4.86%,3.55亿,3.27亿,2884.62万,6.87亿
244,300846,首都在线,31.13,4.08%,7.77%,5.39亿,3.84亿,1.55亿,9.39亿
245,600714,金瑞矿业,17.84,4.08%,2.72%,6289.05万,5048.84万,1240.21万,1.36亿
246,300531,优博讯,19.94,4.07%,4.66%,1.65亿,1.18亿,4725.35万,2.86亿
247,600367,红星发展,21.05,4.05%,4.75%,1.70亿,1.08亿,6177.46万,3.17亿
248,603061,金海通,239.13,4.04%,3.20%,3.22亿,3.28亿,-620.06万,6.51亿
249,301222,浙江恒威,38.0,4.02%,4.55%,7992.20万,5746.51万,2245.69万,1.38亿
250,603887,城地香江,17.06,4.02%,2.36%,1.57亿,7391.45万,8263.32万,2.36亿
251,300153,科泰电源,27.94,4.02%,3.19%,1.65亿,1.11亿,5456.25万,2.80亿
252,603682,锦和商管,7.28,4.00%,3.19%,6066.41万,4464.90万,1601.51万,1.08亿
253,688237,超卓航科,57.8,3.99%,1.18%,3635.75万,2367.25万,1268.49万,6061.94万
254,2353,杰瑞股份,113.85,3.99%,1.79%,7.60亿,6.35亿,1.24亿,14.00亿
255,2015,协鑫能科,18.51,3.99%,7.64%,11.45亿,11.31亿,1436.60万,22.82亿
256,300679,电连技术,42.6,3.98%,3.38%,2.56亿,2.03亿,5223.90万,5.03亿
257,603922,金鸿顺,20.01,3.95%,1.29%,2403.62万,1667.24万,736.38万,4549.64万
258,600212,绿能慧充,8.18,3.94%,3.78%,8863.22万,6316.50万,2546.72万,1.61亿
259,300751,迈为股份,231.96,3.94%,3.94%,9.88亿,7.04亿,2.84亿,17.24亿
260,300750,宁德时代,448.0,3.94%,0.97%,101.14亿,82.97亿,18.17亿,185.61亿
261,301040,中环海陆,33.58,3.93%,5.26%,8367.52万,7879.32万,488.20万,1.64亿
262,2209,达意隆,15.59,3.93%,2.40%,3726.86万,1907.24万,1819.63万,5769.45万
263,688257,新锐股份,77.56,3.93%,1.90%,2.18亿,1.50亿,6820.99万,3.70亿
264,688168,安博通,81.96,3.92%,0.90%,3766.42万,1750.56万,2015.87万,5615.09万
265,300517,海波重科,11.96,3.91%,1.67%,1276.43万,995.03万,281.40万,2767.23万
266,2197,证通电子,8.23,3.91%,3.72%,9478.17万,6135.84万,3342.33万,1.61亿
267,2589,瑞康医药,3.73,3.90%,21.91%,5.08亿,6.38亿,-1.30亿,11.49亿
268,2047,*ST宝鹰,5.59,3.90%,0.98%,5065.12万,2871.31万,2193.81万,8232.09万
269,300776,帝尔激光,83.55,3.89%,3.67%,3.12亿,1.94亿,1.18亿,5.13亿
270,2235,安妮股份,9.65,3.88%,8.40%,2.74亿,1.76亿,9793.96万,4.52亿
271,603383,顶点软件,32.85,3.86%,4.03%,1.37亿,1.35亿,271.05万,2.73亿
272,300467,迅游科技,31.76,3.86%,1.99%,6280.19万,4044.89万,2235.30万,1.05亿
273,688228,开普云,110.67,3.84%,1.80%,7553.22万,5677.65万,1875.57万,1.33亿
274,605196,华通线缆,49.26,3.84%,1.52%,2.53亿,1.26亿,1.26亿,3.82亿
275,688503,聚和材料,96.03,3.83%,2.97%,3.74亿,1.88亿,1.86亿,5.66亿
276,688262,国芯科技,36.3,3.83%,2.80%,1.98亿,1.42亿,5573.81万,3.41亿
277,688500,慧辰股份,49.94,3.83%,1.19%,2853.16万,1448.23万,1404.93万,4326.02万
278,600331,宏达股份,16.25,3.83%,1.71%,3.37亿,2.15亿,1.22亿,5.60亿
279,300364,中文在线,28.5,3.83%,6.26%,7.24亿,4.32亿,2.93亿,11.70亿
280,2001,新和成,37.99,3.83%,0.84%,6.12亿,3.28亿,2.85亿,9.56亿
281,301182,凯旺科技,69.4,3.83%,4.35%,1.47亿,1.41亿,631.24万,2.88亿
282,688787,海天瑞声,135.02,3.82%,2.57%,1.40亿,6691.71万,7263.30万,2.09亿
283,300231,银信科技,11.13,3.82%,3.91%,1.14亿,7260.38万,4102.04万,1.91亿
284,2042,华孚时尚,4.89,3.82%,3.06%,1.54亿,8708.02万,6680.47万,2.51亿
