序号,股票代码,股票简称,最新价,涨跌幅,换手率,流入资金,流出资金,净额,成交额
112,300687,赛意信息,20.74,9.27%,6.20%,2.48亿,1.60亿,8754.13万,4.09亿
113,603129,春风动力,278.0,9.07%,3.03%,7.75亿,4.62亿,3.13亿,12.39亿
114,300689,澄天伟业,51.7,9.00%,5.78%,1.67亿,1.33亿,3394.97万,3.00亿
115,688479,友车科技,35.43,8.95%,6.33%,7808.35万,5944.74万,1863.61万,1.38亿
116,301012,扬电科技,32.87,8.91%,11.33%,4.57亿,2.57亿,2.00亿,7.16亿
117,2491,通鼎互联,15.46,8.87%,19.05%,20.63亿,12.22亿,8.41亿,33.32亿
118,300696,爱乐达,34.35,8.84%,5.70%,2.92亿,2.21亿,7016.33万,5.15亿
119,300604,长川科技,153.5,8.70%,5.50%,22.66亿,17.44亿,5.22亿,40.29亿
120,300209,行云科技,13.75,8.70%,22.48%,13.06亿,8.93亿,4.13亿,22.02亿
121,300231,银信科技,11.65,8.68%,9.47%,2.97亿,1.76亿,1.21亿,4.76亿
122,300935,盈建科,33.26,8.66%,4.40%,4528.23万,3573.18万,955.05万,8512.58万
123,300438,鹏辉能源,68.32,8.63%,14.71%,21.61亿,17.85亿,3.76亿,39.59亿
124,603698,航天工程,42.85,8.40%,11.70%,12.73亿,13.18亿,-4459.40万,25.95亿
125,300322,硕贝德,31.42,8.34%,20.43%,17.36亿,10.11亿,7.25亿,27.59亿
126,301328,维峰电子,59.37,8.30%,2.91%,9634.58万,8339.42万,1295.15万,1.83亿
127,603629,利通电子,95.21,8.25%,19.66%,22.94亿,24.27亿,-1.32亿,47.43亿
128,600184,光电股份,21.94,8.13%,7.55%,5.47亿,3.92亿,1.55亿,9.43亿
129,300214,日科化学,7.99,8.12%,5.71%,9828.05万,7550.11万,2277.94万,1.78亿
130,301002,崧盛股份,40.55,8.10%,6.97%,1.37亿,9558.83万,4165.69万,2.35亿
131,301004,嘉益股份,51.53,8.03%,1.55%,6367.48万,4161.09万,2206.39万,1.06亿
132,600338,西藏珠峰,20.51,8.00%,11.88%,13.79亿,7.91亿,5.87亿,21.78亿
133,605090,九丰能源,42.98,7.99%,4.53%,7.35亿,5.85亿,1.50亿,13.24亿
134,688556,高测股份,14.34,7.98%,7.92%,6.13亿,3.13亿,3.00亿,9.27亿
135,603032,德新科技,21.74,7.94%,11.58%,2.88亿,2.83亿,504.63万,5.72亿
136,301283,聚胶股份,49.82,7.93%,4.79%,8108.16万,6682.11万,1426.05万,1.48亿
137,688258,卓易信息,114.93,7.92%,4.57%,3.79亿,2.47亿,1.33亿,6.28亿
138,610,西安旅游,9.7,7.90%,15.28%,1.91亿,1.43亿,4849.23万,3.35亿
139,300277,汽轮科技,20.09,7.84%,6.86%,6.64亿,3.69亿,2.95亿,10.36亿
140,300858,科拓生物,23.0,7.83%,17.86%,3.93亿,3.54亿,3876.03万,7.54亿
141,600676,交运股份,8.15,7.80%,2.70%,1.26亿,9441.23万,3202.50万,2.22亿
142,2624,完美世界,20.81,7.77%,5.99%,11.98亿,10.15亿,1.83亿,22.23亿
143,301397,溯联股份,37.12,7.75%,9.98%,1.51亿,9545.73万,5600.28万,2.54亿
144,301068,大地海洋,34.33,7.75%,1.86%,3533.88万,2629.04万,904.84万,6225.47万
145,300502,新易盛,535.39,7.73%,4.05%,105.70亿,80.13亿,25.57亿,186.46亿
146,301360,荣旗科技,80.78,7.71%,11.48%,1.49亿,8223.79万,6691.87万,2.32亿
147,300657,弘信电子,35.33,7.71%,11.85%,11.80亿,7.34亿,4.46亿,19.24亿
148,301040,中环海陆,34.79,7.68%,10.85%,1.79亿,1.64亿,1476.47万,3.46亿
149,300410,正业科技,9.67,7.68%,14.46%,2.81亿,2.20亿,6090.11万,5.03亿
150,2943,宇晶股份,57.65,7.68%,18.31%,7.88亿,6.99亿,8917.37万,15.01亿
151,688220,翱捷科技,81.89,7.61%,4.74%,7.82亿,6.23亿,1.60亿,14.23亿
152,688282,理工导航,88.64,7.53%,2.82%,1.21亿,9503.07万,2564.74万,2.18亿
153,301053,远信工业,61.06,7.52%,10.42%,2.69亿,2.64亿,536.34万,5.38亿
154,600382,广东明珠,10.03,7.50%,5.47%,2.28亿,1.42亿,8565.95万,3.72亿
155,605090,九丰能源,42.77,7.46%,4.43%,7.19亿,5.69亿,1.50亿,12.92亿
156,2798,帝欧水华,7.16,7.35%,10.65%,1.87亿,1.64亿,2334.11万,3.57亿
157,600986,浙文互联,10.97,7.34%,17.55%,16.02亿,12.34亿,3.68亿,28.39亿
158,301548,崇德科技,75.76,7.31%,7.95%,7849.35万,6779.76万,1069.59万,1.53亿
159,300285,国瓷材料,35.73,7.30%,5.55%,9.29亿,6.76亿,2.53亿,16.24亿
160,2132,恒星科技,4.45,7.23%,15.16%,4.96亿,4.45亿,5139.07万,9.43亿
161,688802,沐曦股份,729.0,7.22%,22.82%,15.85亿,13.38亿,2.47亿,29.30亿
162,301178,天亿马,56.01,7.20%,7.88%,1.19亿,9682.42万,2189.22万,2.16亿
163,688,国城矿业,46.6,7.18%,2.12%,6.39亿,5.16亿,1.24亿,11.58亿
164,2899,英派斯,33.37,7.16%,4.03%,1.24亿,6826.21万,5597.35万,1.95亿
165,603399,永杉锂业,12.91,7.14%,16.05%,5.08亿,5.44亿,-3639.91万,10.55亿
166,300928,华安鑫创,30.74,7.11%,5.68%,5077.53万,4161.58万,915.95万,9271.09万
167,600490,鹏欣资源,8.59,7.11%,3.09%,3.04亿,1.91亿,1.12亿,5.16亿
168,2378,章源钨业,32.28,7.10%,8.19%,16.51亿,14.39亿,2.12亿,30.97亿
169,688677,海泰新光,74.53,7.08%,6.62%,3.07亿,2.71亿,3632.97万,5.79亿
170,605178,时空科技,86.71,7.04%,4.29%,1.89亿,1.68亿,2079.87万,3.60亿
171,600284,浦东建设,7.3,7.04%,3.58%,1.38亿,1.02亿,3668.28万,2.46亿
172,300153,科泰电源,28.74,7.00%,6.68%,3.55亿,2.36亿,1.19亿,5.96亿
173,1339,智微智能,72.13,6.99%,9.39%,4.24亿,3.60亿,6395.17万,7.96亿
174,688365,光云科技,19.74,6.99%,4.74%,2.33亿,1.51亿,8211.38万,3.89亿
175,2633,申科股份,19.0,6.98%,3.04%,4808.76万,3288.34万,1520.42万,8397.39万
176,300464,星徽股份,7.83,6.97%,5.52%,9039.34万,5786.03万,3253.30万,1.49亿
177,300137,先河环保,16.13,6.96%,13.72%,6.56亿,5.09亿,1.47亿,11.66亿
178,2663,普邦股份,2.31,6.94%,9.34%,1.34亿,1.40亿,-692.77万,2.75亿
179,688162,巨一科技,35.79,6.93%,2.88%,7584.00万,5942.89万,1641.11万,1.37亿
180,300394,天孚通信,353.5,6.91%,5.41%,86.38亿,57.68亿,28.70亿,144.54亿
181,2842,翔鹭钨业,33.87,6.91%,23.46%,12.05亿,8.86亿,3.19亿,21.02亿
182,688719,爱科赛博,53.44,6.88%,5.58%,1.37亿,1.26亿,1138.02万,2.63亿
183,300656,民德电子,24.31,6.86%,5.29%,9297.66万,7243.06万,2054.60万,1.66亿
184,2733,雄韬股份,32.23,6.86%,10.63%,7.15亿,5.19亿,1.97亿,12.39亿
185,603206,嘉环科技,17.64,6.84%,5.51%,1.53亿,1.43亿,1089.44万,2.97亿
186,300866,安克创新,119.49,6.83%,3.19%,6.19亿,5.20亿,9893.82万,11.49亿
187,300840,酷特智能,19.78,6.80%,9.53%,1.86亿,1.48亿,3846.72万,3.34亿
188,688590,新致软件,15.0,6.76%,6.67%,1.64亿,1.13亿,5179.32万,2.78亿
189,688182,灿勤科技,31.27,6.69%,1.84%,1.26亿,9902.85万,2724.20万,2.26亿
190,300276,三丰智能,7.35,6.68%,5.69%,2.47亿,1.92亿,5467.07万,4.39亿
191,301128,强瑞技术,189.72,6.67%,8.24%,7.71亿,6.60亿,1.11亿,14.35亿
192,603040,新坐标,85.77,6.67%,1.49%,9641.30万,6677.61万,2963.69万,1.67亿
193,600126,杭钢股份,10.16,6.61%,6.80%,13.56亿,9.19亿,4.37亿,22.85亿
194,2498,汉缆股份,9.06,6.59%,11.23%,17.40亿,14.70亿,2.70亿,32.23亿
195,301222,浙江恒威,38.93,6.57%,7.95%,1.46亿,9776.26万,4789.97万,2.44亿
196,603110,东方材料,17.68,6.57%,8.00%,1.73亿,1.05亿,6856.25万,2.79亿
197,600714,金瑞矿业,18.26,6.53%,7.21%,2.11亿,1.53亿,5803.44万,3.71亿
198,300069,金利华电,23.66,6.53%,12.78%,2.11亿,1.35亿,7633.02万,3.48亿
199,688507,索辰科技,93.11,6.50%,5.10%,1.28亿,9949.82万,2817.03万,2.29亿
200,600673,东阳光,35.57,6.50%,2.77%,16.97亿,12.14亿,4.83亿,29.29亿
201,603110,东方材料,17.68,6.57%,8.00%,1.73亿,1.05亿,6856.25万,2.79亿
202,600714,金瑞矿业,18.26,6.53%,7.21%,2.11亿,1.53亿,5803.44万,3.71亿
203,300069,金利华电,23.66,6.53%,12.78%,2.11亿,1.35亿,7633.02万,3.48亿
204,600673,东阳光,35.57,6.50%,2.77%,16.97亿,12.14亿,4.83亿,29.29亿
205,605303,园林股份,23.66,6.48%,5.65%,1.19亿,8823.50万,3054.51万,2.08亿
206,301321,翰博高新,23.53,6.47%,4.73%,9469.55万,6724.79万,2744.76万,1.62亿
207,1223,欧克科技,55.34,6.46%,2.25%,6925.44万,4551.95万,2373.49万,1.15亿
208,300352,北信源,7.46,6.42%,5.26%,2.97亿,1.62亿,1.35亿,4.83亿
209,301248,杰创智能,61.45,6.41%,16.34%,5.87亿,5.27亿,6024.51万,11.18亿
210,605100,华丰股份,47.69,6.40%,2.31%,9866.56万,7126.02万,2740.54万,1.82亿
211,688182,灿勤科技,31.17,6.35%,1.89%,1.30亿,1.01亿,2824.97万,2.32亿
212,300949,奥雅股份,39.57,6.34%,3.45%,2703.77万,1841.32万,862.45万,4571.60万
213,301373,凌玮科技,92.5,6.32%,20.72%,4.35亿,3.10亿,1.25亿,7.49亿
214,300245,天玑科技,14.29,6.32%,11.25%,2.99亿,1.81亿,1.19亿,4.83亿
215,300442,润泽科技,95.95,6.30%,4.19%,38.66亿,25.71亿,12.95亿,64.60亿
216,605208,永茂泰,14.88,6.29%,4.53%,1.22亿,9362.46万,2882.60万,2.17亿
217,603335,迪生力,6.26,6.28%,7.32%,9724.36万,9721.03万,3.33万,1.95亿
218,300745,欣锐科技,27.46,6.27%,3.98%,8760.07万,5308.71万,3451.36万,1.51亿
219,2511,中顺洁柔,8.82,6.27%,2.64%,1.83亿,1.04亿,7940.80万,2.89亿
220,603358,华达科技,34.65,6.26%,3.47%,2.96亿,2.46亿,5028.78万,5.44亿
221,300649,杭州园林,15.8,6.25%,3.24%,3132.12万,1826.54万,1305.57万,5298.16万
222,300467,迅游科技,32.49,6.25%,4.00%,1.08亿,7947.88万,2837.98万,2.14亿
223,2826,易明医药,21.28,6.24%,4.41%,1.03亿,6223.61万,4075.95万,1.68亿
224,1389,广合科技,135.82,6.23%,5.42%,6.38亿,4.44亿,1.93亿,10.92亿
225,301313,凡拓数创,33.28,6.22%,5.79%,7515.67万,6660.32万,855.35万,1.43亿
226,688257,新锐股份,79.26,6.20%,4.42%,5.02亿,3.68亿,1.34亿,8.72亿
227,688027,国盾量子,613.56,6.15%,5.13%,13.86亿,11.17亿,2.69亿,25.11亿
228,300478,杭州高新,26.74,6.15%,4.61%,9690.46万,5643.45万,4047.01万,1.54亿
229,301106,骏成科技,30.14,6.13%,2.95%,4843.46万,4050.41万,793.05万,8900.19万
230,605088,冠盛股份,36.42,6.12%,3.02%,1.32亿,7718.08万,5461.76万,2.15亿
231,600186,莲花控股,8.16,6.11%,16.21%,12.92亿,9.98亿,2.94亿,22.97亿
232,2469,三维化学,8.86,6.11%,4.42%,1.47亿,9511.08万,5154.48万,2.45亿
233,688692,达梦数据,248.88,6.09%,2.68%,2.91亿,1.90亿,1.00亿,4.83亿
234,2125,湘潭电化,14.3,6.08%,5.00%,2.59亿,1.83亿,7647.29万,4.44亿
235,688382,益方生物,22.56,6.06%,5.07%,3.73亿,2.78亿,9535.77万,6.53亿
236,155,川能动力,16.95,6.00%,5.32%,9.73亿,6.70亿,3.04亿,16.48亿
237,301097,天益医疗,60.47,5.99%,4.36%,3905.87万,3569.28万,336.58万,7507.27万
238,600176,中国巨石,32.96,5.98%,3.88%,26.41亿,24.59亿,1.82亿,51.20亿
239,605069,正和生态,13.16,5.96%,2.78%,4168.33万,3315.61万,852.72万,7541.68万
240,3023,彩虹集团,27.91,5.96%,5.32%,8881.18万,6415.74万,2465.44万,1.53亿
241,301358,湖南裕能,85.69,5.96%,3.85%,13.33亿,11.06亿,2.28亿,24.47亿
242,688611,杭州柯林,58.2,5.93%,1.11%,5899.77万,3706.43万,2193.34万,9689.78万
243,688127,蓝特光学,68.93,5.92%,2.10%,3.09亿,2.59亿,4961.93万,5.75亿
244,2328,新朋股份,13.24,5.92%,28.17%,11.02亿,10.09亿,9326.62万,21.14亿
245,603685,晨丰科技,31.02,5.91%,2.19%,7757.65万,5268.76万,2488.89万,1.33亿
246,605598,上海港湾,54.16,5.91%,4.21%,2.74亿,2.70亿,465.20万,5.46亿
247,600251,冠农股份,11.54,5.87%,1.99%,1.04亿,6963.29万,3476.38万,1.76亿
248,2738,中矿资源,85.3,5.87%,4.39%,16.18亿,10.21亿,5.97亿,26.51亿
249,2192,融捷股份,79.7,5.87%,12.61%,15.06亿,10.70亿,4.37亿,25.81亿
250,600590,泰豪科技,15.05,5.84%,7.97%,5.99亿,3.91亿,2.08亿,9.93亿
251,603008,喜临门,12.71,5.83%,9.44%,2.40亿,1.93亿,4705.31万,4.35亿
252,300556,丝路视觉,18.53,5.83%,6.12%,6964.30万,5073.83万,1890.47万,1.22亿
253,2466,天齐锂业,65.4,5.83%,5.49%,29.65亿,22.37亿,7.28亿,52.28亿
254,301428,世纪恒通,35.69,5.81%,11.90%,1.51亿,1.03亿,4896.72万,2.55亿
255,603308,应流股份,68.77,5.78%,3.51%,9.46亿,6.54亿,2.92亿,16.10亿
256,688146,中船特气,63.6,5.75%,12.74%,6.24亿,5.39亿,8424.69万,11.67亿
257,300531,优博讯,20.26,5.74%,7.76%,2.81亿,1.93亿,8748.86万,4.78亿
258,1234,泰慕士,28.42,5.73%,3.51%,5435.13万,3464.60万,1970.53万,9022.91万
259,2552,宝鼎科技,21.52,5.70%,8.25%,3.64亿,2.70亿,9355.95万,6.36亿
260,688226,威腾电气,53.46,5.69%,5.50%,2.99亿,2.37亿,6240.18万,5.41亿
261,300385,ST雪浪,14.5,5.69%,9.36%,2.06亿,1.85亿,2089.94万,3.91亿
262,600094,大名城,4.87,5.64%,2.20%,1.23亿,9991.34万,2299.58万,2.23亿
263,300608,思特奇,13.34,5.62%,8.18%,1.67亿,1.40亿,2661.61万,3.09亿
264,2353,杰瑞股份,115.62,5.61%,2.95%,12.57亿,10.63亿,1.94亿,23.29亿
265,2034,旺能环境,19.78,5.61%,3.56%,1.56亿,1.39亿,1664.48万,2.97亿
266,300454,深信服,112.75,5.58%,5.00%,9.50亿,6.47亿,3.03亿,16.02亿
267,603138,海量数据,21.48,5.55%,5.56%,1.98亿,1.40亿,5841.64万,3.39亿
268,603115,海星股份,46.96,5.53%,3.77%,2.33亿,1.86亿,4645.17万,4.21亿
269,688038,中科通达,23.88,5.52%,2.75%,4380.97万,2750.91万,1630.06万,7503.94万
270,688316,青云科技,78.16,5.51%,10.31%,2.26亿,1.55亿,7118.86万,3.83亿
271,603101,汇嘉时代,9.79,5.50%,6.74%,1.47亿,1.56亿,-940.47万,3.05亿
272,2803,吉宏股份,17.27,5.50%,4.71%,1.43亿,8728.71万,5579.23万,2.31亿
273,300383,光环新网,18.83,5.49%,10.13%,19.29亿,14.51亿,4.78亿,33.92亿
274,2810,山东赫达,24.63,5.48%,3.78%,1.75亿,9968.29万,7548.67万,2.95亿
275,636,风华高科,22.19,5.47%,7.00%,11.27亿,6.35亿,4.92亿,17.73亿
276,2882,金龙羽,29.53,5.46%,5.89%,2.38亿,1.77亿,6130.89万,4.18亿
277,300986,志特新材,25.09,5.46%,10.82%,6.41亿,4.63亿,1.78亿,11.08亿
278,688308,欧科亿,102.83,5.45%,6.29%,5.81亿,4.18亿,1.63亿,10.05亿
279,600397,江钨装备,14.9,5.45%,5.66%,4.63亿,3.60亿,1.03亿,8.25亿
280,300221,银禧科技,10.88,5.43%,5.34%,1.57亿,1.03亿,5454.09万,2.61亿
281,688323,瑞华泰,21.77,5.42%,4.06%,8410.01万,6668.77万,1741.24万,1.54亿
282,300679,电连技术,43.19,5.42%,7.01%,5.97亿,4.61亿,1.36亿,10.66亿
283,2645,华宏科技,22.8,5.41%,8.55%,4.96亿,4.78亿,1727.83万,10.44亿
