证券代码,代码,名称,机构代码,机构类型,报告期,报告类型,报告期名称,证券类型代码,公告日期,更新日期,货币,基本每股收益,扣除非经常性损益后的基本每股收益,稀释每股收益,每股净资产,每股资本公积金,每股未分配利润,每股经营现金净流量,营业总收入,毛利润,净利润,扣除非经常性损益后的净利润,营业总收入同比增长,净利润同比增长,扣除非经常性损益后的净利润同比增长,营业总收入环比增长,净利润环比增长,扣除非经常性损益后的净利润环比增长,净资产收益率(加权平均),净资产收益率(扣除/摊薄),总资产净利率,销售净利率,销售毛利率,应收账款占营业收入比例,营业收入现金含量,经营现金流占利润比例,所得税率,流动比率,速动比率,经营现金流量净额,资产负债率,企业规模,权益乘数,总资产周转天数,存货周转天数,应收账款周转天数,总资产增长率,存货增长率,应收账款增长率,存款总额,贷款总额,流动性覆盖率,新增贷款,核心一级资本充足率,不良贷款,拨备覆盖率,每股净资产,总资产收益率,净资产收益率,已赚保费,赔付支出,退保率,偿付能力充足率,净资本,净资产,净资本/净资产,自营资产规模,自营权益类证券占净资本比例,营业支出,经纪业务风险资本,证券自营业务风险资本,证券承销业务风险资本,融资融券业务风险资本,基本每股收益同比增长,报表期同比增长,每股资本公积金同比增长,每股未分配利润同比增长,每股经营现金净流量同比增长,净资产收益率同比增长,总资产净利率同比增长,资产负债率同比增长,报告年份,资本回报率,资本回报率同比增长,内含价值,内含价值增长率,净资产,营业总收入同比增长,净利润同比增长,扣除非经常性损益后的净利润同比增长,营业总收入环比增长,净利润环比增长,扣除非经常性损益后的净利润环比增长,销售毛利率,营业总收入占净资产比例,营业利润占净资产比例,息税前利润占净资产比例,员工人数,人均营业总收入,人均净利润,预付账款占比,应付账款周转天数,固定资产周转天数,流动资产周转天数,预付账款周转天数,应付账款周转天数,营业周期,保守速动比率,现金比率,利息保障倍数,流动资产/总资产,非流动资产/总资产,清算价值比率,有息负债率,财务杠杆,企业自由现金流预测,企业自由现金流回溯,营业利润,总资产,营运资本,营运资本净额,固定资产,一级资本充足率,净利息收益率,净息差,贷款及垫款,不良贷款余额,逾期贷款,贷款拨备率,收入保费比,负债,资本充足率,风险覆盖率,资本杠杆率,流动性覆盖率,净稳定资金比率,净资本负债,净资产负债,所有者权益
301389.SZ,301389,隆扬电子,10000214749,通用,2023-03-31 00:00:00,一季报,2023一季报,058001001,2023-04-27 00:00:00,2024-04-26 00:00:00,CNY,0.07,,0.07,8.283468148148,5.460451681446,1.62205754127,0.10505205866,47651944.85,22200766.21,19250395.97,18039445.67,-52.3538962955,-55.3453918299,-57.154846561,-13.909071896323,-14.129603799325,-14.803583154287,0.82,,0.8011353261,40.3979229612,46.589423117743,,1.22752226198,0.624995658073,16.6353195788,46.641080114385,45.754710479357,0.60744291294,2.254595542,1.023066000438,0.023066000438,4538.32573376519,159.763456990269,163.437952403908,0.019831101882,0.563332827766,0.550667691783,,,,,,,,,,,,,,,,,,,,,,,,,-65.0,,,,,-86.5131578947,-85.1281963436,-79.3087686502,2023,0.422976441488,-92.2020303473,,,,-52.3538962955,-55.3453918299,-57.154846561,-37.4525575929,-45.3608621404,-42.0694098236,-22.6114566939,0.168084461552,0.168084461552,0.048620057319,,,,14.862725517181,0.905916947967,0.63238762811,0.020799443572,6.055416948659,99.346855362373,323.201131519876,45.698583365828,44.275084577252,,95.1813452562,4.8186547438,4403.27593329988,0.4311422694,4178.38969610392,87669128.7814401,-2830841.16274609,1.866038918661,0.0370111352,1.28894621637,1.547098494826,0.37626739154,,,,,,,,,54167347.06,,,,,,,,
301389.SZ,301389,隆扬电子,10000214749,通用,2022-12-31 00:00:00,年报,2022年报,058001001,2023-03-24 00:00:00,2024-03-15 00:00:00,CNY,0.75,0.72,0.75,8.213154499295,5.460451681446,1.552515159012,0.652898799295,376447220.78,209407043.25,168858575.87,162557079.93,-12.1147152106,-14.5785687196,-14.3021686982,-9.812735208722,-7.119236964336,-7.689481745352,16.59,15.98,10.6087709132,44.8558434088,55.627198632549,,0.740489480285,0.491693919845,14.626627741,33.387132318853,32.704902190258,2.692418002562,3.1131412092,1.032131717841,0.032131717842,1522.14651058676,105.884090483686,120.761996437111,0.236508113704,3.399944206495,2.981070292155,,,,,,,,,,,,,,,,,,,,,,,,,-19.3548387097,153.8894049352,689.101673021,10.7114010207,-32.6109467972,-50.5661501788,-63.5761977516,-73.6874229779,2022,9.981972591352,-67.6148538153,,,,-34.9645547679,-26.866589438,-30.3063118634,-21.0312751407,-16.4647025563,-25.5385984218,-12.0689626141,1.327856157954,1.327856157954,0.639731379683,418.0,900591.437272727,403967.884856459,111.762873750955,4.299451854138,5.870150415517,0.25154675252,3.22110543437,83.731603984243,226.646260215498,32.678214779327,31.137767829403,556.64876869185,95.5073791756,4.4926208244,3197.30805391611,0.5826529167,2850.02081890285,95338168.4981683,-1483638111.92166,1.236732403749,0.193723005003,0.933977689724,1.096164696678,2.586848494927,,,,,,,,,74816512.19,,,,,,,,
301389.SZ,301389,隆扬电子,10000214749,通用,2022-09-30 00:00:00,三季报,2022三季报,058001001,2022-10-28 00:00:00,2023-10-28 00:00:00,CNY,0.63,0.62,0.62,3.86,0.691973678025,2.030773306149,0.694049748995,300261939.63,169910767.26,133627373.19,131418000.0,-3.5132702856,-10.6184887868,-9.3703049658,-4.870313397567,-7.31801704715,-6.293228547057,17.71,17.41,15.6740285982,44.5036002081,56.587514045028,,0.701329366051,0.491478633828,14.4530011066,8.215682558413,7.731775885244,1.455388080459,11.1693961477,1.125738154007,0.125738154007,766.61669850347,104.007345449243,124.409767369576,0.352196867779,2.595970494524,2.170247607633,,,,,,,,,,,,,,,,,,,,,,,,,-10.0,,,,,-33.0687830688,,,2022,16.096629489151,-70.5359760431,,,,-18.1337857483,-25.3928669679,-22.0453515919,-7.0336830455,-12.7544971355,-11.9471430196,-13.4073532365,1.412166676684,1.412166676684,0.697801753322,,,,29.982088357786,3.007630090945,4.899584018197,0.392287037926,9.00537670285,89.771677977582,228.418659872294,7.549095621369,6.27305679099,,90.0639020484,9.9360979516,884.185026829595,3.1994730836,528.683660908559,126993210.375981,-16869258.9068976,1.125563841679,0.365385587717,0.946108157023,1.104357021747,2.240656646071,,,,,,,,,103311507.86,,,,,,,,
301389.SZ,301389,隆扬电子,10000214749,通用,2022-06-30 00:00:00,中报,2022中报,058001001,2022-09-28 00:00:00,2023-08-18 00:00:00,CNY,0.43,0.42,0.43,3.665436093028,0.691983285315,1.832414503045,0.465569617449,203786681.5,117249034.89,91451332.68,89597988.46,5.3977956376,-1.6349955981,-1.9274408811,1.8938432999,1.510352985284,1.938701414798,12.47,12.21,10.9884823007,44.8760105454,57.535180428364,,0.698873099712,0.485761577652,13.3936813726,7.657842590507,7.136993573626,0.962456216617,11.8731926686,1.134728501215,0.134728501214,735.104419072041,109.128210307849,125.909866356468,0.244863172265,1.649436011937,1.42959408352,,,,,,,,,,,,,,,,,,,,,,,,,-2.2727272727,33.6514118911,3.12915e-05,85.2878296597,-10.8421766544,-28.0023094688,-27.5107426126,16.4022954474,2022,11.502322252325,-28.0982500851,,,,8.5289206121,6.42530965,8.1375428343,3.7617014565,12.1371131184,12.8026448919,-12.4459024557,0.958432364491,0.958432364491,0.477337749888,,,,59.349671362318,1.866727904039,3.632860571284,0.274383652838,3.032872733214,96.425408122168,235.039938214293,7.11498670075,5.770893766323,662.082798088361,89.0620051773,10.9379948227,830.094147459796,3.1350479684,479.118754381489,98911074.4061854,-2082622.06153661,1.162661726988,0.267915124769,0.93670004949,1.082452677386,1.784096224501,,,,,,,,,105002455.95,,,,,,,,
301389.SZ,301389,隆扬电子,10000214749,通用,2022-03-31 00:00:00,一季报,2022一季报,058001001,2023-04-27 00:00:00,2023-04-27 00:00:00,CNY,0.2,,0.2,,,,,100012259.44,60209344.6,43109539.55,42103818.57,2.3343276691,-9.3350756706,-11.2458423819,0.532605669597,-2.245409963062,-2.812485667125,6.08,,5.3869412521,43.1042552097,60.201964176323,,0.688079385321,0.421151008645,13.7700021817,,,,10.8963816792,1.122288879897,0.122288879897,720.14577240271,,,0.124974697414,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022,5.424186811783,,,,,2.3343276691,-9.3350756706,-11.2458815271,-14.6246922874,-10.5143530403,-5.7675780201,,,,,,,,49.167585596721,,1.763725932649,0.143329165404,1.830474262824,,,,,,,,917.735840613918,,,282884276.923543,635023176.27375,1.193236192725,0.145464979992,0.842668582059,0.977052048796,,,,,,,,,,89393000.0,,,,,,,,
301389.SZ,301389,隆扬电子,10000214749,通用,2021-12-31 00:00:00,年报,2021年报,058001001,2022-04-14 00:00:00,2023-03-24 00:00:00,CNY,0.93,0.89,0.93,3.23,0.691983285315,1.402308294086,0.968849936696,428339308.09,270977307.69,197677062.23,189686340.32,0.7052027577,18.6309689601,12.626850975,,,,33.56,32.2,29.1259293603,46.1496431676,63.262302238454,,0.73370018414,0.480931154109,14.1135842647,7.774621073586,7.20238279136,2.295257452738,11.8313808891,1.134190384384,0.134190384384,570.415156021141,109.420882914749,127.618790086647,0.631119275496,3.290048393052,2.820901214904,,,,,,,,,,,,,,,,,,,,,,,,,9.4117647059,40.327574052,0.0,154.1793431216,37.7616488463,-19.9618411638,-15.1742846139,-21.5930858331,2021,30.822688075664,-17.2016584476,,,,,,,-0.5946599513,-14.781370083,-16.7127087271,-3.7688992652,2.014529373733,2.014529373733,1.047590278001,418.0,1024735.18681818,472911.632129187,135.388596963806,3.741180189183,7.859306107213,0.708305149603,2.659012709144,96.226319448841,237.041337450668,7.177769732445,5.508762686738,768.505181062041,89.4442663902,10.5557336098,832.696603497577,3.066609989,416.840748890259,73394155.402345,-2324937.2919107,1.106134072945,0.607336721569,0.907345511691,1.042112400225,3.632860350029,,,,,,,,,92299977.74,,,,,,,,
301389.SZ,301389,隆扬电子,10000214749,通用,2021-09-30 00:00:00,三季报,2021三季报,058001001,2022-10-28 00:00:00,2022-10-28 00:00:00,CNY,0.7,0.68,,,,,,311195063.32,203363168.52,149502253.18,145005453.18,,,,,,,26.46,25.67,,48.0413318852,65.349098520526,,0.757417130578,0.496477311342,14.2879314634,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021,54.631470272599,,,,,,,,23.2441749576,24.4536451218,22.1456186447,,,,,,,,305.677936066413,,5.950566641085,0.608163339514,0.883282593027,,,,,,,,,,,279697932.777878,555896715.466969,1.14188998951,,0.887293622063,1.033437858318,,,,,,,,,,,,,,,,,,
301389.SZ,301389,隆扬电子,10000214749,通用,2021-06-30 00:00:00,中报,2021中报,058001001,2021-09-29 00:00:00,2022-09-28 00:00:00,CNY,0.44,0.43,,2.742534509112,0.691983068783,0.988955673133,0.522185939471,193350041.4,127057782.9,92971411.16,91358876.8,,,,,,,17.32,17.02,15.1587734469,48.0845054321,65.713863819219,,0.852022938796,0.574242366725,13.305072055,9.103252019667,8.44122017928,1.75532836988,10.200136194,1.11358743501,0.11358743501,570.970402591254,116.994532628547,132.173485843422,0.31525276824,1.538533433622,1.361846506895,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021,15.997277209448,,,,,,,,-2.1607890647,-4.4691257293,-7.4169401775,,0.90934763739,0.90934763739,0.484592917719,417.0,463669.164028777,222953.024364508,62.651392193573,2.092522300262,3.677187676513,0.355584805701,2.873040705047,86.020588634808,249.175074779394,8.416309107868,6.348532085435,959.873487859172,88.6720899928,11.3278946076,963.015502050232,0.5956562675,634.853208543468,123149763.797679,-3126943.5857464,1.239983547684,0.369206588747,1.03577400382,1.194235776296,2.100243361985,,,,,,,,,66236400.0,,,,,,,,
301389.SZ,301389,隆扬电子,10000214749,通用,2021-03-31 00:00:00,一季报,2021一季报,058001001,2022-05-16 00:00:00,2022-08-31 00:00:00,CNY,,,,,,,,97730900.0,,47548200.0,47438700.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021,,,,,,,,,,,,,,,,,,,,,1.868777181549,0.190993873372,,,,,,,,,,,,247102589.43,424588533.91,,,1.02769075805,,,,,,,,,,,,,,,,,,,
301389.SZ,301389,隆扬电子,10000214749,通用,2020-12-31 00:00:00,年报,2020年报,058001001,2021-06-30 00:00:00,2022-09-28 00:00:00,CNY,0.85,0.86,0.85,2.31,0.691983285315,0.55170033759,0.703279864033,425339800.09,279618281.22,166631920.79,168420175.72,58.4371473906,57.4395737774,101.3349687062,,,,41.93,42.38,34.3362024449,39.1761882511,65.739975699625,,0.565611343822,0.35156569185,16.3342472952,5.874278028811,5.365709161603,1.716661019377,15.0897162767,1.177713648041,0.177713648041,410.745125149601,95.631832752392,105.252965165091,0.876455928403,3.76443689971,3.420331193856,,,,,,,,,,,,,,,,,,,,,,,,,57.4074074074,-93.8181105561,-77.2064965105,-98.2519311245,-93.4435662253,17.9797411367,9.8053347935,39.4747091471,2020,37.226214315143,6.9961796214,,,,,,,,,,14.4957736169,2.000422340223,2.000422340223,0.918731140317,423.0,1005531.44229314,393928.890756501,85.749884868945,4.286531417693,9.808673405516,0.987478931004,4.198256365594,83.983987266271,200.886695256866,5.353961369384,3.534120806888,8567.66972433436,88.641188785,11.358811215,649.037576248688,5.6530657891,353.412080688776,142954199.540875,24219992.329984,0.913555753042,0.673122626829,0.758209908488,0.897396371482,2.859355368943,,,,,,,,,87107984.28,,,,,,,,
301389.SZ,301389,隆扬电子,10000214749,通用,2019-12-31 00:00:00,年报,2019年报,058001001,2021-06-30 00:00:00,2022-09-28 00:00:00,CNY,0.54,0.43,0.54,37.29,3.035879436582,31.560560647049,10.726560935487,268459642.89,154141326.29,105838650.85,83651725.68,25.3957533214,26.9875360696,26.7640642361,,,,35.54,28.09,31.2700676242,39.4244176557,57.416945292279,0.002296311667,0.709202171509,0.37583896985,14.2363229382,8.221661911754,7.443152743053,2.371692731977,10.8189623545,1.121314604989,0.121314604989,453.87782740404,91.093401569564,129.665929924767,0.793164984637,3.951987671962,2.776365389188,,,,,,,,,,,,,,,,,,,,,,,,,25.5813953488,43.2474452658,-3.31623e-05,54.5367518087,106.8069509083,-13.3804533268,-46.7969471078,-20.7956265708,2019,34.79209673361,-48.3299696056,,,,,,,,,,-0.4866377177,28.540310601044,28.540310601044,12.904973389197,419.0,640715.138162291,252598.212052506,61.686466900369,4.230743785822,8.65848404079,0.905906424996,5.835963998091,85.09142085286,220.757430908403,7.272557611731,4.985349941829,372000.131364525,88.9267857589,11.0732142411,908.52572719163,0.2953759612,390.234761064756,92029772.7493143,-2869485.18191948,1.119390188614,0.76403119483,0.817570806337,0.953315209705,2.930465215004,,,,,,,,,42553474.19,,,,,,,,
301389.SZ,301389,隆扬电子,10000214749,通用,2018-12-31 00:00:00,年报,2018年报,058001001,2021-06-30 00:00:00,2022-02-25 00:00:00,CNY,0.43,0.34,0.43,26.03,3.035880443351,20.422689281139,5.186750681433,214089900.0,123525000.0,83345700.0,65990094.42,,,,,,,41.03,32.48,58.7749497901,38.9302344482,57.697724180356,0.000498855854,0.521583222749,0.227886976452,14.5850520562,6.270497008245,5.632034754955,1.259384405702,13.6595517218,1.158205707686,0.158205772294,,98.318487626001,168.327361543001,,3.661569748402,2.138689733505,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018,67.335158249469,,,,,,,,,,,,22.760189117327,22.760189117327,10.277480939619,400.0,535224.75,208364.25,178.770035530991,3.894611226504,7.762449148302,0.881326522799,2.013760297864,92.435413719884,266.644228847005,4.41226077574,1.735865956974,,85.6521782055,14.3478217945,717.11211725409,-3.52597e-05,173.586595697448,-65101336.5633172,-128931165.714498,0.894949271311,0.675575156835,0.499433396153,0.585372730687,1.768961066272,,,,,,,,,38739800.0,,,,,,,,
